#  
#  ARTDECO flux output for each k-dis band 
#  
# number of wavelengths
  38
# number of solar zenith angles
   1
# number of sampled altitudes 
  50
##################
# Wavelength (microns) 
       8.000000000
# Solar zenithal angle (deg) 
60.000
#     ALTITUDE           PRESSION           FLUX DW          FLUX UP           FLUX DIR
#       (KM)               (hPa)             (W.M-2)          (W.M-2)          (W.M-2) 
      21.000000000      45.800000000       0.125179618       1.793230066       0.024092246
      20.000000000      53.700000000       0.132813293       1.807049152       0.023719204
      19.000000000      62.800000000       0.140349741       1.822256436       0.023350857
      18.000000000      73.600000000       0.147755708       1.838252299       0.022999299
      17.000000000      86.100000000       0.155053413       1.854571137       0.022668662
      16.000000000     100.700000000       0.162234878       1.871214005       0.022355431
      15.000000000     117.800000000       0.169398614       1.888453488       0.022053594
      14.000000000     137.800000000       0.176912000       1.907351826       0.021747219
      13.000000000     161.100000000       0.185054903       1.928919568       0.021425168
      12.000000000     188.200000000       0.193089288       1.951488497       0.021117120
      11.000000000     219.900000000       0.200175446       1.972397219       0.020854048
      10.000000000     256.800000000       0.206162169       1.990483382       0.020638799
       9.000000000     299.300000000       0.212677858       2.004444136       0.020458784
       8.000000000     347.300000000       0.638521043       2.751509582       0.003125516
       7.000000000     401.600000000       0.689221657       2.874658723       0.002545722
       6.000000000     462.700000000       0.698127615       2.892097409       0.002521076
       5.000000000     531.300000000       0.712824525       2.908628727       0.002489841
       4.000000000     608.100000000       0.736782742       2.924219212       0.002448535
       3.000000000     693.800000000       0.777360357       2.938108616       0.002390818
       2.000000000     789.700000000       0.839909261       2.948253295       0.002313523
       1.000000000     897.300000000       0.927290971       2.950997230       0.002214835
       0.000000000    1018.000000000       3.175093662       3.216533531       0.000000000
# Wavelength (microns) 
       9.523809000
# Solar zenithal angle (deg) 
60.000
#     ALTITUDE           PRESSION           FLUX DW          FLUX UP           FLUX DIR
#       (KM)               (hPa)             (W.M-2)          (W.M-2)          (W.M-2) 
     120.000000000       0.000040000       0.026975632       1.338633055       0.026975632
     115.000000000       0.000060000       0.026975632       1.338633055       0.026975632
     110.000000000       0.000110000       0.026975632       1.338633055       0.026975632
     105.000000000       0.000200000       0.026975632       1.338633055       0.026975632
     100.000000000       0.000410000       0.026975632       1.338633055       0.026975632
      95.000000000       0.000880000       0.026975632       1.338633055       0.026975632
      90.000000000       0.001980000       0.026975632       1.338633055       0.026975632
      85.000000000       0.004560000       0.026975632       1.338633055       0.026975632
      80.000000000       0.010300000       0.026975632       1.338633055       0.026975632
      75.000000000       0.022200000       0.026977035       1.338635564       0.026975582
      70.000000000       0.047000000       0.026995102       1.338653487       0.026975119
      65.000000000       0.095000000       0.027151605       1.338718865       0.026972131
      60.000000000       0.188000000       0.027944009       1.338788356       0.026960490
      55.000000000       0.362000000       0.031266175       1.338286355       0.026921655
      50.000000000       0.683000000       0.042866476       1.334543841       0.026803388
      47.500000000       0.940000000       0.054785050       1.329377460       0.026683376
      45.000000000       1.290000000       0.071665014       1.321011403       0.026489603
      42.500000000       1.800000000       0.091880633       1.309871634       0.026193613
      40.000000000       2.530000000       0.112693798       1.296048065       0.025789082
      37.500000000       3.600000000       0.130032609       1.280501809       0.025310217
      35.000000000       5.180000000       0.143581582       1.264935646       0.024734606
      32.500000000       7.560000000       0.157182274       1.252723923       0.023899194
      30.000000000      11.100000000       0.180123965       1.248161252       0.022575865
      27.500000000      16.460000000       0.219641633       1.249862215       0.020538385
      25.000000000      24.400000000       0.275903229       1.262011324       0.017826660
      24.000000000      28.600000000       0.300845347       1.270198097       0.016704916
      23.000000000      33.400000000       0.325791429       1.280803370       0.015639710
      22.000000000      39.100000000       0.350302969       1.294713214       0.014647982
      21.000000000      45.800000000       0.373850708       1.313079102       0.013744285
      20.000000000      53.700000000       0.395415022       1.336597129       0.012950917
      19.000000000      62.800000000       0.414431661       1.365757988       0.012268104
      18.000000000      73.600000000       0.432344380       1.399944293       0.011674894
      17.000000000      86.100000000       0.449865432       1.437747316       0.011146916
      16.000000000     100.700000000       0.466994841       1.479831663       0.010660825
      15.000000000     117.800000000       0.484111706       1.527730058       0.010195855
      14.000000000     137.800000000       0.502192681       1.586015688       0.009720080
      13.000000000     161.100000000       0.521861964       1.661263309       0.009215064
      12.000000000     188.200000000       0.541255300       1.751375942       0.008730686
      11.000000000     219.900000000       0.558388887       1.846623577       0.008317280
      10.000000000     256.800000000       0.572902973       1.939337955       0.007981009
       9.000000000     299.300000000       0.593054728       2.013998061       0.007716883
       8.000000000     347.300000000       0.887610137       2.754151850       0.001134476
       7.000000000     401.600000000       0.941425247       2.927645350       0.000907783
       6.000000000     462.700000000       0.968805423       2.991888048       0.000887182
       5.000000000     531.300000000       1.004928670       3.041886146       0.000866972
       4.000000000     608.100000000       1.050335590       3.078872944       0.000846348
       3.000000000     693.800000000       1.109396710       3.103744832       0.000823185
       2.000000000     789.700000000       1.186941507       3.118364979       0.000794880
       1.000000000     897.300000000       1.286484648       3.121466568       0.000759777
       0.000000000    1018.000000000       3.337384574       3.379658497       0.000000000
# Wavelength (microns) 
       9.708738000
# Solar zenithal angle (deg) 
60.000
#     ALTITUDE           PRESSION           FLUX DW          FLUX UP           FLUX DIR
#       (KM)               (hPa)             (W.M-2)          (W.M-2)          (W.M-2) 
     120.000000000       0.000040000       0.025985788       1.432250420       0.025985788
     115.000000000       0.000060000       0.025985788       1.432250420       0.025985788
     110.000000000       0.000110000       0.025985788       1.432250420       0.025985788
     105.000000000       0.000200000       0.025985788       1.432250420       0.025985788
     100.000000000       0.000410000       0.025985788       1.432250420       0.025985788
      95.000000000       0.000880000       0.025985788       1.432250420       0.025985788
      90.000000000       0.001980000       0.025985788       1.432250420       0.025985788
      85.000000000       0.004560000       0.025985788       1.432250420       0.025985788
      80.000000000       0.010300000       0.025985788       1.432250420       0.025985788
      75.000000000       0.022200000       0.025987134       1.432252666       0.025985746
      70.000000000       0.047000000       0.026004247       1.432268682       0.025985352
      65.000000000       0.095000000       0.026159470       1.432323817       0.025982681
      60.000000000       0.188000000       0.026951079       1.432356699       0.025972144
      55.000000000       0.362000000       0.030299788       1.431727285       0.025936561
      50.000000000       0.683000000       0.042013925       1.427633843       0.025828031
      47.500000000       0.940000000       0.054164573       1.422156740       0.025717120
      45.000000000       1.290000000       0.071713901       1.413339853       0.025535600
      42.500000000       1.800000000       0.093432367       1.401571300       0.025252079
      40.000000000       2.530000000       0.116827584       1.387065221       0.024853649
      37.500000000       3.600000000       0.137469007       1.371014331       0.024369579
      35.000000000       5.180000000       0.153752604       1.355408262       0.023797016
      32.500000000       7.560000000       0.168297262       1.343957139       0.023023403
      30.000000000      11.100000000       0.190183164       1.340908029       0.021869463
      27.500000000      16.460000000       0.227666672       1.345288144       0.020125914
      25.000000000      24.400000000       0.283293660       1.362003000       0.017720019
      24.000000000      28.600000000       0.309031214       1.372828872       0.016669364
      23.000000000      33.400000000       0.335431029       1.386644917       0.015633256
      22.000000000      39.100000000       0.362028076       1.404456321       0.014630873
      21.000000000      45.800000000       0.388232769       1.427509494       0.013684179
      20.000000000      53.700000000       0.412770003       1.456355651       0.012831708
      19.000000000      62.800000000       0.434745363       1.491123238       0.012090984
      18.000000000      73.600000000       0.455294858       1.530892914       0.011450145
      17.000000000      86.100000000       0.475104476       1.574193037       0.010886836
      16.000000000     100.700000000       0.494269510       1.621603207       0.010375929
      15.000000000     117.800000000       0.513265095       1.674602226       0.009893845
      14.000000000     137.800000000       0.533222785       1.737781746       0.009405645
      13.000000000     161.100000000       0.554883329       1.817263495       0.008890458
      12.000000000     188.200000000       0.576245944       1.909509776       0.008395909
      11.000000000     219.900000000       0.595117070       2.003703411       0.007971691
      10.000000000     256.800000000       0.611054110       2.092130272       0.007624936
       9.000000000     299.300000000       0.631345015       2.161171628       0.007351989
       8.000000000     347.300000000       0.943047539       2.947002533       0.001149179
       7.000000000     401.600000000       0.997395676       3.120392232       0.000924182
       6.000000000     462.700000000       1.021635062       3.176844869       0.000902106
       5.000000000     531.300000000       1.052955085       3.219404834       0.000880929
       4.000000000     608.100000000       1.091583494       3.249817259       0.000860072
       3.000000000     693.800000000       1.141678616       3.269800407       0.000837182
       2.000000000     789.700000000       1.209063448       3.281462951       0.000809049
       1.000000000     897.300000000       1.298501217       3.283709908       0.000773634
       0.000000000    1018.000000000       3.502924861       3.547421115       0.000000000
# Wavelength (microns) 
       9.900990000
# Solar zenithal angle (deg) 
60.000
#     ALTITUDE           PRESSION           FLUX DW          FLUX UP           FLUX DIR
#       (KM)               (hPa)             (W.M-2)          (W.M-2)          (W.M-2) 
     120.000000000       0.000040000       0.025018229       1.886888292       0.025018229
     115.000000000       0.000060000       0.025018229       1.886888292       0.025018229
     110.000000000       0.000110000       0.025018229       1.886888292       0.025018229
     105.000000000       0.000200000       0.025018229       1.886888292       0.025018229
     100.000000000       0.000410000       0.025018229       1.886888292       0.025018229
      95.000000000       0.000880000       0.025018229       1.886888292       0.025018229
      90.000000000       0.001980000       0.025018229       1.886888292       0.025018229
      85.000000000       0.004560000       0.025018229       1.886888292       0.025018229
      80.000000000       0.010300000       0.025018229       1.886888292       0.025018229
      75.000000000       0.022200000       0.025019207       1.886889666       0.025018201
      70.000000000       0.047000000       0.025031568       1.886899022       0.025017946
      65.000000000       0.095000000       0.025138109       1.886929063       0.025016292
      60.000000000       0.188000000       0.025680080       1.886924705       0.025009755
      55.000000000       0.362000000       0.027981020       1.886420912       0.024987546
      50.000000000       0.683000000       0.036131107       1.883433866       0.024919067
      47.500000000       0.940000000       0.044711477       1.879537821       0.024848169
      45.000000000       1.290000000       0.057297454       1.873351568       0.024730568
      42.500000000       1.800000000       0.073113232       1.865242532       0.024543714
      40.000000000       2.530000000       0.090464103       1.855550393       0.024275164
      37.500000000       3.600000000       0.105683723       1.845477596       0.023951050
      35.000000000       5.180000000       0.116047005       1.836842460       0.023605098
      32.500000000       7.560000000       0.121759251       1.832519785       0.023234691
      30.000000000      11.100000000       0.128460948       1.835073834       0.022789004
      27.500000000      16.460000000       0.142640412       1.844875440       0.022150081
      25.000000000      24.400000000       0.168546260       1.866394126       0.021168512
      24.000000000      28.600000000       0.182389619       1.879060277       0.020671569
      23.000000000      33.400000000       0.197894160       1.894472486       0.020123730
      22.000000000      39.100000000       0.214945913       1.913300037       0.019526751
      21.000000000      45.800000000       0.233246823       1.936197281       0.018890923
      20.000000000      53.700000000       0.251776190       1.962922216       0.018252350
      19.000000000      62.800000000       0.269485844       1.992669853       0.017647376
      18.000000000      73.600000000       0.286349480       2.024306842       0.017092715
      17.000000000      86.100000000       0.302494280       2.056863239       0.016590296
      16.000000000     100.700000000       0.317992911       2.090392576       0.016130270
      15.000000000     117.800000000       0.333158493       2.125475506       0.015699404
      14.000000000     137.800000000       0.348852184       2.164355549       0.015271531
      13.000000000     161.100000000       0.365682093       2.209263355       0.014829910
      12.000000000     188.200000000       0.382097393       2.256685895       0.014415000
      11.000000000     219.900000000       0.396358023       2.300722858       0.014067567
      10.000000000     256.800000000       0.408131264       2.338522382       0.013790623
       9.000000000     299.300000000       0.420446261       2.366632568       0.013573349
       8.000000000     347.300000000       0.859460994       3.217451826       0.002284281
       7.000000000     401.600000000       0.916073951       3.366458393       0.001875079
       6.000000000     462.700000000       0.927804898       3.391241693       0.001855351
       5.000000000     531.300000000       0.943552701       3.410546167       0.001835524
       4.000000000     608.100000000       0.964698276       3.425297349       0.001813860
       3.000000000     693.800000000       0.996653284       3.436434478       0.001785481
       2.000000000     789.700000000       1.046828090       3.444017019       0.001744733
       1.000000000     897.300000000       1.121517526       3.445667336       0.001687982
       0.000000000    1018.000000000       3.671915452       3.719461550       0.000000000
# Wavelength (microns) 
      10.101010000
# Solar zenithal angle (deg) 
60.000
#     ALTITUDE           PRESSION           FLUX DW          FLUX UP           FLUX DIR
#       (KM)               (hPa)             (W.M-2)          (W.M-2)          (W.M-2) 
     120.000000000       0.000040000       0.024079828       2.416992261       0.024079828
     115.000000000       0.000060000       0.024079828       2.416992261       0.024079828
     110.000000000       0.000110000       0.024079828       2.416992261       0.024079828
     105.000000000       0.000200000       0.024079828       2.416992261       0.024079828
     100.000000000       0.000410000       0.024079828       2.416992261       0.024079828
      95.000000000       0.000880000       0.024079828       2.416992261       0.024079828
      90.000000000       0.001980000       0.024079828       2.416992261       0.024079828
      85.000000000       0.004560000       0.024079828       2.416992261       0.024079828
      80.000000000       0.010300000       0.024079828       2.416992261       0.024079828
      75.000000000       0.022200000       0.024079828       2.416992261       0.024079828
      70.000000000       0.047000000       0.024079828       2.416992261       0.024079828
      65.000000000       0.095000000       0.024093500       2.416993919       0.024079636
      60.000000000       0.188000000       0.024171301       2.416984093       0.024078786
      55.000000000       0.362000000       0.024548579       2.416870530       0.024075497
      50.000000000       0.683000000       0.026037356       2.416269775       0.024064389
      47.500000000       0.940000000       0.027728404       2.415537136       0.024052316
      45.000000000       1.290000000       0.030346149       2.414504852       0.024032151
      42.500000000       1.800000000       0.033925260       2.413436551       0.023999807
      40.000000000       2.530000000       0.038491857       2.412670744       0.023950130
      37.500000000       3.600000000       0.043722823       2.412699047       0.023880426
      35.000000000       5.180000000       0.049203684       2.414046507       0.023789039
      32.500000000       7.560000000       0.054654587       2.417272916       0.023672701
      30.000000000      11.100000000       0.060342865       2.422719025       0.023524811
      27.500000000      16.460000000       0.067004274       2.430783939       0.023332999
      25.000000000      24.400000000       0.075313260       2.442397421       0.023081309
      24.000000000      28.600000000       0.079162888       2.448115850       0.022963597
      23.000000000      33.400000000       0.083236153       2.454361475       0.022838909
      22.000000000      39.100000000       0.087509991       2.461130421       0.022708027
      21.000000000      45.800000000       0.091958126       2.468413106       0.022571796
      20.000000000      53.700000000       0.096387574       2.475910856       0.022436162
      19.000000000      62.800000000       0.100542526       2.483165073       0.022309065
      18.000000000      73.600000000       0.104395153       2.489955629       0.022192747
      17.000000000      86.100000000       0.107994760       2.496226622       0.022086703
      16.000000000     100.700000000       0.111367211       2.502013362       0.021989773
      15.000000000     117.800000000       0.114609377       2.507480898       0.021898826
      14.000000000     137.800000000       0.117925915       2.512973129       0.021807987
      13.000000000     161.100000000       0.121440973       2.518686910       0.021713961
      12.000000000     188.200000000       0.124855379       2.524133410       0.021624722
      11.000000000     219.900000000       0.127809000       2.528743503       0.021549286
      10.000000000     256.800000000       0.130216167       2.532401418       0.021489216
       9.000000000     299.300000000       0.132419533       2.535034944       0.021441543
       8.000000000     347.300000000       0.750596530       3.458631659       0.003865277
       7.000000000     401.600000000       0.813446811       3.596967096       0.003222041
       6.000000000     462.700000000       0.815491113       3.600544909       0.003215334
       5.000000000     531.300000000       0.818901929       3.604118656       0.003206830
       4.000000000     608.100000000       0.825020041       3.607815627       0.003194641
       3.000000000     693.800000000       0.837841352       3.611662801       0.003173577
       2.000000000     789.700000000       0.864100550       3.614829820       0.003135911
       1.000000000     897.300000000       0.911372305       3.615156891       0.003074041
       0.000000000    1018.000000000       3.845374070       3.895513788       0.000000000
# Wavelength (microns) 
      10.309278000
# Solar zenithal angle (deg) 
60.000
#     ALTITUDE           PRESSION           FLUX DW          FLUX UP           FLUX DIR
#       (KM)               (hPa)             (W.M-2)          (W.M-2)          (W.M-2) 
     120.000000000       0.000040000       0.023145780       2.638665958       0.023145779
     115.000000000       0.000060000       0.023145780       2.638665958       0.023145779
     110.000000000       0.000110000       0.023145780       2.638665958       0.023145779
     105.000000000       0.000200000       0.023145780       2.638665958       0.023145779
     100.000000000       0.000410000       0.023145780       2.638665958       0.023145779
      95.000000000       0.000880000       0.023145780       2.638665958       0.023145779
      90.000000000       0.001980000       0.023145780       2.638665958       0.023145779
      85.000000000       0.004560000       0.023145780       2.638665958       0.023145779
      80.000000000       0.010300000       0.023145780       2.638665958       0.023145779
      75.000000000       0.022200000       0.023145780       2.638665958       0.023145779
      70.000000000       0.047000000       0.023145780       2.638665958       0.023145779
      65.000000000       0.095000000       0.023145780       2.638665958       0.023145779
      60.000000000       0.188000000       0.023160343       2.638665582       0.023145635
      55.000000000       0.362000000       0.023230659       2.638650385       0.023145076
      50.000000000       0.683000000       0.023460961       2.638575010       0.023143505
      47.500000000       0.940000000       0.023690138       2.638493308       0.023142010
      45.000000000       1.290000000       0.023994312       2.638399440       0.023139878
      42.500000000       1.800000000       0.024336525       2.638332365       0.023137088
      40.000000000       2.530000000       0.024695204       2.638316180       0.023133613
      37.500000000       3.600000000       0.025030773       2.638365496       0.023129707
      35.000000000       5.180000000       0.025313194       2.638477278       0.023125705
      32.500000000       7.560000000       0.025534058       2.638635987       0.023121852
      30.000000000      11.100000000       0.025728118       2.638832360       0.023117889
      27.500000000      16.460000000       0.025942504       2.639083232       0.023113168
      25.000000000      24.400000000       0.026212656       2.639420442       0.023107006
      24.000000000      28.600000000       0.026342746       2.639584397       0.023104024
      23.000000000      33.400000000       0.026485539       2.639764477       0.023100749
      22.000000000      39.100000000       0.026641499       2.639961291       0.023097172
      21.000000000      45.800000000       0.026811390       2.640175830       0.023093274
      20.000000000      53.700000000       0.026991882       2.640403867       0.023089132
      19.000000000      62.800000000       0.027177730       2.640638698       0.023084865
      18.000000000      73.600000000       0.027372898       2.640881820       0.023080420
      17.000000000      86.100000000       0.027584953       2.641138555       0.023075663
      16.000000000     100.700000000       0.027824909       2.641420897       0.023070365
      15.000000000     117.800000000       0.028096905       2.641731990       0.023064449
      14.000000000     137.800000000       0.028414468       2.642085190       0.023057645
      13.000000000     161.100000000       0.028790613       2.642492132       0.023049704
      12.000000000     188.200000000       0.029227717       2.642952050       0.023040610
      11.000000000     219.900000000       0.029728445       2.643464427       0.023030341
      10.000000000     256.800000000       0.030307314       2.644040647       0.023018637
       9.000000000     299.300000000       0.031211742       2.644772746       0.023002061
       8.000000000     347.300000000       0.758474755       3.619024028       0.004683551
       7.000000000     401.600000000       0.828325537       3.765802921       0.003954351
       6.000000000     462.700000000       0.831284046       3.770413261       0.003942822
       5.000000000     531.300000000       0.837495820       3.776437613       0.003924386
       4.000000000     608.100000000       0.850051358       3.783734401       0.003894779
       3.000000000     693.800000000       0.876218614       3.791685917       0.003844227
       2.000000000     789.700000000       0.925498341       3.798331409       0.003761238
       1.000000000     897.300000000       1.006785565       3.800099908       0.003636385
       0.000000000    1018.000000000       4.024648896       4.075196810       0.000000000
# Wavelength (microns) 
      10.526316000
# Solar zenithal angle (deg) 
60.000
#     ALTITUDE           PRESSION           FLUX DW          FLUX UP           FLUX DIR
#       (KM)               (hPa)             (W.M-2)          (W.M-2)          (W.M-2) 
     120.000000000       0.000040000       0.022222764       2.754183233       0.022222764
     115.000000000       0.000060000       0.022222764       2.754183233       0.022222764
     110.000000000       0.000110000       0.022222764       2.754183233       0.022222764
     105.000000000       0.000200000       0.022222764       2.754183233       0.022222764
     100.000000000       0.000410000       0.022222764       2.754183233       0.022222764
      95.000000000       0.000880000       0.022222764       2.754183233       0.022222764
      90.000000000       0.001980000       0.022222764       2.754183233       0.022222764
      85.000000000       0.004560000       0.022222764       2.754183233       0.022222764
      80.000000000       0.010300000       0.022222764       2.754183233       0.022222764
      75.000000000       0.022200000       0.022222764       2.754183233       0.022222764
      70.000000000       0.047000000       0.022222764       2.754183233       0.022222764
      65.000000000       0.095000000       0.022222764       2.754183233       0.022222764
      60.000000000       0.188000000       0.022234933       2.754182845       0.022222654
      55.000000000       0.362000000       0.022275861       2.754173838       0.022222357
      50.000000000       0.683000000       0.022385282       2.754137817       0.022221674
      47.500000000       0.940000000       0.022477324       2.754104857       0.022221124
      45.000000000       1.290000000       0.022582462       2.754072108       0.022220450
      42.500000000       1.800000000       0.022682618       2.754051870       0.022219706
      40.000000000       2.530000000       0.022772592       2.754046825       0.022218915
      37.500000000       3.600000000       0.022849032       2.754056685       0.022218111
      35.000000000       5.180000000       0.022909430       2.754078860       0.022217341
      32.500000000       7.560000000       0.022952869       2.754108120       0.022216663
      30.000000000      11.100000000       0.022988777       2.754142219       0.022216011
      27.500000000      16.460000000       0.023028060       2.754185320       0.022215243
      25.000000000      24.400000000       0.023079110       2.754244992       0.022214211
      24.000000000      28.600000000       0.023105056       2.754275596       0.022213684
      23.000000000      33.400000000       0.023135473       2.754311475       0.022213067
      22.000000000      39.100000000       0.023171012       2.754353411       0.022212345
      21.000000000      45.800000000       0.023212593       2.754402495       0.022211500
      20.000000000      53.700000000       0.023261277       2.754459990       0.022210511
      19.000000000      62.800000000       0.023318216       2.754527269       0.022209354
      18.000000000      73.600000000       0.023387105       2.754607582       0.022207965
      17.000000000      86.100000000       0.023472894       2.754704884       0.022206260
      16.000000000     100.700000000       0.023579488       2.754822495       0.022204173
      15.000000000     117.800000000       0.023711770       2.754964471       0.022201620
      14.000000000     137.800000000       0.023875716       2.755135633       0.022198502
      13.000000000     161.100000000       0.024078503       2.755341575       0.022194699
      12.000000000     188.200000000       0.024328843       2.755588880       0.022190071
      11.000000000     219.900000000       0.024648291       2.755895952       0.022184249
      10.000000000     256.800000000       0.025046526       2.756268155       0.022177090
       9.000000000     299.300000000       0.025739656       2.756794360       0.022165761
       8.000000000     347.300000000       0.821729180       3.790632736       0.005061741
       7.000000000     401.600000000       0.896168207       3.947993255       0.004326688
       6.000000000     462.700000000       0.898999987       3.952284395       0.004315163
       5.000000000     531.300000000       0.905334658       3.958243181       0.004295461
       4.000000000     608.100000000       0.918746993       3.965844140       0.004262226
       3.000000000     693.800000000       0.947723812       3.974605257       0.004203351
       2.000000000     789.700000000       1.002912332       3.982396720       0.004105862
       1.000000000     897.300000000       1.093637186       3.985227285       0.003960274
       0.000000000    1018.000000000       4.206688271       4.258008031       0.000000000
# Wavelength (microns) 
      10.752688000
# Solar zenithal angle (deg) 
60.000
#     ALTITUDE           PRESSION           FLUX DW          FLUX UP           FLUX DIR
#       (KM)               (hPa)             (W.M-2)          (W.M-2)          (W.M-2) 
     120.000000000       0.000040000       0.021322255       2.868578418       0.021322255
     115.000000000       0.000060000       0.021322255       2.868578418       0.021322255
     110.000000000       0.000110000       0.021322255       2.868578418       0.021322255
     105.000000000       0.000200000       0.021322255       2.868578418       0.021322255
     100.000000000       0.000410000       0.021322255       2.868578418       0.021322255
      95.000000000       0.000880000       0.021322255       2.868578418       0.021322255
      90.000000000       0.001980000       0.021322255       2.868578418       0.021322255
      85.000000000       0.004560000       0.021322255       2.868578418       0.021322255
      80.000000000       0.010300000       0.021322255       2.868578418       0.021322255
      75.000000000       0.022200000       0.021322255       2.868578418       0.021322255
      70.000000000       0.047000000       0.021322255       2.868578418       0.021322255
      65.000000000       0.095000000       0.021322255       2.868578418       0.021322255
      60.000000000       0.188000000       0.021322255       2.868578418       0.021322255
      55.000000000       0.362000000       0.021338285       2.868574895       0.021322149
      50.000000000       0.683000000       0.021384299       2.868559857       0.021321886
      47.500000000       0.940000000       0.021423473       2.868545945       0.021321671
      45.000000000       1.290000000       0.021466406       2.868532669       0.021321419
      42.500000000       1.800000000       0.021503698       2.868525142       0.021321167
      40.000000000       2.530000000       0.021532835       2.868523419       0.021320934
      37.500000000       3.600000000       0.021552537       2.868525799       0.021320746
      35.000000000       5.180000000       0.021561773       2.868529042       0.021320640
      32.500000000       7.560000000       0.021561827       2.868529073       0.021320639
      30.000000000      11.100000000       0.021572637       2.868538906       0.021320464
      27.500000000      16.460000000       0.021591759       2.868558981       0.021320131
      25.000000000      24.400000000       0.021621103       2.868591784       0.021319603
      24.000000000      28.600000000       0.021636231       2.868608847       0.021319330
      23.000000000      33.400000000       0.021653856       2.868628731       0.021319011
      22.000000000      39.100000000       0.021674465       2.868651975       0.021318638
      21.000000000      45.800000000       0.021698494       2.868679082       0.021318204
      20.000000000      53.700000000       0.021726536       2.868710725       0.021317697
      19.000000000      62.800000000       0.021759214       2.868747607       0.021317106
      18.000000000      73.600000000       0.021796821       2.868789477       0.021316431
      17.000000000      86.100000000       0.021839598       2.868835798       0.021315675
      16.000000000     100.700000000       0.021888004       2.868886769       0.021314831
      15.000000000     117.800000000       0.021942569       2.868942625       0.021313893
      14.000000000     137.800000000       0.022003803       2.869003551       0.021312855
      13.000000000     161.100000000       0.022072126       2.869069605       0.021311714
      12.000000000     188.200000000       0.022147961       2.869140823       0.021310466
      11.000000000     219.900000000       0.022232175       2.869217582       0.021309098
      10.000000000     256.800000000       0.022336936       2.869310080       0.021307422
       9.000000000     299.300000000       0.022397564       2.869352535       0.021306537
       8.000000000     347.300000000       0.897627599       3.977788943       0.004829222
       7.000000000     401.600000000       0.977076790       4.147894849       0.004129058
       6.000000000     462.700000000       0.978187173       4.149575002       0.004124874
       5.000000000     531.300000000       0.981387549       4.152578116       0.004115657
       4.000000000     608.100000000       0.989503357       4.157168277       0.004097028
       3.000000000     693.800000000       1.010209367       4.163426789       0.004058032
       2.000000000     789.700000000       1.054754031       4.169739329       0.003985038
       1.000000000     897.300000000       1.134074085       4.172450732       0.003866816
       0.000000000    1018.000000000       4.394568950       4.443533069       0.000000000
# Wavelength (microns) 
      10.989011000
# Solar zenithal angle (deg) 
60.000
#     ALTITUDE           PRESSION           FLUX DW          FLUX UP           FLUX DIR
#       (KM)               (hPa)             (W.M-2)          (W.M-2)          (W.M-2) 
     120.000000000       0.000040000       0.020438796       2.980496988       0.020438796
     115.000000000       0.000060000       0.020438796       2.980496988       0.020438796
     110.000000000       0.000110000       0.020438796       2.980496988       0.020438796
     105.000000000       0.000200000       0.020438796       2.980496988       0.020438796
     100.000000000       0.000410000       0.020438796       2.980496988       0.020438796
      95.000000000       0.000880000       0.020438796       2.980496988       0.020438796
      90.000000000       0.001980000       0.020438796       2.980496988       0.020438796
      85.000000000       0.004560000       0.020438796       2.980496988       0.020438796
      80.000000000       0.010300000       0.020438796       2.980496988       0.020438796
      75.000000000       0.022200000       0.020438796       2.980496988       0.020438796
      70.000000000       0.047000000       0.020438796       2.980496988       0.020438796
      65.000000000       0.095000000       0.020438796       2.980496988       0.020438796
      60.000000000       0.188000000       0.020438796       2.980496988       0.020438796
      55.000000000       0.362000000       0.020438796       2.980496988       0.020438796
      50.000000000       0.683000000       0.020438997       2.980496913       0.020438795
      47.500000000       0.940000000       0.020439170       2.980496844       0.020438794
      45.000000000       1.290000000       0.020439358       2.980496778       0.020438793
      42.500000000       1.800000000       0.020439518       2.980496737       0.020438792
      40.000000000       2.530000000       0.020439642       2.980496721       0.020438792
      37.500000000       3.600000000       0.020439730       2.980496724       0.020438791
      35.000000000       5.180000000       0.020439730       2.980496724       0.020438791
      32.500000000       7.560000000       0.020439730       2.980496724       0.020438791
      30.000000000      11.100000000       0.020439730       2.980496724       0.020438791
      27.500000000      16.460000000       0.020439780       2.980496766       0.020438790
      25.000000000      24.400000000       0.020445638       2.980502968       0.020438696
      24.000000000      28.600000000       0.020445680       2.980503007       0.020438695
      23.000000000      33.400000000       0.020445729       2.980503053       0.020438695
      22.000000000      39.100000000       0.020449870       2.980507473       0.020438628
      21.000000000      45.800000000       0.020454703       2.980512633       0.020438550
      20.000000000      53.700000000       0.020460347       2.980518659       0.020438459
      19.000000000      62.800000000       0.020466929       2.980525687       0.020438353
      18.000000000      73.600000000       0.020474471       2.980533629       0.020438232
      17.000000000      86.100000000       0.020482972       2.980542333       0.020438098
      16.000000000     100.700000000       0.020492504       2.980551822       0.020437950
      15.000000000     117.800000000       0.020503152       2.980562124       0.020437786
      14.000000000     137.800000000       0.020514993       2.980573256       0.020437607
      13.000000000     161.100000000       0.020528115       2.980585237       0.020437411
      12.000000000     188.200000000       0.020542718       2.980598168       0.020437197
      11.000000000     219.900000000       0.020558965       2.980612107       0.020436961
      10.000000000     256.800000000       0.020578348       2.980628118       0.020436684
       9.000000000     299.300000000       0.020597086       2.980639957       0.020436439
       8.000000000     347.300000000       0.977581853       4.154769137       0.004273795
       7.000000000     401.600000000       1.063110378       4.337304757       0.003624150
