#
# Surface albedo : Bog
#
# Number of sampled values :
 208
# wavelength        albedo
#  (microns)
    0.20000000    0.03000000
    0.20242915    0.03000000
    0.20408164    0.03000000
    0.20576131    0.03000000
    0.20746888    0.03000000
    0.20920502    0.03000000
    0.21097046    0.03000000
    0.21276596    0.03000000
    0.21459228    0.03000000
    0.21645021    0.03000000
    0.21834061    0.03000000
    0.22026432    0.03000000
    0.22222222    0.03000000
    0.22421524    0.03000000
    0.22624435    0.03000000
    0.22831050    0.03000000
    0.23041475    0.03000000
    0.23255815    0.03000000
    0.23474178    0.03000000
    0.23696682    0.03000000
    0.23923445    0.03000000
    0.24154590    0.03000000
    0.24390244    0.03000000
    0.24630542    0.03000000
    0.24875621    0.03000000
    0.25125629    0.03000000
    0.25380710    0.03000000
    0.25641027    0.03000000
    0.25906736    0.03000000
    0.26178011    0.03000000
    0.26455027    0.03000000
    0.26737967    0.03000000
    0.27027026    0.03000000
    0.27322406    0.03000000
    0.27624309    0.03000000
    0.27932960    0.03000000
    0.28248587    0.03000000
    0.28571430    0.03000000
    0.28901735    0.03000000
    0.29239765    0.03000000
    0.29585800    0.03000000
    0.29940119    0.03000000
    0.30303031    0.03000000
    0.30674848    0.03000000
    0.31055900    0.03000000
    0.31446540    0.03000000
    0.31847134    0.03000000
    0.32258064    0.03000000
    0.32679740    0.03000000
    0.33112583    0.03000000
    0.33557048    0.03000000
    0.34013605    0.03000000
    0.34482759    0.03000000
    0.34965035    0.03000000
    0.35460994    0.03000000
    0.35971224    0.03000000
    0.36496350    0.03000000
    0.37037036    0.03000000
    0.37593985    0.03000000
    0.38167939    0.03000000
    0.38759691    0.03000000
    0.39370078    0.03000000
    0.40000001    0.03000000
    0.40650406    0.03000000
    0.41322315    0.03000000
    0.42016807    0.03000000
    0.42735043    0.03000000
    0.43478259    0.03000000
    0.44247788    0.03000000
    0.45045045    0.03000000
    0.45871559    0.03000000
    0.46728972    0.03000000
    0.47619048    0.03000000
    0.48543689    0.03000000
    0.49504951    0.03000000
    0.50505048    0.03000000
    0.51546389    0.03000000
    0.52631581    0.03263450
    0.53763443    0.03530910
    0.54945058    0.03798370
    0.56179774    0.04065820
    0.57471263    0.04333280
    0.58823532    0.04600740
    0.60240966    0.04881440
    0.61728394    0.05200800
    0.63291138    0.05520160
    0.64935064    0.05900000
    0.66666669    0.06300000
    0.68493152    0.06700000
    0.69686413    0.07599720
    0.70175439    0.08499440
    0.70671380    0.09399160
    0.71174377    0.10298900
    0.71684587    0.11198600
    0.72202164    0.12098300
    0.72727275    0.12998000
    0.73260075    0.13897800
    0.73800737    0.14797500
    0.74349445    0.15697201
    0.74906367    0.16355400
    0.75471699    0.16523400
    0.76045626    0.16691400
    0.76628351    0.16859400
    0.77220076    0.17027301
    0.77821010    0.17195299
    0.78431374    0.17363299
    0.79051381    0.17531200
    0.79681277    0.17699200
    0.80321288    0.17867200
    0.80971658    0.18035200
    0.81632656    0.18203101
    0.82304525    0.18371101
    0.82987553    0.18539099
    0.83682007    0.18707100
    0.84388185    0.18875000
    0.85106385    0.19043000
    0.85836911    0.19211000
    0.86580086    0.19398800
    0.87336242    0.19608900
    0.88105726    0.19819000
    0.88888890    0.20029099
    0.89686096    0.20239300
    0.90497738    0.20449400
    0.91324198    0.20659500
    0.92165899    0.20869599
    0.93023258    0.21079800
    0.93896711    0.21289900
    0.94786727    0.21500000
    0.95693779    0.21750000
    0.96618360    0.22000000
    0.97560978    0.22250000
    0.98522168    0.22499999
    0.99502486    0.22750001
    1.00502510    0.23000000
    1.01522840    0.23250000
    1.02564110    0.23500000
    1.03626940    0.23750000
    1.04712050    0.23999999
    1.05820110    0.24343599
    1.06951870    0.24687301
    1.08108100    0.25030899
    1.09289620    0.25374600
    1.10497240    0.25718200
    1.11731840    0.26061901
    1.12994350    0.26405501
    1.14285720    0.26749101
    1.15606940    0.27092800
    1.16959060    0.27436399
    1.18343200    0.27780101
    1.19760480    0.28123701
    1.21212120    0.28467399
    1.22699390    0.28810999
    1.24223600    0.28870800
    1.25786160    0.28583699
    1.27388540    0.28296599
    1.29032250    0.28009599
    1.30718960    0.27722499
    1.32450330    0.27435401
    1.34228190    0.27148300
    1.36054420    0.26861200
    1.37931040    0.26574200
    1.39860140    0.26287100
    1.41843970    0.25999999
    1.43884900    0.25610700
    1.45985400    0.25221300
    1.48148140    0.24832000
    1.50375940    0.24442600
    1.52671750    0.24053299
    1.55038760    0.23663899
    1.57480310    0.23274601
    1.60000000    0.22885200
    1.62601630    0.22495900
    1.65289260    0.22047500
    1.68067230    0.21412200
    1.70940170    0.20776799
    1.73913040    0.20141400
    1.76991150    0.19506100
    1.80180180    0.18870699
    1.83486240    0.18235400
    1.86915890    0.17600000
    1.90476190    0.16765600
    1.94174750    0.15931100
    1.98019800    0.15096700
    2.02020190    0.14262301
    2.06185560    0.13427800
    2.10526320    0.12593400
    2.15053770    0.11758900
    2.19780230    0.11300000
    2.24719100    0.11300000
    2.29885050    0.11300000
    2.35294130    0.11300000
    2.40963860    0.11300000
    2.46913580    0.11300000
    2.53164550    0.11300000
    2.59740260    0.11300000
    2.66666670    0.11300000
    2.73972610    0.11300000
    2.81690140    0.11300000
    2.89855070    0.11300000
    2.98507450    0.11300000
    3.07692310    0.11300000
    3.17460320    0.11300000
    3.27868840    0.11300000
    3.38983060    0.11300000
    3.50877190    0.11300000
    3.63636370    0.11300000
    3.77358480    0.11300000
    3.92156860    0.11300000
