# 
# Refractive index taken form OPAC database 
# 
# Material :
# water soluble (98%) 
# 
#  nlambda = 
61 
# wavelength          ref.real         ref.imag  
#   [um]      
2.500000000e-01   1.377000000e+00   2.650000000e-03
3.000000000e-01   1.365000000e+00   7.068000000e-04
3.500000000e-01   1.360000000e+00   4.417000000e-04
4.000000000e-01   1.356000000e+00   4.417000000e-04
4.500000000e-01   1.354000000e+00   4.417000000e-04
5.000000000e-01   1.352000000e+00   4.417000000e-04
5.500000000e-01   1.350000000e+00   5.301000000e-04
6.000000000e-01   1.349000000e+00   5.301000000e-04
6.500000000e-01   1.349000000e+00   6.184000000e-04
7.000000000e-01   1.349000000e+00   6.185000000e-04
7.500000000e-01   1.348000000e+00   7.511000000e-04
8.000000000e-01   1.346000000e+00   8.836000000e-04
9.000000000e-01   1.345000000e+00   1.149000000e-03
1.000000000e+00   1.344000000e+00   1.372000000e-03
1.250000000e+00   1.340000000e+00   1.687000000e-03
1.500000000e+00   1.338000000e+00   2.170000000e-03
1.750000000e+00   1.327000000e+00   1.637000000e-03
2.000000000e+00   1.316000000e+00   1.710000000e-03
2.500000000e+00   1.275000000e+00   2.646000000e-03
3.000000000e+00   1.375000000e+00   2.499000000e-01
3.200000000e+00   1.474000000e+00   8.494000000e-02
3.390000000e+00   1.424000000e+00   2.172000000e-02
3.500000000e+00   1.404000000e+00   9.011000000e-03
3.750000000e+00   1.376000000e+00   3.544000000e-03
4.000000000e+00   1.360000000e+00   4.635000000e-03
4.500000000e+00   1.343000000e+00   1.336000000e-02
5.000000000e+00   1.336000000e+00   1.236000000e-02
5.500000000e+00   1.311000000e+00   1.217000000e-02
6.000000000e+00   1.278000000e+00   9.958000000e-02
6.200000000e+00   1.369000000e+00   8.261000000e-02
6.500000000e+00   1.350000000e+00   3.865000000e-02
7.200000000e+00   1.320000000e+00   3.545000000e-02
7.900000000e+00   1.286000000e+00   3.665000000e-02
8.200000000e+00   1.262000000e+00   4.083000000e-02
8.500000000e+00   1.280000000e+00   5.245000000e-02
8.700000000e+00   1.372000000e+00   6.017000000e-02
9.000000000e+00   1.377000000e+00   6.906000000e-02
9.200000000e+00   1.338000000e+00   7.494000000e-02
9.500000000e+00   1.305000000e+00   5.461000000e-02
9.800000000e+00   1.286000000e+00   5.206000000e-02
1.000000000e+01   1.271000000e+00   5.426000000e-02
1.060000000e+01   1.230000000e+00   6.763000000e-02
1.100000000e+01   1.203000000e+00   9.267000000e-02
1.150000000e+01   1.174000000e+00   1.336000000e-01
1.250000000e+01   1.167000000e+00   2.408000000e-01
1.300000000e+01   1.188000000e+00   2.829000000e-01
1.400000000e+01   1.241000000e+00   3.438000000e-01
1.480000000e+01   1.274000000e+00   3.698000000e-01
1.500000000e+01   1.283000000e+00   3.842000000e-01
1.640000000e+01   1.382000000e+00   4.034000000e-01
1.720000000e+01   1.447000000e+00   4.125000000e-01
1.800000000e+01   1.472000000e+00   4.043000000e-01
1.850000000e+01   1.479000000e+00   3.988000000e-01
2.000000000e+01   1.537000000e+00   3.777000000e-01
2.130000000e+01   1.541000000e+00   3.658000000e-01
2.250000000e+01   1.550000000e+00   3.585000000e-01
2.500000000e+01   1.562000000e+00   3.493000000e-01
2.790000000e+01   1.575000000e+00   3.347000000e-01
3.000000000e+01   1.575000000e+00   3.255000000e-01
3.500000000e+01   1.566000000e+00   3.417000000e-01
4.000000000e+01   1.549000000e+00   3.952000000e-01
