# 
# Refractive index taken form OPAC database 
# 
# Material :
# sea salt (acc., 70%) 
# 
#  nlambda = 
61 
# wavelength          ref.real         ref.imag  
#   [um]      
2.500000000e-01   1.387000000e+00   8.730000000e-07
3.000000000e-01   1.376000000e+00   3.514000000e-07
3.500000000e-01   1.371000000e+00   6.017000000e-08
4.000000000e-01   1.366000000e+00   6.617000000e-09
4.500000000e-01   1.365000000e+00   4.955000000e-09
5.000000000e-01   1.363000000e+00   3.451000000e-09
5.500000000e-01   1.361000000e+00   3.319000000e-09
6.000000000e-01   1.359000000e+00   1.176000000e-08
6.500000000e-01   1.358000000e+00   2.079000000e-08
7.000000000e-01   1.358000000e+00   6.164000000e-08
7.500000000e-01   1.357000000e+00   3.122000000e-07
8.000000000e-01   1.355000000e+00   4.335000000e-07
9.000000000e-01   1.354000000e+00   7.571000000e-06
1.000000000e+00   1.351000000e+00   2.623000000e-05
1.250000000e+00   1.348000000e+00   6.774000000e-05
1.500000000e+00   1.344000000e+00   2.625000000e-04
1.750000000e+00   1.336000000e+00   2.119000000e-04
2.000000000e+00   1.330000000e+00   1.083000000e-03
2.500000000e+00   1.290000000e+00   2.122000000e-03
3.000000000e+00   1.411000000e+00   2.277000000e-01
3.200000000e+00   1.480000000e+00   7.729000000e-02
3.390000000e+00   1.433000000e+00   1.958000000e-02
3.500000000e+00   1.414000000e+00   8.082000000e-03
3.750000000e+00   1.386000000e+00   3.145000000e-03
4.000000000e+00   1.373000000e+00   4.059000000e-03
4.500000000e+00   1.359000000e+00   1.137000000e-02
5.000000000e+00   1.350000000e+00   1.073000000e-02
5.500000000e+00   1.319000000e+00   1.025000000e-02
6.000000000e+00   1.290000000e+00   9.077000000e-02
6.200000000e+00   1.403000000e+00   7.684000000e-02
6.500000000e+00   1.359000000e+00   3.342000000e-02
7.200000000e+00   1.330000000e+00   2.786000000e-02
7.900000000e+00   1.312000000e+00   3.037000000e-02
8.200000000e+00   1.309000000e+00   3.255000000e-02
8.500000000e+00   1.312000000e+00   3.489000000e-02
8.700000000e+00   1.327000000e+00   3.656000000e-02
9.000000000e+00   1.328000000e+00   3.789000000e-02
9.200000000e+00   1.315000000e+00   3.891000000e-02
9.500000000e+00   1.300000000e+00   3.994000000e-02
9.800000000e+00   1.285000000e+00   4.251000000e-02
1.000000000e+01   1.272000000e+00   4.475000000e-02
1.060000000e+01   1.233000000e+00   5.837000000e-02
1.100000000e+01   1.208000000e+00   8.280000000e-02
1.150000000e+01   1.186000000e+00   1.204000000e-01
1.250000000e+01   1.173000000e+00   2.179000000e-01
1.300000000e+01   1.191000000e+00   2.565000000e-01
1.400000000e+01   1.244000000e+00   3.113000000e-01
1.480000000e+01   1.287000000e+00   3.341000000e-01
1.500000000e+01   1.300000000e+00   3.400000000e-01
1.640000000e+01   1.382000000e+00   3.700000000e-01
1.720000000e+01   1.446000000e+00   3.768000000e-01
1.800000000e+01   1.483000000e+00   3.760000000e-01
1.850000000e+01   1.498000000e+00   3.727000000e-01
2.000000000e+01   1.527000000e+00   3.523000000e-01
2.130000000e+01   1.536000000e+00   3.428000000e-01
2.250000000e+01   1.549000000e+00   3.379000000e-01
2.500000000e+01   1.570000000e+00   3.305000000e-01
2.790000000e+01   1.586000000e+00   3.282000000e-01
3.000000000e+01   1.588000000e+00   3.233000000e-01
3.500000000e+01   1.571000000e+00   3.637000000e-01
4.000000000e+01   1.556000000e+00   4.890000000e-01
