# 
# Refractive index taken form OPAC database 
# 
# Material :
# water soluble (70%) 
# 
#  nlambda = 
61 
# wavelength          ref.real         ref.imag  
#   [um]      
2.500000000e-01   1.431000000e+00   1.235000000e-02
3.000000000e-01   1.423000000e+00   3.293000000e-03
3.500000000e-01   1.420000000e+00   2.058000000e-03
4.000000000e-01   1.418000000e+00   2.058000000e-03
4.500000000e-01   1.416000000e+00   2.058000000e-03
5.000000000e-01   1.415000000e+00   2.058000000e-03
5.500000000e-01   1.414000000e+00   2.470000000e-03
6.000000000e-01   1.413000000e+00   2.470000000e-03
6.500000000e-01   1.413000000e+00   2.881000000e-03
7.000000000e-01   1.413000000e+00   2.881000000e-03
7.500000000e-01   1.412000000e+00   3.499000000e-03
8.000000000e-01   1.408000000e+00   4.116000000e-03
9.000000000e-01   1.407000000e+00   5.351000000e-03
1.000000000e+00   1.406000000e+00   6.381000000e-03
1.250000000e+00   1.400000000e+00   7.825000000e-03
1.500000000e+00   1.399000000e+00   9.379000000e-03
1.750000000e+00   1.378000000e+00   7.262000000e-03
2.000000000e+00   1.353000000e+00   3.940000000e-03
2.500000000e+00   1.326000000e+00   5.963000000e-03
3.000000000e+00   1.391000000e+00   1.691000000e-01
3.200000000e+00   1.458000000e+00   5.766000000e-02
3.390000000e+00   1.426000000e+00   1.652000000e-02
3.500000000e+00   1.421000000e+00   7.589000000e-03
3.750000000e+00   1.403000000e+00   3.706000000e-03
4.000000000e+00   1.394000000e+00   4.765000000e-03
4.500000000e+00   1.385000000e+00   1.324000000e-02
5.000000000e+00   1.376000000e+00   1.224000000e-02
5.500000000e+00   1.356000000e+00   1.423000000e-02
6.000000000e+00   1.325000000e+00   7.243000000e-02
6.200000000e+00   1.391000000e+00   6.289000000e-02
6.500000000e+00   1.389000000e+00   3.665000000e-02
7.200000000e+00   1.348000000e+00   4.770000000e-02
7.900000000e+00   1.255000000e+00   4.670000000e-02
8.200000000e+00   1.172000000e+00   6.181000000e-02
8.500000000e+00   1.287000000e+00   1.101000000e-01
8.700000000e+00   1.736000000e+00   1.417000000e-01
9.000000000e+00   1.796000000e+00   1.758000000e-01
9.200000000e+00   1.644000000e+00   1.973000000e-01
9.500000000e+00   1.534000000e+00   9.198000000e-02
9.800000000e+00   1.493000000e+00   6.729000000e-02
1.000000000e+01   1.466000000e+00   6.693000000e-02
1.060000000e+01   1.418000000e+00   6.847000000e-02
1.100000000e+01   1.386000000e+00   7.754000000e-02
1.150000000e+01   1.350000000e+00   1.029000000e-01
1.250000000e+01   1.328000000e+00   1.742000000e-01
1.300000000e+01   1.341000000e+00   2.021000000e-01
1.400000000e+01   1.354000000e+00   2.478000000e-01
1.480000000e+01   1.333000000e+00   2.742000000e-01
1.500000000e+01   1.332000000e+00   3.189000000e-01
1.640000000e+01   1.512000000e+00   3.171000000e-01
1.720000000e+01   1.672000000e+00   3.520000000e-01
1.800000000e+01   1.652000000e+00   3.247000000e-01
1.850000000e+01   1.611000000e+00   3.177000000e-01
2.000000000e+01   1.743000000e+00   3.218000000e-01
2.130000000e+01   1.725000000e+00   3.177000000e-01
2.250000000e+01   1.709000000e+00   3.165000000e-01
2.500000000e+01   1.675000000e+00   3.247000000e-01
2.790000000e+01   1.669000000e+00   3.188000000e-01
3.000000000e+01   1.662000000e+00   3.165000000e-01
3.500000000e+01   1.692000000e+00   3.623000000e-01
4.000000000e+01   1.659000000e+00   4.323000000e-01
