# 
# Refractive index taken form OPAC database 
# 
# Material :
# sulfate (80%) 
# 
#  nlambda = 
61 
# wavelength          ref.real         ref.imag  
#   [um]      
2.500000000e-01   1.387000000e+00   2.870000000e-08
3.000000000e-01   1.374000000e+00   1.477000000e-08
3.500000000e-01   1.365000000e+00   7.215000000e-09
4.000000000e-01   1.360000000e+00   3.523000000e-09
4.500000000e-01   1.356000000e+00   2.855000000e-09
5.000000000e-01   1.355000000e+00   2.839000000e-09
5.500000000e-01   1.353000000e+00   3.603000000e-09
6.000000000e-01   1.352000000e+00   1.168000000e-08
6.500000000e-01   1.351000000e+00   1.646000000e-08
7.000000000e-01   1.351000000e+00   3.084000000e-08
7.500000000e-01   1.350000000e+00   1.388000000e-07
8.000000000e-01   1.349000000e+00   1.171000000e-07
9.000000000e-01   1.348000000e+00   4.388000000e-07
1.000000000e+00   1.346000000e+00   2.612000000e-06
1.250000000e+00   1.341000000e+00   8.340000000e-06
1.500000000e+00   1.338000000e+00   1.837000000e-04
1.750000000e+00   1.330000000e+00   1.646000000e-04
2.000000000e+00   1.322000000e+00   1.133000000e-03
2.500000000e+00   1.278000000e+00   2.153000000e-03
3.000000000e+00   1.355000000e+00   2.359000000e-01
3.200000000e+00   1.444000000e+00   1.011000000e-01
3.390000000e+00   1.408000000e+00   5.066000000e-02
3.500000000e+00   1.395000000e+00   3.976000000e-02
3.750000000e+00   1.375000000e+00   2.955000000e-02
4.000000000e+00   1.358000000e+00   2.940000000e-02
4.500000000e+00   1.343000000e+00   3.518000000e-02
5.000000000e+00   1.332000000e+00   3.459000000e-02
5.500000000e+00   1.306000000e+00   4.662000000e-02
6.000000000e+00   1.298000000e+00   1.250000000e-01
6.200000000e+00   1.375000000e+00   1.037000000e-01
6.500000000e+00   1.345000000e+00   5.734000000e-02
7.200000000e+00   1.291000000e+00   6.150000000e-02
7.900000000e+00   1.263000000e+00   1.267000000e-01
8.200000000e+00   1.268000000e+00   1.597000000e-01
8.500000000e+00   1.297000000e+00   1.835000000e-01
8.700000000e+00   1.325000000e+00   1.879000000e-01
9.000000000e+00   1.341000000e+00   1.611000000e-01
9.200000000e+00   1.325000000e+00   1.528000000e-01
9.500000000e+00   1.330000000e+00   1.886000000e-01
9.800000000e+00   1.368000000e+00   1.770000000e-01
1.000000000e+01   1.355000000e+00   1.334000000e-01
1.060000000e+01   1.290000000e+00   1.231000000e-01
1.100000000e+01   1.259000000e+00   1.761000000e-01
1.150000000e+01   1.282000000e+00   1.894000000e-01
1.250000000e+01   1.249000000e+00   2.465000000e-01
1.300000000e+01   1.257000000e+00   2.825000000e-01
1.400000000e+01   1.298000000e+00   3.342000000e-01
1.480000000e+01   1.330000000e+00   3.570000000e-01
1.500000000e+01   1.335000000e+00   3.630000000e-01
1.640000000e+01   1.382000000e+00   4.243000000e-01
1.720000000e+01   1.455000000e+00   4.619000000e-01
1.800000000e+01   1.531000000e+00   3.473000000e-01
1.850000000e+01   1.542000000e+00   3.412000000e-01
2.000000000e+01   1.550000000e+00   3.175000000e-01
2.130000000e+01   1.550000000e+00   3.613000000e-01
2.250000000e+01   1.580000000e+00   3.008000000e-01
2.500000000e+01   1.613000000e+00   3.241000000e-01
2.790000000e+01   1.625000000e+00   3.065000000e-01
3.000000000e+01   1.626000000e+00   2.978000000e-01
3.500000000e+01   1.607000000e+00   3.062000000e-01
4.000000000e+01   1.595000000e+00   3.513000000e-01
