# 
# Refractive index taken form OPAC database 
# 
# Material :
# sea salt (acc., 98%) 
# 
#  nlambda = 
61 
# wavelength          ref.real         ref.imag  
#   [um]      
2.500000000e-01   1.365000000e+00   1.217000000e-07
3.000000000e-01   1.352000000e+00   5.124000000e-08
3.500000000e-01   1.346000000e+00   1.214000000e-08
4.000000000e-01   1.342000000e+00   2.360000000e-09
4.500000000e-01   1.340000000e+00   1.434000000e-09
5.000000000e-01   1.338000000e+00   1.258000000e-09
5.500000000e-01   1.336000000e+00   2.103000000e-09
6.000000000e-01   1.335000000e+00   1.099000000e-08
6.500000000e-01   1.334000000e+00   1.686000000e-08
7.000000000e-01   1.334000000e+00   3.646000000e-08
7.500000000e-01   1.333000000e+00   1.724000000e-07
8.000000000e-01   1.332000000e+00   1.574000000e-07
9.000000000e-01   1.331000000e+00   1.231000000e-06
1.000000000e+00   1.330000000e+00   5.343000000e-06
1.250000000e+00   1.326000000e+00   1.490000000e-05
1.500000000e+00   1.323000000e+00   2.066000000e-04
1.750000000e+00   1.315000000e+00   1.118000000e-04
2.000000000e+00   1.309000000e+00   1.098000000e-03
2.500000000e+00   1.264000000e+00   1.780000000e-03
3.000000000e+00   1.375000000e+00   2.673000000e-01
3.200000000e+00   1.478000000e+00   9.081000000e-02
3.390000000e+00   1.424000000e+00   2.277000000e-02
3.500000000e+00   1.401000000e+00   9.261000000e-03
3.750000000e+00   1.371000000e+00   3.463000000e-03
4.000000000e+00   1.353000000e+00   4.543000000e-03
4.500000000e+00   1.335000000e+00   1.319000000e-02
5.000000000e+00   1.328000000e+00   1.222000000e-02
5.500000000e+00   1.300000000e+00   1.146000000e-02
6.000000000e+00   1.268000000e+00   1.053000000e-01
6.200000000e+00   1.367000000e+00   8.683000000e-02
6.500000000e+00   1.341000000e+00   3.859000000e-02
7.200000000e+00   1.314000000e+00   3.165000000e-02
7.900000000e+00   1.296000000e+00   3.353000000e-02
8.200000000e+00   1.288000000e+00   3.483000000e-02
8.500000000e+00   1.282000000e+00   3.651000000e-02
8.700000000e+00   1.278000000e+00   3.776000000e-02
9.000000000e+00   1.269000000e+00   3.969000000e-02
9.200000000e+00   1.261000000e+00   4.123000000e-02
9.500000000e+00   1.249000000e+00   4.393000000e-02
9.800000000e+00   1.235000000e+00   4.733000000e-02
1.000000000e+01   1.224000000e+00   5.016000000e-02
1.060000000e+01   1.185000000e+00   6.645000000e-02
1.100000000e+01   1.159000000e+00   9.533000000e-02
1.150000000e+01   1.132000000e+00   1.397000000e-01
1.250000000e+01   1.128000000e+00   2.547000000e-01
1.300000000e+01   1.151000000e+00   2.999000000e-01
1.400000000e+01   1.214000000e+00   3.638000000e-01
1.480000000e+01   1.261000000e+00   3.895000000e-01
1.500000000e+01   1.273000000e+00   3.955000000e-01
1.640000000e+01   1.350000000e+00   4.210000000e-01
1.720000000e+01   1.392000000e+00   4.235000000e-01
1.800000000e+01   1.429000000e+00   4.207000000e-01
1.850000000e+01   1.449000000e+00   4.159000000e-01
2.000000000e+01   1.485000000e+00   3.887000000e-01
2.130000000e+01   1.496000000e+00   3.752000000e-01
2.250000000e+01   1.511000000e+00   3.666000000e-01
2.500000000e+01   1.535000000e+00   3.533000000e-01
2.790000000e+01   1.553000000e+00   3.379000000e-01
3.000000000e+01   1.555000000e+00   3.275000000e-01
3.500000000e+01   1.536000000e+00   3.389000000e-01
4.000000000e+01   1.523000000e+00   3.959000000e-01
