# 
# Refractive index taken form OPAC database 
# 
# Material :
# sea salt (acc., 99%) 
# 
#  nlambda = 
61 
# wavelength          ref.real         ref.imag  
#   [um]      
2.500000000e-01   1.363000000e+00   7.953000000e-08
3.000000000e-01   1.350000000e+00   3.439000000e-08
3.500000000e-01   1.345000000e+00   9.442000000e-09
4.000000000e-01   1.340000000e+00   2.121000000e-09
4.500000000e-01   1.339000000e+00   1.236000000e-09
5.000000000e-01   1.337000000e+00   1.134000000e-09
5.500000000e-01   1.335000000e+00   2.035000000e-09
6.000000000e-01   1.333000000e+00   1.095000000e-08
6.500000000e-01   1.332000000e+00   1.664000000e-08
7.000000000e-01   1.332000000e+00   3.504000000e-08
7.500000000e-01   1.331000000e+00   1.646000000e-07
8.000000000e-01   1.330000000e+00   1.419000000e-07
9.000000000e-01   1.329000000e+00   8.744000000e-07
1.000000000e+00   1.328000000e+00   4.170000000e-06
1.250000000e+00   1.324000000e+00   1.194000000e-05
1.500000000e+00   1.322000000e+00   2.034000000e-04
1.750000000e+00   1.314000000e+00   1.061000000e-04
2.000000000e+00   1.307000000e+00   1.099000000e-03
2.500000000e+00   1.263000000e+00   1.761000000e-03
3.000000000e+00   1.373000000e+00   2.696000000e-01
3.200000000e+00   1.478000000e+00   9.157000000e-02
3.390000000e+00   1.423000000e+00   2.295000000e-02
3.500000000e+00   1.401000000e+00   9.328000000e-03
3.750000000e+00   1.370000000e+00   3.481000000e-03
4.000000000e+00   1.352000000e+00   4.570000000e-03
4.500000000e+00   1.333000000e+00   1.329000000e-02
5.000000000e+00   1.326000000e+00   1.231000000e-02
5.500000000e+00   1.299000000e+00   1.153000000e-02
6.000000000e+00   1.266000000e+00   1.061000000e-01
6.200000000e+00   1.365000000e+00   8.739000000e-02
6.500000000e+00   1.340000000e+00   3.888000000e-02
7.200000000e+00   1.313000000e+00   3.187000000e-02
7.900000000e+00   1.295000000e+00   3.371000000e-02
8.200000000e+00   1.287000000e+00   3.496000000e-02
8.500000000e+00   1.280000000e+00   3.660000000e-02
8.700000000e+00   1.275000000e+00   3.783000000e-02
9.000000000e+00   1.266000000e+00   3.979000000e-02
9.200000000e+00   1.258000000e+00   4.136000000e-02
9.500000000e+00   1.246000000e+00   4.416000000e-02
9.800000000e+00   1.232000000e+00   4.760000000e-02
1.000000000e+01   1.221000000e+00   5.047000000e-02
1.060000000e+01   1.182000000e+00   6.691000000e-02
1.100000000e+01   1.156000000e+00   9.603000000e-02
1.150000000e+01   1.129000000e+00   1.408000000e-01
1.250000000e+01   1.126000000e+00   2.567000000e-01
1.300000000e+01   1.148000000e+00   3.023000000e-01
1.400000000e+01   1.212000000e+00   3.668000000e-01
1.480000000e+01   1.260000000e+00   3.926000000e-01
1.500000000e+01   1.272000000e+00   3.986000000e-01
1.640000000e+01   1.348000000e+00   4.239000000e-01
1.720000000e+01   1.389000000e+00   4.261000000e-01
1.800000000e+01   1.426000000e+00   4.233000000e-01
1.850000000e+01   1.446000000e+00   4.183000000e-01
2.000000000e+01   1.483000000e+00   3.908000000e-01
2.130000000e+01   1.493000000e+00   3.770000000e-01
2.250000000e+01   1.508000000e+00   3.682000000e-01
2.500000000e+01   1.533000000e+00   3.546000000e-01
2.790000000e+01   1.551000000e+00   3.384000000e-01
3.000000000e+01   1.553000000e+00   3.277000000e-01
3.500000000e+01   1.534000000e+00   3.375000000e-01
4.000000000e+01   1.521000000e+00   3.907000000e-01
