# 
# Refractive index taken form OPAC database 
# 
# Material :
# sulfate (50%) 
# 
#  nlambda = 
61 
# wavelength          ref.real         ref.imag  
#   [um]      
2.500000000e-01   1.406000000e+00   2.512000000e-08
3.000000000e-01   1.392000000e+00   1.386000000e-08
3.500000000e-01   1.382000000e+00   7.748000000e-09
4.000000000e-01   1.375000000e+00   4.763000000e-09
4.500000000e-01   1.371000000e+00   4.223000000e-09
5.000000000e-01   1.369000000e+00   4.210000000e-09
5.500000000e-01   1.368000000e+00   4.828000000e-09
6.000000000e-01   1.367000000e+00   1.226000000e-08
6.500000000e-01   1.366000000e+00   1.651000000e-08
7.000000000e-01   1.366000000e+00   2.886000000e-08
7.500000000e-01   1.365000000e+00   1.259000000e-07
8.000000000e-01   1.364000000e+00   1.112000000e-07
9.000000000e-01   1.363000000e+00   4.036000000e-07
1.000000000e+00   1.361000000e+00   2.405000000e-06
1.250000000e+00   1.355000000e+00   8.072000000e-06
1.500000000e+00   1.350000000e+00   1.715000000e-04
1.750000000e+00   1.342000000e+00   2.127000000e-04
2.000000000e+00   1.334000000e+00   1.157000000e-03
2.500000000e+00   1.291000000e+00   2.460000000e-03
3.000000000e+00   1.343000000e+00   2.090000000e-01
3.200000000e+00   1.418000000e+00   1.076000000e-01
3.390000000e+00   1.397000000e+00   7.117000000e-02
3.500000000e+00   1.391000000e+00   6.240000000e-02
3.750000000e+00   1.379000000e+00   4.898000000e-02
4.000000000e+00   1.363000000e+00   4.790000000e-02
4.500000000e+00   1.351000000e+00   5.142000000e-02
5.000000000e+00   1.337000000e+00   5.114000000e-02
5.500000000e+00   1.312000000e+00   7.273000000e-02
6.000000000e+00   1.322000000e+00   1.384000000e-01
6.200000000e+00   1.385000000e+00   1.155000000e-01
6.500000000e+00   1.350000000e+00   7.087000000e-02
7.200000000e+00   1.276000000e+00   8.343000000e-02
7.900000000e+00   1.239000000e+00   1.959000000e-01
8.200000000e+00   1.255000000e+00   2.526000000e-01
8.500000000e+00   1.311000000e+00   2.929000000e-01
8.700000000e+00   1.364000000e+00   2.997000000e-01
9.000000000e+00   1.400000000e+00   2.514000000e-01
9.200000000e+00   1.378000000e+00   2.357000000e-01
9.500000000e+00   1.395000000e+00   2.961000000e-01
9.800000000e+00   1.472000000e+00   2.734000000e-01
1.000000000e+01   1.458000000e+00   1.950000000e-01
1.060000000e+01   1.372000000e+00   1.646000000e-01
1.100000000e+01   1.337000000e+00   2.353000000e-01
1.150000000e+01   1.399000000e+00   2.247000000e-01
1.250000000e+01   1.343000000e+00   2.372000000e-01
1.300000000e+01   1.340000000e+00   2.658000000e-01
1.400000000e+01   1.363000000e+00   3.076000000e-01
1.480000000e+01   1.384000000e+00   3.279000000e-01
1.500000000e+01   1.384000000e+00   3.339000000e-01
1.640000000e+01   1.408000000e+00   4.224000000e-01
1.720000000e+01   1.507000000e+00   4.864000000e-01
1.800000000e+01   1.611000000e+00   2.887000000e-01
1.850000000e+01   1.616000000e+00   2.816000000e-01
2.000000000e+01   1.602000000e+00   2.612000000e-01
2.130000000e+01   1.594000000e+00   3.481000000e-01
2.250000000e+01   1.636000000e+00   2.493000000e-01
2.500000000e+01   1.673000000e+00   3.004000000e-01
2.790000000e+01   1.681000000e+00   2.823000000e-01
3.000000000e+01   1.683000000e+00   2.752000000e-01
3.500000000e+01   1.663000000e+00   2.839000000e-01
4.000000000e+01   1.651000000e+00   3.261000000e-01
