# 
# Refractive index taken form OPAC database 
# 
# Material :
# sea salt (acc., 95%) 
# 
#  nlambda = 
61 
# wavelength          ref.real         ref.imag  
#   [um]      
2.500000000e-01   1.368000000e+00   2.382000000e-07
3.000000000e-01   1.356000000e+00   9.779000000e-08
3.500000000e-01   1.350000000e+00   1.959000000e-08
4.000000000e-01   1.346000000e+00   3.020000000e-09
4.500000000e-01   1.344000000e+00   1.980000000e-09
5.000000000e-01   1.342000000e+00   1.598000000e-09
5.500000000e-01   1.340000000e+00   2.291000000e-09
6.000000000e-01   1.339000000e+00   1.111000000e-08
6.500000000e-01   1.338000000e+00   1.747000000e-08
7.000000000e-01   1.338000000e+00   4.036000000e-08
7.500000000e-01   1.337000000e+00   1.941000000e-07
8.000000000e-01   1.335000000e+00   2.002000000e-07
9.000000000e-01   1.334000000e+00   2.214000000e-06
1.000000000e+00   1.333000000e+00   8.584000000e-06
1.250000000e+00   1.329000000e+00   2.310000000e-05
1.500000000e+00   1.327000000e+00   2.153000000e-04
1.750000000e+00   1.319000000e+00   1.273000000e-04
2.000000000e+00   1.312000000e+00   1.096000000e-03
2.500000000e+00   1.268000000e+00   1.833000000e-03
3.000000000e+00   1.381000000e+00   2.612000000e-01
3.200000000e+00   1.478000000e+00   8.871000000e-02
3.390000000e+00   1.425000000e+00   2.228000000e-02
3.500000000e+00   1.403000000e+00   9.078000000e-03
3.750000000e+00   1.373000000e+00   3.413000000e-03
4.000000000e+00   1.356000000e+00   4.468000000e-03
4.500000000e+00   1.339000000e+00   1.291000000e-02
5.000000000e+00   1.331000000e+00   1.199000000e-02
5.500000000e+00   1.303000000e+00   1.127000000e-02
6.000000000e+00   1.271000000e+00   1.030000000e-01
6.200000000e+00   1.373000000e+00   8.528000000e-02
6.500000000e+00   1.344000000e+00   3.779000000e-02
7.200000000e+00   1.316000000e+00   3.107000000e-02
7.900000000e+00   1.298000000e+00   3.304000000e-02
8.200000000e+00   1.292000000e+00   3.448000000e-02
8.500000000e+00   1.286000000e+00   3.626000000e-02
8.700000000e+00   1.286000000e+00   3.757000000e-02
9.000000000e+00   1.278000000e+00   3.941000000e-02
9.200000000e+00   1.270000000e+00   4.087000000e-02
9.500000000e+00   1.257000000e+00   4.331000000e-02
9.800000000e+00   1.243000000e+00   4.658000000e-02
1.000000000e+01   1.231000000e+00   4.932000000e-02
1.060000000e+01   1.192000000e+00   6.520000000e-02
1.100000000e+01   1.166000000e+00   9.339000000e-02
1.150000000e+01   1.141000000e+00   1.367000000e-01
1.250000000e+01   1.135000000e+00   2.490000000e-01
1.300000000e+01   1.157000000e+00   2.932000000e-01
1.400000000e+01   1.218000000e+00   3.557000000e-01
1.480000000e+01   1.265000000e+00   3.809000000e-01
1.500000000e+01   1.277000000e+00   3.869000000e-01
1.640000000e+01   1.355000000e+00   4.131000000e-01
1.720000000e+01   1.401000000e+00   4.163000000e-01
1.800000000e+01   1.438000000e+00   4.138000000e-01
1.850000000e+01   1.456000000e+00   4.092000000e-01
2.000000000e+01   1.492000000e+00   3.831000000e-01
2.130000000e+01   1.502000000e+00   3.702000000e-01
2.250000000e+01   1.516000000e+00   3.622000000e-01
2.500000000e+01   1.540000000e+00   3.498000000e-01
2.790000000e+01   1.558000000e+00   3.364000000e-01
3.000000000e+01   1.560000000e+00   3.268000000e-01
3.500000000e+01   1.541000000e+00   3.428000000e-01
4.000000000e+01   1.528000000e+00   4.104000000e-01
