# 
# Refractive index taken form OPAC database 
# 
# Material :
# sulfate (99%) 
# 
#  nlambda = 
61 
# wavelength          ref.real         ref.imag  
#   [um]      
2.500000000e-01   1.365000000e+00   3.286000000e-08
3.000000000e-01   1.352000000e+00   1.584000000e-08
3.500000000e-01   1.346000000e+00   6.595000000e-09
4.000000000e-01   1.342000000e+00   2.082000000e-09
4.500000000e-01   1.340000000e+00   1.265000000e-09
5.000000000e-01   1.338000000e+00   1.245000000e-09
5.500000000e-01   1.336000000e+00   2.179000000e-09
6.000000000e-01   1.335000000e+00   1.100000000e-08
6.500000000e-01   1.334000000e+00   1.641000000e-08
7.000000000e-01   1.334000000e+00   3.315000000e-08
7.500000000e-01   1.333000000e+00   1.537000000e-07
8.000000000e-01   1.332000000e+00   1.239000000e-07
9.000000000e-01   1.331000000e+00   4.797000000e-07
1.000000000e+00   1.330000000e+00   2.853000000e-06
1.250000000e+00   1.325000000e+00   8.652000000e-06
1.500000000e+00   1.323000000e+00   1.978000000e-04
1.750000000e+00   1.315000000e+00   1.086000000e-04
2.000000000e+00   1.308000000e+00   1.104000000e-03
2.500000000e+00   1.263000000e+00   1.795000000e-03
3.000000000e+00   1.369000000e+00   2.672000000e-01
3.200000000e+00   1.473000000e+00   9.356000000e-02
3.390000000e+00   1.421000000e+00   2.681000000e-02
3.500000000e+00   1.399000000e+00   1.345000000e-02
3.750000000e+00   1.370000000e+00   6.972000000e-03
4.000000000e+00   1.352000000e+00   7.906000000e-03
4.500000000e+00   1.333000000e+00   1.630000000e-02
5.000000000e+00   1.326000000e+00   1.536000000e-02
5.500000000e+00   1.299000000e+00   1.627000000e-02
6.000000000e+00   1.269000000e+00   1.094000000e-01
6.200000000e+00   1.365000000e+00   9.010000000e-02
6.500000000e+00   1.340000000e+00   4.162000000e-02
7.200000000e+00   1.309000000e+00   3.602000000e-02
7.900000000e+00   1.290000000e+00   4.627000000e-02
8.200000000e+00   1.284000000e+00   5.171000000e-02
8.500000000e+00   1.281000000e+00   5.626000000e-02
8.700000000e+00   1.279000000e+00   5.789000000e-02
9.000000000e+00   1.273000000e+00   5.605000000e-02
9.200000000e+00   1.264000000e+00   5.633000000e-02
9.500000000e+00   1.255000000e+00   6.362000000e-02
9.800000000e+00   1.248000000e+00   6.511000000e-02
1.000000000e+01   1.236000000e+00   6.181000000e-02
1.060000000e+01   1.194000000e+00   7.482000000e-02
1.100000000e+01   1.167000000e+00   1.074000000e-01
1.150000000e+01   1.147000000e+00   1.483000000e-01
1.250000000e+01   1.140000000e+00   2.573000000e-01
1.300000000e+01   1.161000000e+00   3.020000000e-01
1.400000000e+01   1.222000000e+00   3.652000000e-01
1.480000000e+01   1.268000000e+00   3.908000000e-01
1.500000000e+01   1.279000000e+00   3.968000000e-01
1.640000000e+01   1.351000000e+00   4.266000000e-01
1.720000000e+01   1.395000000e+00   4.334000000e-01
1.800000000e+01   1.437000000e+00   4.155000000e-01
1.850000000e+01   1.456000000e+00   4.104000000e-01
2.000000000e+01   1.489000000e+00   3.829000000e-01
2.130000000e+01   1.499000000e+00   3.766000000e-01
2.250000000e+01   1.516000000e+00   3.608000000e-01
2.500000000e+01   1.542000000e+00   3.518000000e-01
2.790000000e+01   1.559000000e+00   3.347000000e-01
3.000000000e+01   1.561000000e+00   3.240000000e-01
3.500000000e+01   1.542000000e+00   3.320000000e-01
4.000000000e+01   1.529000000e+00   3.805000000e-01
