# 
# Refractive index taken form OPAC database 
# 
# Material :
# water soluble (99%) 
# 
#  nlambda = 
61 
# wavelength          ref.real         ref.imag  
#   [um]      
2.500000000e-01   1.373000000e+00   1.877000000e-03
3.000000000e-01   1.360000000e+00   5.006000000e-04
3.500000000e-01   1.355000000e+00   3.129000000e-04
4.000000000e-01   1.351000000e+00   3.129000000e-04
4.500000000e-01   1.349000000e+00   3.129000000e-04
5.000000000e-01   1.347000000e+00   3.129000000e-04
5.500000000e-01   1.345000000e+00   3.754000000e-04
6.000000000e-01   1.344000000e+00   3.754000000e-04
6.500000000e-01   1.343000000e+00   4.380000000e-04
7.000000000e-01   1.343000000e+00   4.380000000e-04
7.500000000e-01   1.343000000e+00   5.320000000e-04
8.000000000e-01   1.341000000e+00   6.258000000e-04
9.000000000e-01   1.340000000e+00   8.139000000e-04
1.000000000e+00   1.339000000e+00   9.726000000e-04
1.250000000e+00   1.335000000e+00   1.197000000e-03
1.500000000e+00   1.333000000e+00   1.595000000e-03
1.750000000e+00   1.323000000e+00   1.189000000e-03
2.000000000e+00   1.313000000e+00   1.532000000e-03
2.500000000e+00   1.271000000e+00   2.382000000e-03
3.000000000e+00   1.374000000e+00   2.564000000e-01
3.200000000e+00   1.475000000e+00   8.712000000e-02
3.390000000e+00   1.423000000e+00   2.214000000e-02
3.500000000e+00   1.403000000e+00   9.125000000e-03
3.750000000e+00   1.374000000e+00   3.531000000e-03
4.000000000e+00   1.358000000e+00   4.625000000e-03
4.500000000e+00   1.340000000e+00   1.337000000e-02
5.000000000e+00   1.333000000e+00   1.237000000e-02
5.500000000e+00   1.307000000e+00   1.200000000e-02
6.000000000e+00   1.274000000e+00   1.017000000e-01
6.200000000e+00   1.367000000e+00   8.418000000e-02
6.500000000e+00   1.347000000e+00   3.881000000e-02
7.200000000e+00   1.318000000e+00   3.447000000e-02
7.900000000e+00   1.288000000e+00   3.585000000e-02
8.200000000e+00   1.269000000e+00   3.916000000e-02
8.500000000e+00   1.279000000e+00   4.786000000e-02
8.700000000e+00   1.343000000e+00   5.367000000e-02
9.000000000e+00   1.343000000e+00   6.056000000e-02
9.200000000e+00   1.314000000e+00   6.518000000e-02
9.500000000e+00   1.287000000e+00   5.163000000e-02
9.800000000e+00   1.269000000e+00   5.085000000e-02
1.000000000e+01   1.256000000e+00   5.325000000e-02
1.060000000e+01   1.215000000e+00   6.756000000e-02
1.100000000e+01   1.188000000e+00   9.387000000e-02
1.150000000e+01   1.160000000e+00   1.361000000e-01
1.250000000e+01   1.154000000e+00   2.461000000e-01
1.300000000e+01   1.176000000e+00   2.894000000e-01
1.400000000e+01   1.232000000e+00   3.514000000e-01
1.480000000e+01   1.269000000e+00   3.775000000e-01
1.500000000e+01   1.279000000e+00   3.894000000e-01
1.640000000e+01   1.371000000e+00   4.103000000e-01
1.720000000e+01   1.429000000e+00   4.173000000e-01
1.800000000e+01   1.458000000e+00   4.106000000e-01
1.850000000e+01   1.468000000e+00   4.053000000e-01
2.000000000e+01   1.520000000e+00   3.822000000e-01
2.130000000e+01   1.527000000e+00   3.697000000e-01
2.250000000e+01   1.537000000e+00   3.619000000e-01
2.500000000e+01   1.553000000e+00   3.512000000e-01
2.790000000e+01   1.567000000e+00   3.359000000e-01
3.000000000e+01   1.568000000e+00   3.262000000e-01
3.500000000e+01   1.556000000e+00   3.400000000e-01
4.000000000e+01   1.540000000e+00   3.922000000e-01
