# 
# Refractive index taken form OPAC database 
# 
# Material :
# water soluble (95%) 
# 
#  nlambda = 
61 
# wavelength          ref.real         ref.imag  
#   [um]      
2.500000000e-01   1.387000000e+00   4.500000000e-03
3.000000000e-01   1.376000000e+00   1.200000000e-03
3.500000000e-01   1.371000000e+00   7.500000000e-04
4.000000000e-01   1.368000000e+00   7.500000000e-04
4.500000000e-01   1.366000000e+00   7.500000000e-04
5.000000000e-01   1.364000000e+00   7.500000000e-04
5.500000000e-01   1.363000000e+00   9.000000000e-04
6.000000000e-01   1.362000000e+00   9.000000000e-04
6.500000000e-01   1.361000000e+00   1.050000000e-03
7.000000000e-01   1.361000000e+00   1.050000000e-03
7.500000000e-01   1.360000000e+00   1.275000000e-03
8.000000000e-01   1.358000000e+00   1.500000000e-03
9.000000000e-01   1.357000000e+00   1.950000000e-03
1.000000000e+00   1.356000000e+00   2.327000000e-03
1.250000000e+00   1.351000000e+00   2.857000000e-03
1.500000000e+00   1.349000000e+00   3.545000000e-03
1.750000000e+00   1.337000000e+00   2.710000000e-03
2.000000000e+00   1.323000000e+00   2.135000000e-03
2.500000000e+00   1.285000000e+00   3.279000000e-03
3.000000000e+00   1.378000000e+00   2.345000000e-01
3.200000000e+00   1.471000000e+00   7.974000000e-02
3.390000000e+00   1.424000000e+00   2.073000000e-02
3.500000000e+00   1.407000000e+00   8.740000000e-03
3.750000000e+00   1.381000000e+00   3.575000000e-03
4.000000000e+00   1.367000000e+00   4.660000000e-03
4.500000000e+00   1.351000000e+00   1.334000000e-02
5.000000000e+00   1.344000000e+00   1.234000000e-02
5.500000000e+00   1.319000000e+00   1.256000000e-02
6.000000000e+00   1.287000000e+00   9.440000000e-02
6.200000000e+00   1.373000000e+00   7.885000000e-02
6.500000000e+00   1.357000000e+00   3.827000000e-02
7.200000000e+00   1.325000000e+00   3.778000000e-02
7.900000000e+00   1.280000000e+00   3.856000000e-02
8.200000000e+00   1.245000000e+00   4.483000000e-02
8.500000000e+00   1.281000000e+00   6.344000000e-02
8.700000000e+00   1.441000000e+00   7.571000000e-02
9.000000000e+00   1.457000000e+00   8.941000000e-02
9.200000000e+00   1.397000000e+00   9.827000000e-02
9.500000000e+00   1.349000000e+00   6.174000000e-02
9.800000000e+00   1.325000000e+00   5.496000000e-02
1.000000000e+01   1.308000000e+00   5.668000000e-02
1.060000000e+01   1.266000000e+00   6.779000000e-02
1.100000000e+01   1.238000000e+00   8.978000000e-02
1.150000000e+01   1.208000000e+00   1.278000000e-01
1.250000000e+01   1.198000000e+00   2.281000000e-01
1.300000000e+01   1.217000000e+00   2.675000000e-01
1.400000000e+01   1.262000000e+00   3.255000000e-01
1.480000000e+01   1.285000000e+00   3.516000000e-01
1.500000000e+01   1.292000000e+00   3.717000000e-01
1.640000000e+01   1.407000000e+00   3.870000000e-01
1.720000000e+01   1.490000000e+00   4.010000000e-01
1.800000000e+01   1.507000000e+00   3.891000000e-01
1.850000000e+01   1.504000000e+00   3.834000000e-01
2.000000000e+01   1.576000000e+00   3.671000000e-01
2.130000000e+01   1.576000000e+00   3.567000000e-01
2.250000000e+01   1.580000000e+00   3.505000000e-01
2.500000000e+01   1.583000000e+00   3.446000000e-01
2.790000000e+01   1.593000000e+00   3.317000000e-01
3.000000000e+01   1.591000000e+00   3.238000000e-01
3.500000000e+01   1.590000000e+00   3.456000000e-01
4.000000000e+01   1.570000000e+00   4.022000000e-01
