# 
# Refractive index taken form OPAC database 
# 
# Material :
# water soluble (50%) 
# 
#  nlambda = 
61 
# wavelength          ref.real         ref.imag  
#   [um]      
2.500000000e-01   1.451000000e+00   1.589000000e-02
3.000000000e-01   1.445000000e+00   4.238000000e-03
3.500000000e-01   1.442000000e+00   2.649000000e-03
4.000000000e-01   1.440000000e+00   2.649000000e-03
4.500000000e-01   1.439000000e+00   2.649000000e-03
5.000000000e-01   1.438000000e+00   2.649000000e-03
5.500000000e-01   1.437000000e+00   3.179000000e-03
6.000000000e-01   1.437000000e+00   3.179000000e-03
6.500000000e-01   1.436000000e+00   3.709000000e-03
7.000000000e-01   1.436000000e+00   3.709000000e-03
7.500000000e-01   1.436000000e+00   4.503000000e-03
8.000000000e-01   1.430000000e+00   5.298000000e-03
9.000000000e-01   1.430000000e+00   6.887000000e-03
1.000000000e+00   1.429000000e+00   8.213000000e-03
1.250000000e+00   1.422000000e+00   1.007000000e-02
1.500000000e+00   1.421000000e+00   1.201000000e-02
1.750000000e+00   1.396000000e+00   9.318000000e-03
2.000000000e+00   1.366000000e+00   4.756000000e-03
2.500000000e+00   1.345000000e+00   7.176000000e-03
3.000000000e+00   1.397000000e+00   1.396000000e-01
3.200000000e+00   1.453000000e+00   4.769000000e-02
3.390000000e+00   1.427000000e+00   1.462000000e-02
3.500000000e+00   1.426000000e+00   7.069000000e-03
3.750000000e+00   1.413000000e+00   3.765000000e-03
4.000000000e+00   1.406000000e+00   4.812000000e-03
4.500000000e+00   1.400000000e+00   1.319000000e-02
5.000000000e+00   1.391000000e+00   1.219000000e-02
5.500000000e+00   1.373000000e+00   1.499000000e-02
6.000000000e+00   1.342000000e+00   6.250000000e-02
6.200000000e+00   1.398000000e+00   5.568000000e-02
6.500000000e+00   1.403000000e+00   3.592000000e-02
7.200000000e+00   1.359000000e+00   5.218000000e-02
7.900000000e+00   1.244000000e+00   5.038000000e-02
8.200000000e+00   1.140000000e+00   6.948000000e-02
8.500000000e+00   1.290000000e+00   1.312000000e-01
8.700000000e+00   1.870000000e+00   1.715000000e-01
9.000000000e+00   1.950000000e+00   2.148000000e-01
9.200000000e+00   1.756000000e+00   2.420000000e-01
9.500000000e+00   1.618000000e+00   1.056000000e-01
9.800000000e+00   1.569000000e+00   7.285000000e-02
1.000000000e+01   1.537000000e+00   7.157000000e-02
1.060000000e+01   1.487000000e+00   6.878000000e-02
1.100000000e+01   1.453000000e+00   7.201000000e-02
1.150000000e+01   1.414000000e+00   9.167000000e-02
1.250000000e+01   1.386000000e+00   1.499000000e-01
1.300000000e+01   1.397000000e+00   1.726000000e-01
1.400000000e+01   1.395000000e+00   2.127000000e-01
1.480000000e+01   1.354000000e+00   2.392000000e-01
1.500000000e+01   1.349000000e+00   2.950000000e-01
1.640000000e+01   1.560000000e+00   2.855000000e-01
1.720000000e+01   1.754000000e+00   3.299000000e-01
1.800000000e+01   1.718000000e+00   2.957000000e-01
1.850000000e+01   1.659000000e+00   2.880000000e-01
2.000000000e+01   1.819000000e+00   3.013000000e-01
2.130000000e+01   1.792000000e+00   3.001000000e-01
2.250000000e+01   1.768000000e+00   3.011000000e-01
2.500000000e+01   1.716000000e+00   3.157000000e-01
2.790000000e+01   1.703000000e+00   3.130000000e-01
3.000000000e+01   1.694000000e+00   3.132000000e-01
3.500000000e+01   1.738000000e+00   3.699000000e-01
4.000000000e+01   1.700000000e+00   4.459000000e-01
