# 
# Refractive index taken form OPAC database 
# 
# Material :
# sulfate (98%) 
# 
#  nlambda = 
61 
# wavelength          ref.real         ref.imag  
#   [um]      
2.500000000e-01   1.368000000e+00   3.244000000e-08
3.000000000e-01   1.354000000e+00   1.573000000e-08
3.500000000e-01   1.348000000e+00   6.658000000e-09
4.000000000e-01   1.344000000e+00   2.229000000e-09
4.500000000e-01   1.341000000e+00   1.427000000e-09
5.000000000e-01   1.339000000e+00   1.407000000e-09
5.500000000e-01   1.337000000e+00   2.324000000e-09
6.000000000e-01   1.336000000e+00   1.107000000e-08
6.500000000e-01   1.335000000e+00   1.641000000e-08
7.000000000e-01   1.335000000e+00   3.291000000e-08
7.500000000e-01   1.334000000e+00   1.522000000e-07
8.000000000e-01   1.333000000e+00   1.232000000e-07
9.000000000e-01   1.332000000e+00   4.755000000e-07
1.000000000e+00   1.331000000e+00   2.828000000e-06
1.250000000e+00   1.327000000e+00   8.620000000e-06
1.500000000e+00   1.325000000e+00   1.964000000e-04
1.750000000e+00   1.317000000e+00   1.143000000e-04
2.000000000e+00   1.310000000e+00   1.107000000e-03
2.500000000e+00   1.265000000e+00   1.831000000e-03
3.000000000e+00   1.367000000e+00   2.640000000e-01
3.200000000e+00   1.470000000e+00   9.433000000e-02
3.390000000e+00   1.420000000e+00   2.924000000e-02
3.500000000e+00   1.399000000e+00   1.613000000e-02
3.750000000e+00   1.370000000e+00   9.272000000e-03
4.000000000e+00   1.353000000e+00   1.010000000e-02
4.500000000e+00   1.334000000e+00   1.823000000e-02
5.000000000e+00   1.327000000e+00   1.732000000e-02
5.500000000e+00   1.300000000e+00   1.936000000e-02
6.000000000e+00   1.272000000e+00   1.110000000e-01
6.200000000e+00   1.366000000e+00   9.149000000e-02
6.500000000e+00   1.340000000e+00   4.322000000e-02
7.200000000e+00   1.307000000e+00   3.861000000e-02
7.900000000e+00   1.287000000e+00   5.446000000e-02
8.200000000e+00   1.282000000e+00   6.271000000e-02
8.500000000e+00   1.282000000e+00   6.922000000e-02
8.700000000e+00   1.284000000e+00   7.114000000e-02
9.000000000e+00   1.280000000e+00   6.675000000e-02
9.200000000e+00   1.271000000e+00   6.615000000e-02
9.500000000e+00   1.262000000e+00   7.635000000e-02
9.800000000e+00   1.260000000e+00   7.652000000e-02
1.000000000e+01   1.248000000e+00   6.910000000e-02
1.060000000e+01   1.203000000e+00   7.974000000e-02
1.100000000e+01   1.176000000e+00   1.144000000e-01
1.150000000e+01   1.161000000e+00   1.525000000e-01
1.250000000e+01   1.151000000e+00   2.562000000e-01
1.300000000e+01   1.171000000e+00   3.000000000e-01
1.400000000e+01   1.229000000e+00   3.621000000e-01
1.480000000e+01   1.274000000e+00   3.874000000e-01
1.500000000e+01   1.284000000e+00   3.934000000e-01
1.640000000e+01   1.354000000e+00   4.264000000e-01
1.720000000e+01   1.401000000e+00   4.363000000e-01
1.800000000e+01   1.447000000e+00   4.086000000e-01
1.850000000e+01   1.465000000e+00   4.033000000e-01
2.000000000e+01   1.496000000e+00   3.763000000e-01
2.130000000e+01   1.504000000e+00   3.751000000e-01
2.250000000e+01   1.522000000e+00   3.547000000e-01
2.500000000e+01   1.549000000e+00   3.489000000e-01
2.790000000e+01   1.566000000e+00   3.318000000e-01
3.000000000e+01   1.568000000e+00   3.213000000e-01
3.500000000e+01   1.549000000e+00   3.294000000e-01
4.000000000e+01   1.536000000e+00   3.775000000e-01
