# 
# Refractive index taken form OPAC database 
# 
# Material :
# water soluble (90%) 
# 
#  nlambda = 
61 
# wavelength          ref.real         ref.imag  
#   [um]      
2.500000000e-01   1.400000000e+00   6.783000000e-03
3.000000000e-01   1.390000000e+00   1.809000000e-03
3.500000000e-01   1.385000000e+00   1.130000000e-03
4.000000000e-01   1.382000000e+00   1.130000000e-03
4.500000000e-01   1.381000000e+00   1.130000000e-03
5.000000000e-01   1.379000000e+00   1.130000000e-03
5.500000000e-01   1.378000000e+00   1.357000000e-03
6.000000000e-01   1.377000000e+00   1.357000000e-03
6.500000000e-01   1.376000000e+00   1.583000000e-03
7.000000000e-01   1.376000000e+00   1.583000000e-03
7.500000000e-01   1.375000000e+00   1.922000000e-03
8.000000000e-01   1.372000000e+00   2.261000000e-03
9.000000000e-01   1.371000000e+00   2.939000000e-03
1.000000000e+00   1.371000000e+00   3.507000000e-03
1.250000000e+00   1.365000000e+00   4.302000000e-03
1.500000000e+00   1.364000000e+00   5.242000000e-03
1.750000000e+00   1.348000000e+00   4.034000000e-03
2.000000000e+00   1.332000000e+00   2.660000000e-03
2.500000000e+00   1.297000000e+00   4.060000000e-03
3.000000000e+00   1.382000000e+00   2.155000000e-01
3.200000000e+00   1.467000000e+00   7.332000000e-02
3.390000000e+00   1.425000000e+00   1.951000000e-02
3.500000000e+00   1.411000000e+00   8.405000000e-03
3.750000000e+00   1.388000000e+00   3.613000000e-03
4.000000000e+00   1.375000000e+00   4.690000000e-03
4.500000000e+00   1.361000000e+00   1.331000000e-02
5.000000000e+00   1.353000000e+00   1.231000000e-02
5.500000000e+00   1.330000000e+00   1.305000000e-02
6.000000000e+00   1.298000000e+00   8.801000000e-02
6.200000000e+00   1.378000000e+00   7.421000000e-02
6.500000000e+00   1.366000000e+00   3.780000000e-02
7.200000000e+00   1.332000000e+00   4.067000000e-02
7.900000000e+00   1.273000000e+00   4.093000000e-02
8.200000000e+00   1.224000000e+00   4.977000000e-02
8.500000000e+00   1.283000000e+00   7.701000000e-02
8.700000000e+00   1.527000000e+00   9.490000000e-02
9.000000000e+00   1.555000000e+00   1.145000000e-01
9.200000000e+00   1.469000000e+00   1.271000000e-01
9.500000000e+00   1.403000000e+00   7.054000000e-02
9.800000000e+00   1.374000000e+00   5.855000000e-02
1.000000000e+01   1.354000000e+00   5.966000000e-02
1.060000000e+01   1.310000000e+00   6.799000000e-02
1.100000000e+01   1.281000000e+00   8.622000000e-02
1.150000000e+01   1.249000000e+00   1.205000000e-01
1.250000000e+01   1.235000000e+00   2.124000000e-01
1.300000000e+01   1.253000000e+00   2.485000000e-01
1.400000000e+01   1.289000000e+00   3.029000000e-01
1.480000000e+01   1.299000000e+00   3.291000000e-01
1.500000000e+01   1.304000000e+00   3.563000000e-01
1.640000000e+01   1.437000000e+00   3.666000000e-01
1.720000000e+01   1.543000000e+00   3.867000000e-01
1.800000000e+01   1.549000000e+00   3.704000000e-01
1.850000000e+01   1.535000000e+00   3.643000000e-01
2.000000000e+01   1.625000000e+00   3.539000000e-01
2.130000000e+01   1.620000000e+00   3.453000000e-01
2.250000000e+01   1.618000000e+00   3.406000000e-01
2.500000000e+01   1.610000000e+00   3.388000000e-01
2.790000000e+01   1.615000000e+00   3.279000000e-01
3.000000000e+01   1.612000000e+00   3.217000000e-01
3.500000000e+01   1.620000000e+00   3.505000000e-01
4.000000000e+01   1.596000000e+00   4.110000000e-01
