# 
# Refractive index taken form OPAC database 
# 
# Material :
# sea salt (acc., 90%) 
# 
#  nlambda = 
61 
# wavelength          ref.real         ref.imag  
#   [um]      
2.500000000e-01   1.373000000e+00   4.028000000e-07
3.000000000e-01   1.361000000e+00   1.635000000e-07
3.500000000e-01   1.355000000e+00   3.011000000e-08
4.000000000e-01   1.351000000e+00   3.953000000e-09
4.500000000e-01   1.349000000e+00   2.751000000e-09
5.000000000e-01   1.347000000e+00   2.078000000e-09
5.500000000e-01   1.345000000e+00   2.558000000e-09
6.000000000e-01   1.344000000e+00   1.128000000e-08
6.500000000e-01   1.343000000e+00   1.833000000e-08
7.000000000e-01   1.343000000e+00   4.588000000e-08
7.500000000e-01   1.342000000e+00   2.247000000e-07
8.000000000e-01   1.340000000e+00   2.607000000e-07
9.000000000e-01   1.339000000e+00   3.603000000e-06
1.000000000e+00   1.338000000e+00   1.316000000e-05
1.250000000e+00   1.334000000e+00   3.468000000e-05
1.500000000e+00   1.331000000e+00   2.275000000e-04
1.750000000e+00   1.323000000e+00   1.492000000e-04
2.000000000e+00   1.317000000e+00   1.093000000e-03
2.500000000e+00   1.274000000e+00   1.908000000e-03
3.000000000e+00   1.389000000e+00   2.525000000e-01
3.200000000e+00   1.479000000e+00   8.575000000e-02
3.390000000e+00   1.427000000e+00   2.158000000e-02
3.500000000e+00   1.406000000e+00   8.820000000e-03
3.750000000e+00   1.377000000e+00   3.344000000e-03
4.000000000e+00   1.361000000e+00   4.362000000e-03
4.500000000e+00   1.344000000e+00   1.251000000e-02
5.000000000e+00   1.336000000e+00   1.166000000e-02
5.500000000e+00   1.307000000e+00   1.101000000e-02
6.000000000e+00   1.276000000e+00   9.986000000e-02
6.200000000e+00   1.381000000e+00   8.309000000e-02
6.500000000e+00   1.348000000e+00   3.666000000e-02
7.200000000e+00   1.320000000e+00   3.023000000e-02
7.900000000e+00   1.302000000e+00   3.235000000e-02
8.200000000e+00   1.296000000e+00   3.398000000e-02
8.500000000e+00   1.293000000e+00   3.590000000e-02
8.700000000e+00   1.296000000e+00   3.731000000e-02
9.000000000e+00   1.291000000e+00   3.902000000e-02
9.200000000e+00   1.281000000e+00   4.036000000e-02
9.500000000e+00   1.268000000e+00   4.244000000e-02
9.800000000e+00   1.254000000e+00   4.553000000e-02
1.000000000e+01   1.242000000e+00   4.814000000e-02
1.060000000e+01   1.203000000e+00   6.343000000e-02
1.100000000e+01   1.177000000e+00   9.064000000e-02
1.150000000e+01   1.152000000e+00   1.325000000e-01
1.250000000e+01   1.145000000e+00   2.409000000e-01
1.300000000e+01   1.166000000e+00   2.837000000e-01
1.400000000e+01   1.225000000e+00   3.442000000e-01
1.480000000e+01   1.271000000e+00   3.688000000e-01
1.500000000e+01   1.283000000e+00   3.747000000e-01
1.640000000e+01   1.362000000e+00   4.019000000e-01
1.720000000e+01   1.412000000e+00   4.060000000e-01
1.800000000e+01   1.450000000e+00   4.040000000e-01
1.850000000e+01   1.467000000e+00   3.997000000e-01
2.000000000e+01   1.501000000e+00   3.751000000e-01
2.130000000e+01   1.511000000e+00   3.631000000e-01
2.250000000e+01   1.525000000e+00   3.559000000e-01
2.500000000e+01   1.548000000e+00   3.448000000e-01
2.790000000e+01   1.565000000e+00   3.342000000e-01
3.000000000e+01   1.567000000e+00   3.259000000e-01
3.500000000e+01   1.549000000e+00   3.482000000e-01
4.000000000e+01   1.535000000e+00   4.307000000e-01
