# 
# Refractive index taken form OPAC database 
# 
# Material :
# sulfate (95%) 
# 
#  nlambda = 
61 
# wavelength          ref.real         ref.imag  
#   [um]      
2.500000000e-01   1.372000000e+00   3.150000000e-08
3.000000000e-01   1.359000000e+00   1.549000000e-08
3.500000000e-01   1.352000000e+00   6.798000000e-09
4.000000000e-01   1.348000000e+00   2.553000000e-09
4.500000000e-01   1.345000000e+00   1.784000000e-09
5.000000000e-01   1.343000000e+00   1.766000000e-09
5.500000000e-01   1.341000000e+00   2.644000000e-09
6.000000000e-01   1.340000000e+00   1.122000000e-08
6.500000000e-01   1.339000000e+00   1.643000000e-08
7.000000000e-01   1.339000000e+00   3.239000000e-08
7.500000000e-01   1.338000000e+00   1.488000000e-07
8.000000000e-01   1.337000000e+00   1.217000000e-07
9.000000000e-01   1.336000000e+00   4.663000000e-07
1.000000000e+00   1.335000000e+00   2.774000000e-06
1.250000000e+00   1.331000000e+00   8.550000000e-06
1.500000000e+00   1.328000000e+00   1.932000000e-04
1.750000000e+00   1.320000000e+00   1.269000000e-04
2.000000000e+00   1.313000000e+00   1.114000000e-03
2.500000000e+00   1.268000000e+00   1.912000000e-03
3.000000000e+00   1.364000000e+00   2.570000000e-01
3.200000000e+00   1.464000000e+00   9.603000000e-02
3.390000000e+00   1.417000000e+00   3.461000000e-02
3.500000000e+00   1.398000000e+00   2.205000000e-02
3.750000000e+00   1.371000000e+00   1.435000000e-02
4.000000000e+00   1.354000000e+00   1.493000000e-02
4.500000000e+00   1.337000000e+00   2.247000000e-02
5.000000000e+00   1.328000000e+00   2.164000000e-02
5.500000000e+00   1.301000000e+00   2.619000000e-02
6.000000000e+00   1.279000000e+00   1.145000000e-01
6.200000000e+00   1.368000000e+00   9.455000000e-02
6.500000000e+00   1.342000000e+00   4.676000000e-02
7.200000000e+00   1.303000000e+00   4.435000000e-02
7.900000000e+00   1.281000000e+00   7.255000000e-02
8.200000000e+00   1.279000000e+00   8.701000000e-02
8.500000000e+00   1.286000000e+00   9.783000000e-02
8.700000000e+00   1.294000000e+00   1.004000000e-01
9.000000000e+00   1.295000000e+00   9.038000000e-02
9.200000000e+00   1.284000000e+00   8.784000000e-02
9.500000000e+00   1.279000000e+00   1.045000000e-01
9.800000000e+00   1.287000000e+00   1.017000000e-01
1.000000000e+01   1.275000000e+00   8.520000000e-02
1.060000000e+01   1.225000000e+00   9.060000000e-02
1.100000000e+01   1.197000000e+00   1.298000000e-01
1.150000000e+01   1.191000000e+00   1.617000000e-01
1.250000000e+01   1.176000000e+00   2.538000000e-01
1.300000000e+01   1.192000000e+00   2.956000000e-01
1.400000000e+01   1.247000000e+00   3.551000000e-01
1.480000000e+01   1.288000000e+00   3.797000000e-01
1.500000000e+01   1.297000000e+00   3.857000000e-01
1.640000000e+01   1.361000000e+00   4.259000000e-01
1.720000000e+01   1.415000000e+00   4.427000000e-01
1.800000000e+01   1.468000000e+00   3.932000000e-01
1.850000000e+01   1.484000000e+00   3.877000000e-01
2.000000000e+01   1.509000000e+00   3.616000000e-01
2.130000000e+01   1.516000000e+00   3.716000000e-01
2.250000000e+01   1.537000000e+00   3.412000000e-01
2.500000000e+01   1.565000000e+00   3.427000000e-01
2.790000000e+01   1.581000000e+00   3.255000000e-01
3.000000000e+01   1.582000000e+00   3.154000000e-01
3.500000000e+01   1.563000000e+00   3.236000000e-01
4.000000000e+01   1.551000000e+00   3.710000000e-01
