0.1851888;0.0027943;0.1116049;
0.1549269;0.0029631;0.1182803;
0.1689456;0.0029462;0.1174533;
0.1876625;0.0029264;0.1172407;
0.2228329;0.0028502;0.1157894;
0.2590021;0.0027536;0.1136989;
0.3023100;0.0026173;0.1103791;
0.3537149;0.0024676;0.1082107;
0.3845779;0.0023754;0.1053111;
0.4010877;0.0023300;0.1035511;
0.4150000;0.0022903;0.1019176;
0.4001342;0.0023225;0.0996651;
0.3992579;0.0022462;0.0924022;
0.4238914;0.0021466;0.0916819;
0.4326922;0.0021179;0.0916230;
0.4925293;0.0018476;0.0824583;
0.5300032;0.0016558;0.0780274;
0.5776457;0.0015892;0.0775081;
0.6589656;0.0014650;0.0772629;
0.6618937;0.0014961;0.0785411;
0.6737518;0.0014511;0.0755614;
0.6627230;0.0014933;0.0755811;
0.6784281;0.0014250;0.0730418;
0.6855613;0.0013898;0.0700378;
0.6879440;0.0013659;0.0672601;
0.6808605;0.0013717;0.0644730;
0.6642629;0.0013611;0.0583832;
0.6446730;0.0013286;0.0514417;
0.6452605;0.0012310;0.0440540;
0.6536691;0.0011570;0.0406974;
0.6619728;0.0011162;0.0395885;
0.6648831;0.0010741;0.0370044;
0.6643469;0.0010629;0.0360259;
0.6670246;0.0010552;0.0358238;
0.6689234;0.0010554;0.0359835;
0.6949590;0.0010404;0.0374733;
0.7028606;0.0010167;0.0366729;
0.7214891;0.0009705;0.0364523;
0.7310836;0.0009395;0.0356618;
0.7430462;0.0008880;0.0337336;
0.7355958;0.0009182;0.0347969;
0.7402210;0.0009095;0.0351265;
0.7454476;0.0008854;0.0345097;
0.7447460;0.0008864;0.0344883;
0.7709712;0.0007945;0.0329041;
0.7842521;0.0007222;0.0301405;
0.7901911;0.0006966;0.0293821;
0.7988284;0.0006602;0.0286462;
0.8078339;0.0006240;0.0276640;
0.8224811;0.0005410;0.0251832;
0.8358004;0.0004700;0.0227262;
0.8411079;0.0004413;0.0216033;
0.8489682;0.0003999;0.0198720;
0.8522904;0.0003832;0.0191478;
0.8548987;0.0003697;0.0185397;
0.8584062;0.0003539;0.0177371;
0.8610385;0.0003436;0.0172470;
0.8676360;0.0003195;0.0161310;
0.8734733;0.0003060;0.0153989;
0.8797387;0.0002935;0.0146516;
0.8864488;0.0002831;0.0138944;
0.8919155;0.0002731;0.0128752;
0.9038114;0.0002556;0.0112225;
0.9156259;0.0002411;0.0102551;
0.9304165;0.0002282;0.0108593;
0.9213451;0.0002784;0.0122520;
0.9172354;0.0002925;0.0123699;
0.9053992;0.0003302;0.0129873;
0.8976548;0.0003503;0.0133280;
0.8832493;0.0003943;0.0148327;
0.8804979;0.0004039;0.0153049;
0.8734266;0.0004322;0.0166424;
0.8696879;0.0004479;0.0173269;
0.8694825;0.0004513;0.0176819;
0.8668537;0.0004617;0.0181623;
0.8690679;0.0004563;0.0183531;
0.8751014;0.0004378;0.0182854;
0.8817230;0.0004178;0.0182207;
0.8878642;0.0003924;0.0174023;
0.8969418;0.0003546;0.0161523;
0.9018132;0.0003337;0.0153642;
0.9043907;0.0003230;0.0149789;
0.9060041;0.0003154;0.0146366;
0.9107886;0.0002969;0.0140457;
0.9168034;0.0002743;0.0130070;
0.9007108;0.0003473;0.0151445;
0.8891233;0.0003940;0.0165467;
0.8584235;0.0005075;0.0198056;
0.8219616;0.0006258;0.0229466;
0.8174221;0.0006393;0.0233732;
0.8134427;0.0006635;0.0250704;
0.7668604;0.0007863;0.0266353;
0.8081666;0.0006706;0.0251204;
0.8426998;0.0005203;0.0195128;
0.8200990;0.0006072;0.0224451;
0.7962832;0.0007066;0.0257899;
0.7534397;0.0008244;0.0279224;
0.7294109;0.0008976;0.0302464;
0.7338828;0.0008983;0.0316033;
0.7720130;0.0007934;0.0307749;
0.8366359;0.0005288;0.0231502;
0.8892020;0.0002733;0.0130474;
0.8800176;0.0002108;0.0061699;
0.8897492;0.0001641;0.0062252;
0.8801830;0.0001562;0.0055227;
0.8727148;0.0001500;0.0049954;
0.8536847;0.0001802;0.0040333;
0.8589215;0.0001376;0.0040478;
0.8496447;0.0001180;0.0030349;
0.8419617;0.0001131;0.0025385;
0.8465603;0.0001191;0.0023360;
0.8623170;0.0000977;0.0019314;
0.8778459;0.0000927;0.0018021;
0.8905257;0.0000948;0.0020659;
0.9410098;0.0001140;0.0034609;
0.9525716;0.0001402;0.0045444;
0.9520232;0.0001632;0.0052411;
0.9347847;0.0002116;0.0055922;
0.8746641;0.0003816;0.0091081;
0.8044567;0.0004355;0.0101626;
0.7900056;0.0004257;0.0108394;
0.7701907;0.0004193;0.0111116;
0.7820739;0.0002936;0.0087696;
0.7568061;0.0004511;0.0133549;
0.7562644;0.0006703;0.0212950;
0.7468803;0.0007232;0.0228591;
0.7507063;0.0005909;0.0190169;
0.7562378;0.0003511;0.0117171;
0.7622226;0.0003414;0.0118827;
0.7400044;0.0005108;0.0156280;
0.7530717;0.0003983;0.0124300;
0.7676701;0.0001860;0.0072189;
0.7752351;0.0001563;0.0066437;
0.7750628;0.0001456;0.0068096;
0.7758680;0.0001373;0.0065790;
0.7729453;0.0001434;0.0071777;
0.7729453;0.0001434;0.0071777;
0.7732092;0.0001333;0.0068154;
0.7717055;0.0001287;0.0066530;
0.7696181;0.0001293;0.0066801;
0.7681362;0.0001270;0.0064771;
0.7645441;0.0001235;0.0064520;
0.7550029;0.0001242;0.0066489;
0.7446464;0.0001175;0.0064077;
0.7322924;0.0001154;0.0061708;
