1.0344446;0.0034118;1.1583015;-0.0000104;-0.0183318;-0.0009399;
1.2115146;0.0017859;1.0985985;-0.0000067;-0.0126532;-0.0006508;
1.2505532;0.0016495;1.0967901;-0.0000067;-0.0128028;-0.0006619;
1.3051117;0.0013114;1.0926375;-0.0000063;-0.0130369;-0.0006649;
1.4062968;0.0005258;1.0809953;-0.0000048;-0.0132205;-0.0006437;
1.4673627;0.0001245;1.0736622;-0.0000042;-0.0132777;-0.0006336;
1.5358471;-0.0003574;1.0632290;-0.0000034;-0.0131467;-0.0006103;
1.5936690;-0.0007590;1.0528512;-0.0000027;-0.0128762;-0.0005829;
1.5882434;-0.0007543;1.0516044;-0.0000026;-0.0126159;-0.0005688;
1.5995910;-0.0009338;1.0476779;-0.0000020;-0.0123735;-0.0005462;
1.5808206;-0.0008230;1.0493467;-0.0000021;-0.0122230;-0.0005422;
1.5324259;-0.0006506;1.0509197;-0.0000022;-0.0114953;-0.0005173;
1.5340588;-0.0008343;1.0465120;-0.0000015;-0.0108007;-0.0004799;
1.6609380;-0.0018115;1.0210183;0.0000002;-0.0100503;-0.0004072;
1.6683811;-0.0017952;1.0196021;0.0000001;-0.0099751;-0.0004078;
1.7111222;-0.0023035;0.9982082;0.0000014;-0.0081083;-0.0003004;
1.7393924;-0.0025890;0.9801474;0.0000019;-0.0064261;-0.0002212;
1.8039939;-0.0031763;0.9685000;0.0000034;-0.0060010;-0.0001683;
1.5422684;-0.0006626;1.0443452;-0.0000019;-0.0107252;-0.0004748;
1.5218563;-0.0004317;1.0547151;-0.0000024;-0.0117090;-0.0005243;
1.5082706;-0.0003666;1.0570487;-0.0000025;-0.0117804;-0.0005272;
1.5773402;-0.0010243;1.0407693;-0.0000010;-0.0109597;-0.0004601;
1.4935747;-0.0003274;1.0619219;-0.0000025;-0.0123039;-0.0005464;
1.4678969;-0.0002192;1.0637646;-0.0000025;-0.0121383;-0.0005397;
1.4437437;-0.0001857;1.0623618;-0.0000023;-0.0115920;-0.0005121;
1.4376100;-0.0003685;1.0505092;-0.0000015;-0.0098960;-0.0004266;
1.2069481;0.0008027;1.0585576;-0.0000024;-0.0065831;-0.0003209;
0.8220169;0.0030773;1.0888860;-0.0000053;-0.0027491;-0.0002515;
0.4501997;0.0055181;1.1462216;-0.0000093;-0.0028078;-0.0003648;
0.3801709;0.0059830;1.1696622;-0.0000101;-0.0045247;-0.0004566;
0.3128783;0.0062375;1.1647323;-0.0000100;-0.0026546;-0.0003800;
0.2005668;0.0075615;1.2082926;-0.0000136;-0.0061003;-0.0006033;
0.1655611;0.0079659;1.2207285;-0.0000146;-0.0071370;-0.0006673;
0.2042520;0.0077343;1.2243456;-0.0000143;-0.0083561;-0.0007058;
0.2686746;0.0072817;1.2192185;-0.0000134;-0.0089860;-0.0007065;
0.5687594;0.0053922;1.1764853;-0.0000104;-0.0089352;-0.0006282;
0.7125478;0.0043729;1.1504930;-0.0000086;-0.0082902;-0.0005569;
0.8504420;0.0033416;1.1232663;-0.0000067;-0.0074228;-0.0004741;
0.9472541;0.0026806;1.1107275;-0.0000056;-0.0077230;-0.0004582;
0.9181227;0.0029401;1.1212098;-0.0000062;-0.0085287;-0.0005054;
0.9173258;0.0028837;1.1139685;-0.0000059;-0.0075855;-0.0004599;
0.9640416;0.0025714;1.1090877;-0.0000055;-0.0079939;-0.0004619;
0.9470780;0.0026002;1.1013473;-0.0000053;-0.0064835;-0.0004002;
1.0030143;0.0021895;1.0976069;-0.0000046;-0.0071891;-0.0004105;
1.1685778;0.0009639;1.0604081;-0.0000023;-0.0055837;-0.0002903;
1.2407234;0.0000717;1.0267152;0.0000000;-0.0026448;-0.0001172;
1.2675530;-0.0001171;1.0213100;0.0000003;-0.0024738;-0.0001023;
1.3373516;-0.0005718;1.0105519;0.0000010;-0.0025267;-0.0000864;
1.3846854;-0.0009361;0.9974732;0.0000017;-0.0016649;-0.0000361;
1.4315711;-0.0013307;0.9836359;0.0000025;-0.0007006;0.0000189;
1.4747368;-0.0016759;0.9712163;0.0000031;0.0001689;0.0000674;
1.4904601;-0.0017988;0.9668869;0.0000034;0.0004712;0.0000840;
1.5101435;-0.0019507;0.9614283;0.0000036;0.0008701;0.0001052;
1.5165763;-0.0019984;0.9596500;0.0000037;0.0010053;0.0001120;
1.5211447;-0.0020329;0.9582599;0.0000038;0.0011210;0.0001175;
1.5288332;-0.0020812;0.9566073;0.0000038;0.0012368;0.0001227;
1.5301935;-0.0020847;0.9564461;0.0000038;0.0012484;0.0001227;
1.5293470;-0.0020607;0.9572728;0.0000038;0.0011848;0.0001180;
1.5272340;-0.0020113;0.9597541;0.0000036;0.0009312;0.0001044;
1.5234109;-0.0019367;0.9635900;0.0000034;0.0005293;0.0000836;
1.5182816;-0.0018362;0.9690071;0.0000031;-0.0000552;0.0000542;
1.5087028;-0.0016631;0.9774067;0.0000026;-0.0009213;0.0000091;
1.4982295;-0.0013791;0.9947186;0.0000018;-0.0029866;-0.0000909;
1.4872589;-0.0010975;1.0123952;0.0000009;-0.0051266;-0.0001937;
1.4404081;-0.0007213;1.0285289;0.0000002;-0.0063683;-0.0002595;
1.3051264;-0.0000073;1.0381424;-0.0000005;-0.0049135;-0.0002208;
1.2117825;0.0005738;1.0487998;-0.0000013;-0.0044563;-0.0002230;
1.0263683;0.0018940;1.0808466;-0.0000035;-0.0050180;-0.0003007;
0.9233288;0.0027071;1.1048511;-0.0000051;-0.0062197;-0.0003860;
0.8098193;0.0035643;1.1288206;-0.0000067;-0.0075761;-0.0004723;
0.7874153;0.0037104;1.1292664;-0.0000069;-0.0072743;-0.0004641;
0.8056908;0.0035747;1.1282448;-0.0000067;-0.0077177;-0.0004727;
0.8335188;0.0033985;1.1260087;-0.0000065;-0.0079875;-0.0004773;
0.8468329;0.0033297;1.1247226;-0.0000064;-0.0080514;-0.0004787;
0.8930523;0.0030629;1.1205268;-0.0000061;-0.0084316;-0.0004853;
0.9357406;0.0027570;1.1118969;-0.0000056;-0.0080949;-0.0004594;
1.0201036;0.0020762;1.0890337;-0.0000042;-0.0066899;-0.0003712;
1.0939092;0.0015506;1.0741302;-0.0000033;-0.0062184;-0.0003296;
1.1275768;0.0012879;1.0652161;-0.0000028;-0.0056552;-0.0002956;
1.1674628;0.0009677;1.0543415;-0.0000022;-0.0048970;-0.0002515;
1.1924368;0.0007891;1.0489880;-0.0000018;-0.0046573;-0.0002346;
1.2022854;0.0007151;1.0465628;-0.0000017;-0.0045100;-0.0002257;
1.2136549;0.0006343;1.0442690;-0.0000016;-0.0044181;-0.0002187;
1.2239578;0.0005548;1.0413118;-0.0000014;-0.0042014;-0.0002068;
1.2284142;0.0005242;1.0399955;-0.0000013;-0.0040726;-0.0002005;
1.1086348;0.0014737;1.0713336;-0.0000032;-0.0060801;-0.0003216;
1.0524361;0.0019263;1.0878670;-0.0000041;-0.0073009;-0.0003904;
0.8746039;0.0032350;1.1288170;-0.0000066;-0.0094332;-0.0005319;
0.6427709;0.0048093;1.1684854;-0.0000092;-0.0102397;-0.0006302;
0.6120820;0.0049766;1.1714289;-0.0000094;-0.0101253;-0.0006292;
0.6170553;0.0048921;1.1637001;-0.0000091;-0.0092347;-0.0005867;
0.4141266;0.0059154;1.1458838;-0.0000098;-0.0026858;-0.0003498;
0.7604097;0.0035633;1.0981473;-0.0000059;-0.0027668;-0.0002626;
0.9251867;0.0023235;1.0580287;-0.0000036;-0.0006267;-0.0001204;
0.7634162;0.0035248;1.0897061;-0.0000059;-0.0018438;-0.0002222;
0.6284591;0.0045449;1.1231930;-0.0000078;-0.0036167;-0.0003399;
0.3694375;0.0062253;1.1525212;-0.0000104;-0.0028079;-0.0003693;
0.2579298;0.0069274;1.1799234;-0.0000116;-0.0043804;-0.0004642;
0.3588643;0.0062879;1.1633698;-0.0000106;-0.0040542;-0.0004262;
0.6462620;0.0043497;1.1159653;-0.0000073;-0.0030485;-0.0003073;
1.0074290;0.0016576;1.0385384;-0.0000024;0.0003636;-0.0000540;
1.2400488;0.0000181;0.9956416;0.0000004;0.0018664;0.0000659;
1.2753626;-0.0004957;0.9677938;0.0000019;0.0048728;0.0002170;
1.2821720;-0.0003948;0.9759860;0.0000013;0.0037642;0.0001560;
1.2761191;-0.0004344;0.9732230;0.0000014;0.0041266;0.0001736;
1.2667178;-0.0004009;0.9734575;0.0000013;0.0041397;0.0001718;
1.2585571;-0.0005565;0.9619809;0.0000020;0.0055946;0.0002458;
1.2516051;-0.0004157;0.9719791;0.0000014;0.0043299;0.0001808;
1.2511897;-0.0005326;0.9697881;0.0000016;0.0043507;0.0001865;
1.2297153;-0.0004750;0.9694331;0.0000015;0.0045310;0.0001917;
1.2096504;-0.0005967;0.9567689;0.0000022;0.0063369;0.0002831;
1.2302596;-0.0005061;0.9714021;0.0000016;0.0041388;0.0001784;
1.2405563;-0.0005267;0.9740496;0.0000016;0.0036932;0.0001619;
1.2380537;-0.0004124;0.9786727;0.0000013;0.0032572;0.0001387;
1.2305723;0.0001143;1.0070287;-0.0000000;0.0002946;-0.0000060;
1.2092814;0.0004699;1.0235191;-0.0000007;-0.0011661;-0.0000782;
1.1408566;0.0010448;1.0419134;-0.0000018;-0.0022536;-0.0001447;
0.9826522;0.0019783;1.0523844;-0.0000029;-0.0008020;-0.0001097;
0.2238656;0.0073974;1.1994593;-0.0000128;-0.0061103;-0.0005585;
-0.9134854;0.0128528;1.3070639;-0.0000198;-0.0022080;-0.0005883;
-0.9606522;0.0126084;1.3168171;-0.0000192;-0.0037301;-0.0006390;
-1.2473454;0.0135637;1.3234148;-0.0000200;-0.0010221;-0.0005539;
-1.4897654;0.0130384;1.3279371;-0.0000180;-0.0013542;-0.0005261;
-1.2535522;0.0135883;1.3244090;-0.0000201;-0.0011424;-0.0005611;
-0.4750902;0.0109457;1.2771575;-0.0000176;-0.0048209;-0.0006337;
-0.4633750;0.0110800;1.2652220;-0.0000178;-0.0031357;-0.0005695;
-0.7824495;0.0120462;1.3031556;-0.0000187;-0.0041566;-0.0006386;
-1.6576373;0.0136451;1.3281558;-0.0000186;0.0007794;-0.0004586;
-1.4281636;0.0129606;1.3274110;-0.0000181;-0.0018205;-0.0005448;
-1.1467121;0.0133312;1.3202870;-0.0000199;-0.0017539;-0.0005779;
-1.2426179;0.0128471;1.3302443;-0.0000186;-0.0035635;-0.0006200;
-2.5357991;0.0143291;1.3453132;-0.0000202;-0.0000681;-0.0005218;
-2.3678559;0.0126871;1.3256183;-0.0000157;0.0001533;-0.0004179;
-3.0151511;0.0119372;1.3141821;-0.0000136;0.0005539;-0.0003477;
-3.0255711;0.0123142;1.3233827;-0.0000147;0.0006511;-0.0003896;
-3.5077202;0.0104868;1.5502182;-0.0000121;0.0290935;-0.0008809;
-3.5077202;0.0104868;1.5502182;-0.0000121;0.0290935;-0.0008809;
-4.2543957;0.0108884;1.8510359;-0.0000157;0.1305763;-0.0008307;
-5.7691206;0.0206862;1.8910011;-0.0000281;0.1919801;0.0002301;
-7.5476552;0.0244887;1.4549095;-0.0000287;0.2677604;0.0026060;
-7.9961998;0.0188183;1.0934073;-0.0000140;0.2687525;0.0035399;
-7.8513129;0.0133629;0.7987865;0.0000020;0.2643248;0.0044645;
-7.9953830;0.0165969;0.9275819;-0.0000056;0.2688727;0.0042006;
-4.9840921;0.0101759;1.8445068;-0.0000351;0.1796742;-0.0017886;
-3.8813627;0.0004696;1.7387990;-0.0000084;0.1838359;-0.0010016/);
