# sum atmospheric constituent profile.
# 
# number of sampled altitude :
121
# number of sampled gas :
30
# sampled gas :
N2 
O2 
CO2 
O3 
H2O 
CH4 
N2O 
HNO3 
CO 
NO2 
N2O5 
ClO 
HOCl 
ClONO2 
NO 
HNO4 
HCN 
NH3 
F11 
F12 
F14 
F22 
CCl4 
COF2 
H2O2 
C2H2 
C2H6 
OCS 
SO2 
SF6 
#HGT [km] PRE [mb] TEM [K] N2 [ppmv] O2 [ppmv] CO2 [ppmv] O3 [ppmv] H2O [ppmv] CH4 [ppmv] N2O [ppmv] HNO3 [ppmv] CO [ppmv] NO2 [ppmv] N2O5 [ppmv] ClO [ppmv] HOCl [ppmv] ClONO2 [ppmv] NO [ppmv] HNO4 [ppmv] HCN [ppmv] NH3 [ppmv] F11 [ppmv] F12 [ppmv] F14 [ppmv] F22 [ppmv] CCl4 [ppmv] COF2 [ppmv] H2O2 [ppmv] C2H2 [ppmv] C2H6 [ppmv] OCS [ppmv] SO2 [ppmv] SF6 [ppmv]
7.900e+01     1.260e-02     1.657e+02     7.870e+05     2.120e+05     3.421e+02     1.900e-01     5.190e+00     1.006e-02     1.143e-05     7.191e-07     4.370e+00     2.080e-05     3.082e-09     1.434e-07     3.595e-11     4.546e-11     5.020e-02     4.732e-11     6.428e-05     1.914e-11     7.320e-11     1.674e-10     7.650e-05     2.882e-06     1.000e-08     5.161e-06     1.143e-05     0.000e+00     0.000e+00     1.091e-08     2.000e-04     1.650e-06
7.800e+01     1.470e-02     1.701e+02     7.870e+05     2.120e+05     3.447e+02     1.900e-01     5.380e+00     1.098e-02     1.305e-05     8.350e-07     3.700e+00     2.318e-05     3.458e-09     1.888e-07     5.777e-11     6.000e-11     4.160e-02     5.658e-11     6.476e-05     1.914e-11     7.927e-11     2.264e-10     7.650e-05     2.964e-06     1.000e-08     5.486e-06     1.198e-05     0.000e+00     0.000e+00     1.091e-08     2.000e-04     1.650e-06
7.700e+01     1.720e-02     1.745e+02     7.880e+05     2.120e+05     3.471e+02     1.900e-01     5.580e+00     1.201e-02     1.493e-05     9.722e-07     3.140e+00     2.588e-05     3.888e-09     2.498e-07     9.367e-11     7.959e-11     3.410e-02     6.786e-11     6.527e-05     1.914e-11     8.596e-11     3.079e-10     7.650e-05     3.047e-06     1.000e-08     5.837e-06     1.257e-05     0.000e+00     0.000e+00     1.091e-08     2.000e-04     1.650e-06
7.600e+01     2.010e-02     1.794e+02     7.880e+05     2.120e+05     3.495e+02     1.900e-01     5.790e+00     1.313e-02     1.707e-05     1.131e-06     2.700e+00     2.887e-05     4.367e-09     3.299e-07     1.513e-10     1.053e-10     2.750e-02     8.129e-11     6.587e-05     1.914e-11     9.317e-11     4.178e-10     7.650e-05     3.129e-06     1.000e-08     6.208e-06     1.318e-05     0.000e+00     0.000e+00     1.091e-08     2.000e-04     1.650e-06
7.500e+01     2.350e-02     1.843e+02     7.880e+05     2.120e+05     3.519e+02     1.980e-01     5.940e+00     1.436e-02     1.953e-05     1.315e-06     2.350e+00     3.222e-05     4.906e-09     4.359e-07     2.448e-10     1.396e-10     2.230e-02     9.742e-11     6.657e-05     1.914e-11     1.010e-10     5.675e-10     7.650e-05     3.212e-06     1.000e-08     6.604e-06     1.382e-05     0.000e+00     1.475e-20     1.091e-08     2.000e-04     1.650e-06
7.400e+01     2.750e-02     1.894e+02     7.880e+05     2.120e+05     3.541e+02     2.050e-01     6.100e+00     1.570e-02     2.235e-05     1.532e-06     2.030e+00     3.597e-05     5.517e-09     5.769e-07     3.971e-10     1.852e-10     1.790e-02     1.169e-10     6.755e-05     1.914e-11     1.095e-10     7.721e-10     7.650e-05     3.310e-06     1.000e-08     7.028e-06     1.450e-05     0.000e+00     3.143e-20     1.091e-08     2.000e-04     1.650e-06
7.300e+01     3.210e-02     1.945e+02     7.890e+05     2.120e+05     3.564e+02     2.220e-01     6.200e+00     1.715e-02     2.553e-05     1.779e-06     1.740e+00     4.010e-05     6.191e-09     7.601e-07     6.392e-10     2.446e-10     1.440e-02     1.398e-10     6.863e-05     1.914e-11     1.186e-10     1.045e-09     7.650e-05     3.410e-06     1.000e-08     7.471e-06     1.520e-05     0.000e+00     6.615e-20     1.091e-08     2.000e-04     1.650e-06
7.200e+01     3.750e-02     1.996e+02     7.920e+05     2.120e+05     3.586e+02     2.400e-01     6.300e+00     1.874e-02     2.918e-05     2.068e-06     1.470e+00     4.473e-05     6.953e-09     1.003e-06     1.031e-09     3.236e-10     1.150e-02     1.674e-10     6.982e-05     1.914e-11     1.286e-10     1.417e-09     7.650e-05     3.508e-06     1.000e-08     7.945e-06     1.593e-05     0.000e+00     1.398e-19     1.091e-08     2.000e-04     1.650e-06
7.100e+01     4.390e-02     2.047e+02     7.920e+05     2.120e+05     3.604e+02     2.590e-01     6.400e+00     2.050e-02     3.341e-05     2.409e-06     1.240e+00     4.996e-05     7.820e-09     1.328e-06     1.675e-09     4.296e-10     9.130e-03     2.009e-10     7.109e-05     1.914e-11     1.395e-10     1.930e-09     7.650e-05     3.607e-06     1.000e-08     8.455e-06     1.672e-05     0.000e+00     2.983e-19     1.091e-08     2.000e-04     1.650e-06
7.000e+01     5.130e-02     2.097e+02     7.890e+05     2.120e+05     3.617e+02     2.800e-01     6.500e+00     2.241e-02     3.819e-05     2.802e-06     1.060e+00     5.573e-05     8.783e-09     1.754e-06     2.706e-09     5.687e-10     7.260e-03     2.406e-10     7.245e-05     1.914e-11     1.511e-10     2.619e-09     7.650e-05     3.706e-06     1.000e-08     8.993e-06     1.753e-05     0.000e+00     6.313e-19     1.091e-08     2.000e-04     1.650e-06
6.900e+01     6.000e-02     2.147e+02     7.880e+05     2.120e+05     3.625e+02     3.130e-01     6.540e+00     2.450e-02     4.369e-05     3.261e-06     9.120e-01     6.221e-05     9.872e-09     2.319e-06     4.382e-09     7.538e-10     5.760e-03     2.885e-10     7.399e-05     1.914e-11     1.639e-10     3.559e-09     7.650e-05     3.805e-06     1.000e-08     9.567e-06     1.838e-05     0.000e+00     1.342e-18     1.091e-08     2.000e-04     1.650e-06
6.800e+01     6.940e-02     2.192e+02     7.890e+05     2.120e+05     3.630e+02     3.500e-01     6.580e+00     2.662e-02     4.952e-05     3.755e-06     7.800e-01     6.890e-05     1.100e-08     3.006e-06     6.858e-09     9.795e-10     4.580e-03     3.415e-10     7.565e-05     1.914e-11     1.767e-10     4.733e-09     7.650e-05     3.903e-06     1.000e-08     1.013e-05     1.921e-05     0.000e+00     2.702e-18     1.091e-08     2.000e-04     1.650e-06
6.700e+01     8.070e-02     2.236e+02     7.900e+05     2.120e+05     3.630e+02     3.990e-01     6.650e+00     2.902e-02     5.637e-05     4.345e-06     6.580e-01     7.660e-05     1.231e-08     3.934e-06     1.091e-08     1.285e-09     3.680e-03     4.067e-10     7.735e-05     1.914e-11     1.910e-10     6.360e-09     7.650e-05     4.019e-06     1.000e-08     1.076e-05     2.012e-05     0.000e+00     5.584e-18     1.091e-08     2.000e-04     1.650e-06
6.600e+01     9.440e-02     2.282e+02     7.890e+05     2.120e+05     3.630e+02     4.540e-01     6.720e+00     3.173e-02     6.450e-05     5.058e-06     5.470e-01     8.551e-05     1.384e-08     5.203e-06     1.768e-08     1.704e-09     4.097e-03     4.877e-10     7.904e-05     1.914e-11     2.071e-10     8.647e-09     7.650e-05     4.150e-06     1.000e-08     1.145e-05     2.110e-05     0.000e+00     1.187e-17     1.091e-08     2.000e-04     1.651e-06
6.500e+01     1.090e-01     2.322e+02     7.880e+05     2.120e+05     3.630e+02     5.170e-01     6.780e+00     3.445e-02     7.298e-05     5.814e-06     4.620e-01     9.460e-05     1.541e-08     6.724e-06     2.752e-08     2.207e-09     4.520e-03     5.761e-10     8.075e-05     1.914e-11     2.231e-10     1.146e-08     7.650e-05     4.282e-06     1.000e-08     1.211e-05     2.204e-05     0.000e+00     2.372e-17     1.091e-08     2.000e-04     1.651e-06
6.400e+01     1.250e-01     2.361e+02     7.880e+05     2.120e+05     3.630e+02     5.890e-01     6.840e+00     3.724e-02     8.210e-05     6.639e-06     3.890e-01     1.041e-04     1.707e-08     8.584e-06     4.195e-08     2.824e-09     4.964e-03     6.751e-10     8.249e-05     1.914e-11     2.394e-10     1.499e-08     7.650e-05     4.414e-06     1.000e-08     1.279e-05     2.298e-05     0.000e+00     4.585e-17     1.091e-08     2.000e-04     1.651e-06
6.300e+01     1.450e-01     2.405e+02     7.890e+05     2.120e+05     3.630e+02     6.620e-01     6.880e+00     4.053e-02     9.327e-05     7.665e-06     3.270e-01     1.156e-04     1.906e-08     1.119e-05     6.624e-08     3.688e-09     5.495e-03     8.017e-10     8.439e-05     1.914e-11     2.585e-10     2.004e-08     7.650e-05     4.546e-06     1.000e-08     1.356e-05     2.404e-05     0.000e+00     9.365e-17     1.091e-08     2.000e-04     1.651e-06
6.200e+01     1.670e-01     2.448e+02     7.890e+05     2.110e+05     3.630e+02     7.152e-01     6.920e+00     4.394e-02     1.053e-04     8.789e-06     2.730e-01     1.276e-04     2.118e-08     1.439e-05     1.023e-07     4.756e-09     6.052e-03     9.443e-10     8.664e-05     1.914e-11     2.780e-10     2.643e-08     7.650e-05     4.694e-06     1.000e-08     1.434e-05     2.510e-05     0.000e+00     1.848e-16     1.091e-08     2.000e-04     1.651e-06
6.100e+01     1.920e-01     2.491e+02     7.890e+05     2.110e+05     3.630e+02     7.719e-01     6.960e+00     4.758e-02     1.187e-04     1.006e-05     2.280e-01     1.408e-04     2.350e-08     1.845e-05     1.572e-07     6.113e-09     6.658e-03     1.110e-09     8.898e-05     1.914e-11     2.988e-10     3.474e-08     7.650e-05     4.859e-06     1.000e-08     1.515e-05     2.619e-05     0.000e+00     3.616e-16     1.091e-08     2.000e-04     1.651e-06
6.000e+01     2.210e-01     2.535e+02     7.880e+05     2.120e+05     3.630e+02     8.336e-01     7.000e+00     5.089e-02     1.340e-04     1.151e-05     1.900e-01     1.552e-04     2.608e-08     2.372e-05     2.423e-07     7.873e-09     7.265e-03     1.307e-09     9.135e-05     1.914e-11     3.213e-10     4.576e-08     7.650e-05     5.024e-06     1.000e-08     1.602e-05     2.733e-05     0.000e+00     7.115e-16     1.091e-08     2.000e-04     1.651e-06
5.900e+01     2.540e-01     2.580e+02     7.880e+05     2.120e+05     3.630e+02     8.995e-01     6.960e+00     5.467e-02     1.510e-04     1.316e-05     1.570e-01     1.707e-04     2.886e-08     3.040e-05     3.719e-07     1.011e-08     7.607e-03     1.540e-09     9.339e-05     1.914e-11     3.453e-10     6.010e-08     7.650e-05     5.221e-06     1.000e-08     1.693e-05     2.851e-05     0.000e+00     1.390e-15     1.091e-08     2.000e-04     1.652e-06
5.800e+01     2.920e-01     2.623e+02     7.890e+05     2.110e+05     3.630e+02     9.708e-01     6.920e+00     5.902e-02     1.702e-04     1.506e-05     1.300e-01     1.885e-04     3.206e-08     3.897e-05     5.712e-07     1.300e-08     7.967e-03     1.808e-09     9.539e-05     1.914e-11     3.710e-10     7.897e-08     7.650e-05     5.419e-06     1.000e-08     1.789e-05     2.975e-05     0.000e+00     2.718e-15     1.091e-08     2.000e-04     1.652e-06
5.700e+01     3.350e-01     2.667e+02     7.890e+05     2.110e+05     3.630e+02     1.052e+00     6.880e+00     6.394e-02     1.915e-04     1.721e-05     1.070e-01     2.106e-04     3.579e-08     4.979e-05     8.718e-07     1.787e-08     8.381e-03     2.143e-09     9.739e-05     1.914e-11     3.983e-10     1.034e-07     7.650e-05     5.650e-06     1.000e-08     1.899e-05     3.118e-05     0.000e+00     5.265e-15     1.091e-08     2.000e-04     1.652e-06
5.600e+01     3.830e-01     2.701e+02     7.900e+05     2.120e+05     3.630e+02     1.144e+00     6.833e+00     6.943e-02     2.149e-04     1.960e-05     8.810e-02     2.383e-04     4.011e-08     6.322e-05     1.316e-06     2.681e-08     8.866e-03     2.565e-09     9.968e-05     1.914e-11     4.268e-10     1.344e-07     7.650e-05     5.913e-06     1.000e-08     2.027e-05     3.285e-05     0.000e+00     1.003e-14     1.091e-08     2.000e-04     1.653e-06
5.500e+01     4.360e-01     2.734e+02     7.910e+05     2.120e+05     3.630e+02     1.242e+00     6.780e+00     7.549e-02     2.402e-04     2.225e-05     7.260e-02     2.688e-04     4.487e-08     7.966e-05     1.962e-06     3.971e-08     9.363e-03     3.031e-09     1.021e-04     1.914e-11     4.564e-10     1.732e-07     7.650e-05     6.176e-06     1.000e-08     2.159e-05     3.456e-05     0.000e+00     1.871e-14     1.091e-08     2.000e-04     1.653e-06
5.400e+01     4.980e-01     2.765e+02     7.910e+05     2.120e+05     3.630e+02     1.357e+00     6.717e+00     8.172e-02     2.693e-04     2.532e-05     5.990e-02     3.052e-04     6.869e-08     9.885e-05     2.822e-06     6.360e-08     9.905e-03     5.104e-09     1.047e-04     2.002e-11     4.888e-10     2.148e-07     7.650e-05     6.506e-06     1.000e-08     2.297e-05     3.636e-05     0.000e+00     3.547e-14     1.091e-08     2.000e-04     1.654e-06
5.300e+01     5.680e-01     2.795e+02     7.900e+05     2.120e+05     3.630e+02     1.488e+00     6.650e+00     8.793e-02     3.015e-04     2.875e-05     4.940e-02     3.470e-04     1.128e-07     1.201e-04     3.884e-06     1.076e-07     1.048e-02     8.883e-09     1.072e-04     2.328e-11     5.232e-10     2.556e-07     7.650e-05     6.836e-06     1.000e-08     2.436e-05     3.818e-05     0.000e+00     6.679e-14     1.091e-08     2.000e-04     1.655e-06
5.200e+01     6.480e-01     2.820e+02     7.880e+05     2.120e+05     3.630e+02     1.631e+00     6.559e+00     9.503e-02     3.376e-04     3.268e-05     4.100e-02     3.948e-04     1.631e-07     1.460e-04     5.349e-06     1.823e-07     1.108e-02     1.320e-08     1.096e-04     3.009e-11     5.600e-10     3.042e-07     7.650e-05     7.247e-06     1.000e-08     2.584e-05     4.010e-05     0.000e+00     1.259e-13     1.091e-08     2.000e-04     1.656e-06
5.100e+01     7.380e-01     2.844e+02     7.900e+05     2.120e+05     3.630e+02     1.781e+00     6.527e+00     1.039e-01     3.770e-04     3.802e-05     3.430e-02     4.578e-04     2.458e-07     1.766e-04     7.311e-06     2.807e-07     1.135e-02     2.278e-08     1.118e-04     4.223e-11     6.003e-10     3.728e-07     7.650e-05     7.741e-06     1.000e-08     2.664e-05     4.138e-05     0.000e+00     2.354e-13     1.091e-08     2.000e-04     1.657e-06
5.000e+01     8.360e-01     2.861e+02     7.910e+05     2.120e+05     3.630e+02     1.933e+00     6.514e+00     1.142e-01     4.193e-04     4.443e-05     2.930e-02     5.323e-04     3.525e-07     2.117e-04     9.843e-06     4.026e-07     1.139e-02     3.624e-08     1.141e-04     6.235e-11     6.426e-10     4.618e-07     7.650e-05     8.235e-06     1.000e-08     2.698e-05     4.221e-05     0.000e+00     4.289e-13     1.091e-08     2.000e-04     1.658e-06
4.900e+01     9.470e-01     2.876e+02     7.890e+05     2.120e+05     3.630e+02     2.099e+00     6.499e+00     1.258e-01     4.673e-04     5.168e-05     2.540e-02     6.166e-04     4.734e-07     2.537e-04     1.325e-05     5.775e-07     1.144e-02     5.147e-08     1.165e-04     9.237e-11     6.879e-10     5.720e-07     7.650e-05     8.853e-06     1.000e-08     2.733e-05     4.306e-05     0.000e+00     7.815e-13     1.091e-08     1.993e-04     1.659e-06
4.800e+01     1.070e+00     2.884e+02     7.890e+05     2.120e+05     3.630e+02     2.287e+00     6.486e+00     1.394e-01     5.739e-04     6.611e-05     2.240e-02     7.208e-04     7.812e-07     2.971e-04     1.717e-05     8.972e-07     1.148e-02     9.305e-08     1.190e-04     1.356e-10     7.826e-10     7.069e-07     7.650e-05     9.471e-06     1.000e-08     2.780e-05     4.414e-05     0.000e+00     1.406e-12     1.091e-08     1.974e-04     1.661e-06
4.700e+01     1.220e+00     2.890e+02     7.890e+05     2.120e+05     3.630e+02     2.517e+00     6.474e+00     1.566e-01     7.534e-04     8.958e-05     2.080e-02     8.577e-04     1.317e-06     3.460e-04     2.207e-05     1.554e-06     1.151e-02     1.666e-07     1.215e-04     2.004e-10     9.488e-10     8.889e-07     7.650e-05     1.017e-05     1.000e-08     2.844e-05     4.555e-05     0.000e+00     2.644e-12     1.091e-08     1.943e-04     1.663e-06
4.600e+01     1.380e+00     2.889e+02     7.900e+05     2.120e+05     3.630e+02     2.755e+00     6.460e+00     1.749e-01     9.447e-04     1.146e-04     1.950e-02     1.004e-03     1.889e-06     3.993e-04     2.793e-05     2.602e-06     1.154e-02     2.450e-07     1.241e-04     2.876e-10     1.137e-09     1.102e-06     7.650e-05     1.087e-05     1.000e-08     2.906e-05     4.692e-05     0.000e+00     4.784e-12     1.091e-08     1.907e-04     1.665e-06
4.500e+01     1.560e+00     2.887e+02     7.890e+05     2.110e+05     3.630e+02     3.025e+00     6.447e+00     1.952e-01     1.281e-03     1.370e-04     1.840e-02     1.196e-03     2.681e-06     4.514e-04     3.510e-05     4.030e-06     1.146e-02     3.828e-07     1.267e-04     4.048e-10     1.379e-09     1.363e-06     7.650e-05     1.161e-05     1.000e-08     3.000e-05     4.873e-05     0.000e+00     8.629e-12     1.091e-08     1.871e-04     1.668e-06
4.400e+01     1.780e+00     2.879e+02     7.880e+05     2.110e+05     3.630e+02     3.359e+00     6.431e+00     2.196e-01     1.833e-03     1.576e-04     1.830e-02     1.463e-03     3.824e-06     5.040e-04     4.462e-05     5.940e-06     1.127e-02     6.093e-07     1.292e-04     5.630e-10     1.723e-09     1.707e-06     7.650e-05     1.246e-05     1.000e-08     3.142e-05     5.122e-05     0.000e+00     1.628e-11     1.091e-08     1.832e-04     1.671e-06
4.300e+01     2.030e+00     2.869e+02     7.880e+05     2.110e+05     3.630e+02     3.728e+00     6.414e+00     2.473e-01     2.460e-03     1.809e-04     1.840e-02     1.766e-03     5.123e-06     5.625e-04     5.667e-05     8.744e-06     1.108e-02     8.666e-07     1.315e-04     7.904e-10     2.151e-09     2.138e-06     7.650e-05     1.332e-05     1.000e-08     3.290e-05     5.383e-05     0.000e+00     3.064e-11     1.091e-08     1.774e-04     1.675e-06
4.200e+01     2.300e+00     2.854e+02     7.880e+05     2.120e+05     3.630e+02     4.059e+00     6.366e+00     2.748e-01     3.315e-03     2.065e-04     1.850e-02     2.096e-03     7.779e-06     6.020e-04     6.839e-05     1.356e-05     1.086e-02     1.726e-06     1.337e-04     1.115e-09     3.052e-09     2.637e-06     7.650e-05     1.416e-05     1.000e-08     3.542e-05     5.802e-05     0.000e+00     5.588e-11     1.091e-08     1.699e-04     1.679e-06
4.100e+01     2.610e+00     2.837e+02     7.890e+05     2.120e+05     3.630e+02     4.368e+00     6.284e+00     3.038e-01     4.469e-03     2.363e-04     1.910e-02     2.477e-03     1.205e-05     6.237e-04     7.981e-05     2.258e-05     1.059e-02     3.280e-06     1.354e-04     1.656e-09     4.940e-09     3.251e-06     7.650e-05     1.532e-05     1.000e-08     3.923e-05     6.420e-05     0.000e+00     1.027e-10     1.127e-08     1.607e-04     1.685e-06
4.000e+01     2.980e+00     2.814e+02     7.890e+05     2.120e+05     3.630e+02     4.717e+00     6.186e+00     3.385e-01     5.846e-03     2.719e-04     1.970e-02     2.931e-03     1.715e-05     6.473e-04     9.385e-05     3.855e-05     1.032e-02     5.134e-06     1.368e-04     2.555e-09     8.186e-09     4.049e-06     7.650e-05     1.647e-05     1.000e-08     4.367e-05     7.138e-05     0.000e+00     1.943e-10     1.236e-08     1.512e-04     1.691e-06
3.900e+01     3.410e+00     2.788e+02     7.890e+05     2.120e+05     3.630e+02     5.020e+00     6.123e+00     3.712e-01     7.331e-03     3.331e-04     2.040e-02     3.404e-03     2.299e-05     6.473e-04     1.066e-04     6.038e-05     9.978e-03     8.677e-06     1.382e-04     4.031e-09     1.427e-08     5.105e-06     7.650e-05     1.771e-05     1.000e-08     4.970e-05     7.956e-05     0.000e+00     3.717e-10     2.389e-08     1.414e-04     1.698e-06
3.800e+01     3.920e+00     2.760e+02     7.890e+05     2.120e+05     3.630e+02     5.285e+00     6.092e+00     4.034e-01     8.991e-03     4.229e-04     2.110e-02     3.915e-03     2.983e-05     6.278e-04     1.180e-04     8.892e-05     9.580e-03     1.409e-05     1.397e-04     6.432e-09     2.623e-08     6.530e-06     7.650e-05     1.894e-05     1.000e-08     5.777e-05     8.905e-05     0.000e+00     7.268e-10     4.709e-08     1.278e-04     1.707e-06
3.700e+01     4.480e+00     2.730e+02     7.890e+05     2.120e+05     3.630e+02     5.552e+00     6.058e+00     4.388e-01     1.081e-02     5.216e-04     2.160e-02     4.477e-03     3.734e-05     6.096e-04     1.301e-04     1.288e-04     9.213e-03     2.003e-05     1.413e-04     1.033e-08     4.699e-08     8.268e-06     7.650e-05     2.065e-05     1.000e-08     6.672e-05     9.921e-05     0.000e+00     1.382e-09     9.068e-08     1.099e-04     1.717e-06
3.600e+01     5.110e+00     2.700e+02     7.890e+05     2.120e+05     3.630e+02     5.609e+00     5.995e+00     4.701e-01     1.291e-02     6.919e-04     2.210e-02     4.894e-03     4.502e-05     5.505e-04     1.338e-04     1.779e-04     8.853e-03     3.032e-05     1.430e-04     1.609e-08     8.150e-08     1.017e-05     7.650e-05     2.237e-05     1.000e-08     7.732e-05     1.077e-04     2.033e-20     2.603e-09     1.717e-07     8.741e-05     1.728e-06
3.500e+01     5.860e+00     2.668e+02     7.890e+05     2.120e+05     3.630e+02     5.587e+00     5.911e+00     5.038e-01     1.543e-02     9.192e-04     2.230e-02     5.304e-03     5.384e-05     4.813e-04     1.342e-04     2.450e-04     8.488e-03     4.406e-05     1.449e-04     3.105e-08     1.432e-07     1.250e-05     7.650e-05     2.409e-05     1.000e-08     9.034e-05     1.162e-04     1.134e-19     5.030e-09     3.209e-07     6.760e-05     1.742e-06
3.400e+01     6.730e+00     2.634e+02     7.890e+05     2.120e+05     3.630e+02     5.565e+00     5.813e+00     5.430e-01     1.835e-02     1.183e-03     2.240e-02     5.779e-03     6.407e-05     4.201e-04     1.347e-04     3.385e-04     8.135e-03     5.999e-05     1.467e-04     6.938e-08     2.532e-07     1.539e-05     7.650e-05     2.594e-05     1.000e-08     1.057e-04     1.254e-04     6.438e-19     9.791e-09     5.263e-07     5.155e-05     1.757e-06
3.300e+01     7.790e+00     2.599e+02     7.890e+05     2.120e+05     3.630e+02     5.406e+00     5.788e+00     5.787e-01     2.349e-02     1.609e-03     2.230e-02     5.788e-03     7.082e-05     3.451e-04     1.241e-04     4.392e-04     7.555e-03     8.382e-05     1.487e-04     1.335e-07     4.805e-07     2.009e-05     7.650e-05     2.820e-05     1.000e-08     1.159e-04     1.246e-04     4.035e-18     1.979e-08     8.280e-07     3.952e-05     1.776e-06
3.200e+01     9.030e+00     2.563e+02     7.890e+05     2.120e+05     3.630e+02     5.238e+00     5.769e+00     6.193e-01     2.966e-02     2.117e-03     2.200e-02     5.743e-03     7.813e-05     2.815e-04     1.134e-04     5.672e-04     6.994e-03     1.121e-04     1.506e-04     2.406e-07     9.207e-07     2.641e-05     7.650e-05     3.047e-05     1.000e-08     1.263e-04     1.228e-04     2.575e-17     4.029e-08     1.264e-06     2.949e-05     1.798e-06
3.100e+01     1.050e+01     2.520e+02     7.890e+05     2.120e+05     3.630e+02     5.081e+00     5.706e+00     6.639e-01     3.782e-02     2.698e-03     2.160e-02     5.615e-03     8.543e-05     2.257e-04     1.001e-04     7.086e-04     6.347e-03     1.432e-04     1.519e-04     4.202e-07     1.819e-06     3.560e-05     7.650e-05     3.308e-05     2.692e-08     1.355e-04     1.166e-04     1.708e-16     8.324e-08     2.370e-06     2.415e-05     1.826e-06
3.000e+01     1.210e+01     2.477e+02     7.890e+05     2.120e+05     3.630e+02     4.956e+00     5.556e+00     7.050e-01     4.849e-02     3.284e-03     2.100e-02     5.318e-03     9.044e-05     1.788e-04     8.333e-05     8.099e-04     5.591e-03     1.716e-04     1.530e-04     6.762e-07     3.567e-06     4.899e-05     7.650e-05     3.568e-05     4.383e-08     1.399e-04     1.032e-04     1.013e-15     1.647e-07     4.511e-06     2.358e-05     1.859e-06
2.900e+01     1.400e+01     2.433e+02     7.890e+05     2.120e+05     3.630e+02     4.831e+00     5.377e+00     7.538e-01     6.115e-02     3.980e-03     2.050e-02     4.964e-03     9.640e-05     1.407e-04     6.902e-05     9.292e-04     4.907e-03     2.053e-04     1.539e-04     1.040e-06     7.129e-06     6.803e-05     7.650e-05     3.830e-05     6.075e-08     1.446e-04     9.099e-05     5.080e-15     3.228e-07     8.756e-06     2.631e-05     1.898e-06
2.800e+01     1.630e+01     2.402e+02     7.890e+05     2.120e+05     3.630e+02     4.599e+00     5.269e+00     8.018e-01     7.759e-02     4.562e-03     1.990e-02     4.582e-03     9.861e-05     1.148e-04     5.316e-05     9.989e-04     4.019e-03     2.355e-04     1.549e-04     1.573e-06     1.289e-05     9.216e-05     7.650e-05     4.118e-05     1.015e-07     1.479e-04     7.526e-05     2.117e-14     6.297e-07     1.341e-05     2.905e-05     1.953e-06
2.700e+01     1.880e+01     2.376e+02     7.890e+05     2.120e+05     3.630e+02     4.349e+00     5.202e+00     8.488e-01     9.596e-02     5.076e-03     1.940e-02     4.186e-03     9.873e-05     9.677e-05     4.048e-05     1.037e-03     3.244e-03     2.633e-04     1.560e-04     2.234e-06     2.125e-05     1.205e-04     7.650e-05     4.488e-05     3.445e-07     1.502e-04     6.143e-05     8.080e-14     1.178e-06     2.217e-05     3.186e-05     2.013e-06
2.600e+01     2.200e+01     2.367e+02     7.890e+05     2.120e+05     3.630e+02     4.090e+00     5.114e+00     9.065e-01     1.189e-01     5.680e-03     1.890e-02     3.702e-03     9.799e-05     8.124e-05     2.981e-05     1.069e-03     2.523e-03     2.970e-04     1.572e-04     3.118e-06     3.568e-05     1.604e-04     7.650e-05     4.859e-05     5.875e-07     1.519e-04     4.893e-05     3.073e-13     2.205e-06     3.686e-05     3.471e-05     2.089e-06
2.500e+01     2.580e+01     2.363e+02     7.890e+05     2.120e+05     3.630e+02     3.850e+00     4.998e+00     9.581e-01     1.422e-01     6.014e-03     1.860e-02     3.277e-03     9.082e-05     7.415e-05     2.103e-05     1.025e-03     1.764e-03     3.226e-04     1.582e-04     4.327e-06     4.873e-05     2.018e-04     7.650e-05     5.229e-05     2.220e-06     1.477e-04     3.789e-05     9.709e-13     3.789e-06     5.435e-05     3.763e-05     2.199e-06
2.400e+01     3.010e+01     2.364e+02     7.890e+05     2.120e+05     3.630e+02     3.631e+00     4.867e+00     1.016e+00     1.685e-01     6.393e-03     1.830e-02     2.797e-03     8.270e-05     6.788e-05     1.500e-05     9.846e-04     1.249e-03     3.516e-04     1.593e-04     5.973e-06     6.588e-05     2.520e-04     7.650e-05     5.600e-05     3.853e-06     1.437e-04     2.959e-05     2.955e-12     6.399e-06     8.030e-05     4.055e-05     2.332e-06
2.300e+01     3.520e+01     2.365e+02     7.890e+05     2.120e+05     3.630e+02     3.456e+00     4.795e+00     1.063e+00     1.825e-01     6.559e-03     1.860e-02     2.401e-03     7.402e-05     5.937e-05     1.091e-05     9.037e-04     8.788e-04     3.694e-04     1.602e-04     8.211e-06     8.233e-05     2.879e-04     7.650e-05     5.971e-05     5.485e-06     1.322e-04     2.391e-05     8.395e-12     1.066e-05     1.187e-04     4.346e-05     2.489e-06
2.200e+01     4.120e+01     2.365e+02     7.890e+05     2.120e+05     3.630e+02     3.302e+00     4.752e+00     1.106e+00     1.904e-01     6.613e-03     1.900e-02     2.023e-03     6.428e-05     5.083e-05     8.001e-06     8.122e-04     6.172e-04     3.820e-04     1.612e-04     1.137e-05     9.914e-05     3.155e-04     7.650e-05     6.341e-05     8.350e-06     1.184e-04     1.963e-05     2.199e-11     1.742e-05     1.460e-04     4.638e-05     2.653e-06
