# ngt atmospheric constituent profile.
# 
# number of sampled altitude :
121
# number of sampled gas :
30
# sampled gas :
N2 
O2 
CO2 
O3 
H2O 
CH4 
N2O 
HNO3 
CO 
NO2 
N2O5 
ClO 
HOCl 
ClONO2 
NO 
HNO4 
HCN 
NH3 
F11 
F12 
F14 
F22 
CCl4 
COF2 
H2O2 
C2H2 
C2H6 
OCS 
SO2 
SF6 
#HGT [km] PRE [mb] TEM [K] N2 [ppmv] O2 [ppmv] CO2 [ppmv] O3 [ppmv] H2O [ppmv] CH4 [ppmv] N2O [ppmv] HNO3 [ppmv] CO [ppmv] NO2 [ppmv] N2O5 [ppmv] ClO [ppmv] HOCl [ppmv] ClONO2 [ppmv] NO [ppmv] HNO4 [ppmv] HCN [ppmv] NH3 [ppmv] F11 [ppmv] F12 [ppmv] F14 [ppmv] F22 [ppmv] CCl4 [ppmv] COF2 [ppmv] H2O2 [ppmv] C2H2 [ppmv] C2H6 [ppmv] OCS [ppmv] SO2 [ppmv] SF6 [ppmv]
6.700e+01     7.720e-02     2.256e+02     7.900e+05     2.120e+05     3.630e+02     3.922e-01     4.625e+00     1.434e-01     1.326e-03     8.898e-06     2.714e+00     1.737e-03     4.494e-09     6.300e-05     6.200e-06     9.945e-09     1.850e-05     1.536e-07     7.735e-05     1.914e-11     2.899e-12     5.553e-07     7.650e-05     4.019e-06     1.000e-08     1.576e-06     2.336e-05     0.000e+00     7.802e-15     1.091e-08     2.000e-04     1.650e-06
6.600e+01     8.951e-02     2.276e+02     7.890e+05     2.120e+05     3.630e+02     4.509e-01     4.754e+00     1.490e-01     1.402e-03     9.922e-06     2.440e+00     2.005e-03     6.682e-09     6.400e-05     7.200e-06     1.409e-08     1.110e-05     2.047e-07     7.904e-05     1.914e-11     4.090e-12     6.241e-07     7.650e-05     4.150e-06     1.000e-08     1.990e-06     2.449e-05     0.000e+00     1.363e-14     1.091e-08     2.000e-04     1.651e-06
6.500e+01     1.037e-01     2.295e+02     7.880e+05     2.120e+05     3.630e+02     5.228e-01     4.886e+00     1.548e-01     1.482e-03     1.105e-05     2.135e+00     2.294e-03     1.095e-08     6.500e-05     8.300e-06     1.994e-08     6.670e-06     2.723e-07     8.075e-05     1.914e-11     5.753e-12     7.008e-07     7.650e-05     4.282e-06     1.000e-08     2.507e-06     2.566e-05     0.000e+00     2.370e-14     1.091e-08     2.000e-04     1.651e-06
6.400e+01     1.198e-01     2.315e+02     7.880e+05     2.120e+05     3.630e+02     6.102e-01     5.020e+00     1.607e-01     1.572e-03     1.230e-05     1.823e+00     2.581e-03     1.758e-08     6.500e-05     9.700e-06     2.801e-08     4.340e-06     3.432e-07     8.249e-05     1.914e-11     8.063e-12     7.859e-07     7.650e-05     4.414e-06     1.000e-08     3.151e-06     2.687e-05     0.000e+00     4.097e-14     1.091e-08     2.000e-04     1.651e-06
6.300e+01     1.385e-01     2.335e+02     7.890e+05     2.120e+05     3.630e+02     6.947e-01     5.156e+00     1.668e-01     1.679e-03     1.368e-05     1.546e+00     2.881e-03     2.938e-08     6.500e-05     1.100e-05     3.943e-08     2.820e-06     4.220e-07     8.439e-05     1.914e-11     1.128e-11     8.808e-07     7.650e-05     4.546e-06     1.000e-08     3.956e-06     2.814e-05     0.000e+00     7.060e-14     1.091e-08     2.000e-04     1.651e-06
6.200e+01     1.599e-01     2.358e+02     7.890e+05     2.110e+05     3.630e+02     7.814e-01     5.296e+00     1.731e-01     1.790e-03     1.520e-05     1.296e+00     3.185e-03     4.650e-08     6.500e-05     1.300e-05     5.531e-08     1.830e-06     5.174e-07     8.664e-05     1.914e-11     1.577e-11     9.869e-07     7.650e-05     4.694e-06     1.000e-08     4.963e-06     2.946e-05     0.000e+00     1.215e-13     1.091e-08     2.000e-04     1.651e-06
6.100e+01     1.842e-01     2.379e+02     7.890e+05     2.110e+05     3.630e+02     8.771e-01     5.437e+00     1.795e-01     1.912e-03     1.687e-05     1.071e+00     3.546e-03     6.966e-08     6.500e-05     1.400e-05     7.720e-08     1.180e-06     6.294e-07     8.898e-05     1.914e-11     2.190e-11     1.103e-06     7.650e-05     4.859e-06     1.000e-08     6.201e-06     3.082e-05     0.000e+00     2.070e-13     1.091e-08     2.000e-04     1.651e-06
6.000e+01     2.120e-01     2.404e+02     7.880e+05     2.120e+05     3.630e+02     9.839e-01     5.582e+00     1.862e-01     2.032e-03     1.871e-05     8.910e-01     3.938e-03     1.163e-07     6.500e-05     1.600e-05     1.075e-07     7.570e-07     7.648e-07     9.135e-05     1.914e-11     3.038e-11     1.233e-06     7.650e-05     5.024e-06     1.000e-08     7.740e-06     3.224e-05     0.000e+00     3.518e-13     1.091e-08     2.000e-04     1.651e-06
5.900e+01     2.436e-01     2.428e+02     7.880e+05     2.120e+05     3.630e+02     1.102e+00     5.728e+00     1.930e-01     2.195e-03     2.072e-05     7.272e-01     4.405e-03     1.794e-07     6.500e-05     1.800e-05     1.492e-07     4.860e-07     9.331e-07     9.339e-05     1.914e-11     4.195e-11     1.376e-06     7.650e-05     5.221e-06     1.000e-08     9.631e-06     3.369e-05     0.000e+00     5.937e-13     1.091e-08     2.000e-04     1.652e-06
5.800e+01     2.796e-01     2.453e+02     7.890e+05     2.110e+05     3.630e+02     1.233e+00     5.877e+00     1.999e-01     2.370e-03     2.293e-05     5.899e-01     4.885e-03     3.092e-07     6.400e-05     2.000e-05     2.064e-07     3.120e-07     1.139e-06     9.539e-05     1.914e-11     5.782e-11     1.534e-06     7.650e-05     5.419e-06     1.000e-08     1.197e-05     3.521e-05     0.000e+00     9.985e-13     1.091e-08     2.000e-04     1.652e-06
5.700e+01     3.205e-01     2.478e+02     7.890e+05     2.110e+05     3.630e+02     1.376e+00     6.018e+00     2.071e-01     2.556e-03     2.536e-05     4.747e-01     5.370e-03     5.085e-07     6.600e-05     2.400e-05     2.847e-07     1.990e-07     1.379e-06     9.739e-05     1.914e-11     7.945e-11     1.709e-06     7.650e-05     5.650e-06     1.000e-08     1.479e-05     3.682e-05     0.000e+00     1.671e-12     1.091e-08     2.000e-04     1.652e-06
5.600e+01     3.667e-01     2.504e+02     7.900e+05     2.120e+05     3.630e+02     1.506e+00     6.066e+00     2.144e-01     2.757e-03     2.800e-05     3.804e-01     5.847e-03     7.836e-07     6.800e-05     2.700e-05     3.911e-07     1.270e-07     1.647e-06     9.968e-05     1.914e-11     1.087e-10     1.901e-06     7.650e-05     5.913e-06     1.000e-08     1.769e-05     3.887e-05     0.000e+00     2.776e-12     1.091e-08     2.000e-04     1.653e-06
5.500e+01     4.189e-01     2.533e+02     7.910e+05     2.120e+05     3.630e+02     1.646e+00     6.114e+00     2.219e-01     2.975e-03     3.088e-05     3.055e-01     6.373e-03     1.327e-06     7.000e-05     3.000e-05     5.351e-07     8.130e-08     1.962e-06     1.021e-04     1.914e-11     1.481e-10     2.111e-06     7.650e-05     6.176e-06     1.000e-08     2.110e-05     4.102e-05     0.000e+00     4.585e-12     1.091e-08     2.000e-04     1.653e-06
5.400e+01     4.780e-01     2.556e+02     7.910e+05     2.120e+05     3.630e+02     1.800e+00     6.158e+00     2.302e-01     3.270e-03     3.402e-05     2.422e-01     6.961e-03     1.832e-06     7.300e-05     3.600e-05     7.303e-07     5.180e-08     2.376e-06     1.047e-04     2.002e-11     2.013e-10     2.359e-06     7.650e-05     6.506e-06     1.000e-08     2.491e-05     4.308e-05     0.000e+00     7.542e-12     1.091e-08     2.000e-04     1.654e-06
5.300e+01     5.451e-01     2.581e+02     7.900e+05     2.120e+05     3.630e+02     1.978e+00     6.185e+00     2.409e-01     3.601e-03     3.748e-05     1.904e-01     7.518e-03     3.376e-06     7.500e-05     4.000e-05     9.953e-07     3.160e-08     2.881e-06     1.072e-04     2.328e-11     2.733e-10     2.699e-06     7.650e-05     6.836e-06     1.000e-08     2.842e-05     4.458e-05     0.000e+00     1.238e-11     1.091e-08     2.000e-04     1.655e-06
5.200e+01     6.205e-01     2.600e+02     7.880e+05     2.120e+05     3.630e+02     2.170e+00     6.212e+00     2.519e-01     3.953e-03     4.122e-05     1.498e-01     8.036e-03     5.818e-06     8.100e-05     4.800e-05     1.351e-06     1.920e-08     3.479e-06     1.096e-04     3.009e-11     3.693e-10     3.080e-06     7.650e-05     7.247e-06     1.000e-08     3.235e-05     4.611e-05     1.465e-20     2.017e-11     1.091e-08     2.000e-04     1.656e-06
5.100e+01     7.058e-01     2.620e+02     7.900e+05     2.120e+05     3.630e+02     2.379e+00     6.226e+00     2.635e-01     4.485e-03     4.548e-05     1.196e-01     8.510e-03     9.496e-06     8.700e-05     5.700e-05     1.830e-06     1.170e-08     4.190e-06     1.118e-04     4.223e-11     4.984e-10     3.528e-06     7.650e-05     7.741e-06     1.000e-08     3.665e-05     4.769e-05     2.996e-20     3.279e-11     1.091e-08     2.000e-04     1.657e-06
5.000e+01     8.020e-01     2.632e+02     7.910e+05     2.120e+05     3.630e+02     2.607e+00     6.208e+00     2.760e-01     5.083e-03     5.058e-05     9.644e-02     9.020e-03     1.573e-05     9.300e-05     6.500e-05     2.473e-06     7.150e-09     5.050e-06     1.141e-04     6.235e-11     6.708e-10     4.081e-06     7.650e-05     8.235e-06     1.000e-08     4.100e-05     4.931e-05     6.088e-20     5.308e-11     1.091e-08     2.000e-04     1.658e-06
4.900e+01     9.111e-01     2.644e+02     7.890e+05     2.120e+05     3.630e+02     2.856e+00     6.189e+00     2.889e-01     5.759e-03     5.625e-05     7.878e-02     9.521e-03     2.449e-05     1.000e-04     7.800e-05     3.339e-06     4.350e-09     6.420e-06     1.165e-04     9.237e-11     9.025e-10     4.720e-06     7.650e-05     8.853e-06     1.000e-08     4.586e-05     5.098e-05     1.236e-19     8.587e-11     1.091e-08     1.993e-04     1.659e-06
4.800e+01     1.035e+00     2.647e+02     7.890e+05     2.120e+05     3.630e+02     3.125e+00     6.167e+00     3.032e-01     6.525e-03     6.325e-05     6.538e-02     9.889e-03     4.204e-05     1.100e-04     9.000e-05     4.510e-06     2.630e-09     8.167e-06     1.190e-04     1.356e-10     1.214e-09     5.446e-06     7.650e-05     9.471e-06     1.000e-08     5.085e-05     5.270e-05     2.506e-19     1.388e-10     1.091e-08     1.974e-04     1.661e-06
4.700e+01     1.175e+00     2.648e+02     7.890e+05     2.120e+05     3.630e+02     3.413e+00     6.136e+00     3.203e-01     7.391e-03     7.334e-05     5.703e-02     1.040e-02     6.527e-05     1.300e-04     1.000e-04     6.081e-06     1.590e-09     1.043e-05     1.215e-04     2.004e-10     1.632e-09     6.251e-06     7.650e-05     1.017e-05     1.000e-08     5.505e-05     5.443e-05     5.082e-19     2.244e-10     1.091e-08     1.943e-04     1.663e-06
4.600e+01     1.335e+00     2.642e+02     7.900e+05     2.120e+05     3.630e+02     3.728e+00     6.104e+00     3.383e-01     8.375e-03     8.505e-05     5.030e-02     1.106e-02     1.091e-04     1.500e-04     1.200e-04     8.483e-06     9.560e-10     1.339e-05     1.241e-04     2.876e-10     2.196e-09     7.176e-06     7.650e-05     1.087e-05     1.000e-08     5.961e-05     5.623e-05     1.032e-18     3.630e-10     1.091e-08     1.907e-04     1.665e-06
4.500e+01     1.517e+00     2.635e+02     7.890e+05     2.110e+05     3.630e+02     4.075e+00     6.073e+00     3.578e-01     9.439e-03     9.953e-05     4.490e-02     1.176e-02     1.844e-04     1.700e-04     1.300e-04     1.824e-05     5.730e-10     1.747e-05     1.267e-04     4.048e-10     2.955e-09     8.280e-06     7.650e-05     1.161e-05     1.000e-08     6.446e-05     5.825e-05     2.095e-18     5.872e-10     1.091e-08     1.871e-04     1.668e-06
4.400e+01     1.726e+00     2.620e+02     7.880e+05     2.110e+05     3.630e+02     4.471e+00     6.044e+00     3.802e-01     1.049e-02     1.197e-04     4.192e-02     1.237e-02     2.849e-04     1.800e-04     1.500e-04     6.734e-05     3.430e-10     2.160e-05     1.292e-04     5.630e-10     3.988e-09     9.714e-06     7.650e-05     1.246e-05     1.000e-08     6.948e-05     6.087e-05     4.285e-18     9.548e-10     1.091e-08     1.832e-04     1.671e-06
4.300e+01     1.964e+00     2.604e+02     7.880e+05     2.110e+05     3.630e+02     4.905e+00     6.015e+00     4.040e-01     1.165e-02     1.441e-04     3.945e-02     1.275e-02     4.049e-04     2.000e-04     1.600e-04     1.156e-04     2.050e-10     2.670e-05     1.315e-04     7.904e-10     5.384e-09     1.140e-05     7.650e-05     1.332e-05     1.000e-08     7.490e-05     6.362e-05     8.770e-18     1.553e-09     1.091e-08     1.774e-04     1.675e-06
4.200e+01     2.237e+00     2.583e+02     7.880e+05     2.120e+05     3.630e+02     5.355e+00     5.984e+00     4.296e-01     1.306e-02     1.758e-04     3.759e-02     1.338e-02     5.690e-04     2.100e-04     1.700e-04     1.747e-04     1.220e-10     3.352e-05     1.337e-04     1.115e-09     7.997e-09     1.352e-05     7.650e-05     1.416e-05     1.000e-08     8.086e-05     6.736e-05     1.808e-17     2.538e-09     1.091e-08     1.699e-04     1.679e-06
4.100e+01     2.549e+00     2.558e+02     7.890e+05     2.120e+05     3.630e+02     5.765e+00     5.949e+00     4.571e-01     1.493e-02     2.215e-04     3.671e-02     1.370e-02     7.796e-04     2.000e-04     1.700e-04     3.353e-04     7.260e-11     4.546e-05     1.354e-04     1.656e-09     1.492e-08     1.640e-05     7.650e-05     1.532e-05     1.000e-08     8.750e-05     7.360e-05     3.733e-17     4.154e-09     1.127e-08     1.607e-04     1.685e-06
4.000e+01     2.914e+00     2.533e+02     7.890e+05     2.120e+05     3.630e+02     6.216e+00     5.914e+00     4.870e-01     1.711e-02     2.804e-04     3.593e-02     1.400e-02     1.081e-03     1.900e-04     1.800e-04     5.017e-04     4.310e-11     6.211e-05     1.368e-04     2.555e-09     2.825e-08     1.999e-05     7.650e-05     1.647e-05     1.000e-08     9.484e-05     8.057e-05     7.837e-17     6.875e-09     1.236e-08     1.512e-04     1.691e-06
3.900e+01     3.332e+00     2.503e+02     7.890e+05     2.120e+05     3.630e+02     6.611e+00     5.872e+00     5.184e-01     1.980e-02     3.611e-04     3.530e-02     1.400e-02     1.401e-03     1.600e-04     1.800e-04     7.409e-04     2.560e-11     8.480e-05     1.382e-04     4.031e-09     5.505e-08     2.400e-05     7.650e-05     1.771e-05     1.000e-08     1.026e-04     8.854e-05     1.650e-16     1.140e-08     2.389e-08     1.414e-04     1.698e-06
3.800e+01     3.817e+00     2.474e+02     7.890e+05     2.120e+05     3.630e+02     6.879e+00     5.819e+00     5.512e-01     2.327e-02     4.787e-04     3.484e-02     1.400e-02     1.766e-03     1.200e-04     1.700e-04     9.774e-04     1.510e-11     1.163e-04     1.397e-04     6.432e-09     1.129e-07     2.819e-05     7.650e-05     1.894e-05     1.000e-08     1.109e-04     9.795e-05     3.508e-16     1.903e-08     4.709e-08     1.278e-04     1.707e-06
3.700e+01     4.378e+00     2.446e+02     7.890e+05     2.120e+05     3.630e+02     7.161e+00     5.767e+00     5.864e-01     2.738e-02     6.361e-04     3.426e-02     1.369e-02     2.162e-03     8.600e-05     1.600e-04     1.181e-03     8.960e-12     1.545e-04     1.413e-04     1.033e-08     2.329e-07     3.315e-05     7.650e-05     2.065e-05     1.000e-08     1.198e-04     1.085e-04     7.508e-16     3.190e-08     9.068e-08     1.099e-04     1.717e-06
3.600e+01     5.030e+00     2.419e+02     7.890e+05     2.120e+05     3.630e+02     7.321e+00     5.704e+00     6.239e-01     3.259e-02     8.449e-04     3.352e-02     1.334e-02     2.587e-03     5.100e-05     1.500e-04     1.490e-03     5.280e-12     2.053e-04     1.430e-04     1.609e-08     4.688e-07     3.792e-05     7.650e-05     2.237e-05     1.000e-08     1.289e-04     1.192e-04     1.623e-15     5.386e-08     1.717e-07     8.741e-05     1.728e-06
3.500e+01     5.787e+00     2.394e+02     7.890e+05     2.120e+05     3.630e+02     7.383e+00     5.633e+00     6.640e-01     3.915e-02     1.122e-03     3.255e-02     1.263e-02     2.941e-03     1.700e-05     1.300e-04     1.705e-03     3.110e-12     2.694e-04     1.449e-04     3.105e-08     9.264e-07     4.249e-05     7.650e-05     2.409e-05     1.000e-08     1.382e-04     1.302e-04     3.536e-15     9.140e-08     3.209e-07     6.760e-05     1.742e-06
3.400e+01     6.665e+00     2.369e+02     7.890e+05     2.120e+05     3.630e+02     7.447e+00     5.563e+00     7.070e-01     4.709e-02     1.493e-03     3.135e-02     1.188e-02     3.100e-03     6.000e-06     1.200e-04     1.800e-03     1.830e-12     3.281e-04     1.467e-04     6.938e-08     1.839e-06     4.764e-05     7.650e-05     2.594e-05     1.000e-08     1.482e-04     1.423e-04     7.743e-15     1.557e-07     5.263e-07     5.155e-05     1.757e-06
3.300e+01     7.702e+00     2.345e+02     7.890e+05     2.120e+05     3.630e+02     7.374e+00     5.488e+00     7.515e-01     5.547e-02     1.942e-03     2.998e-02     1.085e-02     3.069e-03     4.300e-06     1.000e-04     1.800e-03     1.080e-12     3.866e-04     1.487e-04     1.335e-07     3.345e-06     5.624e-05     7.650e-05     2.820e-05     1.000e-08     1.542e-04     1.502e-04     1.728e-14     2.686e-07     8.280e-07     3.952e-05     1.776e-06
3.200e+01     8.909e+00     2.319e+02     7.890e+05     2.120e+05     3.630e+02     7.276e+00     5.414e+00     7.988e-01     6.512e-02     2.517e-03     2.867e-02     1.007e-02     2.894e-03     2.600e-06     8.000e-05     1.783e-03     6.320e-13     4.465e-04     1.506e-04     2.406e-07     5.993e-06     6.705e-05     7.650e-05     3.047e-05     1.000e-08     1.596e-04     1.576e-04     3.877e-14     4.649e-07     1.264e-06     2.949e-05     1.798e-06
3.100e+01     1.032e+01     2.295e+02     7.890e+05     2.120e+05     3.630e+02     7.146e+00     5.331e+00     8.478e-01     7.617e-02     3.223e-03     2.730e-02     9.379e-03     2.680e-03     2.100e-06     6.300e-05     1.692e-03     3.720e-13     4.783e-04     1.519e-04     4.202e-07     1.048e-05     8.020e-05     7.650e-05     3.308e-05     2.692e-08     1.640e-04     1.632e-04     8.780e-14     8.101e-07     2.370e-06     2.415e-05     1.826e-06
3.000e+01     1.197e+01     2.272e+02     7.890e+05     2.120e+05     3.630e+02     6.900e+00     5.222e+00     8.933e-01     8.735e-02     3.909e-03     2.602e-02     8.711e-03     2.437e-03     1.600e-06     4.600e-05     1.592e-03     2.190e-13     5.126e-04     1.530e-04     6.762e-07     1.640e-05     9.650e-05     7.650e-05     3.568e-05     4.383e-08     1.640e-04     1.608e-04     1.998e-13     1.416e-06     4.511e-06     2.358e-05     1.859e-06
2.900e+01     1.390e+01     2.254e+02     7.890e+05     2.120e+05     3.630e+02     6.661e+00     5.114e+00     9.416e-01     1.003e-01     4.749e-03     2.450e-02     7.833e-03     2.167e-03     1.200e-06     2.900e-05     1.497e-03     1.290e-13     5.496e-04     1.539e-04     1.040e-06     2.577e-05     1.163e-04     7.650e-05     3.830e-05     6.075e-08     1.639e-04     1.585e-04     4.213e-13     2.403e-06     8.756e-06     2.631e-05     1.898e-06
2.800e+01     1.616e+01     2.239e+02     7.890e+05     2.120e+05     3.630e+02     6.328e+00     5.021e+00     9.854e-01     1.154e-01     5.524e-03     2.322e-02     7.046e-03     1.904e-03     9.500e-07     1.900e-05     1.407e-03     7.580e-14     5.698e-04     1.549e-04     1.573e-06     3.744e-05     1.400e-04     7.650e-05     4.118e-05     1.015e-07     1.606e-04     1.489e-04     7.925e-13     3.895e-06     1.341e-05     2.905e-05     1.953e-06
2.700e+01     1.879e+01     2.224e+02     7.890e+05     2.120e+05     3.630e+02     5.958e+00     4.936e+00     1.027e+00     1.329e-01     6.268e-03     2.201e-02     6.269e-03     1.601e-03     8.400e-07     1.500e-05     1.323e-03     4.460e-14     5.600e-04     1.560e-04     2.234e-06     5.201e-05     1.685e-04     7.650e-05     4.488e-05     3.445e-07     1.554e-04     1.363e-04     1.494e-12     6.327e-06     2.217e-05     3.186e-05     2.013e-06
2.600e+01     2.190e+01     2.213e+02     7.890e+05     2.120e+05     3.630e+02     5.573e+00     4.856e+00     1.070e+00     1.532e-01     7.076e-03     2.100e-02     5.400e-03     1.333e-03     7.200e-07     1.000e-05     1.242e-03     2.620e-14     5.500e-04     1.572e-04     3.118e-06     7.165e-05     2.030e-04     7.650e-05     4.859e-05     5.875e-07     1.497e-04     1.230e-04     2.811e-12     1.017e-05     3.686e-05     3.471e-05     2.089e-06
2.500e+01     2.554e+01     2.202e+02     7.890e+05     2.120e+05     3.630e+02     4.986e+00     4.809e+00     1.108e+00     1.754e-01     7.554e-03     2.009e-02     4.387e-03     1.101e-03     6.600e-07     8.700e-06     1.166e-03     1.540e-14     5.065e-04     1.582e-04     4.327e-06     8.874e-05     2.408e-04     7.650e-05     5.229e-05     2.220e-06     1.388e-04     1.007e-04     5.200e-12     1.592e-05     5.435e-05     3.763e-05     2.199e-06
2.400e+01     2.981e+01     2.194e+02     7.890e+05     2.120e+05     3.630e+02     4.459e+00     4.763e+00     1.147e+00     2.010e-01     8.067e-03     1.940e-02     3.274e-03     9.021e-04     6.100e-07     7.000e-06     1.094e-03     9.030e-15     4.661e-04     1.593e-04     5.973e-06     1.100e-04     2.858e-04     7.650e-05     5.600e-05     3.853e-06     1.288e-04     8.239e-05     9.638e-12     2.495e-05     8.030e-05     4.055e-05     2.332e-06
2.300e+01     3.481e+01     2.187e+02     7.890e+05     2.120e+05     3.630e+02     3.848e+00     4.673e+00     1.188e+00     2.201e-01     8.109e-03     1.951e-02     2.351e-03     7.301e-04     5.500e-07     5.300e-06     9.689e-04     5.290e-15     4.277e-04     1.602e-04     8.211e-06     1.291e-04     3.261e-04     7.650e-05     5.971e-05     5.485e-06     1.155e-04     6.387e-05     1.946e-11     3.846e-05     1.187e-04     4.346e-05     2.489e-06
2.200e+01     4.066e+01     2.180e+02     7.890e+05     2.120e+05     3.630e+02     3.249e+00     4.558e+00     1.232e+00     2.345e-01     7.852e-03     1.991e-02     1.688e-03     5.870e-04     5.200e-07     4.300e-06     8.279e-04     3.100e-15     3.573e-04     1.612e-04     1.137e-05     1.463e-04     3.632e-04     7.650e-05     6.341e-05     8.350e-06     1.015e-04     4.791e-05     4.382e-11     5.783e-05     1.460e-04     4.638e-05     2.653e-06
2.100e+01     4.749e+01     2.174e+02     7.890e+05     2.120e+05     3.630e+02     2.706e+00     4.438e+00     1.277e+00     2.484e-01     7.370e-03     2.054e-02     1.292e-03     4.806e-04     4.900e-07     3.700e-06     6.958e-04     1.810e-15     2.797e-04     1.619e-04     1.574e-05     1.648e-04     4.015e-04     7.650e-05     6.753e-05     1.385e-05     8.824e-05     3.603e-05     1.035e-10     8.536e-05     1.805e-04     5.007e-05     2.811e-06
2.000e+01     5.553e+01     2.169e+02     7.890e+05     2.120e+05     3.630e+02     2.076e+00     4.277e+00     1.323e+00     2.557e-01     5.762e-03     2.246e-02     1.026e-03     3.837e-04     4.600e-07     3.200e-06     5.304e-04     1.060e-15     2.182e-04     1.626e-04     2.180e-05     1.782e-04     4.249e-04     7.740e-05     7.165e-05     1.935e-05     7.210e-05     2.746e-05     2.820e-10     1.197e-04     2.232e-04     5.475e-05     2.978e-06
1.900e+01     6.498e+01     2.164e+02     7.890e+05     2.120e+05     3.642e+02     1.590e+00     4.122e+00     1.371e+00     2.631e-01     4.500e-03     2.479e-02     7.934e-04     2.872e-04     4.500e-07     2.800e-06     4.038e-04     6.230e-16     1.624e-04     2.400e-04     3.018e-05     1.929e-04     4.497e-04     7.920e-05     7.700e-05     2.705e-05     5.886e-05     2.091e-05     7.703e-10     1.672e-04     2.619e-04     6.036e-05     3.144e-06
1.800e+01     7.604e+01     2.159e+02     7.890e+05     2.120e+05     3.652e+02     1.155e+00     4.002e+00     1.433e+00     2.705e-01     3.111e-03     2.845e-02     5.856e-04     2.012e-04     4.300e-07     2.400e-06     2.853e-04     3.660e-16     1.208e-04     3.174e-04     4.178e-05     2.046e-04     4.655e-04     8.190e-05     8.194e-05     3.609e-05     4.549e-05     1.572e-05     2.056e-09     2.209e-04     3.093e-04     6.616e-05     3.320e-06
1.700e+01     8.899e+01     2.156e+02     7.890e+05     2.120e+05     3.663e+02     8.200e-01     3.899e+00     1.502e+00     2.779e-01     2.040e-03     3.274e-02     4.322e-04     1.369e-04     4.100e-07     2.200e-06     1.951e-04     2.150e-16     8.489e-05     3.946e-04     5.785e-05     2.153e-04     4.772e-04     8.460e-05     8.738e-05     4.490e-05     3.433e-05     1.175e-05     4.758e-09     2.772e-04     3.601e-04     7.205e-05     3.484e-06
1.600e+01     1.041e+02     2.154e+02     7.890e+05     2.120e+05     3.673e+02     5.773e-01     3.724e+00     1.567e+00     2.847e-01     1.405e-03     3.776e-02     3.192e-04     7.732e-05     4.000e-07     2.000e-06     1.336e-04     1.260e-16     5.818e-05     4.717e-04     7.241e-05     2.258e-04     4.893e-04     8.730e-05     9.332e-05     5.383e-05     2.626e-05     9.597e-06     1.055e-08     3.347e-04     4.067e-04     7.799e-05     3.622e-06
1.500e+01     1.220e+02     2.157e+02     7.890e+05     2.120e+05     3.680e+02     3.964e-01     3.703e+00     1.610e+00     2.892e-01     1.112e-03     4.284e-02     2.350e-04     4.339e-05     3.800e-07     1.900e-06     9.095e-05     7.410e-17     4.053e-05     5.488e-04     8.488e-05     2.348e-04     5.022e-04     8.910e-05     1.002e-04     6.307e-05     2.088e-05     1.009e-05     2.551e-08     3.861e-04     4.567e-04     8.404e-05     3.755e-06
1.400e+01     1.428e+02     2.162e+02     7.890e+05     2.120e+05     3.684e+02     2.723e-01     4.498e+00     1.654e+00     2.938e-01     8.807e-04     4.699e-02     1.731e-04     2.247e-05     3.700e-07     1.800e-06     6.212e-05     4.350e-17     3.174e-05     5.490e-04     9.444e-05     2.440e-04     5.155e-04     9.000e-05     1.075e-04     7.213e-05     1.660e-05     1.062e-05     7.317e-08     4.342e-04     5.074e-04     9.000e-05     3.884e-06
1.300e+01     1.672e+02     2.172e+02     7.890e+05     2.120e+05     3.685e+02     1.853e-01     6.764e+00     1.692e+00     2.984e-01     6.978e-04     5.220e-02     1.282e-04     9.474e-06     3.600e-07     1.600e-06     3.790e-05     2.550e-17     3.005e-05     5.493e-04     1.000e-04     2.536e-04     5.291e-04     9.000e-05     1.153e-04     8.078e-05     1.113e-05     1.453e-05     2.160e-07     4.870e-04     5.433e-04     9.537e-05     3.941e-06
1.200e+01     1.954e+02     2.189e+02     7.890e+05     2.120e+05     3.685e+02     1.269e-01     1.341e+01     1.716e+00     3.030e-01     5.420e-04     5.884e-02     9.982e-05     4.398e-06     3.500e-07     1.400e-06     2.272e-05     1.500e-17     3.347e-05     5.495e-04     1.000e-04     2.635e-04     5.429e-04     9.000e-05     1.235e-04     8.930e-05     7.225e-06     3.413e-05     5.786e-07     5.503e-04     5.765e-04     9.867e-05     3.988e-06
1.100e+01     2.282e+02     2.212e+02     7.890e+05     2.120e+05     3.685e+02     9.461e-02     3.134e+01     1.734e+00     3.077e-01     4.099e-04     6.615e-02     8.039e-05     2.542e-06     3.400e-07     1.400e-06     1.365e-05     8.800e-18     3.993e-05     5.498e-04     1.000e-04     2.650e-04     5.450e-04     9.000e-05     1.317e-04     9.690e-05     4.703e-06     6.605e-05     1.375e-06     6.216e-04     5.881e-04     1.000e-04     4.023e-06
1.000e+01     2.654e+02     2.250e+02     7.890e+05     2.120e+05     3.685e+02     7.709e-02     1.579e+02     1.749e+00     3.124e-01     3.255e-04     7.277e-02     6.166e-05     1.999e-06     3.300e-07     1.300e-06     8.315e-06     5.330e-18     4.429e-05     5.500e-04     1.000e-04     2.650e-04     5.450e-04     9.000e-05     1.372e-04     1.024e-04     3.093e-06     1.044e-04     2.718e-06     6.932e-04     5.989e-04     1.000e-04     4.064e-06
