# tropic atmospheric constituent profile.
# 
# number of sampled altitude :
41
# number of sampled gas :
30
# sampled gas :
N2 
O2 
CO2 
O3 
H2O 
CH4 
N2O 
HNO3 
CO 
NO2 
N2O5 
ClO 
HOCl 
ClONO2 
NO 
HNO4 
HCN 
NH3 
F11 
F12 
F14 
F22 
CCl4 
COF2 
H2O2 
C2H2 
C2H6 
OCS 
SO2 
SF6 
#HGT [km] PRE [mb] TEM [K] N2 [ppmv] O2 [ppmv] CO2 [ppmv] O3 [ppmv] H2O [ppmv] CH4 [ppmv] N2O [ppmv] HNO3 [ppmv] CO [ppmv] NO2 [ppmv] N2O5 [ppmv] ClO [ppmv] HOCl [ppmv] ClONO2 [ppmv] NO [ppmv] HNO4 [ppmv] HCN [ppmv] NH3 [ppmv] F11 [ppmv] F12 [ppmv] F14 [ppmv] F22 [ppmv] CCl4 [ppmv] COF2 [ppmv] H2O2 [ppmv] C2H2 [ppmv] C2H6 [ppmv] OCS [ppmv] SO2 [ppmv] SF6 [ppmv]
2.000e+01     5.650e+01     2.067e+02     7.890e+05     2.120e+05     3.630e+02     7.715e-01     3.549e+00     1.617e+00     2.902e-01     1.081e-03     2.867e-02     1.788e-03     1.758e-05     2.235e-05     1.659e-06     1.875e-04     2.753e-04     4.196e-05     1.626e-04     2.180e-05     2.615e-04     5.095e-04     7.740e-05     7.165e-05     1.935e-05     2.013e-05     1.958e-05     4.268e-09     2.917e-04     2.232e-04     5.475e-05     2.978e-06
1.900e+01     6.660e+01     2.027e+02     7.890e+05     2.120e+05     3.642e+02     4.446e-01     3.397e+00     1.642e+00     2.951e-01     7.639e-04     3.300e-02     1.469e-03     9.299e-06     1.556e-05     6.205e-07     1.230e-04     2.779e-04     2.350e-05     2.400e-04     3.018e-05     2.625e-04     5.196e-04     7.920e-05     7.700e-05     2.705e-05     1.267e-05     1.269e-05     1.836e-08     3.739e-04     2.619e-04     6.036e-05     3.144e-06
1.800e+01     7.890e+01     1.988e+02     7.890e+05     2.120e+05     3.652e+02     2.080e-01     3.504e+00     1.680e+00     3.001e-01     4.317e-04     3.819e-02     1.092e-03     4.668e-06     1.077e-05     7.789e-07     6.985e-05     2.806e-04     9.385e-06     3.174e-04     4.178e-05     2.636e-04     5.301e-04     8.190e-05     8.194e-05     3.609e-05     4.584e-06     4.085e-06     8.072e-08     4.470e-04     3.093e-04     6.616e-05     3.320e-06
1.700e+01     9.370e+01     1.948e+02     7.890e+05     2.120e+05     3.663e+02     9.420e-02     3.644e+00     1.721e+00     3.026e-01     2.364e-04     4.425e-02     8.467e-04     2.308e-06     7.407e-06     1.111e-06     4.421e-05     1.933e-04     5.863e-06     3.946e-04     5.785e-05     2.646e-04     5.410e-04     8.460e-05     8.738e-05     4.490e-05     1.544e-06     1.290e-05     3.127e-07     5.060e-04     3.601e-04     7.205e-05     3.484e-06
1.600e+01     1.110e+02     1.970e+02     7.890e+05     2.120e+05     3.673e+02     5.929e-02     3.999e+00     1.743e+00     3.046e-01     1.412e-04     5.154e-02     5.548e-04     1.344e-06     5.093e-06     1.022e-06     2.633e-05     1.390e-04     6.325e-06     4.717e-04     7.241e-05     2.650e-04     5.450e-04     8.730e-05     9.332e-05     5.383e-05     8.057e-07     2.868e-05     8.472e-07     5.434e-04     4.067e-04     7.799e-05     3.622e-06
1.500e+01     1.320e+02     2.037e+02     7.890e+05     2.120e+05     3.680e+02     4.924e-02     6.323e+00     1.755e+00     3.067e-01     1.067e-04     6.014e-02     2.096e-04     1.066e-06     3.506e-06     7.375e-07     7.275e-06     1.001e-04     9.148e-06     5.488e-04     8.488e-05     2.650e-04     5.450e-04     8.910e-05     1.002e-04     6.307e-05     5.375e-07     4.971e-05     1.638e-06     5.661e-04     4.567e-04     8.404e-05     3.755e-06
1.400e+01     1.560e+02     2.103e+02     7.890e+05     2.120e+05     3.684e+02     4.500e-02     1.159e+01     1.766e+00     3.087e-01     9.762e-05     7.001e-02     9.026e-05     1.065e-06     2.435e-06     5.610e-07     2.607e-06     7.629e-05     1.329e-05     5.490e-04     9.444e-05     2.650e-04     5.450e-04     9.000e-05     1.075e-04     7.213e-05     3.636e-07     7.510e-05     2.529e-06     5.849e-04     5.074e-04     9.000e-05     3.884e-06
1.300e+01     1.820e+02     2.170e+02     7.890e+05     2.120e+05     3.685e+02     4.288e-02     2.300e+01     1.769e+00     3.106e-01     9.909e-05     7.200e-02     7.473e-05     1.211e-06     1.708e-06     4.627e-07     1.405e-06     6.054e-05     1.829e-05     5.493e-04     1.000e-04     2.650e-04     5.450e-04     9.000e-05     1.153e-04     8.078e-05     2.503e-07     9.996e-05     3.331e-06     5.980e-04     5.433e-04     9.537e-05     3.941e-06
1.200e+01     2.130e+02     2.237e+02     7.890e+05     2.120e+05     3.685e+02     4.174e-02     5.407e+01     1.769e+00     3.125e-01     1.043e-04     7.424e-02     6.506e-05     1.350e-06     1.214e-06     3.844e-07     1.035e-06     4.956e-05     2.397e-05     5.495e-04     1.000e-04     2.650e-04     5.450e-04     9.000e-05     1.235e-04     8.930e-05     1.747e-07     1.231e-04     3.716e-06     6.046e-04     5.765e-04     9.867e-05     3.988e-06
1.100e+01     2.470e+02     2.301e+02     7.890e+05     2.120e+05     3.685e+02     4.117e-02     2.377e+02     1.769e+00     3.144e-01     1.099e-04     7.556e-02     5.593e-05     1.490e-06     8.759e-07     3.220e-07     1.000e-06     3.929e-05     2.891e-05     5.498e-04     1.000e-04     2.650e-04     5.450e-04     9.000e-05     1.317e-04     9.690e-05     1.239e-07     1.456e-04     3.949e-06     6.074e-04     5.881e-04     1.000e-04     4.023e-06
1.000e+01     2.860e+02     2.370e+02     7.890e+05     2.120e+05     3.685e+02     4.099e-02     6.388e+02     1.769e+00     3.162e-01     1.186e-04     7.612e-02     4.832e-05     1.525e-06     6.364e-07     2.707e-07     1.106e-06     2.935e-05     2.779e-05     5.500e-04     1.000e-04     2.650e-04     5.450e-04     9.000e-05     1.372e-04     1.024e-04     8.847e-08     1.829e-04     3.950e-06     6.066e-04     5.989e-04     1.000e-04     4.064e-06
9.000e+00     3.290e+02     2.436e+02     7.890e+05     2.120e+05     3.685e+02     4.083e-02     1.023e+03     1.769e+00     3.170e-01     1.279e-04     7.663e-02     4.073e-05     1.530e-06     4.698e-07     2.295e-07     1.247e-06     2.202e-05     2.405e-05     5.500e-04     1.000e-04     2.650e-04     5.450e-04     9.000e-05     1.400e-04     1.060e-04     6.427e-08     2.317e-04     3.976e-06     6.055e-04     5.997e-04     1.000e-04     4.087e-06
8.000e+00     3.780e+02     2.503e+02     7.890e+05     2.120e+05     3.685e+02     4.057e-02     1.492e+03     1.768e+00     3.170e-01     1.392e-04     7.695e-02     3.586e-05     1.407e-06     3.477e-07     1.949e-07     1.458e-06     1.588e-05     1.172e-05     5.500e-04     1.000e-04     2.650e-04     5.450e-04     9.000e-05     1.400e-04     1.075e-04     4.681e-08     3.238e-04     4.227e-06     6.028e-04     6.000e-04     1.000e-04     4.103e-06
7.000e+00     4.320e+02     2.570e+02     7.890e+05     2.120e+05     3.685e+02     3.988e-02     2.200e+03     1.768e+00     3.170e-01     1.504e-04     7.750e-02     3.079e-05     1.137e-06     2.608e-07     1.667e-07     1.868e-06     1.151e-05     5.392e-06     5.500e-04     1.000e-04     2.650e-04     5.450e-04     9.000e-05     1.400e-04     1.075e-04     3.457e-08     4.544e-04     4.787e-06     6.014e-04     6.000e-04     1.000e-04     4.103e-06
6.000e+00     4.920e+02     2.636e+02     7.890e+05     2.120e+05     3.685e+02     3.867e-02     3.293e+03     1.768e+00     3.170e-01     1.619e-04     7.840e-02     2.541e-05     7.790e-07     1.961e-07     1.428e-07     2.343e-06     8.264e-06     2.233e-06     5.500e-04     1.000e-04     2.650e-04     5.450e-04     9.000e-05     1.400e-04     1.075e-04     2.562e-08     6.511e-04     5.882e-06     6.015e-04     6.000e-04     1.000e-04     4.103e-06
5.000e+00     5.590e+02     2.703e+02     7.890e+05     2.120e+05     3.685e+02     3.660e-02     4.874e+03     1.767e+00     3.170e-01     1.828e-04     8.016e-02     2.421e-05     4.892e-07     1.489e-07     1.230e-07     2.789e-06     6.784e-06     1.183e-06     5.500e-04     1.000e-04     2.650e-04     5.450e-04     9.000e-05     1.400e-04     1.075e-04     1.917e-08     9.037e-04     8.172e-06     6.078e-04     6.000e-04     1.000e-04     4.103e-06
4.000e+00     6.330e+02     2.770e+02     7.890e+05     2.120e+05     3.685e+02     3.407e-02     7.077e+03     1.767e+00     3.170e-01     2.122e-04     8.285e-02     2.491e-05     3.033e-07     1.133e-07     1.060e-07     3.221e-06     5.920e-06     6.860e-07     5.500e-04     1.000e-04     2.650e-04     5.450e-04     9.000e-05     1.400e-04     1.075e-04     1.437e-08     1.215e-03     1.264e-05     6.215e-04     6.000e-04     1.000e-04     4.103e-06
3.000e+00     7.150e+02     2.837e+02     7.890e+05     2.120e+05     3.685e+02     3.098e-02     1.004e+04     1.768e+00     3.170e-01     2.453e-04     8.642e-02     2.781e-05     1.968e-07     8.694e-08     9.182e-08     3.877e-06     5.497e-06     4.308e-07     5.500e-04     1.000e-04     2.650e-04     5.450e-04     9.000e-05     1.400e-04     1.075e-04     1.087e-08     1.530e-03     2.213e-05     6.448e-04     6.000e-04     1.000e-04     4.103e-06
2.000e+00     8.050e+02     2.877e+02     7.890e+05     2.120e+05     3.685e+02     2.708e-02     1.482e+04     1.768e+00     3.170e-01     2.485e-04     8.958e-02     3.397e-05     1.528e-07     6.676e-08     7.955e-08     4.454e-06     5.446e-06     2.753e-07     5.500e-04     1.000e-04     2.650e-04     5.450e-04     9.000e-05     1.400e-04     1.075e-04     8.232e-09     1.705e-03     4.354e-05     6.743e-04     6.000e-04     1.000e-04     4.103e-06
1.000e+00     9.040e+02     2.937e+02     7.890e+05     2.120e+05     3.685e+02     2.267e-02     2.060e+04     1.768e+00     3.170e-01     1.857e-04     9.128e-02     5.355e-05     1.662e-07     5.159e-08     6.916e-08     5.048e-06     7.286e-06     2.264e-07     5.500e-04     1.000e-04     2.650e-04     5.450e-04     9.000e-05     1.400e-04     1.075e-04     6.276e-09     1.473e-03     9.995e-05     7.063e-04     6.000e-04     1.000e-04     4.103e-06
0.000e+00     1.013e+03     2.997e+02     7.890e+05     2.120e+05     3.685e+02     1.850e-02     2.725e+04     1.773e+00     3.170e-01     8.584e-05     1.002e-01     2.360e-04     2.231e-07     3.989e-08     6.014e-08     6.065e-06     2.025e-05     3.116e-07     5.500e-04     1.000e-04     2.650e-04     5.450e-04     9.000e-05     1.400e-04     1.075e-04     4.786e-09     8.017e-04     3.966e-04     7.943e-04     6.000e-04     1.000e-04     4.103e-06
