# win atmospheric constituent profile.
# 
# number of sampled altitude :
121
# number of sampled gas :
30
# sampled gas :
N2 
O2 
CO2 
O3 
H2O 
CH4 
N2O 
HNO3 
CO 
NO2 
N2O5 
ClO 
HOCl 
ClONO2 
NO 
HNO4 
HCN 
NH3 
F11 
F12 
F14 
F22 
CCl4 
COF2 
H2O2 
C2H2 
C2H6 
OCS 
SO2 
SF6 
#HGT [km] PRE [mb] TEM [K] N2 [ppmv] O2 [ppmv] CO2 [ppmv] O3 [ppmv] H2O [ppmv] CH4 [ppmv] N2O [ppmv] HNO3 [ppmv] CO [ppmv] NO2 [ppmv] N2O5 [ppmv] ClO [ppmv] HOCl [ppmv] ClONO2 [ppmv] NO [ppmv] HNO4 [ppmv] HCN [ppmv] NH3 [ppmv] F11 [ppmv] F12 [ppmv] F14 [ppmv] F22 [ppmv] CCl4 [ppmv] COF2 [ppmv] H2O2 [ppmv] C2H2 [ppmv] C2H6 [ppmv] OCS [ppmv] SO2 [ppmv] SF6 [ppmv]
7.200e+01     3.750e-02     2.411e+02     7.920e+05     2.120e+05     3.586e+02     4.230e-01     3.166e+00     9.431e-02     6.054e-04     9.000e-08     1.350e+01     5.919e-02     4.289e-08     5.442e-05     5.328e-11     5.328e-11     6.341e-02     3.106e-10     6.982e-05     1.914e-11     3.532e-09     1.153e-09     7.650e-05     3.508e-06     1.000e-08     1.163e-07     1.303e-05     0.000e+00     5.694e-17     1.091e-08     2.000e-04     1.650e-06
7.100e+01     4.390e-02     2.433e+02     7.920e+05     2.120e+05     3.604e+02     4.600e-01     2.939e+00     9.788e-02     6.248e-04     9.000e-08     1.290e+01     5.663e-02     5.944e-08     5.714e-05     9.630e-11     9.630e-11     5.172e-02     4.023e-10     7.109e-05     1.914e-11     3.532e-09     1.404e-09     7.650e-05     3.607e-06     1.000e-08     1.563e-07     1.372e-05     0.000e+00     1.042e-16     1.091e-08     2.000e-04     1.650e-06
7.000e+01     5.130e-02     2.454e+02     7.890e+05     2.120e+05     3.617e+02     5.000e-01     2.728e+00     1.015e-01     6.442e-04     9.000e-08     1.240e+01     5.307e-02     8.205e-08     6.000e-05     1.729e-10     1.729e-10     4.607e-02     5.194e-10     7.245e-05     1.914e-11     3.532e-09     1.706e-09     7.650e-05     3.706e-06     1.000e-08     2.093e-07     1.445e-05     0.000e+00     1.896e-16     1.091e-08     2.000e-04     1.650e-06
6.900e+01     6.000e-02     2.463e+02     7.880e+05     2.120e+05     3.625e+02     5.380e-01     2.893e+00     1.054e-01     6.647e-04     9.000e-08     1.180e+01     4.941e-02     1.135e-07     6.118e-05     3.114e-10     3.114e-10     3.943e-02     6.716e-10     7.399e-05     1.914e-11     3.532e-09     2.075e-09     7.650e-05     3.805e-06     1.000e-08     2.808e-07     1.521e-05     0.000e+00     3.458e-16     1.091e-08     2.000e-04     1.650e-06
6.800e+01     6.940e-02     2.472e+02     7.890e+05     2.120e+05     3.630e+02     5.790e-01     3.059e+00     1.091e-01     6.851e-04     9.000e-08     1.130e+01     4.699e-02     1.534e-07     6.239e-05     5.379e-10     5.379e-10     3.248e-02     8.527e-10     7.565e-05     1.914e-11     3.532e-09     2.488e-09     7.650e-05     3.903e-06     1.000e-08     3.689e-07     1.596e-05     0.000e+00     6.046e-16     1.091e-08     2.000e-04     1.650e-06
6.700e+01     8.070e-02     2.478e+02     7.900e+05     2.120e+05     3.630e+02     6.300e-01     3.224e+00     1.130e-01     7.086e-04     1.390e-07     1.080e+01     4.408e-02     2.096e-07     6.340e-05     9.480e-10     9.480e-10     2.553e-02     1.092e-09     7.735e-05     1.914e-11     3.532e-09     3.004e-09     7.650e-05     4.019e-06     1.000e-08     4.896e-07     1.677e-05     0.000e+00     1.079e-15     1.091e-08     2.000e-04     1.650e-06
6.600e+01     9.440e-02     2.481e+02     7.890e+05     2.120e+05     3.630e+02     6.860e-01     3.390e+00     1.173e-01     7.373e-04     3.340e-07     1.040e+01     4.048e-02     2.899e-07     6.419e-05     1.708e-09     1.708e-09     1.972e-02     1.412e-09     7.904e-05     1.914e-11     3.532e-09     3.654e-09     7.650e-05     4.150e-06     1.000e-08     6.570e-07     1.767e-05     1.630e-20     1.969e-15     1.091e-08     2.000e-04     1.651e-06
6.500e+01     1.090e-01     2.484e+02     7.880e+05     2.120e+05     3.630e+02     7.195e-01     3.588e+00     1.198e-01     7.669e-04     8.000e-07     9.940e+00     3.663e-02     3.905e-07     6.500e-05     2.932e-09     2.932e-09     1.789e-02     1.788e-09     8.075e-05     1.914e-11     3.532e-09     4.373e-09     7.650e-05     4.282e-06     1.000e-08     8.604e-07     1.852e-05     3.163e-20     3.420e-15     1.091e-08     2.000e-04     1.651e-06
6.400e+01     1.250e-01     2.489e+02     7.880e+05     2.120e+05     3.630e+02     7.562e-01     3.786e+00     1.226e-01     8.027e-04     2.280e-06     9.520e+00     3.400e-02     5.185e-07     6.500e-05     4.904e-09     4.904e-09     1.759e-02     2.239e-09     8.249e-05     1.914e-11     3.532e-09     5.189e-09     7.650e-05     4.414e-06     1.000e-08     1.112e-06     1.938e-05     5.946e-20     5.785e-15     1.091e-08     2.000e-04     1.651e-06
6.300e+01     1.450e-01     2.494e+02     7.890e+05     2.120e+05     3.630e+02     8.021e-01     4.017e+00     1.261e-01     8.395e-04     6.510e-06     9.110e+00     3.106e-02     7.049e-07     6.500e-05     8.564e-09     8.564e-09     1.691e-02     2.856e-09     8.439e-05     1.914e-11     3.532e-09     6.246e-09     7.650e-05     4.546e-06     1.000e-08     1.469e-06     2.035e-05     1.178e-19     1.023e-14     1.091e-08     2.000e-04     1.651e-06
6.200e+01     1.670e-01     2.499e+02     7.890e+05     2.110e+05     3.630e+02     8.526e-01     4.248e+00     1.299e-01     8.804e-04     1.480e-05     8.730e+00     2.823e-02     9.443e-07     6.500e-05     1.456e-08     1.456e-08     1.574e-02     3.600e-09     8.664e-05     1.914e-11     3.532e-09     7.451e-09     7.650e-05     4.694e-06     1.000e-08     1.915e-06     2.132e-05     2.260e-19     1.759e-14     1.091e-08     2.000e-04     1.651e-06
6.100e+01     1.920e-01     2.504e+02     7.890e+05     2.110e+05     3.630e+02     9.100e-01     4.479e+00     1.343e-01     9.244e-04     2.660e-05     8.360e+00     2.584e-02     1.260e-06     6.500e-05     2.459e-08     2.459e-08     1.463e-02     4.526e-09     8.898e-05     1.914e-11     3.532e-09     8.870e-09     7.650e-05     4.859e-06     1.000e-08     2.488e-06     2.233e-05     4.298e-19     3.004e-14     1.091e-08     2.000e-04     1.651e-06
6.000e+01     2.210e-01     2.509e+02     7.880e+05     2.120e+05     3.630e+02     9.765e-01     4.770e+00     1.394e-01     9.715e-04     4.800e-05     8.000e+00     2.306e-02     1.793e-06     6.500e-05     4.170e-08     4.170e-08     1.429e-02     5.701e-09     9.135e-05     1.914e-11     3.532e-09     1.057e-08     7.650e-05     5.024e-06     1.000e-08     3.239e-06     2.339e-05     8.219e-19     5.155e-14     1.091e-08     2.000e-04     1.651e-06
5.900e+01     2.540e-01     2.524e+02     7.880e+05     2.120e+05     3.630e+02     1.052e+00     5.126e+00     1.451e-01     9.919e-04     6.310e-05     7.320e+00     2.111e-02     2.398e-06     6.500e-05     7.033e-08     7.033e-08     1.382e-02     7.163e-09     9.339e-05     1.914e-11     3.532e-09     1.258e-08     7.650e-05     5.221e-06     1.000e-08     4.205e-06     2.449e-05     1.561e-18     8.794e-14     1.091e-08     2.000e-04     1.652e-06
5.800e+01     2.920e-01     2.539e+02     7.890e+05     2.110e+05     3.630e+02     1.139e+00     5.406e+00     1.518e-01     1.012e-03     8.290e-05     6.650e+00     1.888e-02     3.096e-06     6.500e-05     1.187e-07     1.187e-07     1.318e-02     9.004e-09     9.539e-05     1.914e-11     3.532e-09     1.497e-08     7.650e-05     5.419e-06     1.000e-08     5.462e-06     2.564e-05     2.968e-18     1.502e-13     1.091e-08     2.000e-04     1.652e-06
5.700e+01     3.350e-01     2.555e+02     7.890e+05     2.110e+05     3.630e+02     1.232e+00     5.621e+00     1.579e-01     1.063e-03     1.030e-04     5.990e+00     1.705e-02     4.086e-06     6.597e-05     1.989e-07     1.989e-07     1.229e-02     1.128e-08     9.739e-05     1.914e-11     3.532e-09     1.768e-08     7.650e-05     5.650e-06     1.000e-08     6.871e-06     2.683e-05     5.590e-18     2.544e-13     1.091e-08     2.000e-04     1.652e-06
5.600e+01     3.830e-01     2.573e+02     7.900e+05     2.120e+05     3.630e+02     1.327e+00     5.646e+00     1.627e-01     1.145e-03     1.220e-04     4.940e+00     1.541e-02     5.479e-06     6.796e-05     3.289e-07     3.289e-07     1.097e-02     1.405e-08     9.968e-05     1.914e-11     3.532e-09     2.064e-08     7.650e-05     5.913e-06     1.000e-08     8.273e-06     2.804e-05     1.036e-17     4.254e-13     1.091e-08     2.000e-04     1.653e-06
5.500e+01     4.360e-01     2.591e+02     7.910e+05     2.120e+05     3.630e+02     1.431e+00     5.674e+00     1.680e-01     1.227e-03     1.450e-04     4.050e+00     1.354e-02     7.018e-06     7.000e-05     5.352e-07     5.352e-07     9.815e-03     1.738e-08     1.021e-04     1.914e-11     3.532e-09     2.397e-08     7.650e-05     6.176e-06     1.000e-08     9.901e-06     2.926e-05     1.883e-17     6.996e-13     1.091e-08     2.000e-04     1.653e-06
5.400e+01     4.980e-01     2.600e+02     7.910e+05     2.120e+05     3.630e+02     1.573e+00     5.702e+00     1.738e-01     1.288e-03     1.680e-04     3.290e+00     1.106e-02     8.817e-06     7.310e-05     8.819e-07     8.819e-07     9.021e-03     2.161e-08     1.047e-04     2.002e-11     3.532e-09     2.771e-08     7.650e-05     6.506e-06     1.000e-08     1.133e-05     3.057e-05     3.475e-17     1.165e-12     1.091e-08     2.000e-04     1.654e-06
5.300e+01     5.680e-01     2.609e+02     7.900e+05     2.120e+05     3.630e+02     1.752e+00     5.732e+00     1.801e-01     1.350e-03     1.950e-04     2.600e+00     8.631e-03     1.085e-05     7.633e-05     1.445e-06     1.445e-06     8.601e-03     2.682e-08     1.072e-04     2.328e-11     3.532e-09     3.174e-08     7.650e-05     6.836e-06     1.000e-08     1.238e-05     3.193e-05     6.371e-17     1.931e-12     1.091e-08     2.000e-04     1.655e-06
5.200e+01     6.480e-01     2.610e+02     7.880e+05     2.120e+05     3.630e+02     1.957e+00     5.765e+00     1.873e-01     1.432e-03     2.300e-04     2.050e+00     7.131e-03     1.316e-05     8.079e-05     2.371e-06     2.371e-06     8.064e-03     3.329e-08     1.096e-04     3.009e-11     3.532e-09     3.636e-08     7.650e-05     7.247e-06     1.000e-08     1.354e-05     3.335e-05     1.169e-16     3.202e-12     1.091e-08     2.000e-04     1.656e-06
5.100e+01     7.380e-01     2.601e+02     7.900e+05     2.120e+05     3.630e+02     2.172e+00     5.794e+00     1.935e-01     1.524e-03     2.750e-04     1.610e+00     5.637e-03     1.924e-05     8.668e-05     3.503e-06     3.503e-06     7.876e-03     4.121e-08     1.118e-04     4.223e-11     3.532e-09     4.239e-08     7.650e-05     7.741e-06     1.000e-08     1.491e-05     3.481e-05     2.129e-16     5.274e-12     1.091e-08     2.000e-04     1.657e-06
5.000e+01     8.360e-01     2.593e+02     7.910e+05     2.120e+05     3.630e+02     2.397e+00     5.820e+00     1.991e-01     1.636e-03     3.300e-04     1.270e+00     4.844e-03     2.808e-05     9.300e-05     4.803e-06     4.803e-06     8.414e-03     5.056e-08     1.141e-04     6.235e-11     3.532e-09     4.969e-08     7.650e-05     8.235e-06     1.000e-08     1.642e-05     3.627e-05     3.783e-16     8.511e-12     1.091e-08     2.000e-04     1.658e-06
4.900e+01     9.470e-01     2.569e+02     7.890e+05     2.120e+05     3.630e+02     2.651e+00     5.850e+00     2.055e-01     1.830e-03     4.060e-04     1.020e+00     4.341e-03     3.808e-05     1.011e-04     6.584e-06     6.584e-06     9.037e-03     6.203e-08     1.165e-04     9.237e-11     3.532e-09     5.824e-08     7.650e-05     8.853e-06     1.000e-08     1.809e-05     3.779e-05     6.720e-16     1.373e-11     1.091e-08     1.993e-04     1.659e-06
4.800e+01     1.070e+00     2.544e+02     7.890e+05     2.120e+05     3.630e+02     2.868e+00     5.871e+00     2.112e-01     2.045e-03     5.000e-04     8.220e-01     3.784e-03     5.826e-05     1.100e-04     9.338e-06     9.338e-06     9.482e-03     8.707e-08     1.190e-04     1.356e-10     3.532e-09     7.206e-08     7.650e-05     9.471e-06     1.000e-08     1.994e-05     3.937e-05     1.180e-15     2.195e-11     1.091e-08     1.974e-04     1.661e-06
4.700e+01     1.220e+00     2.519e+02     7.890e+05     2.120e+05     3.630e+02     3.070e+00     5.885e+00     2.171e-01     2.291e-03     6.120e-04     6.860e-01     3.104e-03     9.125e-05     1.285e-04     1.408e-05     1.408e-05     9.833e-03     1.413e-07     1.215e-04     2.004e-10     3.532e-09     9.520e-08     7.650e-05     1.017e-05     1.000e-08     2.218e-05     4.116e-05     2.160e-15     3.631e-11     1.091e-08     1.943e-04     1.663e-06
4.600e+01     1.380e+00     2.495e+02     7.900e+05     2.120e+05     3.630e+02     3.286e+00     5.901e+00     2.234e-01     2.556e-03     7.500e-04     5.780e-01     2.730e-03     1.264e-04     1.500e-04     2.070e-05     2.070e-05     9.953e-03     2.226e-07     1.241e-04     2.876e-10     3.532e-09     1.237e-07     7.650e-05     1.087e-05     1.000e-08     2.452e-05     4.291e-05     3.811e-15     5.827e-11     1.091e-08     1.907e-04     1.665e-06
4.500e+01     1.560e+00     2.470e+02     7.890e+05     2.110e+05     3.630e+02     3.522e+00     5.922e+00     2.306e-01     2.812e-03     9.250e-04     4.920e-01     2.375e-03     1.779e-04     1.715e-04     2.937e-05     2.937e-05     9.916e-03     3.381e-07     1.267e-04     4.048e-10     3.532e-09     1.610e-07     7.650e-05     1.161e-05     1.000e-08     2.724e-05     4.470e-05     6.705e-15     9.329e-11     1.091e-08     1.871e-04     1.668e-06
4.400e+01     1.780e+00     2.445e+02     7.880e+05     2.110e+05     3.630e+02     3.801e+00     5.952e+00     2.398e-01     3.109e-03     1.110e-03     4.330e-01     2.332e-03     2.547e-04     1.965e-04     4.124e-05     4.124e-05     9.706e-03     5.103e-07     1.292e-04     5.630e-10     3.532e-09     2.148e-07     7.650e-05     1.246e-05     1.000e-08     3.068e-05     4.666e-05     1.232e-14     1.548e-10     1.091e-08     1.832e-04     1.671e-06
4.300e+01     2.030e+00     2.421e+02     7.880e+05     2.110e+05     3.630e+02     4.118e+00     5.986e+00     2.501e-01     3.426e-03     1.330e-03     3.830e-01     2.583e-03     3.419e-04     2.252e-04     5.783e-05     5.783e-05     9.463e-03     7.690e-07     1.315e-04     7.904e-10     3.532e-09     2.863e-07     7.650e-05     1.332e-05     1.000e-08     3.455e-05     4.871e-05     2.257e-14     2.563e-10     1.091e-08     1.774e-04     1.675e-06
4.200e+01     2.300e+00     2.396e+02     7.880e+05     2.120e+05     3.630e+02     4.369e+00     6.000e+00     2.607e-01     3.784e-03     1.600e-03     3.410e-01     2.753e-03     4.336e-04     2.580e-04     7.853e-05     7.853e-05     9.198e-03     1.176e-06     1.337e-04     1.115e-09     3.532e-09     3.757e-07     7.650e-05     1.416e-05     1.000e-08     3.844e-05     5.090e-05     4.013e-14     4.140e-10     1.091e-08     1.699e-04     1.679e-06
4.100e+01     2.610e+00     2.371e+02     7.890e+05     2.120e+05     3.630e+02     4.567e+00     5.994e+00     2.722e-01     4.223e-03     1.960e-03     3.050e-01     2.849e-03     5.363e-04     2.962e-04     1.055e-04     1.055e-04     8.905e-03     1.865e-06     1.354e-04     1.656e-09     3.532e-09     4.942e-07     7.650e-05     1.532e-05     1.000e-08     4.260e-05     5.339e-05     7.187e-14     6.726e-10     1.127e-08     1.607e-04     1.685e-06
4.000e+01     2.980e+00     2.347e+02     7.890e+05     2.120e+05     3.630e+02     4.804e+00     5.987e+00     2.859e-01     4.704e-03     2.400e-03     2.710e-01     2.964e-03     6.589e-04     3.400e-04     1.439e-04     1.439e-04     8.378e-03     3.027e-06     1.368e-04     2.555e-09     3.532e-09     6.588e-07     7.650e-05     1.647e-05     1.000e-08     4.744e-05     5.613e-05     1.324e-13     1.119e-09     1.236e-08     1.512e-04     1.691e-06
3.900e+01     3.410e+00     2.322e+02     7.890e+05     2.120e+05     3.630e+02     4.944e+00     5.983e+00     3.000e-01     5.369e-03     2.900e-03     2.370e-01     3.050e-03     7.827e-04     3.688e-04     1.898e-04     1.898e-04     7.712e-03     4.776e-06     1.382e-04     4.031e-09     3.532e-09     8.714e-07     7.650e-05     1.771e-05     1.000e-08     5.301e-05     5.924e-05     2.464e-13     1.877e-09     2.389e-08     1.414e-04     1.698e-06
3.800e+01     3.920e+00     2.297e+02     7.890e+05     2.120e+05     3.630e+02     4.990e+00     5.982e+00     3.152e-01     6.135e-03     3.500e-03     2.020e-01     3.113e-03     9.132e-04     4.000e-04     2.448e-04     2.448e-04     7.077e-03     7.433e-06     1.397e-04     6.432e-09     3.532e-09     1.152e-06     7.650e-05     1.894e-05     1.000e-08     5.953e-05     6.279e-05     4.684e-13     3.204e-09     4.709e-08     1.278e-04     1.707e-06
3.700e+01     4.480e+00     2.273e+02     7.890e+05     2.120e+05     3.630e+02     5.041e+00     5.980e+00     3.319e-01     7.066e-03     4.020e-03     1.700e-01     3.182e-03     1.057e-03     3.817e-04     3.124e-04     3.124e-04     6.430e-03     1.135e-05     1.413e-04     1.033e-08     3.532e-09     1.504e-06     7.650e-05     2.065e-05     1.000e-08     6.653e-05     6.640e-05     8.668e-13     5.350e-09     9.068e-08     1.099e-04     1.717e-06
3.600e+01     5.110e+00     2.249e+02     7.890e+05     2.120e+05     3.630e+02     5.041e+00     5.981e+00     3.461e-01     8.130e-03     4.620e-03     1.410e-01     3.217e-03     1.136e-03     3.642e-04     3.906e-04     3.906e-04     5.805e-03     1.635e-05     1.430e-04     1.609e-08     3.837e-09     2.030e-06     7.650e-05     2.237e-05     1.000e-08     7.380e-05     6.723e-05     1.590e-12     8.864e-09     1.717e-07     8.741e-05     1.728e-06
3.500e+01     5.860e+00     2.225e+02     7.890e+05     2.120e+05     3.630e+02     5.017e+00     5.982e+00     3.611e-01     9.357e-03     5.300e-03     1.120e-01     3.240e-03     1.196e-03     3.475e-04     4.896e-04     4.896e-04     5.361e-03     2.342e-05     1.449e-04     3.105e-08     4.318e-09     2.812e-06     7.650e-05     2.409e-05     1.000e-08     8.202e-05     6.700e-05     2.988e-12     1.499e-08     3.209e-07     6.760e-05     1.742e-06
3.400e+01     6.730e+00     2.203e+02     7.890e+05     2.120e+05     3.630e+02     4.989e+00     5.984e+00     3.785e-01     1.074e-02     6.000e-03     8.780e-02     3.267e-03     1.266e-03     2.850e-04     6.152e-04     6.152e-04     5.125e-03     3.367e-05     1.467e-04     6.938e-08     4.865e-09     3.908e-06     7.650e-05     2.594e-05     1.000e-08     9.126e-05     6.677e-05     5.655e-12     2.551e-08     5.263e-07     5.155e-05     1.757e-06
3.300e+01     7.790e+00     2.181e+02     7.890e+05     2.120e+05     3.630e+02     4.921e+00     5.941e+00     3.934e-01     1.237e-02     6.660e-03     6.760e-02     3.176e-03     1.215e-03     2.233e-04     7.214e-04     7.214e-04     4.863e-03     4.500e-05     1.487e-04     1.335e-07     1.197e-08     6.008e-06     7.650e-05     2.820e-05     1.000e-08     1.005e-04     6.624e-05     1.110e-11     4.472e-08     8.280e-07     3.952e-05     1.776e-06
3.200e+01     9.030e+00     2.159e+02     7.890e+05     2.120e+05     3.630e+02     4.839e+00     5.887e+00     4.102e-01     1.432e-02     7.400e-03     5.090e-02     3.058e-03     1.142e-03     1.750e-04     8.407e-04     8.407e-04     4.521e-03     5.979e-05     1.506e-04     2.406e-07     3.192e-08     9.345e-06     7.650e-05     3.047e-05     1.000e-08     1.107e-04     6.568e-05     2.192e-11     7.883e-08     1.264e-06     2.949e-05     1.798e-06
3.100e+01     1.050e+01     2.141e+02     7.890e+05     2.120e+05     3.630e+02     4.717e+00     5.827e+00     4.307e-01     1.687e-02     8.190e-03     3.920e-02     2.864e-03     1.034e-03     1.562e-04     9.541e-04     9.541e-04     4.000e-03     7.675e-05     1.519e-04     4.202e-07     8.643e-08     1.459e-05     7.650e-05     3.308e-05     2.692e-08     1.203e-04     6.574e-05     4.393e-11     1.406e-07     2.370e-06     2.415e-05     1.826e-06
3.000e+01     1.210e+01     2.124e+02     7.890e+05     2.120e+05     3.630e+02     4.533e+00     5.772e+00     4.543e-01     1.994e-02     9.080e-03     3.090e-02     2.542e-03     8.702e-04     1.395e-04     1.013e-03     1.013e-03     3.503e-03     8.966e-05     1.530e-04     6.762e-07     2.181e-07     2.193e-05     7.650e-05     3.568e-05     4.383e-08     1.263e-04     6.707e-05     8.446e-11     2.424e-07     4.511e-06     2.358e-05     1.859e-06
2.900e+01     1.400e+01     2.106e+02     7.890e+05     2.120e+05     3.630e+02     4.314e+00     5.707e+00     4.823e-01     2.352e-02     1.000e-02     2.490e-02     2.159e-03     6.759e-04     1.245e-04     1.078e-03     1.078e-03     2.975e-03     1.052e-04     1.539e-04     1.040e-06     5.651e-07     3.336e-05     7.650e-05     3.830e-05     6.075e-08     1.328e-04     6.846e-05     1.654e-10     4.233e-07     8.756e-06     2.631e-05     1.898e-06
2.800e+01     1.630e+01     2.089e+02     7.890e+05     2.120e+05     3.630e+02     4.071e+00     5.582e+00     5.194e-01     2.659e-02     1.090e-02     2.100e-02     1.796e-03     5.476e-04     1.170e-04     1.117e-03     1.117e-03     2.388e-03     1.138e-04     1.549e-04     1.573e-06     1.194e-06     4.680e-05     7.650e-05     4.118e-05     1.015e-07     1.362e-04     6.851e-05     3.335e-10     7.548e-07     1.341e-05     2.905e-05     1.953e-06
2.700e+01     1.880e+01     2.071e+02     7.890e+05     2.120e+05     3.630e+02     3.816e+00     5.425e+00     5.611e-01     3.037e-02     1.140e-02     1.870e-02     1.447e-03     4.571e-04     1.368e-04     1.140e-03     1.140e-03     1.846e-03     1.179e-04     1.560e-04     2.234e-06     2.172e-06     6.165e-05     7.650e-05     4.488e-05     3.445e-07     1.379e-04     6.795e-05     6.438e-10     1.299e-06     2.217e-05     3.186e-05     2.013e-06
2.600e+01     2.200e+01     2.054e+02     7.890e+05     2.120e+05     3.630e+02     3.512e+00     5.210e+00     6.151e-01     3.477e-02     1.200e-02     1.710e-02     1.038e-03     3.512e-04     1.600e-04     1.153e-03     1.153e-03     1.325e-03     1.210e-04     1.572e-04     3.118e-06     4.051e-06     8.213e-05     7.650e-05     4.859e-05     5.875e-07     1.394e-04     6.651e-05     1.289e-09     2.304e-06     3.686e-05     3.471e-05     2.089e-06
2.500e+01     2.580e+01     2.036e+02     7.890e+05     2.120e+05     3.630e+02     3.315e+00     4.859e+00     6.830e-01     4.080e-02     1.220e-02     1.620e-02     8.210e-04     2.959e-04     2.808e-04     1.083e-03     1.083e-03     1.017e-03     1.137e-04     1.582e-04     4.327e-06     6.054e-06     9.835e-05     7.650e-05     5.229e-05     2.220e-06     1.388e-04     6.001e-05     2.495e-09     3.976e-06     5.435e-05     3.763e-05     2.199e-06
2.400e+01     3.010e+01     2.019e+02     7.890e+05     2.120e+05     3.630e+02     3.092e+00     4.462e+00     7.598e-01     4.796e-02     1.230e-02     1.570e-02     5.758e-04     2.333e-04     4.929e-04     1.018e-03     1.018e-03     7.664e-04     1.071e-04     1.593e-04     5.973e-06     8.929e-06     1.171e-04     7.650e-05     5.600e-05     3.853e-06     1.382e-04     5.433e-05     4.726e-09     6.739e-06     8.030e-05     4.055e-05     2.332e-06
2.300e+01     3.520e+01     2.001e+02     7.890e+05     2.120e+05     3.630e+02     2.874e+00     4.157e+00     8.462e-01     5.624e-02     1.250e-02     1.590e-02     3.400e-04     1.902e-04     8.650e-04     9.230e-04     9.230e-04     5.547e-04     9.444e-05     1.602e-04     8.211e-06     1.317e-05     1.386e-04     7.650e-05     5.971e-05     5.485e-06     1.346e-04     4.739e-05     8.720e-09     1.115e-05     1.187e-04     4.346e-05     2.489e-06
2.200e+01     4.120e+01     1.984e+02     7.890e+05     2.120e+05     3.630e+02     2.641e+00     3.882e+00     9.457e-01     6.647e-02     1.270e-02     1.630e-02     2.500e-04     1.551e-04     1.130e-03     8.221e-04     8.221e-04     3.974e-04     8.072e-05     1.612e-04     1.137e-05     1.942e-05     1.635e-04     7.650e-05     6.341e-05     8.350e-06     1.298e-04     4.062e-05     1.556e-08     1.792e-05     1.460e-04     4.638e-05     2.653e-06
2.100e+01     4.810e+01     1.966e+02     7.890e+05     2.120e+05     3.630e+02     2.355e+00     3.611e+00     1.044e+00     7.373e-02     1.200e-02     1.690e-02     1.900e-04     1.206e-04     1.125e-03     7.155e-04     7.155e-04     2.946e-04     6.837e-05     1.619e-04     1.574e-05     2.874e-05     1.935e-04     7.650e-05     6.753e-05     1.385e-05     1.229e-04     3.551e-05     2.693e-08     2.809e-05     1.805e-04     5.007e-05     2.811e-06
2.000e+01     5.670e+01     1.949e+02     7.890e+05     2.120e+05     3.630e+02     1.931e+00     3.452e+00     1.106e+00     8.181e-02     1.130e-02     1.830e-02     1.300e-04     1.004e-04     1.120e-03     5.646e-04     5.646e-04     2.167e-04     5.502e-05     1.626e-04     2.180e-05     4.525e-05     2.359e-04     7.740e-05     7.165e-05     1.935e-05     1.082e-04     3.272e-05     4.618e-08     4.374e-05     2.232e-04     5.475e-05     2.978e-06
1.900e+01     6.680e+01     1.956e+02     7.890e+05     2.120e+05     3.642e+02     1.433e+00     3.266e+00     1.178e+00     9.142e-02     9.591e-03     2.010e-02     1.000e-04     7.665e-05     9.871e-04     4.459e-04     4.459e-04     1.422e-04     4.431e-05     2.400e-04     3.018e-05     7.112e-05     2.873e-04     7.920e-05     7.700e-05     2.705e-05     9.530e-05     3.015e-05     7.861e-08     6.727e-05     2.619e-04     6.036e-05     3.144e-06
1.800e+01     7.810e+01     1.964e+02     7.890e+05     2.120e+05     3.652e+02     1.172e+00     3.099e+00     1.244e+00     1.023e-01     7.931e-03     2.260e-02     8.500e-05     6.409e-05     8.700e-04     2.838e-04     2.838e-04     9.514e-05     3.435e-05     3.174e-04     4.178e-05     9.313e-05     3.212e-04     8.190e-05     8.194e-05     3.609e-05     7.618e-05     2.695e-05     1.287e-07     9.853e-05     3.093e-04     6.616e-05     3.320e-06
1.700e+01     9.190e+01     1.971e+02     7.890e+05     2.120e+05     3.663e+02     9.027e-01     2.903e+00     1.321e+00     1.278e-01     6.616e-03     2.610e-02     6.600e-05     5.104e-05     6.850e-04     1.714e-04     1.714e-04     6.262e-05     2.616e-05     3.946e-04     5.785e-05     1.204e-04     3.567e-04     8.460e-05     8.738e-05     4.490e-05     5.941e-05     2.386e-05     2.093e-07     1.401e-04     3.601e-04     7.205e-05     3.484e-06
1.600e+01     1.090e+02     1.979e+02     7.890e+05     2.120e+05     3.673e+02     6.690e-01     2.527e+00     1.393e+00     1.544e-01     5.205e-03     3.070e-02     5.600e-05     3.870e-05     4.305e-04     1.005e-04     1.005e-04     4.038e-05     2.381e-05     4.717e-04     7.241e-05     1.490e-04     3.872e-04     8.730e-05     9.332e-05     5.383e-05     4.420e-05     2.156e-05     3.446e-07     1.948e-04     4.067e-04     7.799e-05     3.622e-06
1.500e+01     1.280e+02     1.986e+02     7.890e+05     2.120e+05     3.680e+02     5.097e-01     2.281e+00     1.451e+00     1.861e-01     3.945e-03     3.650e-02     4.500e-05     2.882e-05     2.705e-04     6.046e-05     6.046e-05     2.672e-05     2.602e-05     5.488e-04     8.488e-05     1.729e-04     4.077e-04     8.910e-05     1.002e-04     6.307e-05     3.238e-05     2.008e-05     5.611e-07     2.531e-04     4.567e-04     8.404e-05     3.755e-06
