 # model:  unkown 
#
# number of altitude
 40
# number of sampled gas :
 2 
# sampled gas :
h2o 
o3 
# z (km)                           P(z) (hpa)               T(z) (K)                h2o(ppmv)               o3(ppmv)
1.000000000000000000e+02 2.900000000000000017e-04 1.906999999999999886e+02 4.000000000000000222e-01 4.000000000000000222e-01
8.000000000000000000e+01 1.099999999999999936e-02 1.848000000000000114e+02 2.100000000000000089e+00 3.300000000000000155e-01
6.000000000000000000e+01 2.389999999999999902e-01 2.530999999999999943e+02 6.000000000000000000e+00 1.100000000000000089e+00
5.500000000000000000e+01 4.560000000000000164e-01 2.633999999999999773e+02 6.000000000000000000e+00 1.800000000000000044e+00
5.000000000000000000e+01 8.539999999999999813e-01 2.701999999999999886e+02 6.000000000000000000e+00 2.799999999999999822e+00
4.750000000000000000e+01 1.159999999999999920e+00 2.696000000000000227e+02 5.900000000000000355e+00 3.450000000000000178e+00
4.500000000000000000e+01 1.590000000000000080e+00 2.648000000000000114e+02 5.700000000000000178e+00 4.500000000000000000e+00
4.250000000000000000e+01 2.200000000000000178e+00 2.593999999999999773e+02 5.500000000000000000e+00 5.900000000000000355e+00
4.000000000000000000e+01 3.049999999999999822e+00 2.540000000000000000e+02 5.200000000000000178e+00 7.500000000000000000e+00
3.750000000000000000e+01 4.259999999999999787e+00 2.485000000000000000e+02 4.900000000000000355e+00 8.800000000000000711e+00
3.500000000000000000e+01 6.000000000000000000e+00 2.430999999999999943e+02 4.599999999999999645e+00 9.699999999999999289e+00
3.250000000000000000e+01 8.519999999999999574e+00 2.376999999999999886e+02 4.299999999999999822e+00 9.849999999999999645e+00
3.000000000000000000e+01 1.219999999999999929e+01 2.323000000000000114e+02 4.000000000000000000e+00 9.300000000000000711e+00
2.750000000000000000e+01 1.762999999999999901e+01 2.270000000000000000e+02 3.600000000000000089e+00 7.799999999999999822e+00
2.500000000000000000e+01 2.569999999999999929e+01 2.214000000000000057e+02 3.250000000000000000e+00 5.400000000000000355e+00
2.400000000000000000e+01 3.000000000000000000e+01 2.191999999999999886e+02 3.200000000000000178e+00 4.299999999999999822e+00
2.300000000000000000e+01 3.500000000000000000e+01 2.170000000000000000e+02 2.899999999999999911e+00 3.399999999999999911e+00
2.200000000000000000e+01 4.089999999999999858e+01 2.145999999999999943e+02 2.799999999999999822e+00 2.399999999999999911e+00
2.100000000000000000e+01 4.800000000000000000e+01 2.106999999999999886e+02 2.649999999999999911e+00 1.800000000000000044e+00
2.000000000000000000e+01 5.650000000000000000e+01 2.066999999999999886e+02 2.600000000000000089e+00 1.399999999999999911e+00
1.900000000000000000e+01 6.659999999999999432e+01 2.026999999999999886e+02 2.600000000000000089e+00 9.499999999999999556e-01
1.800000000000000000e+01 7.890000000000000568e+01 1.988000000000000114e+02 2.750000000000000000e+00 5.000000000000000000e-01
1.700000000000000000e+01 9.370000000000000284e+01 1.948000000000000114e+02 2.899999999999999911e+00 2.500000000000000000e-01
1.600000000000000000e+01 1.110000000000000000e+02 1.970000000000000000e+02 3.000000000000000000e+00 1.444000000000000006e-01
1.500000000000000000e+01 1.320000000000000000e+02 2.036999999999999886e+02 4.000000000000000000e+00 1.255999999999999894e-01
1.400000000000000000e+01 1.560000000000000000e+02 2.103000000000000114e+02 6.219999999999999751e+00 1.049999999999999961e-01
1.300000000000000000e+01 1.820000000000000000e+02 2.170000000000000000e+02 9.900000000000000355e+00 9.289000000000000035e-02
1.200000000000000000e+01 2.130000000000000000e+02 2.235999999999999943e+02 2.905000000000000071e+01 7.814999999999999725e-02
1.100000000000000000e+01 2.470000000000000000e+02 2.300999999999999943e+02 7.306000000000000227e+01 6.612999999999999434e-02
1.000000000000000000e+01 2.860000000000000000e+02 2.370000000000000000e+02 1.911999999999999886e+02 5.594999999999999973e-02
9.000000000000000000e+00 3.290000000000000000e+02 2.435999999999999943e+02 4.098000000000000114e+02 5.000000000000000278e-02
8.000000000000000000e+00 3.780000000000000000e+02 2.503000000000000114e+02 7.637000000000000455e+02 4.470999999999999974e-02
7.000000000000000000e+00 4.320000000000000000e+02 2.570000000000000000e+02 1.289000000000000000e+03 4.222999999999999671e-02
6.000000000000000000e+00 4.920000000000000000e+02 2.636000000000000227e+02 2.101000000000000000e+03 3.989000000000000185e-02
5.000000000000000000e+00 5.590000000000000000e+02 2.703000000000000114e+02 3.346000000000000000e+03 3.767000000000000209e-02
4.000000000000000000e+00 6.330000000000000000e+02 2.770000000000000000e+02 4.441000000000000000e+03 3.561000000000000276e-02
3.000000000000000000e+00 7.150000000000000000e+02 2.836999999999999886e+02 8.600000000000000000e+03 3.504000000000000170e-02
2.000000000000000000e+00 8.050000000000000000e+02 2.876999999999999886e+02 1.534000000000000000e+04 3.341999999999999832e-02
1.000000000000000000e+00 9.040000000000000000e+02 2.936999999999999886e+02 1.949000000000000000e+04 3.150000000000000022e-02
0.000000000000000000e+00 1.013000000000000000e+03 2.996999999999999886e+02 2.593000000000000000e+04 2.869000000000000022e-02
