# tropic atmospheric constituent profile.
# 
# number of sampled altitude :
121
# number of sampled gas :
0
# sampled gas :
N2
O2 
CO2 
O3 
H2O
CH4
N2O
HNO3
CO
NO2
N2O5
ClO
HOCl
ClONO2
NO
HNO4
HCN
NH3
F11
F12
F14
F22
CCl4
COF2
H2O2
C2H2
C2H6
OCS
SO2
SF6
#HGT [km] PRE [mb] TEM [K] N2 [ppmv] O2 [ppmv] CO2 [ppmv] O3 [ppmv] H2O [ppmv] CH4 [ppmv] N2O [ppmv] HNO3 [ppmv] CO [ppmv] NO2 [ppmv] N2O5 [ppmv] ClO [ppmv] HOCl [ppmv] ClONO2 [ppmv] NO [ppmv] HNO4 [ppmv] HCN [ppmv] NH3 [ppmv] F11 [ppmv] F12 [ppmv] F14 [ppmv] F22 [ppmv] CCl4 [ppmv] COF2 [ppmv] H2O2 [ppmv] C2H2 [ppmv] C2H6 [ppmv] OCS [ppmv] SO2 [ppmv] SF6 [ppmv]
7.200e+01     3.940e-02     2.099e+02     7.920e+05     2.120e+05     3.586e+02     2.589e-01     4.449e+00     1.041e-01     1.049e-03     4.915e-06     1.032e+01     2.779e-07     7.328e-08     1.737e-05     2.222e-08     1.000e-10     2.359e-03     1.430e-11     6.982e-05     1.914e-11     3.504e-10     1.784e-06     7.650e-05     3.508e-06     1.000e-08     3.230e-07     2.830e-05     0.000e+00     9.123e-13     1.091e-08     2.000e-04     1.650e-06
7.100e+01     4.614e-02     2.112e+02     7.920e+05     2.120e+05     3.604e+02     2.816e-01     4.589e+00     1.101e-01     1.102e-03     5.443e-06     8.972e+00     3.222e-07     8.838e-08     1.970e-05     3.025e-08     1.000e-10     2.193e-03     2.195e-11     7.109e-05     1.914e-11     4.489e-10     2.021e-06     7.650e-05     3.607e-06     1.000e-08     4.405e-07     2.912e-05     0.000e+00     1.429e-12     1.091e-08     2.000e-04     1.650e-06
7.000e+01     5.395e-02     2.132e+02     7.890e+05     2.120e+05     3.617e+02     3.065e-01     4.732e+00     1.165e-01     1.163e-03     6.023e-06     7.410e+00     3.734e-07     1.064e-07     2.231e-05     4.105e-08     1.000e-10     2.039e-03     3.356e-11     7.245e-05     1.914e-11     5.737e-10     2.286e-06     7.650e-05     3.706e-06     1.000e-08     5.990e-07     2.996e-05     0.000e+00     2.230e-12     1.091e-08     2.000e-04     1.650e-06
6.900e+01     6.302e-02     2.155e+02     7.880e+05     2.120e+05     3.625e+02     3.386e-01     4.864e+00     1.232e-01     1.229e-03     6.660e-06     6.208e+00     4.933e-07     1.280e-07     2.524e-05     5.560e-08     1.000e-10     1.895e-03     5.117e-11     7.399e-05     1.914e-11     7.321e-10     2.585e-06     7.650e-05     3.805e-06     1.000e-08     8.129e-07     3.082e-05     0.000e+00     3.469e-12     1.091e-08     2.000e-04     1.650e-06
6.800e+01     7.354e-02     2.182e+02     7.890e+05     2.120e+05     3.630e+02     3.767e-01     4.985e+00     1.302e-01     1.302e-03     7.359e-06     5.387e+00     6.888e-07     1.537e-07     2.853e-05     7.517e-08     1.000e-10     1.761e-03     7.779e-11     7.565e-05     1.914e-11     9.327e-10     2.920e-06     7.650e-05     3.903e-06     1.000e-08     1.101e-06     3.170e-05     0.000e+00     5.382e-12     1.091e-08     2.000e-04     1.650e-06
6.700e+01     8.555e-02     2.211e+02     7.900e+05     2.120e+05     3.630e+02     4.309e-01     5.108e+00     1.375e-01     1.378e-03     8.116e-06     4.475e+00     9.180e-07     1.839e-07     3.218e-05     1.010e-07     1.000e-10     1.638e-03     1.173e-10     7.735e-05     1.914e-11     1.183e-09     3.290e-06     7.650e-05     4.019e-06     1.000e-08     1.482e-06     3.259e-05     0.000e+00     8.274e-12     1.091e-08     2.000e-04     1.650e-06
6.600e+01     9.941e-02     2.243e+02     7.890e+05     2.120e+05     3.630e+02     5.011e-01     5.274e+00     1.452e-01     1.459e-03     8.944e-06     3.945e+00     1.302e-06     2.198e-07     3.626e-05     1.354e-07     1.000e-10     1.523e-03     1.763e-10     7.904e-05     1.914e-11     1.497e-09     3.704e-06     7.650e-05     4.150e-06     1.000e-08     1.991e-06     3.349e-05     0.000e+00     1.268e-11     1.091e-08     2.000e-04     1.651e-06
6.500e+01     1.151e-01     2.276e+02     7.880e+05     2.120e+05     3.630e+02     5.838e-01     5.442e+00     1.530e-01     1.545e-03     9.833e-06     3.346e+00     1.737e-06     2.616e-07     4.073e-05     1.803e-07     1.000e-10     1.418e-03     2.624e-10     8.075e-05     1.914e-11     1.883e-09     4.158e-06     7.650e-05     4.282e-06     1.000e-08     2.656e-06     3.439e-05     0.000e+00     1.924e-11     1.091e-08     2.000e-04     1.651e-06
6.400e+01     1.332e-01     2.311e+02     7.880e+05     2.120e+05     3.630e+02     6.834e-01     5.580e+00     1.613e-01     1.648e-03     1.081e-05     2.895e+00     2.403e-06     3.111e-07     4.575e-05     2.398e-07     1.000e-10     1.319e-03     3.900e-10     8.249e-05     1.914e-11     2.368e-09     4.666e-06     7.650e-05     4.414e-06     1.000e-08     3.538e-06     3.532e-05     0.000e+00     2.915e-11     1.091e-08     2.000e-04     1.651e-06
6.300e+01     1.538e-01     2.347e+02     7.890e+05     2.120e+05     3.630e+02     7.979e-01     5.703e+00     1.698e-01     1.760e-03     1.186e-05     2.514e+00     3.253e-06     3.690e-07     5.129e-05     3.175e-07     1.000e-10     1.227e-03     5.762e-10     8.439e-05     1.914e-11     2.968e-09     5.227e-06     7.650e-05     4.546e-06     1.000e-08     4.694e-06     3.626e-05     0.000e+00     4.387e-11     1.091e-08     2.000e-04     1.651e-06
6.200e+01     1.771e-01     2.381e+02     7.890e+05     2.110e+05     3.630e+02     9.378e-01     5.818e+00     1.787e-01     1.877e-03     1.300e-05     2.129e+00     4.387e-06     4.363e-07     5.737e-05     4.182e-07     1.000e-10     1.142e-03     8.450e-10     8.664e-05     1.914e-11     3.703e-09     5.842e-06     7.650e-05     4.694e-06     1.000e-08     6.194e-06     3.720e-05     0.000e+00     6.553e-11     1.091e-08     2.000e-04     1.651e-06
6.100e+01     2.036e-01     2.418e+02     7.890e+05     2.110e+05     3.630e+02     1.104e+00     5.902e+00     1.879e-01     1.998e-03     1.422e-05     1.868e+00     6.362e-06     5.148e-07     6.410e-05     5.491e-07     1.000e-10     1.064e-03     1.234e-09     8.898e-05     1.914e-11     4.608e-09     6.522e-06     7.650e-05     4.859e-06     1.000e-08     8.146e-06     3.816e-05     0.000e+00     9.742e-11     1.091e-08     2.000e-04     1.651e-06
6.000e+01     2.335e-01     2.449e+02     7.880e+05     2.120e+05     3.630e+02     1.270e+00     5.986e+00     1.974e-01     2.141e-03     1.554e-05     1.574e+00     8.590e-06     6.057e-07     7.147e-05     7.175e-07     1.000e-10     1.119e-03     1.789e-09     9.135e-05     1.914e-11     5.713e-09     7.267e-06     7.650e-05     5.024e-06     1.000e-08     1.066e-05     3.912e-05     0.000e+00     1.438e-10     1.091e-08     2.000e-04     1.651e-06
5.900e+01     2.675e-01     2.484e+02     7.880e+05     2.120e+05     3.630e+02     1.428e+00     6.079e+00     2.072e-01     2.314e-03     1.697e-05     1.384e+00     1.210e-05     7.118e-07     7.963e-05     9.356e-07     1.000e-10     1.237e-03     2.588e-09     9.339e-05     1.914e-11     7.072e-09     8.090e-06     7.650e-05     5.221e-06     1.000e-08     1.393e-05     4.010e-05     0.000e+00     2.117e-10     1.091e-08     2.000e-04     1.652e-06
5.800e+01     3.058e-01     2.513e+02     7.890e+05     2.110e+05     3.630e+02     1.585e+00     6.174e+00     2.175e-01     2.490e-03     1.850e-05     1.200e+00     1.627e-05     8.343e-07     8.856e-05     1.215e-06     1.000e-10     1.487e-03     3.721e-09     9.539e-05     1.914e-11     8.723e-09     8.991e-06     7.650e-05     5.419e-06     1.000e-08     1.812e-05     4.109e-05     0.000e+00     3.098e-10     1.091e-08     2.000e-04     1.652e-06
5.700e+01     3.493e-01     2.544e+02     7.890e+05     2.110e+05     3.630e+02     1.717e+00     6.217e+00     2.281e-01     2.683e-03     2.017e-05     1.031e+00     2.209e-05     9.704e-07     9.844e-05     1.575e-06     1.000e-10     1.935e-03     5.338e-09     9.739e-05     1.914e-11     1.075e-08     9.987e-06     7.650e-05     5.650e-06     1.000e-08     2.246e-05     4.237e-05     0.000e+00     4.522e-10     1.091e-08     2.000e-04     1.652e-06
5.600e+01     3.979e-01     2.571e+02     7.900e+05     2.120e+05     3.630e+02     1.835e+00     6.242e+00     2.391e-01     2.889e-03     2.194e-05     9.033e-01     3.025e-05     1.123e-06     1.092e-04     2.032e-06     1.000e-10     2.497e-03     7.602e-09     9.968e-05     1.914e-11     1.318e-08     1.107e-05     7.650e-05     5.913e-06     1.000e-08     2.730e-05     4.375e-05     0.000e+00     6.550e-10     1.091e-08     2.000e-04     1.653e-06
5.500e+01     4.530e-01     2.598e+02     7.910e+05     2.120e+05     3.630e+02     1.940e+00     6.266e+00     2.505e-01     3.144e-03     2.386e-05     7.579e-01     3.950e-05     1.298e-06     1.210e-04     2.617e-06     1.000e-10     3.225e-03     1.081e-08     1.021e-04     1.914e-11     1.616e-08     1.226e-05     7.650e-05     6.176e-06     1.000e-08     3.315e-05     4.517e-05     0.000e+00     9.471e-10     1.091e-08     2.000e-04     1.653e-06
5.400e+01     5.150e-01     2.619e+02     7.910e+05     2.120e+05     3.630e+02     2.021e+00     6.247e+00     2.666e-01     3.454e-03     2.592e-05     6.746e-01     5.713e-05     2.470e-06     1.340e-04     3.413e-06     7.654e-11     4.030e-03     1.531e-08     1.047e-04     2.002e-11     1.976e-08     1.410e-05     7.650e-05     6.506e-06     1.000e-08     3.912e-05     4.663e-05     0.000e+00     1.364e-09     1.091e-08     2.000e-04     1.654e-06
5.300e+01     5.851e-01     2.639e+02     7.900e+05     2.120e+05     3.630e+02     2.129e+00     6.217e+00     2.847e-01     3.789e-03     2.816e-05     5.851e-01     7.749e-05     5.266e-06     1.483e-04     4.462e-06     9.461e-11     4.883e-03     2.165e-08     1.072e-04     2.328e-11     2.414e-08     1.634e-05     7.650e-05     6.836e-06     1.000e-08     4.584e-05     4.813e-05     0.000e+00     1.961e-09     1.091e-08     2.000e-04     1.655e-06
5.200e+01     6.643e-01     2.654e+02     7.880e+05     2.120e+05     3.630e+02     2.296e+00     6.187e+00     3.040e-01     4.090e-03     3.057e-05     5.060e-01     1.060e-04     1.118e-05     1.641e-04     5.824e-06     1.790e-10     5.817e-03     3.055e-08     1.096e-04     3.009e-11     2.946e-08     1.893e-05     7.650e-05     7.247e-06     1.000e-08     5.367e-05     4.967e-05     0.000e+00     2.814e-09     1.091e-08     2.000e-04     1.656e-06
5.100e+01     7.538e-01     2.667e+02     7.900e+05     2.120e+05     3.630e+02     2.312e+00     6.139e+00     3.280e-01     5.275e-03     3.476e-05     4.466e-01     1.456e-04     1.725e-05     1.829e-04     7.330e-06     2.605e-10     6.767e-03     4.208e-08     1.118e-04     4.223e-11     3.592e-08     2.187e-05     7.650e-05     7.741e-06     1.000e-08     6.213e-05     5.140e-05     0.000e+00     4.030e-09     1.091e-08     2.000e-04     1.657e-06
5.000e+01     8.548e-01     2.675e+02     7.910e+05     2.120e+05     3.630e+02     2.533e+00     6.087e+00     3.547e-01     7.122e-03     3.996e-05     3.797e-01     1.906e-04     2.456e-05     2.042e-04     9.134e-06     7.806e-10     7.817e-03     5.753e-08     1.141e-04     6.235e-11     4.375e-08     2.524e-05     7.650e-05     8.235e-06     1.000e-08     7.169e-05     5.322e-05     0.000e+00     5.763e-09     1.091e-08     2.000e-04     1.658e-06
4.900e+01     9.689e-01     2.680e+02     7.890e+05     2.120e+05     3.630e+02     2.774e+00     6.035e+00     3.835e-01     9.607e-03     4.592e-05     3.325e-01     2.724e-04     3.491e-05     2.278e-04     1.137e-05     2.356e-09     8.785e-03     7.858e-08     1.165e-04     9.237e-11     5.326e-08     2.911e-05     7.650e-05     8.853e-06     1.000e-08     8.267e-05     5.510e-05     0.000e+00     8.230e-09     1.091e-08     1.993e-04     1.659e-06
4.800e+01     1.098e+00     2.680e+02     7.890e+05     2.120e+05     3.630e+02     3.047e+00     5.975e+00     4.159e-01     1.237e-02     5.492e-05     2.806e-01     3.699e-04     5.303e-05     2.492e-04     1.433e-05     8.374e-09     9.619e-03     1.341e-07     1.190e-04     1.356e-10     6.480e-08     3.147e-05     7.650e-05     9.471e-06     1.000e-08     9.283e-05     5.676e-05     0.000e+00     1.175e-08     1.091e-08     1.974e-04     1.661e-06
4.700e+01     1.244e+00     2.678e+02     7.890e+05     2.120e+05     3.630e+02     3.350e+00     5.913e+00     4.514e-01     1.569e-02     6.657e-05     2.505e-01     5.765e-04     8.232e-05     2.707e-04     1.812e-05     2.539e-08     1.043e-02     2.463e-07     1.215e-04     2.004e-10     7.882e-08     3.329e-05     7.650e-05     1.017e-05     1.000e-08     1.033e-04     5.838e-05     0.000e+00     1.675e-08     1.091e-08     1.943e-04     1.663e-06
4.600e+01     1.411e+00     2.671e+02     7.900e+05     2.120e+05     3.630e+02     3.686e+00     5.850e+00     4.903e-01     1.993e-02     8.082e-05     2.166e-01     8.284e-04     1.283e-04     2.944e-04     2.296e-05     8.244e-08     1.107e-02     4.550e-07     1.241e-04     2.876e-10     9.604e-08     3.523e-05     7.650e-05     1.087e-05     1.000e-08     1.150e-04     6.006e-05     0.000e+00     2.397e-08     1.091e-08     1.907e-04     1.665e-06
4.500e+01     1.600e+00     2.663e+02     7.890e+05     2.110e+05     3.630e+02     4.060e+00     5.759e+00     5.328e-01     2.462e-02     9.928e-05     1.887e-01     1.423e-03     1.785e-04     3.250e-04     2.832e-05     4.208e-07     1.162e-02     7.174e-07     1.267e-04     4.048e-10     1.170e-07     3.810e-05     7.650e-05     1.161e-05     1.000e-08     1.274e-04     6.204e-05     0.000e+00     3.427e-08     1.091e-08     1.871e-04     1.668e-06
4.400e+01     1.817e+00     2.651e+02     7.880e+05     2.110e+05     3.630e+02     4.480e+00     5.655e+00     5.797e-01     3.009e-02     1.230e-04     1.667e-01     2.056e-03     2.367e-04     3.618e-04     3.457e-05     1.263e-06     1.200e-02     1.057e-06     1.292e-04     5.630e-10     1.428e-07     4.167e-05     7.650e-05     1.246e-05     1.000e-08     1.408e-04     6.424e-05     0.000e+00     4.921e-08     1.091e-08     1.832e-04     1.671e-06
4.300e+01     2.064e+00     2.636e+02     7.880e+05     2.110e+05     3.630e+02     4.943e+00     5.553e+00     6.308e-01     3.680e-02     1.524e-04     1.416e-01     2.777e-03     3.139e-04     4.029e-04     4.222e-05     2.029e-06     1.220e-02     1.559e-06     1.315e-04     7.904e-10     1.744e-07     4.559e-05     7.650e-05     1.332e-05     1.000e-08     1.557e-04     6.652e-05     0.000e+00     7.070e-08     1.091e-08     1.774e-04     1.675e-06
4.200e+01     2.347e+00     2.618e+02     7.880e+05     2.120e+05     3.630e+02     5.438e+00     5.450e+00     6.823e-01     4.403e-02     1.939e-04     1.129e-01     3.603e-03     4.038e-04     4.040e-04     5.040e-05     5.065e-06     1.235e-02     2.539e-06     1.337e-04     1.115e-09     2.565e-07     5.179e-05     7.650e-05     1.416e-05     1.000e-08     1.688e-04     7.135e-05     0.000e+00     1.019e-07     1.091e-08     1.699e-04     1.679e-06
4.100e+01     2.670e+00     2.599e+02     7.890e+05     2.120e+05     3.630e+02     5.971e+00     5.347e+00     7.356e-01     5.209e-02     2.501e-04     9.459e-02     4.474e-03     5.114e-04     3.842e-04     5.949e-05     1.449e-05     1.235e-02     4.349e-06     1.354e-04     1.656e-09     4.142e-07     5.997e-05     7.650e-05     1.532e-05     1.000e-08     1.813e-04     7.788e-05     0.000e+00     1.470e-07     1.127e-08     1.607e-04     1.685e-06
4.000e+01     3.039e+00     2.577e+02     7.890e+05     2.120e+05     3.630e+02     6.560e+00     5.246e+00     7.934e-01     6.167e-02     3.228e-04     7.362e-02     5.470e-03     6.482e-04     3.653e-04     7.026e-05     2.560e-05     1.222e-02     7.463e-06     1.368e-04     2.555e-09     6.701e-07     6.948e-05     7.650e-05     1.647e-05     1.000e-08     1.948e-04     8.505e-05     0.000e+00     2.125e-07     1.236e-08     1.512e-04     1.691e-06
3.900e+01     3.465e+00     2.554e+02     7.890e+05     2.120e+05     3.630e+02     7.070e+00     5.143e+00     8.486e-01     7.224e-02     4.266e-04     6.151e-02     6.296e-03     7.617e-04     3.449e-04     7.908e-05     4.218e-05     1.199e-02     1.212e-05     1.382e-04     4.031e-09     1.178e-06     8.053e-05     7.650e-05     1.771e-05     1.000e-08     2.058e-04     9.529e-05     0.000e+00     3.085e-07     2.389e-08     1.414e-04     1.698e-06
3.800e+01     3.958e+00     2.529e+02     7.890e+05     2.120e+05     3.630e+02     7.558e+00     5.040e+00     9.047e-01     8.433e-02     5.709e-04     4.786e-02     7.241e-03     8.664e-04     3.245e-04     8.719e-05     6.332e-05     1.159e-02     1.929e-05     1.397e-04     6.432e-09     2.157e-06     9.345e-05     7.650e-05     1.894e-05     1.000e-08     2.159e-04     1.081e-04     1.967e-20     4.504e-07     4.709e-08     1.278e-04     1.707e-06
3.700e+01     4.525e+00     2.504e+02     7.890e+05     2.120e+05     3.630e+02     8.084e+00     4.938e+00     9.650e-01     9.853e-02     7.656e-04     4.234e-02     7.433e-03     9.863e-04     3.052e-04     9.619e-05     1.169e-04     1.100e-02     3.078e-05     1.413e-04     1.033e-08     3.966e-06     1.086e-04     7.650e-05     2.065e-05     1.000e-08     2.266e-04     1.227e-04     7.632e-20     6.591e-07     9.068e-08     1.099e-04     1.717e-06
3.600e+01     5.176e+00     2.476e+02     7.890e+05     2.120e+05     3.630e+02     8.485e+00     4.838e+00     1.020e+00     1.122e-01     9.756e-04     3.667e-02     7.595e-03     1.066e-03     2.820e-04     1.029e-04     1.685e-04     1.035e-02     4.432e-05     1.430e-04     1.609e-08     7.052e-06     1.265e-04     7.650e-05     2.237e-05     1.000e-08     2.325e-04     1.424e-04     2.977e-19     9.660e-07     1.717e-07     8.741e-05     1.728e-06
3.500e+01     5.938e+00     2.448e+02     7.890e+05     2.120e+05     3.630e+02     8.874e+00     4.738e+00     1.078e+00     1.273e-01     1.234e-03     3.004e-02     7.785e-03     1.140e-03     2.590e-04     1.093e-04     2.253e-04     9.567e-03     6.273e-05     1.449e-04     3.105e-08     1.259e-05     1.481e-04     7.650e-05     2.409e-05     1.000e-08     2.373e-04     1.667e-04     1.196e-18     1.428e-06     3.209e-07     6.760e-05     1.742e-06
3.400e+01     6.818e+00     2.417e+02     7.890e+05     2.120e+05     3.630e+02     9.283e+00     4.640e+00     1.139e+00     1.446e-01     1.563e-03     2.631e-02     7.800e-03     1.219e-03     2.378e-04     1.162e-04     3.080e-04     8.739e-03     8.895e-05     1.467e-04     6.938e-08     2.253e-05     1.735e-04     7.650e-05     2.594e-05     1.000e-08     2.421e-04     1.953e-04     4.848e-18     2.115e-06     5.263e-07     5.155e-05     1.757e-06
3.300e+01     7.852e+00     2.387e+02     7.890e+05     2.120e+05     3.630e+02     9.510e+00     4.544e+00     1.189e+00     1.581e-01     1.864e-03     2.451e-02     7.672e-03     1.163e-03     2.465e-04     1.189e-04     4.216e-04     7.752e-03     1.188e-04     1.487e-04     1.335e-07     3.398e-05     1.984e-04     7.650e-05     2.820e-05     1.000e-08     2.310e-04     2.312e-04     2.026e-17     3.160e-06     8.280e-07     3.952e-05     1.776e-06
3.200e+01     9.050e+00     2.355e+02     7.890e+05     2.120e+05     3.630e+02     9.744e+00     4.451e+00     1.242e+00     1.729e-01     2.224e-03     2.263e-02     7.512e-03     1.110e-03     2.555e-04     1.216e-04     5.149e-04     6.841e-03     1.589e-04     1.506e-04     2.406e-07     5.136e-05     2.270e-04     7.650e-05     3.047e-05     1.000e-08     2.203e-04     2.740e-04     8.532e-17     4.732e-06     1.264e-06     2.949e-05     1.798e-06
3.100e+01     1.046e+01     2.325e+02     7.890e+05     2.120e+05     3.630e+02     9.811e+00     4.353e+00     1.292e+00     1.885e-01     2.595e-03     2.176e-02     7.169e-03     1.017e-03     2.529e-04     1.223e-04     5.689e-04     6.012e-03     2.035e-04     1.519e-04     4.202e-07     7.296e-05     2.591e-04     7.650e-05     3.308e-05     2.692e-08     2.051e-04     3.146e-04     3.697e-16     7.144e-06     2.370e-06     2.415e-05     1.826e-06
3.000e+01     1.210e+01     2.297e+02     7.890e+05     2.120e+05     3.630e+02     9.493e+00     4.250e+00     1.331e+00     2.033e-01     2.863e-03     2.084e-02     6.758e-03     8.510e-04     2.252e-04     1.183e-04     6.232e-04     5.023e-03     2.341e-04     1.530e-04     6.762e-07     8.871e-05     2.926e-04     7.650e-05     3.568e-05     4.383e-08     1.812e-04     3.347e-04     1.616e-15     1.081e-05     4.511e-06     2.358e-05     1.859e-06
2.900e+01     1.403e+01     2.272e+02     7.890e+05     2.120e+05     3.630e+02     9.180e+00     4.147e+00     1.372e+00     2.195e-01     3.163e-03     1.976e-02     6.275e-03     7.103e-04     2.001e-04     1.143e-04     6.794e-04     4.100e-03     2.700e-04     1.539e-04     1.040e-06     1.082e-04     3.311e-04     7.650e-05     3.830e-05     6.075e-08     1.597e-04     3.564e-04     7.132e-15     1.598e-05     8.756e-06     2.631e-05     1.898e-06
2.800e+01     1.629e+01     2.252e+02     7.890e+05     2.120e+05     3.630e+02     8.356e+00     4.071e+00     1.408e+00     2.309e-01     3.260e-03     1.922e-02     6.009e-03     5.442e-04     1.717e-04     1.011e-04     6.689e-04     3.246e-03     2.756e-04     1.549e-04     1.573e-06     1.299e-04     3.707e-04     7.650e-05     4.118e-05     1.015e-07     1.371e-04     3.275e-04     3.143e-14     2.294e-05     1.341e-05     2.905e-05     1.953e-06
2.700e+01     1.893e+01     2.232e+02     7.890e+05     2.120e+05     3.630e+02     7.404e+00     4.006e+00     1.442e+00     2.401e-01     3.258e-03     1.920e-02     5.194e-03     4.013e-04     1.451e-04     8.607e-05     6.381e-04     2.438e-03     2.667e-04     1.560e-04     2.234e-06     1.550e-04     4.132e-04     7.650e-05     4.488e-05     3.445e-07     1.163e-04     2.820e-04     1.396e-13     3.300e-05     2.217e-05     3.186e-05     2.013e-06
2.600e+01     2.205e+01     2.213e+02     7.890e+05     2.120e+05     3.630e+02     6.434e+00     3.949e+00     1.476e+00     2.499e-01     3.213e-03     1.920e-02     4.213e-03     2.915e-04     1.222e-04     7.084e-05     5.977e-04     1.818e-03     2.531e-04     1.572e-04     3.118e-06     1.838e-04     4.549e-04     7.650e-05     4.859e-05     5.875e-07     9.815e-05     2.355e-04     5.974e-13     4.674e-05     3.686e-05     3.471e-05     2.089e-06
2.500e+01     2.571e+01     2.193e+02     7.890e+05     2.120e+05     3.630e+02     5.064e+00     3.935e+00     1.505e+00     2.580e-01     2.936e-03     1.988e-02     3.891e-03     1.995e-04     1.026e-04     4.908e-05     5.466e-04     1.232e-03     2.166e-04     1.582e-04     4.327e-06     2.079e-04     4.633e-04     7.650e-05     5.229e-05     2.220e-06     8.136e-05     1.677e-04     2.382e-12     6.454e-05     5.435e-05     3.763e-05     2.199e-06
2.400e+01     3.003e+01     2.171e+02     7.890e+05     2.120e+05     3.630e+02     3.975e+00     3.922e+00     1.535e+00     2.665e-01     2.681e-03     2.068e-02     3.521e-03     1.360e-04     8.600e-05     3.386e-05     4.863e-04     8.075e-04     1.849e-04     1.593e-04     5.973e-06     2.355e-04     4.720e-04     7.650e-05     5.600e-05     3.853e-06     6.730e-05     1.189e-04     9.648e-12     8.943e-05     8.030e-05     4.055e-05     2.332e-06
2.300e+01     3.514e+01     2.148e+02     7.890e+05     2.120e+05     3.630e+02     2.880e+00     3.869e+00     1.557e+00     2.752e-01     2.298e-03     2.164e-02     3.088e-03     8.765e-05     6.433e-05     1.886e-05     4.348e-04     4.938e-04     1.441e-04     1.602e-04     8.211e-06     2.494e-04     4.809e-04     7.650e-05     5.971e-05     5.485e-06     5.397e-05     7.724e-05     4.322e-11     1.225e-04     1.187e-04     4.346e-05     2.489e-06
2.200e+01     4.116e+01     2.123e+02     7.890e+05     2.120e+05     3.630e+02     2.005e+00     3.799e+00     1.574e+00     2.802e-01     1.910e-03     2.309e-02     2.685e-03     5.495e-05     4.547e-05     9.436e-06     3.695e-04     2.702e-04     1.073e-04     1.612e-04     1.137e-05     2.555e-04     4.901e-04     7.650e-05     6.341e-05     8.350e-06     4.261e-05     4.800e-05     2.139e-10     1.654e-04     1.460e-04     4.638e-05     2.653e-06
2.100e+01     4.831e+01     2.098e+02     7.890e+05     2.120e+05     3.630e+02     1.332e+00     3.707e+00     1.594e+00     2.851e-01     1.525e-03     2.561e-02     2.272e-03     3.303e-05     3.199e-05     4.394e-06     2.758e-04     2.727e-04     7.449e-05     1.619e-04     1.574e-05     2.605e-04     4.996e-04     7.650e-05     6.753e-05     1.385e-05     3.183e-05     3.010e-05     1.005e-09     2.215e-04     1.805e-04     5.007e-05     2.811e-06
2.000e+01     5.689e+01     2.069e+02     7.890e+05     2.120e+05     3.630e+02     7.715e-01     3.549e+00     1.617e+00     2.902e-01     1.081e-03     2.867e-02     1.788e-03     1.758e-05     2.235e-05     1.659e-06     1.875e-04     2.753e-04     4.196e-05     1.626e-04     2.180e-05     2.615e-04     5.095e-04     7.740e-05     7.165e-05     1.935e-05     2.013e-05     1.958e-05     4.268e-09     2.917e-04     2.232e-04     5.475e-05     2.978e-06
1.900e+01     6.710e+01     2.036e+02     7.890e+05     2.120e+05     3.642e+02     4.446e-01     3.397e+00     1.642e+00     2.951e-01     7.639e-04     3.300e-02     1.469e-03     9.299e-06     1.556e-05     6.205e-07     1.230e-04     2.779e-04     2.350e-05     2.400e-04     3.018e-05     2.625e-04     5.196e-04     7.920e-05     7.700e-05     2.705e-05     1.267e-05     1.269e-05     1.836e-08     3.739e-04     2.619e-04     6.036e-05     3.144e-06
1.800e+01     7.935e+01     2.002e+02     7.890e+05     2.120e+05     3.652e+02     2.080e-01     3.504e+00     1.680e+00     3.001e-01     4.317e-04     3.819e-02     1.092e-03     4.668e-06     1.077e-05     7.789e-07     6.985e-05     2.806e-04     9.385e-06     3.174e-04     4.178e-05     2.636e-04     5.301e-04     8.190e-05     8.194e-05     3.609e-05     4.584e-06     4.085e-06     8.072e-08     4.470e-04     3.093e-04     6.616e-05     3.320e-06
1.700e+01     9.409e+01     1.979e+02     7.890e+05     2.120e+05     3.663e+02     9.420e-02     3.644e+00     1.721e+00     3.026e-01     2.364e-04     4.425e-02     8.467e-04     2.308e-06     7.407e-06     1.111e-06     4.421e-05     1.933e-04     5.863e-06     3.946e-04     5.785e-05     2.646e-04     5.410e-04     8.460e-05     8.738e-05     4.490e-05     1.544e-06     1.290e-05     3.127e-07     5.060e-04     3.601e-04     7.205e-05     3.484e-06
1.600e+01     1.116e+02     1.973e+02     7.890e+05     2.120e+05     3.673e+02     5.929e-02     3.999e+00     1.743e+00     3.046e-01     1.412e-04     5.154e-02     5.548e-04     1.344e-06     5.093e-06     1.022e-06     2.633e-05     1.390e-04     6.325e-06     4.717e-04     7.241e-05     2.650e-04     5.450e-04     8.730e-05     9.332e-05     5.383e-05     8.057e-07     2.868e-05     8.472e-07     5.434e-04     4.067e-04     7.799e-05     3.622e-06
1.500e+01     1.323e+02     2.006e+02     7.890e+05     2.120e+05     3.680e+02     4.924e-02     6.323e+00     1.755e+00     3.067e-01     1.067e-04     6.014e-02     2.096e-04     1.066e-06     3.506e-06     7.375e-07     7.275e-06     1.001e-04     9.148e-06     5.488e-04     8.488e-05     2.650e-04     5.450e-04     8.910e-05     1.002e-04     6.307e-05     5.375e-07     4.971e-05     1.638e-06     5.661e-04     4.567e-04     8.404e-05     3.755e-06
