#
# Recomposed optical properties out of ARTDEC
#
# Used model for truncation was:
 dm
# number of wavelengths
           1
#      lambda         nBl   nangle   Trunc. Coeff.     sumF11    Cext        SSA              g  
     0.412000000E+00     48   1900     0.347192687E+00     0.200008798E+01     0.100000000E+01     0.900000000E+00     0.860000000E+00
# Phase matrix
# lambda =      0.4120
#         u                 F11                F22              F33               F44               F21               F34
    -0.768167030E+00     0.430318042E+00     0.436361612E+00     0.116304012E+00     0.109831275E+00    -0.331776356E+00    -0.200888365E+00
    -0.767106780E+00     0.424836316E+00     0.430996238E+00     0.114748718E+00     0.108231289E+00    -0.324208890E+00    -0.202659385E+00
    -0.766044440E+00     0.419143448E+00     0.425380898E+00     0.113133412E+00     0.106612260E+00    -0.316474120E+00    -0.204136797E+00
    -0.764980010E+00     0.413245201E+00     0.419521133E+00     0.111454981E+00     0.104970836E+00    -0.308591709E+00    -0.205319883E+00
    -0.763913470E+00     0.407147676E+00     0.413423058E+00     0.109710501E+00     0.103303600E+00    -0.300581266E+00    -0.206208792E+00
    -0.762844850E+00     0.400857718E+00     0.407093775E+00     0.107897384E+00     0.101607226E+00    -0.292462807E+00    -0.206804480E+00
    -0.761774140E+00     0.394382410E+00     0.400540859E+00     0.106013267E+00     0.998783703E-01    -0.284256009E+00    -0.207108786E+00
    -0.760701350E+00     0.387729415E+00     0.393772697E+00     0.104056141E+00     0.981138121E-01    -0.275980596E+00    -0.207124376E+00
    -0.759626470E+00     0.380906737E+00     0.386798243E+00     0.102024309E+00     0.963104218E-01    -0.267655970E+00    -0.206854743E+00
    -0.758549520E+00     0.373923028E+00     0.379627319E+00     0.999165094E-01     0.944652837E-01    -0.259301526E+00    -0.206304198E+00
    -0.757470490E+00     0.366787202E+00     0.372270219E+00     0.977318234E-01     0.925756303E-01    -0.250936129E+00    -0.205477836E+00
    -0.756389380E+00     0.359508680E+00     0.364737941E+00     0.954697734E-01     0.906389445E-01    -0.242578362E+00    -0.204381522E+00
    -0.755306210E+00     0.352097456E+00     0.357042254E+00     0.931303673E-01     0.886530122E-01    -0.234246542E+00    -0.203021896E+00
    -0.754220970E+00     0.344563740E+00     0.349195313E+00     0.907140078E-01     0.866158628E-01    -0.225958278E+00    -0.201406289E+00
    -0.753133660E+00     0.336918217E+00     0.341209913E+00     0.882215889E-01     0.845258692E-01    -0.217730726E+00    -0.199542730E+00
    -0.752044290E+00     0.329172028E+00     0.333099460E+00     0.856545088E-01     0.823817759E-01    -0.209580537E+00    -0.197439931E+00
    -0.750952870E+00     0.321336684E+00     0.324877866E+00     0.830146547E-01     0.801827049E-01    -0.201523728E+00    -0.195107234E+00
    -0.749859390E+00     0.313423895E+00     0.316559357E+00     0.803043557E-01     0.779281345E-01    -0.193575490E+00    -0.192554531E+00
    -0.748763850E+00     0.305445759E+00     0.308158652E+00     0.775264537E-01     0.756179766E-01    -0.185750376E+00    -0.189792283E+00
    -0.747666270E+00     0.297414812E+00     0.299691003E+00     0.746843285E-01     0.732526158E-01    -0.178062321E+00    -0.186831516E+00
    -0.746566650E+00     0.289343700E+00     0.291171836E+00     0.717817889E-01     0.708328363E-01    -0.170524321E+00    -0.183683680E+00
    -0.745464970E+00     0.281245149E+00     0.282616702E+00     0.688230571E-01     0.683598256E-01    -0.163148420E+00    -0.180360587E+00
    -0.744361260E+00     0.273132443E+00     0.274041765E+00     0.658129430E-01     0.658353371E-01    -0.155946148E+00    -0.176874575E+00
    -0.743255510E+00     0.265018725E+00     0.265463047E+00     0.627565863E-01     0.632614905E-01    -0.148927891E+00    -0.173238201E+00
    -0.742147730E+00     0.256917400E+00     0.256896841E+00     0.596595972E-01     0.606409050E-01    -0.142103271E+00    -0.169464366E+00
    -0.741037920E+00     0.248841872E+00     0.248359418E+00     0.565279510E-01     0.579766252E-01    -0.135480935E+00    -0.165566179E+00
    -0.739926070E+00     0.240805505E+00     0.239866967E+00     0.533679601E-01     0.552721102E-01    -0.129068556E+00    -0.161556896E+00
    -0.738812210E+00     0.232821939E+00     0.231435917E+00     0.501863872E-01     0.525313444E-01    -0.122873104E+00    -0.157450059E+00
    -0.737696320E+00     0.224904394E+00     0.223082189E+00     0.469901572E-01     0.497586025E-01    -0.116900330E+00    -0.153259114E+00
    -0.736578410E+00     0.217066206E+00     0.214821744E+00     0.437865506E-01     0.469586257E-01    -0.111155225E+00    -0.148997654E+00
    -0.735458480E+00     0.209320487E+00     0.206670213E+00     0.405830528E-01     0.441365027E-01    -0.105641792E+00    -0.144679222E+00
    -0.734336550E+00     0.201680287E+00     0.198643059E+00     0.373874009E-01     0.412977200E-01    -0.100363210E+00    -0.140317377E+00
    -0.733212600E+00     0.194158139E+00     0.190755082E+00     0.342073722E-01     0.384479827E-01    -0.953215565E-01    -0.135925408E+00
    -0.732086650E+00     0.186766553E+00     0.183020928E+00     0.310509699E-01     0.355933871E-01    -0.905181994E-01    -0.131516604E+00
    -0.730958690E+00     0.179517501E+00     0.175454540E+00     0.279261817E-01     0.327402107E-01    -0.859534982E-01    -0.127103924E+00
    -0.729828730E+00     0.172422696E+00     0.168069444E+00     0.248410766E-01     0.298950045E-01    -0.816270432E-01    -0.122700154E+00
    -0.728696780E+00     0.165493416E+00     0.160878548E+00     0.218037021E-01     0.270645054E-01    -0.775375896E-01    -0.118317781E+00
    -0.727562830E+00     0.158740338E+00     0.153893971E+00     0.188219872E-01     0.242555481E-01    -0.736830196E-01    -0.113968868E+00
    -0.726426890E+00     0.152173738E+00     0.147127245E+00     0.159038040E-01     0.214751253E-01    -0.700605186E-01    -0.109665176E+00
    -0.725288960E+00     0.145803269E+00     0.140589069E+00     0.130568424E-01     0.187302721E-01    -0.666665015E-01    -0.105417999E+00
    -0.724149040E+00     0.139637979E+00     0.134289340E+00     0.102885927E-01     0.160280489E-01    -0.634966865E-01    -0.101238174E+00
    -0.723007150E+00     0.133686380E+00     0.128237203E+00     0.760634767E-02     0.133755455E-01    -0.605461831E-01    -0.971361082E-01
    -0.721863270E+00     0.127956091E+00     0.122440701E+00     0.501701835E-02     0.107796975E-01    -0.578093762E-01    -0.931215376E-01
    -0.720717420E+00     0.122454228E+00     0.116907158E+00     0.252727974E-02     0.824742972E-02    -0.552801755E-01    -0.892037786E-01
    -0.719569600E+00     0.117187054E+00     0.111642833E+00     0.143390887E-03     0.578547396E-02    -0.529519070E-01    -0.853914866E-01
    -0.718419810E+00     0.112160067E+00     0.106653004E+00    -0.212879537E-02     0.340037392E-02    -0.508174117E-01    -0.816927040E-01
    -0.717268050E+00     0.107377969E+00     0.101941947E+00    -0.428386829E-02     0.109844383E-02    -0.488690930E-01    -0.781148378E-01
    -0.716114330E+00     0.102844682E+00     0.975129489E-01    -0.631687574E-02    -0.111425319E-02    -0.470989783E-01    -0.746646694E-01
    -0.714958650E+00     0.985632516E-01     0.933682214E-01    -0.822339278E-02    -0.323198429E-02    -0.454987342E-01    -0.713482761E-01
    -0.713801010E+00     0.945358760E-01     0.895089314E-01    -0.999952959E-02    -0.524936316E-02    -0.440597344E-01    -0.681710511E-01
    -0.712641420E+00     0.907639247E-01     0.859352302E-01    -0.116419431E-01    -0.716136964E-02    -0.427731190E-01    -0.651377179E-01
    -0.711479880E+00     0.872478644E-01     0.826461881E-01    -0.131478901E-01    -0.896341811E-02    -0.416298194E-01    -0.622522691E-01
    -0.710316390E+00     0.839872939E-01     0.796398384E-01    -0.145152285E-01    -0.106513699E-01    -0.406206208E-01    -0.595179914E-01
    -0.709150960E+00     0.809809702E-01     0.769132116E-01    -0.157424231E-01    -0.122215487E-01    -0.397362180E-01    -0.569374864E-01
    -0.707983580E+00     0.782267352E-01     0.744622806E-01    -0.168285897E-01    -0.136708077E-01    -0.389672394E-01    -0.545126058E-01
    -0.706814270E+00     0.757216492E-01     0.722820941E-01    -0.177734533E-01    -0.149964875E-01    -0.383043293E-01    -0.522445642E-01
    -0.705643030E+00     0.734618807E-01     0.703666919E-01    -0.185774024E-01    -0.161965009E-01    -0.377381582E-01    -0.501338400E-01
    -0.704469850E+00     0.714427619E-01     0.687091731E-01    -0.192414721E-01    -0.172693299E-01    -0.372594795E-01    -0.481802168E-01
    -0.703294740E+00     0.696588629E-01     0.673017749E-01    -0.197673237E-01    -0.182140105E-01    -0.368591843E-01    -0.463828485E-01
    -0.702117710E+00     0.681039728E-01     0.661358739E-01    -0.201572548E-01    -0.190301670E-01    -0.365283306E-01    -0.447402361E-01
    -0.700938760E+00     0.667711192E-01     0.652020252E-01    -0.204141902E-01    -0.197180223E-01    -0.362581807E-01    -0.432502364E-01
    -0.699757890E+00     0.656526194E-01     0.644900255E-01    -0.205416606E-01    -0.202783915E-01    -0.360402429E-01    -0.419101010E-01
    -0.698575110E+00     0.647401242E-01     0.639889692E-01    -0.205437860E-01    -0.207126773E-01    -0.358663070E-01    -0.407165119E-01
    -0.697390410E+00     0.640246340E-01     0.636872909E-01    -0.204252536E-01    -0.210228765E-01    -0.357284720E-01    -0.396655772E-01
    -0.696203810E+00     0.634965768E-01     0.635728416E-01    -0.201912959E-01    -0.212115561E-01    -0.356191834E-01    -0.387529087E-01
    -0.695015300E+00     0.631458183E-01     0.636329362E-01    -0.198476556E-01    -0.212818565E-01    -0.355312526E-01    -0.379736001E-01
    -0.693824880E+00     0.629617371E-01     0.638544295E-01    -0.194005574E-01    -0.212374648E-01    -0.354578873E-01    -0.373222976E-01
    -0.692632570E+00     0.629332684E-01     0.642237724E-01    -0.188566833E-01    -0.210826020E-01    -0.353927127E-01    -0.367932332E-01
    -0.691438360E+00     0.630489539E-01     0.647270942E-01    -0.182231138E-01    -0.208219964E-01    -0.353297882E-01    -0.363802368E-01
    -0.690242260E+00     0.632970033E-01     0.653502610E-01    -0.175073089E-01    -0.204608620E-01    -0.352636267E-01    -0.360767998E-01
    -0.689044270E+00     0.636653515E-01     0.660789574E-01    -0.167170521E-01    -0.200048654E-01    -0.351892068E-01    -0.358761013E-01
    -0.687844400E+00     0.641417146E-01     0.668987494E-01    -0.158604177E-01    -0.194600994E-01    -0.351019845E-01    -0.357710538E-01
    -0.686642640E+00     0.647136618E-01     0.677951775E-01    -0.149457037E-01    -0.188330363E-01    -0.349978989E-01    -0.357543411E-01
    -0.685439000E+00     0.653686606E-01     0.687538031E-01    -0.139814129E-01    -0.181305080E-01    -0.348733803E-01    -0.358184634E-01
    -0.684233490E+00     0.660941450E-01     0.697602929E-01    -0.129761907E-01    -0.173596605E-01    -0.347253514E-01    -0.359557759E-01
    -0.683026110E+00     0.668775848E-01     0.708005010E-01    -0.119387668E-01    -0.165279044E-01    -0.345512251E-01    -0.361585323E-01
    -0.681816850E+00     0.677065496E-01     0.718605412E-01    -0.108779030E-01    -0.156428696E-01    -0.343489003E-01    -0.364189304E-01
    -0.680605730E+00     0.685687422E-01     0.729268209E-01    -0.980237828E-02    -0.147123907E-01    -0.341167627E-01    -0.367291439E-01
    -0.679392750E+00     0.694520928E-01     0.739861522E-01    -0.872089451E-02    -0.137444253E-01    -0.338536686E-01    -0.370813733E-01
    -0.678177910E+00     0.703448049E-01     0.750257999E-01    -0.764204312E-02    -0.127470208E-01    -0.335589365E-01    -0.374678836E-01
    -0.676961210E+00     0.712354133E-01     0.760335438E-01    -0.657425560E-02    -0.117282671E-01    -0.332323337E-01    -0.378810432E-01
    -0.675742660E+00     0.721128325E-01     0.769977303E-01    -0.552576328E-02    -0.106962578E-01    -0.328740638E-01    -0.383133586E-01
    -0.674522260E+00     0.729664247E-01     0.779073452E-01    -0.450453204E-02    -0.965902487E-02    -0.324847436E-01    -0.387575184E-01
    -0.673300010E+00     0.737860440E-01     0.787520573E-01    -0.351822528E-02    -0.862450007E-02    -0.320653858E-01    -0.392064258E-01
    -0.672075920E+00     0.745620783E-01     0.795222612E-01    -0.257416724E-02    -0.760047591E-02    -0.316173814E-01    -0.396532285E-01
    -0.670849990E+00     0.752855084E-01     0.802091352E-01    -0.167928447E-02    -0.659454261E-02    -0.311424695E-01    -0.400913584E-01
    -0.669622230E+00     0.759479374E-01     0.808046694E-01    -0.840081211E-03    -0.561405950E-02    -0.306427201E-01    -0.405145547E-01
    -0.668392630E+00     0.765416462E-01     0.813017152E-01    -0.625812284E-04    -0.466608739E-02    -0.301204958E-01    -0.409169023E-01
    -0.667161200E+00     0.770596065E-01     0.816939972E-01     0.647679314E-03    -0.375737858E-02    -0.295784414E-01    -0.412928442E-01
    -0.665927950E+00     0.774955245E-01     0.819761502E-01     0.128569876E-02    -0.289431987E-02    -0.290194475E-01    -0.416372121E-01
    -0.664692870E+00     0.778438732E-01     0.821437417E-01     0.184704694E-02    -0.208288180E-02    -0.284466126E-01    -0.419452530E-01
    -0.663455980E+00     0.780998986E-01     0.821932779E-01     0.232786582E-02    -0.132861724E-02    -0.278632362E-01    -0.422126345E-01
    -0.662217270E+00     0.782596551E-01     0.821222209E-01     0.272491800E-02    -0.636589449E-03    -0.272727610E-01    -0.424354754E-01
    -0.660976750E+00     0.783200068E-01     0.819289892E-01     0.303558329E-02    -0.113740204E-04    -0.266787660E-01    -0.426103482E-01
    -0.659734410E+00     0.782786416E-01     0.816129532E-01     0.325788521E-02     0.542989839E-03    -0.260849174E-01    -0.427342958E-01
    -0.658490280E+00     0.781340765E-01     0.811744434E-01     0.339048946E-02     0.102299535E-02    -0.254949667E-01    -0.428048341E-01
    -0.657244340E+00     0.778856523E-01     0.806147127E-01     0.343272409E-02     0.142572672E-02    -0.249126781E-01    -0.428199644E-01
    -0.655996600E+00     0.775335337E-01     0.799359421E-01     0.338456928E-02     0.174884148E-02    -0.243418368E-01    -0.427781694E-01
    -0.654747070E+00     0.770787001E-01     0.791412123E-01     0.324666161E-02     0.199059762E-02    -0.237862058E-01    -0.426784163E-01
    -0.653495740E+00     0.765229206E-01     0.782344597E-01     0.302028350E-02     0.214986440E-02    -0.232494888E-01    -0.425201511E-01
    -0.652242630E+00     0.758687565E-01     0.772204784E-01     0.270736033E-02     0.222611940E-02    -0.227353249E-01    -0.423032978E-01
    -0.650987730E+00     0.751195101E-01     0.761048391E-01     0.231043546E-02     0.221945739E-02    -0.222472368E-01    -0.420282426E-01
    -0.649731050E+00     0.742792224E-01     0.748938857E-01     0.183266308E-02     0.213058303E-02    -0.217886265E-01    -0.416958303E-01
    -0.648472590E+00     0.733526245E-01     0.735946644E-01     0.127777861E-02     0.196080584E-02    -0.213627394E-01    -0.413073453E-01
    -0.647212350E+00     0.723451070E-01     0.722148818E-01     0.650075742E-03     0.171202902E-02    -0.209726466E-01    -0.408644981E-01
    -0.645950350E+00     0.712626989E-01     0.707628748E-01    -0.456107768E-04     0.138674118E-02    -0.206212294E-01    -0.403694145E-01
    -0.644686580E+00     0.701119823E-01     0.692474969E-01    -0.803963499E-03     0.987987243E-03    -0.203111450E-01    -0.398245976E-01
    -0.643421040E+00     0.689000786E-01     0.676781019E-01    -0.161919792E-02     0.519354460E-03    -0.200448226E-01    -0.392329189E-01
    -0.642153740E+00     0.676346010E-01     0.660644835E-01    -0.248509806E-02    -0.150493489E-04    -0.198244456E-01    -0.385975964E-01
    -0.640884680E+00     0.663235842E-01     0.644167851E-01    -0.339507001E-02    -0.610631220E-03    -0.196519340E-01    -0.379221590E-01
    -0.639613880E+00     0.649754599E-01     0.627454715E-01    -0.434216397E-02    -0.126233048E-02    -0.195289368E-01    -0.372104352E-01
    -0.638341310E+00     0.635989267E-01     0.610611683E-01    -0.531917166E-02    -0.196468884E-02    -0.194568154E-01    -0.364664849E-01
    -0.637067010E+00     0.622030195E-01     0.593747501E-01    -0.631858290E-02    -0.271182363E-02    -0.194366455E-01    -0.356946376E-01
    -0.635790960E+00     0.607969105E-01     0.576970986E-01    -0.733273336E-02    -0.349753766E-02    -0.194692029E-01    -0.348993860E-01
    -0.634513170E+00     0.593899457E-01     0.560391510E-01    -0.835378513E-02    -0.431531047E-02    -0.195549640E-01    -0.340854073E-01
    -0.633233640E+00     0.579915402E-01     0.544117769E-01    -0.937380855E-02    -0.515836465E-02    -0.196941030E-01    -0.332575063E-01
    -0.631952380E+00     0.566111384E-01     0.528257334E-01    -0.103848180E-01    -0.601969824E-02    -0.198864909E-01    -0.324205952E-01
    -0.630669390E+00     0.552581302E-01     0.512915713E-01    -0.113788394E-01    -0.689214435E-02    -0.201316992E-01    -0.315796469E-01
    -0.629384670E+00     0.539418013E-01     0.498195803E-01    -0.123479540E-01    -0.776841225E-02    -0.204290038E-01    -0.307396684E-01
    -0.628098230E+00     0.526712825E-01     0.484197338E-01    -0.132843425E-01    -0.864112881E-02    -0.207773877E-01    -0.299056734E-01
    -0.626810080E+00     0.514554791E-01     0.471016127E-01    -0.141803440E-01    -0.950289432E-02    -0.211755502E-01    -0.290826431E-01
    -0.625520200E+00     0.503029864E-01     0.458743156E-01    -0.150285255E-01    -0.103463513E-01    -0.216219266E-01    -0.282754743E-01
    -0.624228620E+00     0.492221070E-01     0.447464789E-01    -0.158216762E-01    -0.111641806E-01    -0.221146734E-01    -0.274889980E-01
    -0.622935320E+00     0.482207077E-01     0.437261274E-01    -0.165529206E-01    -0.119492150E-01    -0.226517145E-01    -0.267278859E-01
    -0.621640330E+00     0.473062513E-01     0.428207087E-01    -0.172157022E-01    -0.126944240E-01    -0.232307175E-01    -0.259966811E-01
    -0.620343630E+00     0.464856710E-01     0.420369678E-01    -0.178038826E-01    -0.133930212E-01    -0.238491507E-01    -0.252997099E-01
    -0.619045230E+00     0.457653844E-01     0.413809632E-01    -0.183117387E-01    -0.140384616E-01    -0.245042644E-01    -0.246411013E-01
    -0.617745140E+00     0.451512274E-01     0.408580030E-01    -0.187340182E-01    -0.146245048E-01    -0.251931216E-01    -0.240247420E-01
    -0.616443350E+00     0.446484082E-01     0.404726051E-01    -0.190659793E-01    -0.151452640E-01    -0.259126275E-01    -0.234542441E-01
    -0.615139890E+00     0.442614965E-01     0.402284863E-01    -0.193034066E-01    -0.155952217E-01    -0.266595158E-01    -0.229329483E-01
    -0.613834730E+00     0.439943588E-01     0.401285135E-01    -0.194426610E-01    -0.159693039E-01    -0.274304256E-01    -0.224638617E-01
    -0.612527900E+00     0.438501677E-01     0.401747067E-01    -0.194806833E-01    -0.162628734E-01    -0.282218530E-01    -0.220496867E-01
    -0.611219390E+00     0.438313545E-01     0.403682113E-01    -0.194150291E-01    -0.164717927E-01    -0.290302308E-01    -0.216927663E-01
    -0.609909210E+00     0.439396033E-01     0.407092930E-01    -0.192438815E-01    -0.165924364E-01    -0.298519141E-01    -0.213950909E-01
    -0.608597360E+00     0.441758352E-01     0.411973357E-01    -0.189660643E-01    -0.166217226E-01    -0.306832204E-01    -0.211582769E-01
    -0.607283840E+00     0.445402019E-01     0.418308437E-01    -0.185810510E-01    -0.165571320E-01    -0.315204449E-01    -0.209835598E-01
    -0.605968660E+00     0.450320779E-01     0.426074426E-01    -0.180889745E-01    -0.163967279E-01    -0.323598760E-01    -0.208717873E-01
    -0.604651820E+00     0.456500675E-01     0.435239011E-01    -0.174906222E-01    -0.161391694E-01    -0.331978294E-01    -0.208234121E-01
    -0.603333330E+00     0.463920037E-01     0.445761379E-01    -0.167874406E-01    -0.157837249E-01    -0.340306562E-01    -0.208384900E-01
    -0.602013190E+00     0.472549682E-01     0.457592582E-01    -0.159815197E-01    -0.153302747E-01    -0.348547763E-01    -0.209166797E-01
    -0.600691400E+00     0.482353042E-01     0.470675766E-01    -0.150755847E-01    -0.147793149E-01    -0.356666919E-01    -0.210572453E-01
    -0.599367960E+00     0.493286357E-01     0.484946496E-01    -0.140729814E-01    -0.141319564E-01    -0.364630066E-01    -0.212590610E-01
    -0.598042890E+00     0.505298740E-01     0.500332893E-01    -0.129776745E-01    -0.133899318E-01    -0.372404322E-01    -0.215206140E-01
    -0.596716170E+00     0.518332993E-01     0.516756740E-01    -0.117941759E-01    -0.125555539E-01    -0.379958416E-01    -0.218400241E-01
    -0.595387830E+00     0.532325111E-01     0.534132881E-01    -0.105275941E-01    -0.116317543E-01    -0.387262326E-01    -0.222150374E-01
    -0.594057850E+00     0.547205628E-01     0.552370957E-01    -0.918351566E-02    -0.106220051E-01    -0.394288003E-01    -0.226430627E-01
    -0.592726250E+00     0.562899098E-01     0.571374783E-01    -0.776805544E-02    -0.953035865E-02    -0.401009014E-01    -0.231211641E-01
    -0.591393030E+00     0.579325174E-01     0.591043711E-01    -0.628776304E-02    -0.836138192E-02    -0.407400996E-01    -0.236460947E-01
    -0.590058190E+00     0.596398873E-01     0.611272964E-01    -0.474960197E-02    -0.712014257E-02    -0.413441658E-01    -0.242143117E-01
    -0.588721730E+00     0.614031081E-01     0.631954259E-01    -0.316090799E-02    -0.581217865E-02    -0.419110883E-01    -0.248219971E-01
    -0.587383660E+00     0.632128937E-01     0.652976289E-01    -0.152935743E-02    -0.444347583E-02    -0.424390775E-01    -0.254650756E-01
    -0.586043990E+00     0.650596511E-01     0.674225537E-01     0.137090390E-03    -0.302042233E-02    -0.429265781E-01    -0.261392429E-01
    -0.584702710E+00     0.669335660E-01     0.695587268E-01     0.183026716E-02    -0.154974749E-02    -0.433722809E-01    -0.268400020E-01
    -0.583359830E+00     0.688246059E-01     0.716945586E-01     0.354179537E-02    -0.385230867E-04    -0.437751129E-01    -0.275626699E-01
    -0.582015350E+00     0.707226216E-01     0.738184594E-01     0.526317656E-02     0.150591192E-02    -0.441342499E-01    -0.283024206E-01
    -0.580669280E+00     0.726173793E-01     0.759188767E-01     0.698581773E-02     0.307597420E-02    -0.444491123E-01    -0.290543031E-01
    -0.579321630E+00     0.744986367E-01     0.779843808E-01     0.870109669E-02     0.466389387E-02    -0.447193673E-01    -0.298132756E-01
    -0.577972380E+00     0.763562451E-01     0.800037772E-01     0.104004525E-01     0.626179842E-02    -0.449449323E-01    -0.305742529E-01
    -0.576621560E+00     0.781801000E-01     0.819660526E-01     0.120753369E-01     0.786166686E-02    -0.451259561E-01    -0.313320914E-01
    -0.575269150E+00     0.799603385E-01     0.838605899E-01     0.137173916E-01     0.945549744E-02    -0.452628317E-01    -0.320816749E-01
    -0.573915180E+00     0.816872639E-01     0.856770860E-01     0.153183769E-01     0.110352394E-01    -0.453561757E-01    -0.328178896E-01
    -0.572559630E+00     0.833515353E-01     0.874057532E-01     0.168703422E-01     0.125929605E-01    -0.454068311E-01    -0.335357089E-01
    -0.571202510E+00     0.849441194E-01     0.890372669E-01     0.183655793E-01     0.141208023E-01    -0.454158516E-01    -0.342301789E-01
    -0.569843830E+00     0.864563849E-01     0.905628639E-01     0.197967064E-01     0.156110650E-01    -0.453844942E-01    -0.348964646E-01
    -0.568483600E+00     0.878801549E-01     0.919743947E-01     0.211567139E-01     0.170562555E-01    -0.453142086E-01    -0.355298779E-01
    -0.567121800E+00     0.892077837E-01     0.932643991E-01     0.224390349E-01     0.184491649E-01    -0.452066213E-01    -0.361259182E-01
    -0.565758450E+00     0.904321316E-01     0.944260793E-01     0.236375170E-01     0.197828394E-01    -0.450635273E-01    -0.366802662E-01
    -0.564393560E+00     0.915466615E-01     0.954533943E-01     0.247465114E-01     0.210506786E-01    -0.448868734E-01    -0.371888334E-01
    -0.563027120E+00     0.925454811E-01     0.963410965E-01     0.257609118E-01     0.222464823E-01    -0.446787408E-01    -0.376477873E-01
    -0.561659140E+00     0.934233453E-01     0.970847318E-01     0.266761529E-01     0.233644529E-01    -0.444413340E-01    -0.380535586E-01
    -0.560289620E+00     0.941757111E-01     0.976806874E-01     0.274882626E-01     0.243992584E-01    -0.441769615E-01    -0.384028725E-01
    -0.558918570E+00     0.947987521E-01     0.981262016E-01     0.281938727E-01     0.253460499E-01    -0.438880219E-01    -0.386927619E-01
    -0.557545990E+00     0.952893914E-01     0.984193875E-01     0.287902512E-01     0.262005065E-01    -0.435769831E-01    -0.389205890E-01
    -0.556171880E+00     0.956453128E-01     0.985592368E-01     0.292753121E-01     0.269588542E-01    -0.432463674E-01    -0.390840576E-01
    -0.554796250E+00     0.958649730E-01     0.985456257E-01     0.296476252E-01     0.276178844E-01    -0.428987358E-01    -0.391812247E-01
    -0.553419110E+00     0.959476146E-01     0.983793174E-01     0.299064305E-01     0.281749816E-01    -0.425366695E-01    -0.392105145E-01
    -0.552040450E+00     0.958932687E-01     0.980619503E-01     0.300516435E-01     0.286281454E-01    -0.421627463E-01    -0.391707255E-01
    -0.550660270E+00     0.957027488E-01     0.975960275E-01     0.300838479E-01     0.289759886E-01    -0.417795316E-01    -0.390610355E-01
    -0.549278590E+00     0.953776531E-01     0.969849105E-01     0.300042963E-01     0.292177483E-01    -0.413895645E-01    -0.388810092E-01
    -0.547895410E+00     0.949203480E-01     0.962327836E-01     0.298149032E-01     0.293533006E-01    -0.409953311E-01    -0.386305977E-01
    -0.546510730E+00     0.943339524E-01     0.953446307E-01     0.295182297E-01     0.293831535E-01    -0.405992530E-01    -0.383101378E-01
    -0.545124550E+00     0.936223177E-01     0.943262032E-01     0.291174671E-01     0.293084437E-01    -0.402036730E-01    -0.379203494E-01
    -0.543736880E+00     0.927900100E-01     0.931839929E-01     0.286164206E-01     0.291309307E-01    -0.398108430E-01    -0.374623346E-01
    -0.542347720E+00     0.918422706E-01     0.919251758E-01     0.280194794E-01     0.288529842E-01    -0.394229045E-01    -0.369375647E-01
    -0.540957080E+00     0.907849947E-01     0.905575839E-01     0.273315963E-01     0.284775716E-01    -0.390418818E-01    -0.363478777E-01
    -0.539564960E+00     0.896246810E-01     0.890896373E-01     0.265582473E-01     0.280082349E-01    -0.386696637E-01    -0.356954596E-01
    -0.538171360E+00     0.883683965E-01     0.875303003E-01     0.257054008E-01     0.274490689E-01    -0.383079961E-01    -0.349828338E-01
    -0.536776280E+00     0.870237323E-01     0.858890252E-01     0.247794801E-01     0.268046952E-01    -0.379584720E-01    -0.342128466E-01
    -0.535379740E+00     0.855987771E-01     0.841757188E-01     0.237873374E-01     0.260802437E-01    -0.376225272E-01    -0.333886617E-01
    -0.533981740E+00     0.841020286E-01     0.824006336E-01     0.227361842E-01     0.252813014E-01    -0.373014230E-01    -0.325137194E-01
    -0.532582270E+00     0.825423458E-01     0.805743131E-01     0.216335496E-01     0.244138778E-01    -0.369962429E-01    -0.315917194E-01
    -0.531181340E+00     0.809289281E-01     0.787075657E-01     0.204872564E-01     0.234843848E-01    -0.367078940E-01    -0.306266185E-01
    -0.529778960E+00     0.792712374E-01     0.768113729E-01     0.193053582E-01     0.224995865E-01    -0.364370983E-01    -0.296225956E-01
    -0.528375130E+00     0.775789266E-01     0.748968078E-01     0.180960793E-01     0.214665474E-01    -0.361843881E-01    -0.285840194E-01
    -0.526969860E+00     0.758618033E-01     0.729749935E-01     0.168677796E-01     0.203926021E-01    -0.359501088E-01    -0.275154372E-01
    -0.525563140E+00     0.741297324E-01     0.710569930E-01     0.156288763E-01     0.192852855E-01    -0.357344135E-01    -0.264215254E-01
    -0.524154980E+00     0.723926237E-01     0.691537967E-01     0.143878256E-01     0.181523152E-01    -0.355372712E-01    -0.253070928E-01
    -0.522745390E+00     0.706603460E-01     0.672762262E-01     0.131530520E-01     0.170015281E-01    -0.353584652E-01    -0.241770377E-01
    -0.521334370E+00     0.689426540E-01     0.654348550E-01     0.119328869E-01     0.158408216E-01    -0.351975959E-01    -0.230363116E-01
    -0.519921920E+00     0.672491397E-01     0.636399572E-01     0.107355244E-01     0.146781115E-01    -0.350540873E-01    -0.218898976E-01
    -0.518508050E+00     0.655891855E-01     0.619014573E-01     0.956897869E-02     0.135212896E-01    -0.349271936E-01    -0.207427908E-01
    -0.517092760E+00     0.639718820E-01     0.602288431E-01     0.844101645E-02     0.123781572E-01    -0.348160047E-01    -0.195999528E-01
    -0.515676050E+00     0.624059843E-01     0.586311222E-01     0.735911687E-02     0.112563841E-01    -0.347194551E-01    -0.184662916E-01
