#
# Recomposed optical properties out of ARTDEC
#
# Used model for truncation was:
 dm
# number of wavelengths
           1
#      lambda         nBl   nangle   Trunc. Coeff.     sumF11    Cext        SSA              g  
     0.412000000E+00      8   1900     0.488154958E+00     0.200000506E+01     0.100000000E+01     0.900000000E+00     0.860000000E+00
# Phase matrix
# lambda =      0.4120
#         u                 F11                F22              F33               F44               F21               F34
    -0.736578410E+00     0.257064075E+00     0.196370926E+00    -0.264169623E-01     0.338124300E-01    -0.148336587E+00    -0.690270086E-01
    -0.735458480E+00     0.255403405E+00     0.196449124E+00    -0.254109350E-01     0.330499517E-01    -0.147980795E+00    -0.689955198E-01
    -0.734336550E+00     0.253743949E+00     0.196525754E+00    -0.244041180E-01     0.322911536E-01    -0.147620771E+00    -0.689619876E-01
    -0.733212600E+00     0.252085830E+00     0.196600802E+00    -0.233965725E-01     0.315361148E-01    -0.147256533E+00    -0.689264121E-01
    -0.732086650E+00     0.250429227E+00     0.196674251E+00    -0.223883960E-01     0.307849405E-01    -0.146888115E+00    -0.688887945E-01
    -0.730958690E+00     0.248774277E+00     0.196746085E+00    -0.213796594E-01     0.300377145E-01    -0.146515538E+00    -0.688491355E-01
    -0.729828730E+00     0.247121144E+00     0.196816286E+00    -0.203704520E-01     0.292945334E-01    -0.146138833E+00    -0.688074365E-01
    -0.728696780E+00     0.245469990E+00     0.196884838E+00    -0.193608630E-01     0.285554925E-01    -0.145758029E+00    -0.687636988E-01
    -0.727562830E+00     0.243820948E+00     0.196951724E+00    -0.183509645E-01     0.278206734E-01    -0.145373151E+00    -0.687179234E-01
    -0.726426890E+00     0.242174179E+00     0.197016925E+00    -0.173408465E-01     0.270901695E-01    -0.144984228E+00    -0.686701121E-01
    -0.725288960E+00     0.240529829E+00     0.197080424E+00    -0.163305902E-01     0.263640668E-01    -0.144591288E+00    -0.686202664E-01
    -0.724149040E+00     0.238888043E+00     0.197142203E+00    -0.153202773E-01     0.256424506E-01    -0.144194358E+00    -0.685683879E-01
    -0.723007150E+00     0.237248993E+00     0.197202243E+00    -0.143100076E-01     0.249254173E-01    -0.143793474E+00    -0.685144792E-01
    -0.721863270E+00     0.235612792E+00     0.197260526E+00    -0.132998454E-01     0.242130377E-01    -0.143388655E+00    -0.684585414E-01
    -0.720717420E+00     0.233979612E+00     0.197317032E+00    -0.122898909E-01     0.235054062E-01    -0.142979938E+00    -0.684005773E-01
    -0.719569600E+00     0.232349592E+00     0.197371742E+00    -0.112802268E-01     0.228026039E-01    -0.142567351E+00    -0.683405891E-01
    -0.718419810E+00     0.230722873E+00     0.197424636E+00    -0.102709358E-01     0.221047107E-01    -0.142150922E+00    -0.682785791E-01
    -0.717268050E+00     0.229099593E+00     0.197475695E+00    -0.926210120E-02     0.214118057E-01    -0.141730681E+00    -0.682145497E-01
    -0.716114330E+00     0.227479902E+00     0.197524899E+00    -0.825381506E-02     0.207239729E-01    -0.141306659E+00    -0.681485039E-01
    -0.714958650E+00     0.225863939E+00     0.197572226E+00    -0.724616094E-02     0.200412890E-01    -0.140878887E+00    -0.680804443E-01
    -0.713801010E+00     0.224251837E+00     0.197617658E+00    -0.623922259E-02     0.193638300E-01    -0.140447393E+00    -0.680103738E-01
    -0.712641420E+00     0.222643744E+00     0.197661171E+00    -0.523309268E-02     0.186916763E-01    -0.140012212E+00    -0.679382957E-01
    -0.711479880E+00     0.221039795E+00     0.197702747E+00    -0.422785531E-02     0.180249016E-01    -0.139573373E+00    -0.678642132E-01
    -0.710316390E+00     0.219440119E+00     0.197742362E+00    -0.322359481E-02     0.173635784E-01    -0.139130906E+00    -0.677881292E-01
    -0.709150960E+00     0.217844863E+00     0.197779995E+00    -0.222040427E-02     0.167077837E-01    -0.138684845E+00    -0.677100478E-01
    -0.707983580E+00     0.216254141E+00     0.197815624E+00    -0.121835974E-02     0.160575823E-01    -0.138235217E+00    -0.676299717E-01
    -0.706814270E+00     0.214668108E+00     0.197849228E+00    -0.217563168E-03     0.154130544E-01    -0.137782061E+00    -0.675479056E-01
    -0.705643030E+00     0.213086892E+00     0.197880783E+00     0.781900561E-03     0.147742680E-01    -0.137325406E+00    -0.674638533E-01
    -0.704469850E+00     0.211510605E+00     0.197910266E+00     0.177995491E-02     0.141412845E-01    -0.136865281E+00    -0.673778179E-01
    -0.703294740E+00     0.209939385E+00     0.197937656E+00     0.277650616E-02     0.135141750E-01    -0.136401720E+00    -0.672898038E-01
    -0.702117710E+00     0.208373368E+00     0.197962928E+00     0.377146056E-02     0.128930094E-01    -0.135934760E+00    -0.671998158E-01
    -0.700938760E+00     0.206812676E+00     0.197986060E+00     0.476473272E-02     0.122778510E-01    -0.135464430E+00    -0.671078581E-01
    -0.699757890E+00     0.205257430E+00     0.198007026E+00     0.575623716E-02     0.116687619E-01    -0.134990764E+00    -0.670139350E-01
    -0.698575110E+00     0.203707761E+00     0.198025805E+00     0.674587993E-02     0.110658083E-01    -0.134513796E+00    -0.669180516E-01
    -0.697390410E+00     0.202163776E+00     0.198042370E+00     0.773358373E-02     0.104690448E-01    -0.134033556E+00    -0.668202116E-01
    -0.696203810E+00     0.200625616E+00     0.198056699E+00     0.871924616E-02     0.987854005E-02    -0.133550083E+00    -0.667204212E-01
    -0.695015300E+00     0.199093383E+00     0.198068766E+00     0.970278977E-02     0.929434639E-02    -0.133063407E+00    -0.666186844E-01
    -0.693824880E+00     0.197567193E+00     0.198078547E+00     0.106841287E-01     0.871652005E-02    -0.132573558E+00    -0.665150060E-01
    -0.692632570E+00     0.196047182E+00     0.198086016E+00     0.116631605E-01     0.814512561E-02    -0.132080579E+00    -0.664093928E-01
    -0.691438360E+00     0.194533449E+00     0.198091148E+00     0.126398076E-01     0.758021188E-02    -0.131584499E+00    -0.663018490E-01
    -0.690242260E+00     0.193026117E+00     0.198093918E+00     0.136139759E-01     0.702183604E-02    -0.131085354E+00    -0.661923807E-01
    -0.689044270E+00     0.191525294E+00     0.198094299E+00     0.145855794E-01     0.647004921E-02    -0.130583177E+00    -0.660809933E-01
    -0.687844400E+00     0.190031098E+00     0.198092267E+00     0.155545241E-01     0.592490585E-02    -0.130078007E+00    -0.659676932E-01
    -0.686642640E+00     0.188543624E+00     0.198087795E+00     0.165207321E-01     0.538645009E-02    -0.129569872E+00    -0.658524850E-01
    -0.685439000E+00     0.187062987E+00     0.198080856E+00     0.174841095E-01     0.485473384E-02    -0.129058811E+00    -0.657353754E-01
    -0.684233490E+00     0.185589302E+00     0.198071425E+00     0.184445624E-01     0.432980758E-02    -0.128544861E+00    -0.656163713E-01
    -0.683026110E+00     0.184122671E+00     0.198059473E+00     0.194020050E-01     0.381171604E-02    -0.128028056E+00    -0.654954786E-01
    -0.681816850E+00     0.182663180E+00     0.198044976E+00     0.203563593E-01     0.330049853E-02    -0.127508427E+00    -0.653727024E-01
    -0.680605730E+00     0.181210951E+00     0.198027905E+00     0.213075238E-01     0.279620580E-02    -0.126986016E+00    -0.652480509E-01
    -0.679392750E+00     0.179766082E+00     0.198008233E+00     0.222554128E-01     0.229887873E-02    -0.126460857E+00    -0.651215304E-01
    -0.678177910E+00     0.178328667E+00     0.197985933E+00     0.231999409E-01     0.180855693E-02    -0.125932984E+00    -0.649931474E-01
    -0.676961210E+00     0.176898800E+00     0.197960977E+00     0.241410223E-01     0.132527881E-02    -0.125402433E+00    -0.648629085E-01
    -0.675742660E+00     0.175476585E+00     0.197933337E+00     0.250785639E-01     0.849085386E-03    -0.124869242E+00    -0.647308213E-01
    -0.674522260E+00     0.174062111E+00     0.197902986E+00     0.260124804E-01     0.380012378E-03    -0.124333447E+00    -0.645968928E-01
    -0.673300010E+00     0.172655468E+00     0.197869895E+00     0.269426866E-01    -0.819057540E-04    -0.123795082E+00    -0.644611297E-01
    -0.672075920E+00     0.171256755E+00     0.197834037E+00     0.278690897E-01    -0.536632118E-03    -0.123254186E+00    -0.643235403E-01
    -0.670849990E+00     0.169866058E+00     0.197795382E+00     0.287916048E-01    -0.984134953E-03    -0.122710795E+00    -0.641841316E-01
    -0.669622230E+00     0.168483471E+00     0.197753903E+00     0.297101395E-01    -0.142438020E-02    -0.122164948E+00    -0.640429122E-01
    -0.668392630E+00     0.167109066E+00     0.197709570E+00     0.306246168E-01    -0.185734231E-02    -0.121616676E+00    -0.638998881E-01
    -0.667161200E+00     0.165742936E+00     0.197662355E+00     0.315349445E-01    -0.228298988E-02    -0.121066020E+00    -0.637550682E-01
    -0.665927950E+00     0.164385171E+00     0.197612229E+00     0.324410310E-01    -0.270129303E-02    -0.120513019E+00    -0.636084611E-01
    -0.664692870E+00     0.163035837E+00     0.197559163E+00     0.333427995E-01    -0.311223001E-02    -0.119957704E+00    -0.634600734E-01
    -0.663455980E+00     0.161695034E+00     0.197503127E+00     0.342401515E-01    -0.351577036E-02    -0.119400121E+00    -0.633099153E-01
    -0.662217270E+00     0.160362824E+00     0.197444093E+00     0.351330104E-01    -0.391189495E-02    -0.118840300E+00    -0.631579937E-01
    -0.660976750E+00     0.159039291E+00     0.197382030E+00     0.360212856E-01    -0.430057943E-02    -0.118278282E+00    -0.630043177E-01
    -0.659734410E+00     0.157724495E+00     0.197316910E+00     0.369049007E-01    -0.468180706E-02    -0.117714098E+00    -0.628488943E-01
    -0.658490280E+00     0.156418540E+00     0.197248703E+00     0.377837515E-01    -0.505555023E-02    -0.117147799E+00    -0.626917356E-01
    -0.657244340E+00     0.155121470E+00     0.197177379E+00     0.386577692E-01    -0.542179793E-02    -0.116579410E+00    -0.625328475E-01
    -0.655996600E+00     0.153833364E+00     0.197102908E+00     0.395268642E-01    -0.578053137E-02    -0.116008974E+00    -0.623722396E-01
    -0.654747070E+00     0.152554296E+00     0.197025261E+00     0.403909472E-01    -0.613173329E-02    -0.115436530E+00    -0.622099220E-01
    -0.653495740E+00     0.151284319E+00     0.196944407E+00     0.412499431E-01    -0.647539340E-02    -0.114862111E+00    -0.620459021E-01
    -0.652242630E+00     0.150023515E+00     0.196860317E+00     0.421037564E-01    -0.681149448E-02    -0.114285763E+00    -0.618801913E-01
    -0.650987730E+00     0.148771933E+00     0.196772960E+00     0.429523124E-01    -0.714002885E-02    -0.113707516E+00    -0.617127973E-01
    -0.649731050E+00     0.147529643E+00     0.196682307E+00     0.437955232E-01    -0.746098481E-02    -0.113127413E+00    -0.615437304E-01
    -0.648472590E+00     0.146296699E+00     0.196588326E+00     0.446333079E-01    -0.777435466E-02    -0.112545489E+00    -0.613729999E-01
    -0.647212350E+00     0.145073157E+00     0.196490988E+00     0.454655860E-01    -0.808013196E-02    -0.111961783E+00    -0.612006149E-01
    -0.645950350E+00     0.143859089E+00     0.196390263E+00     0.462922640E-01    -0.837830687E-02    -0.111376339E+00    -0.610265877E-01
    -0.644686580E+00     0.142654538E+00     0.196286120E+00     0.471132688E-01    -0.866887816E-02    -0.110789190E+00    -0.608509263E-01
    -0.643421040E+00     0.141459552E+00     0.196178529E+00     0.479285207E-01    -0.895184340E-02    -0.110200372E+00    -0.606736403E-01
    -0.642153740E+00     0.140274190E+00     0.196067459E+00     0.487379343E-01    -0.922719927E-02    -0.109609928E+00    -0.604947408E-01
    -0.640884680E+00     0.139098498E+00     0.195952879E+00     0.495414306E-01    -0.949494608E-02    -0.109017893E+00    -0.603142376E-01
    -0.639613880E+00     0.137932539E+00     0.195834762E+00     0.503389187E-01    -0.975508135E-02    -0.108424315E+00    -0.601321434E-01
    -0.638341310E+00     0.136776327E+00     0.195713072E+00     0.511303395E-01    -0.100076141E-01    -0.107829216E+00    -0.599484641E-01
    -0.637067010E+00     0.135629942E+00     0.195587784E+00     0.519155905E-01    -0.102525407E-01    -0.107232652E+00    -0.597632154E-01
    -0.635790960E+00     0.134493405E+00     0.195458865E+00     0.526946068E-01    -0.104898708E-01    -0.106634651E+00    -0.595764046E-01
    -0.634513170E+00     0.133366762E+00     0.195326285E+00     0.534673057E-01    -0.107196092E-01    -0.106035254E+00    -0.593880435E-01
    -0.633233640E+00     0.132250049E+00     0.195190012E+00     0.542336107E-01    -0.109417642E-01    -0.105434499E+00    -0.591981426E-01
    -0.631952380E+00     0.131143311E+00     0.195050018E+00     0.549934400E-01    -0.111563436E-01    -0.104832427E+00    -0.590067137E-01
    -0.630669390E+00     0.130046579E+00     0.194906271E+00     0.557467183E-01    -0.113633583E-01    -0.104229076E+00    -0.588137676E-01
    -0.629384670E+00     0.128959885E+00     0.194758742E+00     0.564933705E-01    -0.115628205E-01    -0.103624482E+00    -0.586193148E-01
    -0.628098230E+00     0.127883267E+00     0.194607399E+00     0.572333164E-01    -0.117547420E-01    -0.103018687E+00    -0.584233678E-01
    -0.626810080E+00     0.126816761E+00     0.194452215E+00     0.579664763E-01    -0.119391362E-01    -0.102411734E+00    -0.582259389E-01
    -0.625520200E+00     0.125760376E+00     0.194293156E+00     0.586927881E-01    -0.121160219E-01    -0.101803650E+00    -0.580270361E-01
    -0.624228620E+00     0.124714162E+00     0.194130194E+00     0.594121618E-01    -0.122854124E-01    -0.101194487E+00    -0.578266751E-01
    -0.622935320E+00     0.123678125E+00     0.193963298E+00     0.601245362E-01    -0.124473289E-01    -0.100584271E+00    -0.576248638E-01
    -0.621640330E+00     0.122652310E+00     0.193792440E+00     0.608298228E-01    -0.126017875E-01    -0.999730550E-01    -0.574216184E-01
    -0.620343630E+00     0.121636720E+00     0.193617588E+00     0.615279611E-01    -0.127488118E-01    -0.993608660E-01    -0.572169470E-01
    -0.619045230E+00     0.120631381E+00     0.193438712E+00     0.622188748E-01    -0.128884231E-01    -0.987477460E-01    -0.570108626E-01
    -0.617745140E+00     0.119636316E+00     0.193255784E+00     0.629024882E-01    -0.130206439E-01    -0.981337369E-01    -0.568033783E-01
    -0.616443350E+00     0.118651534E+00     0.193068772E+00     0.635787369E-01    -0.131455002E-01    -0.975188711E-01    -0.565945043E-01
    -0.615139890E+00     0.117677068E+00     0.192877651E+00     0.642475361E-01    -0.132630152E-01    -0.969031998E-01    -0.563842569E-01
    -0.613834730E+00     0.116712907E+00     0.192682387E+00     0.649088326E-01    -0.133732192E-01    -0.962867460E-01    -0.561726433E-01
    -0.612527900E+00     0.115759083E+00     0.192482953E+00     0.655625432E-01    -0.134761382E-01    -0.956695609E-01    -0.559596801E-01
    -0.611219390E+00     0.114815597E+00     0.192279319E+00     0.662086055E-01    -0.135718028E-01    -0.950516769E-01    -0.557453777E-01
    -0.609909210E+00     0.113882460E+00     0.192071458E+00     0.668469479E-01    -0.136602435E-01    -0.944331355E-01    -0.555297498E-01
    -0.608597360E+00     0.112959679E+00     0.191859338E+00     0.674775040E-01    -0.137414926E-01    -0.938139739E-01    -0.553128085E-01
    -0.607283840E+00     0.112047255E+00     0.191642932E+00     0.681002084E-01    -0.138155834E-01    -0.931942290E-01    -0.550945661E-01
    -0.605968660E+00     0.111145197E+00     0.191422212E+00     0.687149914E-01    -0.138825501E-01    -0.925739423E-01    -0.548750365E-01
    -0.604651820E+00     0.110253504E+00     0.191197149E+00     0.693217888E-01    -0.139424286E-01    -0.919531508E-01    -0.546542322E-01
    -0.603333330E+00     0.109372180E+00     0.190967715E+00     0.699205323E-01    -0.139952556E-01    -0.913318960E-01    -0.544321672E-01
    -0.602013190E+00     0.108501223E+00     0.190733882E+00     0.705111592E-01    -0.140410692E-01    -0.907102147E-01    -0.542088541E-01
    -0.600691400E+00     0.107640625E+00     0.190495623E+00     0.710936071E-01    -0.140799089E-01    -0.900881436E-01    -0.539843056E-01
    -0.599367960E+00     0.106790382E+00     0.190252907E+00     0.716678145E-01    -0.141118152E-01    -0.894657193E-01    -0.537585344E-01
    -0.598042890E+00     0.105950496E+00     0.190005712E+00     0.722337117E-01    -0.141368293E-01    -0.888429880E-01    -0.535315567E-01
    -0.596716170E+00     0.105120946E+00     0.189754005E+00     0.727912473E-01    -0.141549943E-01    -0.882199767E-01    -0.533033818E-01
    -0.595387830E+00     0.104301737E+00     0.189497764E+00     0.733403491E-01    -0.141663538E-01    -0.875967361E-01    -0.530740279E-01
    -0.594057850E+00     0.103492844E+00     0.189236959E+00     0.738809667E-01    -0.141709531E-01    -0.869732933E-01    -0.528435046E-01
    -0.592726250E+00     0.102694265E+00     0.188971565E+00     0.744130340E-01    -0.141688383E-01    -0.863496939E-01    -0.526118283E-01
    -0.591393030E+00     0.101905984E+00     0.188701556E+00     0.749364938E-01    -0.141600566E-01    -0.857259744E-01    -0.523790123E-01
    -0.590058190E+00     0.101127981E+00     0.188426905E+00     0.754512895E-01    -0.141446564E-01    -0.851021708E-01    -0.521450697E-01
    -0.588721730E+00     0.100360237E+00     0.188147585E+00     0.759573655E-01    -0.141226872E-01    -0.844783196E-01    -0.519100139E-01
    -0.587383660E+00     0.996027379E-01     0.187863573E+00     0.764546629E-01    -0.140941994E-01    -0.838544613E-01    -0.516738600E-01
    -0.586043990E+00     0.988554656E-01     0.187574843E+00     0.769431239E-01    -0.140592451E-01    -0.832306366E-01    -0.514366231E-01
    -0.584702710E+00     0.981183907E-01     0.187281370E+00     0.774226987E-01    -0.140178765E-01    -0.826068769E-01    -0.511983150E-01
    -0.583359830E+00     0.973914931E-01     0.186983128E+00     0.778933311E-01    -0.139701475E-01    -0.819832226E-01    -0.509589510E-01
    -0.582015350E+00     0.966747455E-01     0.186680093E+00     0.783549694E-01    -0.139161128E-01    -0.813597096E-01    -0.507185447E-01
    -0.580669280E+00     0.959681246E-01     0.186372241E+00     0.788075589E-01    -0.138558285E-01    -0.807363781E-01    -0.504771117E-01
    -0.579321630E+00     0.952716056E-01     0.186059552E+00     0.792510464E-01    -0.137893517E-01    -0.801132683E-01    -0.502346674E-01
    -0.577972380E+00     0.945851464E-01     0.185741995E+00     0.796853890E-01    -0.137167390E-01    -0.794904065E-01    -0.499912221E-01
    -0.576621560E+00     0.939087293E-01     0.185419554E+00     0.801105284E-01    -0.136380508E-01    -0.788678419E-01    -0.497467951E-01
    -0.575269150E+00     0.932423098E-01     0.185092200E+00     0.805264234E-01    -0.135533454E-01    -0.782456006E-01    -0.495013966E-01
    -0.573915180E+00     0.925858667E-01     0.184759917E+00     0.809330180E-01    -0.134626854E-01    -0.776237316E-01    -0.492550461E-01
    -0.572559630E+00     0.919393528E-01     0.184422677E+00     0.813302721E-01    -0.133661308E-01    -0.770022608E-01    -0.490077540E-01
    -0.571202510E+00     0.913027343E-01     0.184080460E+00     0.817181377E-01    -0.132637448E-01    -0.763812278E-01    -0.487595362E-01
    -0.569843830E+00     0.906759757E-01     0.183733245E+00     0.820965677E-01    -0.131555915E-01    -0.757606719E-01    -0.485104087E-01
    -0.568483600E+00     0.900590399E-01     0.183381014E+00     0.824655162E-01    -0.130417360E-01    -0.751406326E-01    -0.482603876E-01
    -0.567121800E+00     0.894518748E-01     0.183023739E+00     0.828249460E-01    -0.129222417E-01    -0.745211354E-01    -0.480094834E-01
    -0.565758450E+00     0.888544453E-01     0.182661404E+00     0.831748103E-01    -0.127971763E-01    -0.739022238E-01    -0.477577141E-01
    -0.564393560E+00     0.882667099E-01     0.182293990E+00     0.835150659E-01    -0.126666077E-01    -0.732839369E-01    -0.475050960E-01
    -0.563027120E+00     0.876886172E-01     0.181921476E+00     0.838456757E-01    -0.125306027E-01    -0.726663044E-01    -0.472516415E-01
    -0.561659140E+00     0.871201232E-01     0.181543842E+00     0.841665984E-01    -0.123892308E-01    -0.720493649E-01    -0.469973670E-01
    -0.560289620E+00     0.865611782E-01     0.181161070E+00     0.844777962E-01    -0.122425614E-01    -0.714331524E-01    -0.467422871E-01
    -0.558918570E+00     0.860117354E-01     0.180773142E+00     0.847792298E-01    -0.120906658E-01    -0.708177055E-01    -0.464864180E-01
    -0.557545990E+00     0.854717424E-01     0.180380040E+00     0.850708633E-01    -0.119336151E-01    -0.702030579E-01    -0.462297745E-01
    -0.556171880E+00     0.849411457E-01     0.179981745E+00     0.853526616E-01    -0.117714809E-01    -0.695892431E-01    -0.459723712E-01
    -0.554796250E+00     0.844198945E-01     0.179578241E+00     0.856245887E-01    -0.116043371E-01    -0.689762992E-01    -0.457142245E-01
    -0.553419110E+00     0.839079363E-01     0.179169514E+00     0.858866094E-01    -0.114322581E-01    -0.683642639E-01    -0.454553511E-01
    -0.552040450E+00     0.834052102E-01     0.178755544E+00     0.861386937E-01    -0.112553169E-01    -0.677531661E-01    -0.451957639E-01
    -0.550660270E+00     0.829116578E-01     0.178336313E+00     0.863808103E-01    -0.110735881E-01    -0.671430387E-01    -0.449354777E-01
    -0.549278590E+00     0.824272266E-01     0.177911811E+00     0.866129254E-01    -0.108871499E-01    -0.665339237E-01    -0.446745111E-01
    -0.547895410E+00     0.819518556E-01     0.177482022E+00     0.868350099E-01    -0.106960784E-01    -0.659258537E-01    -0.444128790E-01
    -0.546510730E+00     0.814854827E-01     0.177046931E+00     0.870470358E-01    -0.105004506E-01    -0.653188613E-01    -0.441505962E-01
    -0.545124550E+00     0.810280446E-01     0.176606522E+00     0.872489758E-01    -0.103003440E-01    -0.647129791E-01    -0.438876777E-01
    -0.543736880E+00     0.805794805E-01     0.176160785E+00     0.874408023E-01    -0.100958383E-01    -0.641082437E-01    -0.436241404E-01
    -0.542347720E+00     0.801397247E-01     0.175709704E+00     0.876224901E-01    -0.988701216E-02    -0.635046873E-01    -0.433599993E-01
    -0.540957080E+00     0.797087138E-01     0.175253270E+00     0.877940138E-01    -0.967394668E-02    -0.629023462E-01    -0.430952714E-01
    -0.539564960E+00     0.792863801E-01     0.174791470E+00     0.879553505E-01    -0.945672191E-02    -0.623012522E-01    -0.428299716E-01
    -0.538171360E+00     0.788726547E-01     0.174324291E+00     0.881064780E-01    -0.923541848E-02    -0.617014370E-01    -0.425641151E-01
    -0.536776280E+00     0.784674680E-01     0.173851720E+00     0.882473752E-01    -0.901011759E-02    -0.611029322E-01    -0.422977170E-01
    -0.535379740E+00     0.780707547E-01     0.173373753E+00     0.883780202E-01    -0.878090426E-02    -0.605057775E-01    -0.420307962E-01
    -0.533981740E+00     0.776824429E-01     0.172890379E+00     0.884983942E-01    -0.854786089E-02    -0.599100042E-01    -0.417633680E-01
    -0.532582270E+00     0.773024568E-01     0.172401584E+00     0.886084801E-01    -0.831106865E-02    -0.593156390E-01    -0.414954456E-01
    -0.531181340E+00     0.769307253E-01     0.171907362E+00     0.887082603E-01    -0.807061257E-02    -0.587227170E-01    -0.412270462E-01
    -0.529778960E+00     0.765671761E-01     0.171407705E+00     0.887977184E-01    -0.782657825E-02    -0.581312730E-01    -0.409581868E-01
    -0.528375130E+00     0.762117332E-01     0.170902606E+00     0.888768398E-01    -0.757905006E-02    -0.575413374E-01    -0.406888828E-01
    -0.526969860E+00     0.758643223E-01     0.170392060E+00     0.889456104E-01    -0.732811460E-02    -0.569529447E-01    -0.404191513E-01
    -0.525563140E+00     0.755248631E-01     0.169876055E+00     0.890040182E-01    -0.707385535E-02    -0.563661208E-01    -0.401490057E-01
    -0.524154980E+00     0.751932793E-01     0.169354588E+00     0.890520512E-01    -0.681635978E-02    -0.557808999E-01    -0.398784632E-01
    -0.522745390E+00     0.748694938E-01     0.168827656E+00     0.890896990E-01    -0.655571585E-02    -0.551973156E-01    -0.396075411E-01
    -0.521334370E+00     0.745534260E-01     0.168295252E+00     0.891169523E-01    -0.629201010E-02    -0.546153976E-01    -0.393362547E-01
    -0.519921920E+00     0.742449946E-01     0.167757371E+00     0.891338030E-01    -0.602532941E-02    -0.540351752E-01    -0.390646193E-01
    -0.518508050E+00     0.739441195E-01     0.167214012E+00     0.891402441E-01    -0.575576293E-02    -0.534566816E-01    -0.387926522E-01
    -0.517092760E+00     0.736507177E-01     0.166665171E+00     0.891362696E-01    -0.548339830E-02    -0.528799457E-01    -0.385203688E-01
    -0.515676050E+00     0.733647055E-01     0.166110844E+00     0.891218747E-01    -0.520832344E-02    -0.523049963E-01    -0.382477844E-01
    -0.514257940E+00     0.730860022E-01     0.165551036E+00     0.890970561E-01    -0.493063051E-02    -0.517318700E-01    -0.379749183E-01
    -0.512838410E+00     0.728145186E-01     0.164985736E+00     0.890618109E-01    -0.465040418E-02    -0.511605871E-01    -0.377017820E-01
    -0.511417480E+00     0.725501723E-01     0.164414950E+00     0.890161381E-01    -0.436773720E-02    -0.505911837E-01    -0.374283948E-01
    -0.509995160E+00     0.722928782E-01     0.163838682E+00     0.889600379E-01    -0.408272072E-02    -0.500236917E-01    -0.371547739E-01
    -0.508571430E+00     0.720425452E-01     0.163256922E+00     0.888935103E-01    -0.379544007E-02    -0.494581309E-01    -0.368809309E-01
    -0.507146320E+00     0.717990903E-01     0.162669683E+00     0.888165588E-01    -0.350599091E-02    -0.488945406E-01    -0.366068870E-01
    -0.505719810E+00     0.715624210E-01     0.162076957E+00     0.887291853E-01    -0.321445898E-02    -0.483329404E-01    -0.363326536E-01
    -0.504291930E+00     0.713324527E-01     0.161478758E+00     0.886313961E-01    -0.292094042E-02    -0.477733690E-01    -0.360582521E-01
    -0.502862660E+00     0.711090920E-01     0.160875080E+00     0.885231953E-01    -0.262552132E-02    -0.472158454E-01    -0.357836938E-01
    -0.501432020E+00     0.708922509E-01     0.160265933E+00     0.884045909E-01    -0.232829616E-02    -0.466604041E-01    -0.355089981E-01
    -0.500000000E+00     0.706818366E-01     0.159651317E+00     0.882755899E-01    -0.202935336E-02    -0.461070676E-01    -0.352341783E-01
    -0.498566620E+00     0.704777599E-01     0.159031245E+00     0.881362029E-01    -0.172878772E-02    -0.455558699E-01    -0.349592538E-01
    -0.497131870E+00     0.702799266E-01     0.158405716E+00     0.879864391E-01    -0.142668789E-02    -0.450068330E-01    -0.346842379E-01
    -0.495695760E+00     0.700882451E-01     0.157774740E+00     0.878263107E-01    -0.112314681E-02    -0.444599866E-01    -0.344091479E-01
    -0.494258290E+00     0.699026215E-01     0.157138324E+00     0.876558301E-01    -0.818255383E-03    -0.439153561E-01    -0.341339991E-01
    -0.492819470E+00     0.697229630E-01     0.156496478E+00     0.874750120E-01    -0.512106706E-03    -0.433729708E-01    -0.338588088E-01
    -0.491379300E+00     0.695491748E-01     0.155849209E+00     0.872838711E-01    -0.204791797E-03    -0.428328555E-01    -0.335835924E-01
    -0.489937790E+00     0.693811630E-01     0.155196531E+00     0.870824246E-01     0.103596163E-03    -0.422950389E-01    -0.333083669E-01
    -0.488494940E+00     0.692188318E-01     0.154538453E+00     0.868706897E-01     0.412966120E-03    -0.417595456E-01    -0.330331478E-01
    -0.487050750E+00     0.690620852E-01     0.153874983E+00     0.866486847E-01     0.723227032E-03    -0.412264000E-01    -0.327579503E-01
    -0.485605220E+00     0.689108269E-01     0.153206132E+00     0.864164287E-01     0.103428789E-02    -0.406956261E-01    -0.324827895E-01
    -0.484158370E+00     0.687649619E-01     0.152531920E+00     0.861739457E-01     0.134605341E-02    -0.401672553E-01    -0.322076847E-01
    -0.482710190E+00     0.686243921E-01     0.151852353E+00     0.859212556E-01     0.165843484E-02    -0.396413075E-01    -0.319326490E-01
    -0.481260700E+00     0.684890218E-01     0.151167455E+00     0.856583851E-01     0.197133703E-02    -0.391178133E-01    -0.316577014E-01
    -0.479809880E+00     0.683587513E-01     0.150477228E+00     0.853853546E-01     0.228467355E-02    -0.385967888E-01    -0.313828534E-01
    -0.478357750E+00     0.682334840E-01     0.149781696E+00     0.851021930E-01     0.259834946E-02    -0.380782640E-01    -0.311081239E-01
    -0.476904310E+00     0.681131216E-01     0.149080874E+00     0.848089269E-01     0.291227426E-02    -0.375622617E-01    -0.308335279E-01
    -0.475449570E+00     0.679975660E-01     0.148374781E+00     0.845055859E-01     0.322635544E-02    -0.370488077E-01    -0.305590825E-01
    -0.473993530E+00     0.678867183E-01     0.147663433E+00     0.841921990E-01     0.354050282E-02    -0.365379243E-01    -0.302848027E-01
