# ARTDECO : output file
# Downward Radiances
#   
# Result given for each geometry
# sza : solar zenith angle(s) (degree)
# vza : view  zenith angle(s) (degree)
# vaa : view azimuthal angle(s) (degree)
# total number of geometries
         270
# nsza, nvza_dw, n
           1          90           3
# number of elements of the Stokes vector
# 4 = full polarization, 3 = 3x3 approximation, 1 = scalar
           3
# number of wavelengths
           1
##################
# Wavelength (microns) 
       0.412000000
# CPU time for RT in sec(s) 
     0.385241485E+01
#        sza               vza              vaa              theta              I_dw              Q_dw              U_dw                dI_dw            dQ_dw             dU_dw              Polar. (%)
      60.000000000     149.000000000      90.000000000     105.364554146       0.024818290       0.012302291      -0.008228742       0.000000000       0.000000000       0.000000000      59.635963724
      60.000000000     149.000000000     180.000000000     178.000000000       0.021136535      -0.016800560      -0.000000000       0.000000000       0.000000000       0.000000000      79.485874831
      60.000000000     150.000000000       0.000000000      61.000000000       0.034649013      -0.002974830       0.000000000       0.000000000       0.000000000       0.000000000       8.585612874
      60.000000000     150.000000000      90.000000000     104.922901380       0.024636425       0.012224113      -0.007922570       0.000000000       0.000000000       0.000000000      59.127697416
      60.000000000     150.000000000     180.000000000     179.000000000       0.020926720      -0.016697123      -0.000000000       0.000000000       0.000000000       0.000000000      79.788535229
      60.000000000     151.000000000       0.000000000      60.000000000       0.034067696      -0.003257036       0.000000000       0.000000000       0.000000000       0.000000000       9.560480872
      60.000000000     151.000000000      90.000000000     104.477512186       0.024463001       0.012149691      -0.007620853       0.000000000       0.000000000       0.000000000      58.627227665
      60.000000000     151.000000000     180.000000000     180.000000000       0.020737000      -0.016587731      -0.000000000       0.000000000       0.000000000       0.000000000      79.990987362
      60.000000000     152.000000000       0.000000000      59.000000000       0.033499133      -0.003540176       0.000000000       0.000000000       0.000000000       0.000000000      10.567962995
      60.000000000     152.000000000      90.000000000     104.028517782       0.024297731       0.012078884      -0.007323360       0.000000000       0.000000000       0.000000000      58.135247739
      60.000000000     152.000000000     180.000000000     179.000000000       0.020566846      -0.016472463      -0.000000000       0.000000000       0.000000000       0.000000000      80.092312089
      60.000000000     153.000000000       0.000000000      58.000000000       0.032943082      -0.003824073       0.000000000       0.000000000       0.000000000       0.000000000      11.608120088
      60.000000000     153.000000000      90.000000000     103.576048509       0.024140344       0.012011565      -0.007029873       0.000000000       0.000000000       0.000000000      57.652451476
      60.000000000     153.000000000     180.000000000     178.000000000       0.020415756      -0.016351398      -0.000000000       0.000000000       0.000000000       0.000000000      80.092051707
      60.000000000     154.000000000       0.000000000      57.000000000       0.032399320      -0.004108550       0.000000000       0.000000000       0.000000000       0.000000000      12.680975892
      60.000000000     154.000000000      90.000000000     103.120233826       0.023990586       0.011947611      -0.006740180       0.000000000       0.000000000       0.000000000      57.179532347
      60.000000000     154.000000000     180.000000000     177.000000000       0.020283253      -0.016224617      -0.000000000       0.000000000       0.000000000       0.000000000      79.990214982
      60.000000000     155.000000000       0.000000000      56.000000000       0.031867646      -0.004393437       0.000000000       0.000000000       0.000000000       0.000000000      13.786512283
      60.000000000     155.000000000      90.000000000     102.661202316       0.023848219       0.011886907      -0.006454079       0.000000000       0.000000000       0.000000000      56.717182406
      60.000000000     155.000000000     180.000000000     176.000000000       0.020168882      -0.016092201      -0.000000000       0.000000000       0.000000000       0.000000000      79.787277067
      60.000000000     156.000000000       0.000000000      55.000000000       0.031347878      -0.004678566       0.000000000       0.000000000       0.000000000       0.000000000      14.924664215
      60.000000000     156.000000000      90.000000000     102.199081690       0.023713019       0.011829347      -0.006171377       0.000000000       0.000000000       0.000000000      56.266091128
      60.000000000     156.000000000     180.000000000     175.000000000       0.020072212      -0.015954232      -0.000000000       0.000000000       0.000000000       0.000000000      79.484174291
      60.000000000     157.000000000       0.000000000      54.000000000       0.030839852      -0.004963771       0.000000000       0.000000000       0.000000000       0.000000000      16.095314334
      60.000000000     157.000000000      90.000000000     101.733998795       0.023584775       0.011774829      -0.005891886       0.000000000       0.000000000       0.000000000      55.826944143
      60.000000000     157.000000000     180.000000000     174.000000000       0.019992832      -0.015810790      -0.000000000       0.000000000       0.000000000       0.000000000      79.082293943
      60.000000000     158.000000000       0.000000000      53.000000000       0.030343421      -0.005248892       0.000000000       0.000000000       0.000000000       0.000000000      17.298287285
      60.000000000     158.000000000      90.000000000     101.266079624       0.023463290       0.011723258      -0.005615428       0.000000000       0.000000000       0.000000000      55.400421835
      60.000000000     158.000000000     180.000000000     173.000000000       0.019930352      -0.015661960      -0.000000000       0.000000000       0.000000000       0.000000000      78.583459244
      60.000000000     159.000000000       0.000000000      52.000000000       0.029858455      -0.005533770       0.000000000       0.000000000       0.000000000       0.000000000      18.533343687
      60.000000000     159.000000000      90.000000000     100.795449334       0.023348379       0.011674545      -0.005341830       0.000000000       0.000000000       0.000000000      54.987197835
      60.000000000     159.000000000     180.000000000     172.000000000       0.019884399      -0.015507825      -0.000000000       0.000000000       0.000000000       0.000000000      77.989909822
      60.000000000     160.000000000       0.000000000      51.000000000       0.029384839      -0.005818249       0.000000000       0.000000000       0.000000000       0.000000000      19.800173806
      60.000000000     160.000000000      90.000000000     100.322232261       0.023239869       0.011628608      -0.005070924       0.000000000       0.000000000       0.000000000      54.587937390
      60.000000000     160.000000000     180.000000000     171.000000000       0.019854619      -0.015348470      -0.000000000       0.000000000       0.000000000       0.000000000      77.304278077
      60.000000000     161.000000000       0.000000000      50.000000000       0.028922475      -0.006102177       0.000000000       0.000000000       0.000000000       0.000000000      21.098390909
      60.000000000     161.000000000      90.000000000      99.846551940       0.023137599       0.011585367      -0.004802551       0.000000000       0.000000000       0.000000000      54.203295614
      60.000000000     161.000000000     180.000000000     170.000000000       0.019840673      -0.015183980      -0.000000000       0.000000000       0.000000000       0.000000000      76.529561879
      60.000000000     162.000000000       0.000000000      49.000000000       0.028471277      -0.006385403       0.000000000       0.000000000       0.000000000       0.000000000      22.427524335
      60.000000000     162.000000000      90.000000000      99.368531127       0.023041416       0.011544751      -0.004536554       0.000000000       0.000000000       0.000000000      53.833915625
      60.000000000     162.000000000     180.000000000     169.000000000       0.019842238      -0.015014442      -0.000000000       0.000000000       0.000000000       0.000000000      75.669094155
      60.000000000     163.000000000       0.000000000      48.000000000       0.028031172      -0.006667778       0.000000000       0.000000000       0.000000000       0.000000000      23.787012287
      60.000000000     163.000000000      90.000000000      98.888291823       0.022951180       0.011506692      -0.004272783       0.000000000       0.000000000       0.000000000      53.480426582
      60.000000000     163.000000000     180.000000000     168.000000000       0.019859008      -0.014839943      -0.000000000       0.000000000       0.000000000       0.000000000      74.726509882
      60.000000000     164.000000000       0.000000000      47.000000000       0.027602103      -0.006949159       0.000000000       0.000000000       0.000000000       0.000000000      25.176194373
      60.000000000     164.000000000      90.000000000      98.405955301       0.022866760       0.011471125      -0.004011090       0.000000000       0.000000000       0.000000000      53.143441615
      60.000000000     164.000000000     180.000000000     167.000000000       0.019890688      -0.014660573      -0.000000000       0.000000000       0.000000000       0.000000000      73.705711115
      60.000000000     165.000000000       0.000000000      46.000000000       0.027184021      -0.007229401       0.000000000       0.000000000       0.000000000       0.000000000      26.594303940
      60.000000000     165.000000000      90.000000000      97.921642135       0.022788034       0.011437993      -0.003751334       0.000000000       0.000000000       0.000000000      52.823555680
      60.000000000     165.000000000     180.000000000     166.000000000       0.019937001      -0.014476422      -0.000000000       0.000000000       0.000000000       0.000000000      72.610830623
      60.000000000     166.000000000       0.000000000      45.000000000       0.026776894      -0.007508364       0.000000000       0.000000000       0.000000000       0.000000000      28.040460219
      60.000000000     166.000000000      90.000000000      97.435472226       0.022714890       0.011407242      -0.003493376       0.000000000       0.000000000       0.000000000      52.521343337
      60.000000000     166.000000000     180.000000000     165.000000000       0.019997678      -0.014287580      -0.000000000       0.000000000       0.000000000       0.000000000      71.446194743
      60.000000000     167.000000000       0.000000000      44.000000000       0.026380697      -0.007785909       0.000000000       0.000000000       0.000000000       0.000000000      29.513660363
      60.000000000     167.000000000      90.000000000      96.947564839       0.022647223       0.011378820      -0.003237082       0.000000000       0.000000000       0.000000000      52.237356478
      60.000000000     167.000000000     180.000000000     164.000000000       0.020072466      -0.014094140      -0.000000000       0.000000000       0.000000000       0.000000000      70.216286021
      60.000000000     168.000000000       0.000000000      43.000000000       0.025995418      -0.008061900       0.000000000       0.000000000       0.000000000       0.000000000      31.012771403
      60.000000000     168.000000000      90.000000000      96.458038631       0.022584937       0.011352682      -0.002982319       0.000000000       0.000000000       0.000000000      51.972122014
      60.000000000     168.000000000     180.000000000     163.000000000       0.020161122      -0.013896196      -0.000000000       0.000000000       0.000000000       0.000000000      68.925706183
      60.000000000     169.000000000       0.000000000      42.000000000       0.025621057      -0.008336201       0.000000000       0.000000000       0.000000000       0.000000000      32.536522218
      60.000000000     169.000000000      90.000000000      95.967011691       0.022527947       0.011328786      -0.002728959       0.000000000       0.000000000       0.000000000      51.726139564
      60.000000000     169.000000000     180.000000000     162.000000000       0.020263416      -0.013693842      -0.000000000       0.000000000       0.000000000       0.000000000      67.579139947
      60.000000000     170.000000000       0.000000000      41.000000000       0.025257621      -0.008608680       0.000000000       0.000000000       0.000000000       0.000000000      34.083495594
      60.000000000     170.000000000      90.000000000      95.474601570       0.022476171       0.011307093      -0.002476877       0.000000000       0.000000000       0.000000000      51.499879145
      60.000000000     170.000000000     180.000000000     161.000000000       0.020379126      -0.013487175      -0.000000000       0.000000000       0.000000000       0.000000000      66.181320109
      60.000000000     171.000000000       0.000000000      40.000000000       0.024905130      -0.008879207       0.000000000       0.000000000       0.000000000       0.000000000      35.652120457
      60.000000000     171.000000000      90.000000000      94.980925322       0.022429538       0.011287569      -0.002225948       0.000000000       0.000000000       0.000000000      51.293778905
      60.000000000     171.000000000     180.000000000     160.000000000       0.020508045      -0.013276292      -0.000000000       0.000000000       0.000000000       0.000000000      64.736994314
      60.000000000     172.000000000       0.000000000      39.000000000       0.024563612      -0.009147652       0.000000000       0.000000000       0.000000000       0.000000000      37.240664398
      60.000000000     172.000000000      90.000000000      94.486099541       0.022387984       0.011270182      -0.001976051       0.000000000       0.000000000       0.000000000      51.108242927
      60.000000000     172.000000000     180.000000000     159.000000000       0.020649972      -0.013061292      -0.000000000       0.000000000       0.000000000       0.000000000      63.250893828
      60.000000000     173.000000000       0.000000000      38.000000000       0.024233105      -0.009413889       0.000000000       0.000000000       0.000000000       0.000000000      38.847226598
      60.000000000     173.000000000      90.000000000      93.990240398       0.022351451       0.011254904      -0.001727066       0.000000000       0.000000000       0.000000000      50.943639123
      60.000000000     173.000000000     180.000000000     158.000000000       0.020804719      -0.012842276      -0.000000000       0.000000000       0.000000000       0.000000000      61.727704580
      60.000000000     174.000000000       0.000000000      37.000000000       0.023913657      -0.009677793       0.000000000       0.000000000       0.000000000       0.000000000      40.469731294
      60.000000000     174.000000000      90.000000000      93.493463685       0.022319889       0.011241712      -0.001478877       0.000000000       0.000000000       0.000000000      50.800297253
      60.000000000     174.000000000     180.000000000     157.000000000       0.020972106      -0.012619344      -0.000000000       0.000000000       0.000000000       0.000000000      60.172040687
      60.000000000     175.000000000       0.000000000      36.000000000       0.023605324      -0.009939239       0.000000000       0.000000000       0.000000000       0.000000000      42.105921928
      60.000000000     175.000000000      90.000000000      92.995884851       0.022293256       0.011230585      -0.001231366       0.000000000       0.000000000       0.000000000      50.678507104
      60.000000000     175.000000000     180.000000000     156.000000000       0.021151963      -0.012392601      -0.000000000       0.000000000       0.000000000       0.000000000      58.588420592
      60.000000000     176.000000000       0.000000000      35.000000000       0.023308171      -0.010198107       0.000000000       0.000000000       0.000000000       0.000000000      43.753356122
      60.000000000     176.000000000      90.000000000      92.497619045       0.022271514       0.011221504      -0.000984419       0.000000000       0.000000000       0.000000000      50.578516838
      60.000000000     176.000000000     180.000000000     155.000000000       0.021344128      -0.012162150      -0.000000000       0.000000000       0.000000000       0.000000000      56.981245897
      60.000000000     177.000000000       0.000000000      34.000000000       0.023022272      -0.010454276       0.000000000       0.000000000       0.000000000       0.000000000      45.409401659
      60.000000000     177.000000000      90.000000000      91.998781159       0.022254634       0.011214456      -0.000737922       0.000000000       0.000000000       0.000000000      50.500531547
      60.000000000     177.000000000     180.000000000     154.000000000       0.021548450      -0.011928098      -0.000000000       0.000000000       0.000000000       0.000000000      55.354782929
      60.000000000     178.000000000       0.000000000      33.000000000       0.022747710      -0.010707628       0.000000000       0.000000000       0.000000000       0.000000000      47.071233658
      60.000000000     178.000000000      90.000000000      91.499485870       0.022242593       0.011209430      -0.000491761       0.000000000       0.000000000       0.000000000      50.444712053
      60.000000000     178.000000000     180.000000000     153.000000000       0.021764786      -0.011690551      -0.000000000       0.000000000       0.000000000       0.000000000      53.713147021
      60.000000000     179.000000000       0.000000000      32.000000000       0.022484576      -0.010958045       0.000000000       0.000000000       0.000000000       0.000000000      48.735833079
      60.000000000     179.000000000      90.000000000      90.999847680       0.022235375       0.011206418      -0.000245825       0.000000000       0.000000000       0.000000000      50.411173928
      60.000000000     179.000000000     180.000000000     152.000000000       0.021993001      -0.011449620      -0.000000000       0.000000000       0.000000000       0.000000000      52.060289428
      60.000000000     180.000000000       0.000000000      31.000000000       0.022232970      -0.011205414       0.000000000       0.000000000       0.000000000       0.000000000      50.399986801
      60.000000000     180.000000000      90.000000000      90.499980961       0.022232970       0.011205414       0.000000000       0.000000000       0.000000000       0.000000000      50.399986801
      60.000000000     180.000000000     180.000000000     151.000000000       0.022232970      -0.011205414      -0.000000000       0.000000000       0.000000000       0.000000000      50.399986801
