# 
# Monochromatic solar spectrum 
# Integrated value (W m-2) : 
1373.097
# Number of sampled values :
54154
# 
# lambda (microns)         Spectr. (W m-2 microns-1) 
1.87122247e-01  5.0688915e+00
1.87125749e-01  5.3942501e+00
1.87129250e-01  5.6434418e+00
1.87132752e-01  5.8799586e+00
1.87136254e-01  5.7958175e+00
1.87139756e-01  5.3497587e+00
1.87143258e-01  4.7230467e+00
1.87146760e-01  3.3611394e+00
1.87150263e-01  4.1831168e+00
1.87153766e-01  4.7478943e+00
1.87157268e-01  4.3156377e+00
1.87160771e-01  3.3805472e+00
1.87164274e-01  2.8507293e+00
1.87167777e-01  2.5240337e+00
1.87171280e-01  3.9228768e+00
1.87174784e-01  4.9835703e+00
1.87178287e-01  4.9994139e+00
1.87181791e-01  4.5749638e+00
1.87185295e-01  4.6152124e+00
1.87188799e-01  4.8260368e+00
1.87192303e-01  4.1360250e+00
1.87195807e-01  2.9366994e+00
1.87199311e-01  3.5152914e+00
1.87202816e-01  4.7116385e+00
1.87206320e-01  4.8874156e+00
1.87209825e-01  4.7963307e+00
1.87213330e-01  5.2083313e+00
1.87216835e-01  5.4105657e+00
1.87220340e-01  4.7890638e+00
1.87223845e-01  4.1051849e+00
1.87227350e-01  3.7848956e+00
1.87230856e-01  3.1916034e+00
1.87234361e-01  4.0119759e+00
1.87237867e-01  3.9378520e+00
1.87241373e-01  2.7335336e+00
1.87244879e-01  2.2663219e+00
1.87248385e-01  3.2838545e+00
1.87251891e-01  4.4935628e+00
1.87255398e-01  4.2652476e+00
1.87258904e-01  4.7233419e+00
1.87262411e-01  4.6893092e+00
1.87265918e-01  4.5026447e+00
1.87269425e-01  4.2106488e+00
1.87272932e-01  3.7838632e+00
1.87276439e-01  4.3892180e+00
1.87279946e-01  4.0356137e+00
1.87283454e-01  4.4118641e+00
1.87286961e-01  4.1375247e+00
1.87290469e-01  3.4796139e+00
1.87293977e-01  3.2231919e+00
1.87297485e-01  3.0534840e+00
1.87300993e-01  3.3395328e+00
1.87304501e-01  3.9462479e+00
1.87308009e-01  4.5192801e+00
1.87311518e-01  4.5592544e+00
1.87315026e-01  3.9900439e+00
1.87318535e-01  3.4217806e+00
1.87322044e-01  2.8784012e+00
1.87325553e-01  3.0333553e+00
1.87329062e-01  2.6742908e+00
1.87332572e-01  2.5467826e+00
1.87336081e-01  3.1771195e+00
1.87339590e-01  4.2078369e+00
1.87343100e-01  4.8110511e+00
1.87346610e-01  5.0342626e+00
1.87350120e-01  5.3255076e+00
1.87353630e-01  4.8092050e+00
1.87357140e-01  3.8129118e+00
1.87360651e-01  3.3961736e+00
1.87364161e-01  2.6837456e+00
1.87367672e-01  3.7536427e+00
1.87371182e-01  4.4520996e+00
1.87374693e-01  3.6728166e+00
1.87378204e-01  2.3935661e+00
1.87381715e-01  2.3980901e+00
1.87385227e-01  4.0393105e+00
1.87388738e-01  5.3585267e+00
1.87392249e-01  5.5824663e+00
1.87395761e-01  5.6188007e+00
1.87399273e-01  5.3005320e+00
1.87402785e-01  4.7835178e+00
1.87406297e-01  5.1584450e+00
1.87409809e-01  5.4877172e+00
1.87413321e-01  4.7222915e+00
1.87416834e-01  4.1401024e+00
1.87420346e-01  3.9922275e+00
1.87423859e-01  3.8932881e+00
1.87427372e-01  3.3747648e+00
1.87430885e-01  3.3388299e+00
1.87434398e-01  3.2627239e+00
1.87437911e-01  3.2774223e+00
1.87441425e-01  4.0855358e+00
1.87444938e-01  5.0895779e+00
1.87448452e-01  5.2346527e+00
1.87451965e-01  4.9920741e+00
1.87455479e-01  3.7392429e+00
1.87458993e-01  4.4566946e+00
1.87462507e-01  5.2665667e+00
1.87466022e-01  5.3676198e+00
1.87469536e-01  4.8997497e+00
1.87473051e-01  4.5616717e+00
1.87476565e-01  3.6726672e+00
1.87480080e-01  3.4552688e+00
1.87483595e-01  2.9489680e+00
1.87487110e-01  2.1341254e+00
1.87490625e-01  1.4812460e+00
1.87494141e-01  1.6509897e+00
1.87497656e-01  2.3115109e+00
1.87501172e-01  2.9120747e+00
1.87504688e-01  3.0617012e+00
1.87508203e-01  3.0938937e+00
1.87511719e-01  3.1855668e+00
1.87515236e-01  3.1912210e+00
1.87518752e-01  2.7516080e+00
1.87522268e-01  2.3685301e+00
1.87525785e-01  2.7480330e+00
1.87529301e-01  3.4876314e+00
1.87532818e-01  4.4375253e+00
1.87536335e-01  5.4195589e+00
1.87539852e-01  5.8592434e+00
1.87543369e-01  5.9006239e+00
1.87546887e-01  6.1263672e+00
1.87550404e-01  5.9195494e+00
1.87553922e-01  5.4845018e+00
1.87557439e-01  4.6688239e+00
1.87560957e-01  2.9511517e+00
1.87564475e-01  3.8938060e+00
1.87567993e-01  4.1079188e+00
1.87571512e-01  3.4821030e+00
1.87575030e-01  2.8186028e+00
1.87578549e-01  2.6762160e+00
1.87582067e-01  3.1225330e+00
1.87585586e-01  3.6271729e+00
1.87589105e-01  4.3343081e+00
1.87592624e-01  3.9193509e+00
1.87596143e-01  3.0420762e+00
1.87599662e-01  2.6011682e+00
1.87603182e-01  3.1611073e+00
1.87606701e-01  4.3690664e+00
1.87610221e-01  5.3760558e+00
1.87613741e-01  5.6656678e+00
1.87617261e-01  4.6051268e+00
1.87620781e-01  3.1157772e+00
1.87624301e-01  2.3662967e+00
1.87627821e-01  2.7982577e+00
1.87631342e-01  3.9666268e+00
1.87634863e-01  4.7412665e+00
1.87638383e-01  4.5167160e+00
1.87641904e-01  3.9897721e+00
1.87645425e-01  3.3003435e+00
1.87648946e-01  2.3354927e+00
1.87652468e-01  2.3661475e+00
1.87655989e-01  3.0566192e+00
1.87659511e-01  3.9269027e+00
1.87663032e-01  5.0441760e+00
1.87666554e-01  5.3885137e+00
1.87670076e-01  4.7560348e+00
1.87673598e-01  5.1315203e+00
1.87677120e-01  4.0299190e+00
1.87680643e-01  4.3440706e+00
1.87684165e-01  4.6264671e+00
1.87687688e-01  4.2617721e+00
1.87691210e-01  3.6992847e+00
1.87694733e-01  3.9867711e+00
1.87698256e-01  3.3887417e+00
1.87701779e-01  3.3899427e+00
1.87705303e-01  3.9611965e+00
1.87708826e-01  3.7778244e+00
1.87712350e-01  3.1146553e+00
1.87715873e-01  2.8956115e+00
1.87719397e-01  2.2189558e+00
1.87722921e-01  2.3922304e+00
1.87726445e-01  2.2770179e+00
1.87729969e-01  2.5752940e+00
1.87733494e-01  3.5276581e+00
1.87737018e-01  4.4760375e+00
1.87740543e-01  4.1030534e+00
1.87744067e-01  4.2521089e+00
1.87747592e-01  4.0099533e+00
1.87751117e-01  3.0878023e+00
1.87754642e-01  3.0173340e+00
1.87758167e-01  3.4622329e+00
1.87761693e-01  3.1729665e+00
1.87765218e-01  5.0276498e+00
1.87768744e-01  4.7491780e+00
1.87772270e-01  4.7963229e+00
1.87775796e-01  5.3937222e+00
1.87779322e-01  5.9712343e+00
1.87782848e-01  5.9341718e+00
1.87786374e-01  5.2252502e+00
1.87789901e-01  4.3695569e+00
1.87793427e-01  4.1538800e+00
1.87796954e-01  4.7603473e+00
1.87800481e-01  4.5419966e+00
1.87804008e-01  3.3088317e+00
1.87807535e-01  2.7330952e+00
1.87811062e-01  1.9240856e+00
1.87814589e-01  1.7489382e+00
1.87818117e-01  3.2088582e+00
1.87821645e-01  4.6883316e+00
1.87825172e-01  5.2902858e+00
1.87828700e-01  5.1399165e+00
1.87832228e-01  5.0660683e+00
1.87835756e-01  4.0200966e+00
1.87839285e-01  3.1593915e+00
1.87842813e-01  2.8709008e+00
1.87846342e-01  3.1183399e+00
1.87849870e-01  3.5449467e+00
1.87853399e-01  3.7698564e+00
1.87856928e-01  3.8369758e+00
1.87860457e-01  3.6332819e+00
1.87863986e-01  4.1296457e+00
1.87867516e-01  4.4057727e+00
1.87871045e-01  4.2056602e+00
1.87874575e-01  4.1566071e+00
1.87878105e-01  5.2059969e+00
1.87881635e-01  4.0296879e+00
1.87885165e-01  3.4720457e+00
1.87888695e-01  2.6492240e+00
1.87892225e-01  2.5221388e+00
1.87895755e-01  3.3983754e+00
1.87899286e-01  3.5312922e+00
1.87902817e-01  4.9871631e+00
1.87906347e-01  4.5445963e+00
1.87909878e-01  4.1274698e+00
1.87913410e-01  4.1892872e+00
1.87916941e-01  4.1689002e+00
1.87920472e-01  3.4584169e+00
1.87924004e-01  3.8836787e+00
1.87927535e-01  3.5203603e+00
1.87931067e-01  3.2848376e+00
1.87934599e-01  4.1320736e+00
1.87938131e-01  4.6517089e+00
1.87941663e-01  3.6754104e+00
1.87945195e-01  2.4023308e+00
1.87948728e-01  3.2547163e+00
1.87952260e-01  4.1543051e+00
1.87955793e-01  4.2738155e+00
1.87959326e-01  3.9428708e+00
1.87962859e-01  3.4776423e+00
1.87966392e-01  2.9386308e+00
1.87969925e-01  2.7738516e+00
1.87973458e-01  3.3468290e+00
1.87976992e-01  4.3224069e+00
1.87980525e-01  4.7209575e+00
1.87984059e-01  4.1603978e+00
1.87987593e-01  3.1349038e+00
1.87991127e-01  3.0565870e+00
1.87994661e-01  2.9644368e+00
1.87998195e-01  4.3084803e+00
1.88001730e-01  4.5351273e+00
1.88005264e-01  4.0153360e+00
1.88008799e-01  3.2837360e+00
1.88012334e-01  2.5103498e+00
1.88015869e-01  2.3334947e+00
1.88019404e-01  2.7097390e+00
1.88022939e-01  3.7772500e+00
1.88026474e-01  4.2779365e+00
1.88030010e-01  3.7784365e+00
1.88033545e-01  2.9685449e+00
1.88037081e-01  3.4279797e+00
1.88040617e-01  4.5539973e+00
1.88044153e-01  3.8056138e+00
1.88047689e-01  3.8025399e+00
1.88051225e-01  3.6293477e+00
1.88054762e-01  3.1284297e+00
1.88058298e-01  3.1872021e+00
1.88061835e-01  2.9586379e+00
1.88065372e-01  2.9206388e+00
1.88068908e-01  4.2453198e+00
1.88072446e-01  4.6716083e+00
1.88075983e-01  4.4961547e+00
1.88079520e-01  4.4156211e+00
1.88083057e-01  3.6792677e+00
1.88086595e-01  3.0676537e+00
1.88090133e-01  4.0993646e+00
1.88093671e-01  3.8584332e+00
1.88097209e-01  3.3555552e+00
1.88100747e-01  3.0381217e+00
1.88104285e-01  2.5748682e+00
1.88107823e-01  3.2425379e+00
1.88111362e-01  4.4498791e+00
1.88114901e-01  3.6932707e+00
1.88118439e-01  3.4023373e+00
1.88121978e-01  3.4847062e+00
1.88125517e-01  3.6569016e+00
1.88129057e-01  5.0313287e+00
1.88132596e-01  4.4738064e+00
1.88136135e-01  2.5714647e+00
1.88139675e-01  2.4335816e+00
1.88143215e-01  2.5710411e+00
1.88146754e-01  2.4052598e+00
1.88150294e-01  2.7324394e+00
1.88153835e-01  3.8928302e+00
1.88157375e-01  4.0919288e+00
1.88160915e-01  4.1989688e+00
1.88164456e-01  4.7808423e+00
1.88167996e-01  4.8841320e+00
1.88171537e-01  4.3124963e+00
1.88175078e-01  4.3551475e+00
1.88178619e-01  3.7984878e+00
1.88182160e-01  3.7690036e+00
1.88185702e-01  3.7028287e+00
1.88189243e-01  2.8376768e+00
1.88192785e-01  1.8291176e+00
1.88196326e-01  1.9806198e+00
1.88199868e-01  3.2619430e+00
1.88203410e-01  3.3718326e+00
1.88206952e-01  3.0458356e+00
1.88210495e-01  2.3722043e+00
1.88214037e-01  2.3952527e+00
1.88217580e-01  3.1029972e+00
1.88221122e-01  3.3264064e+00
1.88224665e-01  3.0502111e+00
1.88228208e-01  4.4895101e+00
1.88231751e-01  5.2547623e+00
1.88235294e-01  5.7068489e+00
1.88238837e-01  5.7800092e+00
1.88242381e-01  5.1596226e+00
1.88245924e-01  3.9848987e+00
1.88249468e-01  5.6436761e+00
1.88253012e-01  4.6890806e+00
1.88256556e-01  4.6662764e+00
1.88260100e-01  4.6475597e+00
1.88263644e-01  4.3054866e+00
1.88267189e-01  4.4123828e+00
1.88270733e-01  4.3148680e+00
1.88274278e-01  3.2872485e+00
1.88277823e-01  2.8950135e+00
1.88281368e-01  3.1371535e+00
1.88284913e-01  3.8231740e+00
1.88288458e-01  4.7644883e+00
1.88292003e-01  5.7626265e+00
1.88295549e-01  5.6074890e+00
1.88299094e-01  4.7315638e+00
1.88302640e-01  5.2449333e+00
1.88306186e-01  5.3536746e+00
1.88309732e-01  4.5739874e+00
1.88313278e-01  3.9955942e+00
1.88316824e-01  5.1199350e+00
1.88320371e-01  6.2096910e+00
1.88323917e-01  6.3656357e+00
1.88327464e-01  5.4215408e+00
1.88331011e-01  5.4033469e+00
1.88334558e-01  6.2743856e+00
1.88338105e-01  5.6781923e+00
1.88341652e-01  4.5988869e+00
1.88345199e-01  4.6489552e+00
1.88348747e-01  5.3117815e+00
1.88352294e-01  4.8734211e+00
1.88355842e-01  4.6747272e+00
1.88359390e-01  5.6336577e+00
1.88362938e-01  4.9425356e+00
1.88366486e-01  4.4469247e+00
1.88370034e-01  2.8927646e+00
1.88373582e-01  2.5975292e+00
1.88377131e-01  2.2368613e+00
1.88380680e-01  1.9531461e+00
1.88384228e-01  2.9324776e+00
1.88387777e-01  4.1357559e+00
1.88391326e-01  3.7105309e+00
1.88394876e-01  2.9946556e+00
1.88398425e-01  3.1649153e+00
1.88401974e-01  3.8236195e+00
1.88405524e-01  4.4344520e+00
1.88409074e-01  4.8696898e+00
1.88412624e-01  4.3575366e+00
1.88416174e-01  4.9740690e+00
1.88419724e-01  5.0344638e+00
1.88423274e-01  5.0726098e+00
1.88426824e-01  5.4935693e+00
1.88430375e-01  6.1555637e+00
1.88433926e-01  6.1821297e+00
1.88437476e-01  4.0968712e+00
1.88441027e-01  4.6480409e+00
1.88444578e-01  5.3214276e+00
1.88448130e-01  5.1031137e+00
1.88451681e-01  4.4566900e+00
1.88455232e-01  4.2618460e+00
1.88458784e-01  3.5754121e+00
1.88462336e-01  3.9112189e+00
1.88465888e-01  4.3027284e+00
1.88469440e-01  3.5494135e+00
1.88472992e-01  3.4131850e+00
1.88476544e-01  4.6778748e+00
1.88480097e-01  5.6680019e+00
1.88483649e-01  4.6919885e+00
1.88487202e-01  4.1188547e+00
1.88490755e-01  4.3213870e+00
1.88494307e-01  4.2291124e+00
1.88497861e-01  4.2770543e+00
1.88501414e-01  4.5411748e+00
1.88504967e-01  3.3347121e+00
1.88508521e-01  4.2023527e+00
1.88512074e-01  4.3559509e+00
1.88515628e-01  3.5809017e+00
1.88519182e-01  2.7903601e+00
1.88522736e-01  3.3627778e+00
1.88526290e-01  5.4639560e+00
1.88529844e-01  5.5267479e+00
1.88533399e-01  3.7078987e+00
1.88536953e-01  4.3594845e+00
1.88540508e-01  5.2757914e+00
1.88544063e-01  5.1893670e+00
1.88547618e-01  4.5541721e+00
1.88551173e-01  4.5802077e+00
1.88554728e-01  4.0846206e+00
1.88558283e-01  4.2470988e+00
1.88561839e-01  5.2113756e+00
1.88565394e-01  5.2108200e+00
1.88568950e-01  4.1594943e+00
1.88572506e-01  3.0951458e+00
1.88576062e-01  3.3470940e+00
1.88579618e-01  5.3152958e+00
1.88583175e-01  3.5106536e+00
1.88586731e-01  2.6061484e+00
1.88590288e-01  2.5004372e+00
1.88593844e-01  3.5183650e+00
1.88597401e-01  5.3800254e+00
1.88600958e-01  5.3214441e+00
1.88604515e-01  3.1980113e+00
1.88608072e-01  2.5453793e+00
1.88611630e-01  3.1074288e+00
1.88615187e-01  4.5874975e+00
1.88618745e-01  5.3572994e+00
1.88622303e-01  4.3797440e+00
1.88625861e-01  5.3956185e+00
1.88629419e-01  4.9112420e+00
1.88632977e-01  4.4432884e+00
1.88636535e-01  4.5231223e+00
1.88640094e-01  4.0846036e+00
1.88643652e-01  3.1369292e+00
1.88647211e-01  3.1457993e+00
1.88650770e-01  3.7715254e+00
1.88654329e-01  3.9348630e+00
1.88657888e-01  4.2398429e+00
1.88661447e-01  4.9497655e+00
1.88665006e-01  5.3476832e+00
1.88668566e-01  4.7516749e+00
1.88672126e-01  3.5800536e+00
1.88675685e-01  3.9259636e+00
1.88679245e-01  3.4161403e+00
1.88682805e-01  3.0908446e+00
1.88686366e-01  3.1995189e+00
1.88689926e-01  4.2058906e+00
1.88693486e-01  5.8875880e+00
1.88697047e-01  6.5551377e+00
1.88700608e-01  5.7920923e+00
1.88704168e-01  4.5690077e+00
1.88707729e-01  5.0261907e+00
1.88711291e-01  4.8524663e+00
1.88714852e-01  4.0783606e+00
1.88718413e-01  4.4123409e+00
1.88721975e-01  4.9735093e+00
1.88725536e-01  4.1442607e+00
1.88729098e-01  4.1866057e+00
1.88732660e-01  4.0803999e+00
1.88736222e-01  4.2519193e+00
1.88739784e-01  4.9612210e+00
1.88743347e-01  5.6149543e+00
1.88746909e-01  5.0511096e+00
1.88750472e-01  5.3530565e+00
1.88754035e-01  5.2147659e+00
1.88757597e-01  4.9285598e+00
1.88761161e-01  4.5418874e+00
1.88764724e-01  3.6100400e+00
1.88768287e-01  1.7751954e+00
1.88771850e-01  1.7561871e+00
1.88775414e-01  1.6242300e+00
1.88778978e-01  2.5688707e+00
1.88782541e-01  2.8477914e+00
1.88786105e-01  2.9284035e+00
1.88789669e-01  3.7868875e+00
1.88793234e-01  5.0836925e+00
1.88796798e-01  5.0778022e+00
1.88800362e-01  4.6670572e+00
1.88803927e-01  4.9924013e+00
1.88807492e-01  5.3228321e+00
1.88811057e-01  5.4926200e+00
1.88814622e-01  5.4585145e+00
1.88818187e-01  4.5546366e+00
1.88821752e-01  5.2379799e+00
1.88825318e-01  4.9128783e+00
1.88828883e-01  3.3167565e+00
1.88832449e-01  2.6831884e+00
1.88836015e-01  3.3463742e+00
1.88839581e-01  3.7886634e+00
1.88843147e-01  2.6752602e+00
1.88846713e-01  3.6672227e+00
1.88850279e-01  4.3145646e+00
1.88853846e-01  4.5977030e+00
1.88857413e-01  4.7453005e+00
1.88860979e-01  4.8576688e+00
1.88864546e-01  4.7053560e+00
1.88868113e-01  3.4657193e+00
1.88871681e-01  2.7072788e+00
1.88875248e-01  3.4399167e+00
1.88878815e-01  3.6612768e+00
1.88882383e-01  3.7327327e+00
1.88885951e-01  3.7733447e+00
1.88889519e-01  3.1378916e+00
1.88893087e-01  3.0062307e+00
1.88896655e-01  3.9123964e+00
1.88900223e-01  3.6526786e+00
1.88903791e-01  3.8438304e+00
1.88907360e-01  4.6454452e+00
1.88910928e-01  5.0633946e+00
1.88914497e-01  4.3130960e+00
1.88918066e-01  4.6569348e+00
1.88921635e-01  5.0625077e+00
1.88925205e-01  5.1892672e+00
1.88928774e-01  5.2462369e+00
1.88932343e-01  5.4628815e+00
1.88935913e-01  5.6833961e+00
1.88939483e-01  5.2310381e+00
1.88943053e-01  3.9486394e+00
1.88946623e-01  5.3191066e+00
1.88950193e-01  6.2134812e+00
1.88953763e-01  5.8991098e+00
1.88957333e-01  4.8713167e+00
1.88960904e-01  3.7922066e+00
1.88964475e-01  2.6360398e+00
1.88968046e-01  3.4967497e+00
1.88971616e-01  4.0448537e+00
1.88975188e-01  5.0936930e+00
1.88978759e-01  5.2686558e+00
1.88982330e-01  4.7272426e+00
1.88985902e-01  4.0070235e+00
1.88989473e-01  2.4278179e+00
1.88993045e-01  3.2529125e+00
1.88996617e-01  4.6035076e+00
1.89000189e-01  5.7965573e+00
1.89003761e-01  5.9439586e+00
1.89007333e-01  5.1301852e+00
1.89010906e-01  4.6143970e+00
1.89014479e-01  6.3912611e+00
1.89018051e-01  6.6609689e+00
1.89021624e-01  6.0688685e+00
1.89025197e-01  4.2639839e+00
1.89028770e-01  3.8237793e+00
1.89032343e-01  4.5536189e+00
1.89035917e-01  4.4764022e+00
1.89039490e-01  4.4687364e+00
1.89043064e-01  3.4035113e+00
1.89046638e-01  4.5607963e+00
1.89050212e-01  4.4206437e+00
1.89053786e-01  4.3301931e+00
1.89057360e-01  4.7340466e+00
1.89060934e-01  4.7699116e+00
1.89064509e-01  4.7092897e+00
1.89068083e-01  4.8306845e+00
1.89071658e-01  4.0982246e+00
1.89075233e-01  4.1299800e+00
1.89078808e-01  4.3177265e+00
1.89082383e-01  4.3038320e+00
1.89085958e-01  4.2514414e+00
1.89089534e-01  3.4745091e+00
1.89093109e-01  3.7007441e+00
1.89096685e-01  3.9451221e+00
1.89100261e-01  4.1442068e+00
1.89103837e-01  4.2936702e+00
1.89107413e-01  4.7736303e+00
1.89110989e-01  5.7256437e+00
1.89114566e-01  5.5813658e+00
1.89118142e-01  4.6798090e+00
1.89121719e-01  3.6007820e+00
1.89125296e-01  4.3484641e+00
1.89128872e-01  5.3789938e+00
1.89132449e-01  5.4608184e+00
1.89136027e-01  4.7618204e+00
1.89139604e-01  3.2860886e+00
1.89143181e-01  2.8139943e+00
1.89146759e-01  3.4561475e+00
1.89150337e-01  3.5727489e+00
1.89153915e-01  3.5564043e+00
1.89157493e-01  3.7267820e+00
1.89161071e-01  3.6369057e+00
1.89164649e-01  3.2370933e+00
1.89168227e-01  4.3164976e+00
1.89171806e-01  4.0749861e+00
1.89175384e-01  3.2116312e+00
1.89178963e-01  3.4608830e+00
1.89182542e-01  4.6934781e+00
1.89186121e-01  5.1674950e+00
1.89189701e-01  5.2719759e+00
1.89193280e-01  6.1097175e+00
1.89196859e-01  7.0271054e+00
1.89200439e-01  7.7527321e+00
1.89204019e-01  8.9460178e+00
1.89207599e-01  1.0096832e+01
1.89211179e-01  1.0076650e+01
1.89214759e-01  1.2751247e+01
1.89218339e-01  1.1593200e+01
1.89221919e-01  7.4739190e+00
1.89225500e-01  5.8531398e+00
1.89229081e-01  5.7836124e+00
1.89232662e-01  5.9923687e+00
1.89236243e-01  6.3630302e+00
1.89239824e-01  6.1441166e+00
1.89243405e-01  4.7822688e+00
1.89246986e-01  4.8452332e+00
1.89250568e-01  5.3727999e+00
1.89254149e-01  5.4489433e+00
1.89257731e-01  5.3306995e+00
1.89261313e-01  5.9951900e+00
1.89264895e-01  6.4915317e+00
1.89268477e-01  4.6433850e+00
1.89272060e-01  3.5046644e+00
1.89275642e-01  3.4049357e+00
1.89279225e-01  3.8152081e+00
1.89282807e-01  3.9801671e+00
1.89286390e-01  3.6907269e+00
1.89289973e-01  3.9526803e+00
1.89293556e-01  5.1174532e+00
1.89297140e-01  4.6218292e+00
1.89300723e-01  4.1597197e+00
1.89304307e-01  4.2983251e+00
1.89307890e-01  4.5509690e+00
1.89311474e-01  4.2509010e+00
1.89315058e-01  4.1362588e+00
1.89318642e-01  3.7731626e+00
1.89322226e-01  2.8944913e+00
1.89325811e-01  2.1592716e+00
1.89329395e-01  2.1007926e+00
1.89332980e-01  2.9356552e+00
1.89336565e-01  4.2201742e+00
1.89340150e-01  4.4861754e+00
1.89343735e-01  4.5777933e+00
1.89347320e-01  4.5898353e+00
1.89350905e-01  4.3417839e+00
1.89354491e-01  4.5928114e+00
1.89358076e-01  4.9799721e+00
1.89361662e-01  4.4533051e+00
1.89365248e-01  3.2781818e+00
1.89368834e-01  4.0391657e+00
1.89372420e-01  3.7006573e+00
1.89376006e-01  4.7221288e+00
1.89379592e-01  5.5167222e+00
1.89383179e-01  5.2347376e+00
1.89386766e-01  4.5878635e+00
1.89390352e-01  4.4886169e+00
1.89393939e-01  4.7600175e+00
1.89397526e-01  4.2866666e+00
1.89401114e-01  3.6546351e+00
1.89404701e-01  4.0700720e+00
1.89408289e-01  4.7862782e+00
1.89411876e-01  4.7732094e+00
1.89415464e-01  5.7981981e+00
1.89419052e-01  6.3223231e+00
1.89422640e-01  5.3212981e+00
1.89426228e-01  4.2964664e+00
1.89429816e-01  4.5652439e+00
1.89433405e-01  5.6553751e+00
1.89436993e-01  6.5167673e+00
1.89440582e-01  7.1970469e+00
1.89444171e-01  6.8243262e+00
1.89447760e-01  5.6587875e+00
1.89451349e-01  4.7172750e+00
1.89454938e-01  4.6176737e+00
1.89458528e-01  4.8175509e+00
1.89462117e-01  5.1056065e+00
1.89465707e-01  6.5087192e+00
1.89469297e-01  6.6226209e+00
1.89472886e-01  5.9070085e+00
1.89476476e-01  5.1976538e+00
1.89480067e-01  5.0078663e+00
1.89483657e-01  5.4318090e+00
1.89487248e-01  6.0034407e+00
1.89490838e-01  5.9130281e+00
1.89494429e-01  5.5626628e+00
1.89498020e-01  5.5250779e+00
1.89501611e-01  4.7156797e+00
1.89505202e-01  4.8376594e+00
1.89508793e-01  5.2077212e+00
1.89512385e-01  5.0247647e+00
1.89515976e-01  4.8199573e+00
1.89519568e-01  3.7431301e+00
1.89523160e-01  4.0842566e+00
1.89526752e-01  4.3873671e+00
1.89530344e-01  4.7780897e+00
1.89533936e-01  5.0472942e+00
1.89537528e-01  5.1461402e+00
1.89541121e-01  5.1312368e+00
1.89544714e-01  4.1589902e+00
1.89548306e-01  2.6502364e+00
1.89551899e-01  3.4577116e+00
1.89555492e-01  4.2061951e+00
1.89559086e-01  4.7593362e+00
1.89562679e-01  4.6456383e+00
1.89566272e-01  3.3739012e+00
1.89569866e-01  3.6536379e+00
1.89573460e-01  4.5918658e+00
1.89577054e-01  5.0890476e+00
1.89580648e-01  4.5416480e+00
1.89584242e-01  4.7710751e+00
1.89587836e-01  5.9232484e+00
1.89591430e-01  6.6288693e+00
1.89595025e-01  6.4275482e+00
1.89598620e-01  5.6185939e+00
1.89602215e-01  3.6460244e+00
1.89605810e-01  3.4073015e+00
1.89609405e-01  3.9654815e+00
1.89613000e-01  3.9387247e+00
1.89616595e-01  3.1768653e+00
1.89620191e-01  3.4759251e+00
1.89623786e-01  5.0665166e+00
1.89627382e-01  4.7854714e+00
1.89630978e-01  3.9690220e+00
1.89634574e-01  3.5464731e+00
1.89638170e-01  4.2928443e+00
1.89641767e-01  5.5349378e+00
1.89645363e-01  5.3271052e+00
1.89648960e-01  4.6393968e+00
1.89652557e-01  5.0880001e+00
1.89656153e-01  5.3264089e+00
1.89659750e-01  4.5467169e+00
1.89663348e-01  3.9993251e+00
1.89666945e-01  4.4467658e+00
1.89670542e-01  5.0195152e+00
1.89674140e-01  5.6534144e+00
1.89677738e-01  5.6482095e+00
1.89681335e-01  4.3924925e+00
1.89684933e-01  3.7206575e+00
1.89688531e-01  4.1114231e+00
1.89692130e-01  5.2301618e+00
1.89695728e-01  6.2940501e+00
1.89699327e-01  5.6912745e+00
1.89702925e-01  5.7132857e+00
1.89706524e-01  5.9475646e+00
1.89710123e-01  5.4205128e+00
1.89713722e-01  4.4179477e+00
1.89717321e-01  3.6845309e+00
1.89720921e-01  3.7257195e+00
1.89724520e-01  4.1454978e+00
1.89728120e-01  4.0296933e+00
1.89731719e-01  5.4380303e+00
1.89735319e-01  5.9552230e+00
1.89738919e-01  5.1654631e+00
1.89742519e-01  3.5120670e+00
1.89746120e-01  2.3522182e+00
1.89749720e-01  3.2456960e+00
