#
# Recomposed optical properties out of ARTDEC
#
# Used model for truncation was:
 dm
# number of wavelengths
           1
#      lambda         nBl   nangle   Trunc. Coeff.     sumF11    Cext        SSA              g  
     0.412000000E+00     48   1900     0.915482375E-01     0.200008610E+01     0.100000000E+01     0.100000000E+01    -0.327680000E+05
# Phase matrix
# lambda =      0.4120
#         u                 F11                F22              F33               F44               F21               F34
    -0.783816750E+00     0.146287713E+00     0.146544278E+00    -0.787357955E-02    -0.981646174E-02    -0.190787772E-01    -0.109438799E+00
    -0.782788350E+00     0.144909970E+00     0.145993226E+00    -0.713280390E-02    -0.990408989E-02    -0.183180118E-01    -0.108054476E+00
    -0.781757800E+00     0.143630626E+00     0.145528261E+00    -0.634897599E-02    -0.992573779E-02    -0.175915172E-01    -0.106754350E+00
    -0.780725110E+00     0.142446655E+00     0.145141413E+00    -0.552766225E-02    -0.988209682E-02    -0.168979706E-01    -0.105537581E+00
    -0.779690290E+00     0.141354602E+00     0.144824418E+00    -0.467462452E-02    -0.977425977E-02    -0.162360189E-01    -0.104402882E+00
    -0.778653330E+00     0.140350578E+00     0.144568763E+00    -0.379576756E-02    -0.960370938E-02    -0.156042732E-01    -0.103348518E+00
    -0.777614240E+00     0.139430335E+00     0.144365755E+00    -0.289713617E-02    -0.937231269E-02    -0.150013401E-01    -0.102372361E+00
    -0.776573030E+00     0.138589264E+00     0.144206562E+00    -0.198486262E-02    -0.908230819E-02    -0.144258139E-01    -0.101471881E+00
    -0.775529690E+00     0.137822412E+00     0.144082268E+00    -0.106511152E-02    -0.873628381E-02    -0.138762723E-01    -0.100644153E+00
    -0.774484220E+00     0.137124539E+00     0.143983927E+00    -0.144068828E-03    -0.833716686E-02    -0.133512992E-01    -0.998859058E-01
    -0.773436640E+00     0.136490153E+00     0.143902622E+00     0.772086529E-03    -0.788821206E-02    -0.128494937E-01    -0.991935438E-01
    -0.772386940E+00     0.135913510E+00     0.143829511E+00     0.167726382E-02    -0.739295988E-02    -0.123694509E-01    -0.985631408E-01
    -0.771335120E+00     0.135388680E+00     0.143755880E+00     0.256546177E-02    -0.685522831E-02    -0.119097877E-01    -0.979904946E-01
    -0.770281200E+00     0.134909584E+00     0.143673200E+00     0.343079706E-02    -0.627909577E-02    -0.114691506E-01    -0.974711568E-01
    -0.769225160E+00     0.134470001E+00     0.143573171E+00     0.426758916E-02    -0.566884213E-02    -0.110461954E-01    -0.970004323E-01
    -0.768167030E+00     0.134063648E+00     0.143447775E+00     0.507032137E-02    -0.502897069E-02    -0.106396289E-01    -0.965734530E-01
    -0.767106780E+00     0.133684173E+00     0.143289315E+00     0.583375970E-02    -0.436411505E-02    -0.102481698E-01    -0.961851613E-01
    -0.766044440E+00     0.133325240E+00     0.143090472E+00     0.655289334E-02    -0.367908139E-02    -0.987059868E-02    -0.958303905E-01
    -0.764980010E+00     0.132980533E+00     0.142844337E+00     0.722303217E-02    -0.297876263E-02    -0.950572782E-02    -0.955038629E-01
    -0.763913470E+00     0.132643798E+00     0.142544445E+00     0.783982209E-02    -0.226811134E-02    -0.915240965E-02    -0.952002295E-01
    -0.762844850E+00     0.132308904E+00     0.142184832E+00     0.839923041E-02    -0.155215470E-02    -0.880956321E-02    -0.949141238E-01
    -0.761774140E+00     0.131969850E+00     0.141760046E+00     0.889762276E-02    -0.835902456E-03    -0.847614699E-02    -0.946401684E-01
    -0.760701350E+00     0.131620823E+00     0.141265192E+00     0.933175028E-02    -0.124354624E-03    -0.815118128E-02    -0.943730260E-01
    -0.759626470E+00     0.131256212E+00     0.140695942E+00     0.969878698E-02     0.577557052E-03    -0.783373799E-02    -0.941074216E-01
    -0.758549520E+00     0.130870667E+00     0.140048587E+00     0.999632727E-02     0.126496783E-02    -0.752295753E-02    -0.938381875E-01
    -0.757470490E+00     0.130459102E+00     0.139320017E+00     0.102224201E-01     0.193315005E-02    -0.721803273E-02    -0.935602797E-01
    -0.756389380E+00     0.130016743E+00     0.138507764E+00     0.103755655E-01     0.257751692E-02    -0.691822197E-02    -0.932688186E-01
    -0.755306210E+00     0.129539160E+00     0.137610022E+00     0.104547253E-01     0.319364701E-02    -0.662285249E-02    -0.929591213E-01
    -0.754220970E+00     0.129022268E+00     0.136625613E+00     0.104593343E-01     0.377734145E-02    -0.633130732E-02    -0.926267162E-01
    -0.753133660E+00     0.128462372E+00     0.135554025E+00     0.103892957E-01     0.432462628E-02    -0.604303663E-02    -0.922673801E-01
    -0.752044290E+00     0.127856184E+00     0.134395412E+00     0.102449842E-01     0.483177896E-02    -0.575755753E-02    -0.918771643E-01
    -0.750952870E+00     0.127200840E+00     0.133150580E+00     0.100272438E-01     0.529535779E-02    -0.547445092E-02    -0.914524150E-01
    -0.749859390E+00     0.126493901E+00     0.131820957E+00     0.973737506E-02     0.571223068E-02    -0.519335576E-02    -0.909897860E-01
    -0.748763850E+00     0.125733381E+00     0.130408609E+00     0.937713085E-02     0.607958073E-02    -0.491397589E-02    -0.904862687E-01
    -0.747666270E+00     0.124917772E+00     0.128916245E+00     0.894871162E-02     0.639492314E-02    -0.463608116E-02    -0.899392160E-01
    -0.746566650E+00     0.124046016E+00     0.127347143E+00     0.845473780E-02     0.665613379E-02    -0.435949569E-02    -0.893463389E-01
    -0.745464970E+00     0.123117508E+00     0.125705120E+00     0.789822662E-02     0.686145716E-02    -0.408409618E-02    -0.887057146E-01
    -0.744361260E+00     0.122132158E+00     0.123994612E+00     0.728260839E-02     0.700950380E-02    -0.380982733E-02    -0.880158376E-01
    -0.743255510E+00     0.121090308E+00     0.122220506E+00     0.661166037E-02     0.709927639E-02    -0.353667698E-02    -0.872755759E-01
    -0.742147730E+00     0.119992785E+00     0.120388205E+00     0.588951336E-02     0.713016452E-02    -0.326468854E-02    -0.864842113E-01
    -0.741037920E+00     0.118840862E+00     0.118503535E+00     0.512060845E-02     0.710195133E-02    -0.299395078E-02    -0.856414232E-01
    -0.739926070E+00     0.117636245E+00     0.116572713E+00     0.430966689E-02     0.701481120E-02    -0.272459501E-02    -0.847472861E-01
    -0.738812210E+00     0.116381117E+00     0.114602390E+00     0.346169754E-02     0.686931283E-02    -0.245680399E-02    -0.838023086E-01
    -0.737696320E+00     0.115078022E+00     0.112599449E+00     0.258189905E-02     0.666640607E-02    -0.219078696E-02    -0.828073546E-01
    -0.736578410E+00     0.113729933E+00     0.110571104E+00     0.167568635E-02     0.640742261E-02    -0.192679557E-02    -0.817637020E-01
    -0.735458480E+00     0.112340189E+00     0.108524780E+00     0.748626677E-03     0.609406160E-02    -0.166511074E-02    -0.806729988E-01
    -0.734336550E+00     0.110912506E+00     0.106468121E+00    -0.193570796E-03     0.572838569E-02    -0.140604611E-02    -0.795372801E-01
    -0.733212600E+00     0.109450875E+00     0.104408831E+00    -0.114514092E-02     0.531278754E-02    -0.114993051E-02    -0.783588933E-01
    -0.732086650E+00     0.107959639E+00     0.102354771E+00    -0.210023157E-02     0.484999936E-02    -0.897122692E-03    -0.771405621E-01
    -0.730958690E+00     0.106443369E+00     0.100313779E+00    -0.305299896E-02     0.434304952E-02    -0.647991649E-03    -0.758852959E-01
    -0.729828730E+00     0.104906902E+00     0.982937171E-01    -0.399760178E-02     0.379526152E-02    -0.402924154E-03    -0.745964220E-01
    -0.728696780E+00     0.103355281E+00     0.963023773E-01    -0.492825474E-02     0.321022435E-02    -0.162316454E-03    -0.732775424E-01
    -0.727562830E+00     0.101793692E+00     0.943474031E-01    -0.583928063E-02     0.259175704E-02     0.734335375E-04    -0.719324859E-01
    -0.726426890E+00     0.100227487E+00     0.924363095E-01    -0.672511272E-02     0.194390369E-02     0.303921364E-03    -0.705653289E-01
    -0.725288960E+00     0.986621030E-01     0.905763834E-01    -0.758035368E-02     0.127089099E-02     0.528745916E-03    -0.691803336E-01
    -0.724149040E+00     0.971030444E-01     0.887746560E-01    -0.839980060E-02     0.577105173E-03     0.747510734E-03    -0.677819315E-01
    -0.723007150E+00     0.955558701E-01     0.870378887E-01    -0.917846376E-02    -0.132924425E-03     0.959823681E-03    -0.663747193E-01
    -0.721863270E+00     0.940260762E-01     0.853724385E-01    -0.991163865E-02    -0.854592452E-03     0.116531139E-02    -0.649633548E-01
    -0.720717420E+00     0.925191686E-01     0.837843402E-01    -0.105948806E-01    -0.158319838E-02     0.136360746E-02    -0.635526256E-01
    -0.719569600E+00     0.910405445E-01     0.822791783E-01    -0.112240727E-01    -0.231401483E-02     0.155436647E-02    -0.621473435E-01
    -0.718419810E+00     0.895954852E-01     0.808620828E-01    -0.117954368E-01    -0.304230624E-02     0.173726298E-02    -0.607523385E-01
    -0.717268050E+00     0.881891207E-01     0.795376981E-01    -0.123055565E-01    -0.376335979E-02     0.191199402E-02    -0.593724278E-01
    -0.716114330E+00     0.868264081E-01     0.783101639E-01    -0.127513947E-01    -0.447251012E-02     0.207828009E-02    -0.580123961E-01
    -0.714958650E+00     0.855120747E-01     0.771830668E-01    -0.131303208E-01    -0.516518234E-02     0.223587039E-02    -0.566769418E-01
    -0.713801010E+00     0.842505994E-01     0.761594310E-01    -0.134401213E-01    -0.583691541E-02     0.238454307E-02    -0.553706583E-01
    -0.712641420E+00     0.830461937E-01     0.752417070E-01    -0.136790116E-01    -0.648338567E-02     0.252410584E-02    -0.540980162E-01
    -0.711479880E+00     0.819027526E-01     0.744317388E-01    -0.138456518E-01    -0.710044651E-02     0.265440004E-02    -0.528633116E-01
    -0.710316390E+00     0.808238401E-01     0.737307629E-01    -0.139391512E-01    -0.768414915E-02     0.277530047E-02    -0.516706511E-01
    -0.709150960E+00     0.798126746E-01     0.731394053E-01    -0.139590734E-01    -0.823076355E-02     0.288671555E-02    -0.505239349E-01
    -0.707983580E+00     0.788720816E-01     0.726576623E-01    -0.139054397E-01    -0.873681671E-02     0.298859096E-02    -0.494268025E-01
    -0.706814270E+00     0.780045163E-01     0.722849232E-01    -0.137787290E-01    -0.919909253E-02     0.308090567E-02    -0.483826575E-01
    -0.705643030E+00     0.772120060E-01     0.720199516E-01    -0.135798736E-01    -0.961467504E-02     0.316367681E-02    -0.473945980E-01
    -0.704469850E+00     0.764961488E-01     0.718609032E-01    -0.133102500E-01    -0.998096019E-02     0.323695832E-02    -0.464654094E-01
    -0.703294740E+00     0.758581213E-01     0.718053416E-01    -0.129716757E-01    -0.102956628E-01     0.330083887E-02    -0.455975709E-01
    -0.702117710E+00     0.752986552E-01     0.718502467E-01    -0.125663968E-01    -0.105568392E-01     0.335544314E-02    -0.447932214E-01
    -0.700938760E+00     0.748180285E-01     0.719920347E-01    -0.120970686E-01    -0.107629017E-01     0.340093154E-02    -0.440541396E-01
    -0.699757890E+00     0.744160696E-01     0.722265824E-01    -0.115667409E-01    -0.109126241E-01     0.343749868E-02    -0.433817412E-01
    -0.698575110E+00     0.740921605E-01     0.725492492E-01    -0.109788444E-01    -0.110051497E-01     0.346537219E-02    -0.427770748E-01
    -0.697390410E+00     0.738452316E-01     0.729549137E-01    -0.103371537E-01    -0.110399980E-01     0.348481214E-02    -0.422407995E-01
    -0.696203810E+00     0.736737799E-01     0.734379901E-01    -0.964578996E-02    -0.110170653E-01     0.349610866E-02    -0.417732050E-01
    -0.695015300E+00     0.735758663E-01     0.739924826E-01    -0.890916221E-02    -0.109366262E-01     0.349958128E-02    -0.413741822E-01
    -0.693824880E+00     0.735491361E-01     0.746120096E-01    -0.813196119E-02    -0.107993297E-01     0.349557644E-02    -0.410432429E-01
    -0.692632570E+00     0.735908296E-01     0.752898337E-01    -0.731913859E-02    -0.106061988E-01     0.348446597E-02    -0.407795215E-01
    -0.691438360E+00     0.736978001E-01     0.760189307E-01    -0.647584264E-02    -0.103586162E-01     0.346664474E-02    -0.405817681E-01
    -0.690242260E+00     0.738665332E-01     0.767920051E-01    -0.560741906E-02    -0.100583217E-01     0.344252867E-02    -0.404483687E-01
    -0.689044270E+00     0.740931698E-01     0.776015526E-01    -0.471935714E-02    -0.970739515E-02     0.341255218E-02    -0.403773488E-01
    -0.687844400E+00     0.743735280E-01     0.784398932E-01    -0.381726971E-02    -0.930824751E-02     0.337716613E-02    -0.403663879E-01
    -0.686642640E+00     0.747031357E-01     0.792992384E-01    -0.290683569E-02    -0.886359461E-02     0.333683443E-02    -0.404128336E-01
    -0.685439000E+00     0.750772497E-01     0.801717118E-01    -0.199379457E-02    -0.837645236E-02     0.329203268E-02    -0.405137183E-01
    -0.684233490E+00     0.754908886E-01     0.810494100E-01    -0.108389562E-02    -0.785011096E-02     0.324324507E-02    -0.406657759E-01
    -0.683026110E+00     0.759388690E-01     0.819244592E-01    -0.182854339E-03    -0.728810801E-02     0.319096124E-02    -0.408654644E-01
    -0.681816850E+00     0.764158385E-01     0.827890624E-01     0.703682842E-03    -0.669420355E-02     0.313567343E-02    -0.411089899E-01
    -0.680605730E+00     0.769162943E-01     0.836355187E-01     0.157014442E-02    -0.607237506E-02     0.307787576E-02    -0.413923211E-01
    -0.679392750E+00     0.774346360E-01     0.844563059E-01     0.241110560E-02    -0.542676720E-02     0.301805923E-02    -0.417112242E-01
    -0.678177910E+00     0.779651945E-01     0.852441115E-01     0.322130694E-02    -0.476167351E-02     0.295671003E-02    -0.420612856E-01
    -0.676961210E+00     0.785022669E-01     0.859918770E-01     0.399568694E-02    -0.408150820E-02     0.289430691E-02    -0.424379393E-01
    -0.675742660E+00     0.790401480E-01     0.866928349E-01     0.472940763E-02    -0.339078279E-02     0.283131923E-02    -0.428364916E-01
    -0.674522260E+00     0.795731751E-01     0.873405617E-01     0.541789737E-02    -0.269406532E-02     0.276820344E-02    -0.432521564E-01
    -0.673300010E+00     0.800957591E-01     0.879290103E-01     0.605687234E-02    -0.199595573E-02     0.270540128E-02    -0.436800820E-01
    -0.672075920E+00     0.806024153E-01     0.884525415E-01     0.664235852E-02    -0.130106148E-02     0.264333801E-02    -0.441153769E-01
    -0.670849990E+00     0.810878067E-01     0.889059685E-01     0.717072680E-02    -0.613955842E-03     0.258241927E-02    -0.445531474E-01
    -0.669622230E+00     0.815467689E-01     0.892845785E-01     0.763870598E-02     0.608407888E-04     0.252303002E-02    -0.449885207E-01
    -0.668392630E+00     0.819743543E-01     0.895841709E-01     0.804341473E-02     0.718906989E-03     0.246553129E-02    -0.454166851E-01
    -0.667161200E+00     0.823658478E-01     0.898010695E-01     0.838236411E-02     0.135592724E-02     0.241026031E-02    -0.458329058E-01
    -0.665927950E+00     0.827168046E-01     0.899321525E-01     0.865348215E-02     0.196773162E-02     0.235752799E-02    -0.462325613E-01
    -0.664692870E+00     0.830230831E-01     0.899748706E-01     0.885512945E-02     0.255033239E-02     0.230761667E-02    -0.466111774E-01
    -0.663455980E+00     0.832808573E-01     0.899272585E-01     0.898609960E-02     0.309992583E-02     0.226078098E-02    -0.469644395E-01
    -0.662217270E+00     0.834866553E-01     0.897879475E-01     0.904563631E-02     0.361294520E-02     0.221724439E-02    -0.472882368E-01
    -0.660976750E+00     0.836373699E-01     0.895561734E-01     0.903343121E-02     0.408606108E-02     0.217720026E-02    -0.475786729E-01
    -0.659734410E+00     0.837302839E-01     0.892317750E-01     0.894962752E-02     0.451621940E-02     0.214080977E-02    -0.478320996E-01
    -0.658490280E+00     0.837630823E-01     0.888152096E-01     0.879482237E-02     0.490064010E-02     0.210820325E-02    -0.480451265E-01
    -0.657244340E+00     0.837338719E-01     0.883075233E-01     0.857005542E-02     0.523686537E-02     0.207947724E-02    -0.482146592E-01
    -0.655996600E+00     0.836411883E-01     0.877103667E-01     0.827680924E-02     0.552274887E-02     0.205469671E-02    -0.483379025E-01
    -0.654747070E+00     0.834840076E-01     0.870259766E-01     0.791699863E-02     0.575648055E-02     0.203389416E-02    -0.484123837E-01
    -0.653495740E+00     0.832617485E-01     0.862571484E-01     0.749295107E-02     0.593660073E-02     0.201706965E-02    -0.484359679E-01
    -0.652242630E+00     0.829742829E-01     0.854072467E-01     0.700740760E-02     0.606200111E-02     0.200419205E-02    -0.484068679E-01
    -0.650987730E+00     0.826219258E-01     0.844801465E-01     0.646348524E-02     0.613194035E-02     0.199519880E-02    -0.483236565E-01
    -0.649731050E+00     0.822054425E-01     0.834802407E-01     0.586467546E-02     0.614604246E-02     0.198999737E-02    -0.481852741E-01
    -0.648472590E+00     0.817260363E-01     0.824123915E-01     0.521481031E-02     0.610430180E-02     0.198846589E-02    -0.479910342E-01
    -0.647212350E+00     0.811853423E-01     0.812819058E-01     0.451804206E-02     0.600708149E-02     0.199045447E-02    -0.477406266E-01
    -0.645950350E+00     0.805854266E-01     0.800945210E-01     0.377882918E-02     0.585511363E-02     0.199578631E-02    -0.474341239E-01
    -0.644686580E+00     0.799287499E-01     0.788563228E-01     0.300187981E-02     0.564948920E-02     0.200425935E-02    -0.470719695E-01
    -0.643421040E+00     0.792181677E-01     0.775737420E-01     0.219214400E-02     0.539165329E-02     0.201564777E-02    -0.466549812E-01
    -0.642153740E+00     0.784569145E-01     0.762535163E-01     0.135478409E-02     0.508339744E-02     0.202970358E-02    -0.461843481E-01
    -0.640884680E+00     0.776485709E-01     0.749026276E-01     0.495129504E-03     0.472684351E-02     0.204615861E-02    -0.456616154E-01
    -0.639613880E+00     0.767970592E-01     0.735282894E-01    -0.381336750E-03     0.432443767E-02     0.206472608E-02    -0.450886862E-01
    -0.638341310E+00     0.759065710E-01     0.721378262E-01    -0.126906069E-02     0.387891175E-02     0.208510362E-02    -0.444677774E-01
    -0.637067010E+00     0.749816218E-01     0.707387576E-01    -0.216236930E-02     0.339330469E-02     0.210697356E-02    -0.438014610E-01
    -0.635790960E+00     0.740269316E-01     0.693386100E-01    -0.305559634E-02     0.287089780E-02     0.213000710E-02    -0.430925848E-01
    -0.634513170E+00     0.730474575E-01     0.679449673E-01    -0.394305527E-02     0.231522493E-02     0.215386508E-02    -0.423442987E-01
    -0.633233640E+00     0.720483334E-01     0.665653805E-01    -0.481910278E-02     0.173003423E-02     0.217820091E-02    -0.415600134E-01
    -0.631952380E+00     0.710348515E-01     0.652073417E-01    -0.567816048E-02     0.111927196E-02     0.220266244E-02    -0.407433907E-01
    -0.630669390E+00     0.700124130E-01     0.638782160E-01    -0.651476357E-02     0.487047319E-03     0.222689465E-02    -0.398983074E-01
    -0.629384670E+00     0.689865005E-01     0.625852069E-01    -0.732358808E-02    -0.162390359E-03     0.225054174E-02    -0.390288366E-01
    -0.628098230E+00     0.679626510E-01     0.613353207E-01    -0.809947823E-02    -0.824674313E-03     0.227324919E-02    -0.381392286E-01
    -0.626810080E+00     0.669464120E-01     0.601353123E-01    -0.883748582E-02    -0.149535401E-02     0.229466624E-02    -0.372338776E-01
    -0.625520200E+00     0.659432822E-01     0.589916170E-01    -0.953291713E-02    -0.216994032E-02     0.231444852E-02    -0.363172721E-01
    -0.624228620E+00     0.649587390E-01     0.579103824E-01    -0.101813183E-01    -0.284389335E-02     0.233225891E-02    -0.353940231E-01
    -0.622935320E+00     0.639981249E-01     0.568973422E-01    -0.107785569E-01    -0.351270430E-02     0.234777115E-02    -0.344687639E-01
    -0.621640330E+00     0.630666898E-01     0.559578638E-01    -0.113207982E-01    -0.417187329E-02     0.236067049E-02    -0.335461919E-01
    -0.620343630E+00     0.621694824E-01     0.550968371E-01    -0.118045746E-01    -0.481699035E-02     0.237065674E-02    -0.326309681E-01
    -0.619045230E+00     0.613113768E-01     0.543187047E-01    -0.122267728E-01    -0.544372332E-02     0.237744522E-02    -0.317277440E-01
    -0.617745140E+00     0.604970179E-01     0.536274104E-01    -0.125846670E-01    -0.604786203E-02     0.238076879E-02    -0.308411114E-01
    -0.616443350E+00     0.597307802E-01     0.530263656E-01    -0.128759405E-01    -0.662535474E-02     0.238037949E-02    -0.299755595E-01
    -0.615139890E+00     0.590167750E-01     0.525184570E-01    -0.130986863E-01    -0.717230801E-02     0.237604987E-02    -0.291354868E-01
    -0.613834730E+00     0.583587668E-01     0.521059861E-01    -0.132514391E-01    -0.768505521E-02     0.236757421E-02    -0.283251082E-01
    -0.612527900E+00     0.577602151E-01     0.517907014E-01    -0.133331633E-01    -0.816013035E-02     0.235477001E-02    -0.275485056E-01
    -0.611219390E+00     0.572241992E-01     0.515737533E-01    -0.133432746E-01    -0.859433128E-02     0.233747857E-02    -0.268095387E-01
    -0.609909210E+00     0.567534279E-01     0.514557042E-01    -0.132816367E-01    -0.898471744E-02     0.231556623E-02    -0.261118585E-01
    -0.608597360E+00     0.563502086E-01     0.514365192E-01    -0.131485642E-01    -0.932863974E-02     0.228892479E-02    -0.254588658E-01
    -0.607283840E+00     0.560164371E-01     0.515155687E-01    -0.129448194E-01    -0.962375400E-02     0.225747211E-02    -0.248536967E-01
    -0.605968660E+00     0.557535870E-01     0.516916311E-01    -0.126716098E-01    -0.986803458E-02     0.222115279E-02    -0.242992069E-01
    -0.604651820E+00     0.555626949E-01     0.519629015E-01    -0.123305778E-01    -0.100597919E-01     0.217993790E-02    -0.237979442E-01
    -0.603333330E+00     0.554443576E-01     0.523270004E-01    -0.119237941E-01    -0.101976800E-01     0.213382558E-02    -0.233521418E-01
    -0.602013190E+00     0.553987248E-01     0.527809929E-01    -0.114537399E-01    -0.102807078E-01     0.208284031E-02    -0.229636956E-01
    -0.600691400E+00     0.554255005E-01     0.533214059E-01    -0.109232927E-01    -0.103082437E-01     0.202703287E-02    -0.226341581E-01
    -0.599367960E+00     0.555239446E-01     0.539442498E-01    -0.103357084E-01    -0.102800194E-01     0.196647990E-02    -0.223647275E-01
    -0.598042890E+00     0.556928741E-01     0.546450319E-01    -0.969461138E-02    -0.101961333E-01     0.190128437E-02    -0.221562440E-01
    -0.596716170E+00     0.559306775E-01     0.554188158E-01    -0.900394238E-02    -0.100570463E-01     0.183157187E-02    -0.220091740E-01
    -0.595387830E+00     0.562353124E-01     0.562602035E-01    -0.826797857E-02    -0.986358532E-02     0.175749426E-02    -0.219236206E-01
    -0.594057850E+00     0.566043357E-01     0.571634263E-01    -0.749125446E-02    -0.961692736E-02     0.167922338E-02    -0.218993117E-01
    -0.592726250E+00     0.570349003E-01     0.581223263E-01    -0.667858232E-02    -0.931860364E-02     0.159695482E-02    -0.219356091E-01
    -0.591393030E+00     0.575237866E-01     0.591304321E-01    -0.583498828E-02    -0.897048026E-02     0.151090327E-02    -0.220315086E-01
    -0.590058190E+00     0.580674191E-01     0.601809872E-01    -0.496569154E-02    -0.857474833E-02     0.142130220E-02    -0.221856487E-01
    -0.588721730E+00     0.586618889E-01     0.612669920E-01    -0.407607160E-02    -0.813390954E-02     0.132840234E-02    -0.223963186E-01
    -0.587383660E+00     0.593029735E-01     0.623812380E-01    -0.317164121E-02    -0.765076337E-02     0.123247087E-02    -0.226614671E-01
    -0.586043990E+00     0.599861667E-01     0.635163612E-01    -0.225800516E-02    -0.712838604E-02     0.113378901E-02    -0.229787160E-01
    -0.584702710E+00     0.607067193E-01     0.646649046E-01    -0.134081098E-02    -0.657010141E-02     0.103264876E-02    -0.233453809E-01
    -0.583359830E+00     0.614596481E-01     0.658193309E-01    -0.425740515E-03    -0.597947464E-02     0.929354019E-03    -0.237584786E-01
    -0.582015350E+00     0.622397831E-01     0.669720947E-01     0.481546321E-03    -0.536027682E-02     0.824216450E-03    -0.242147531E-01
    -0.580669280E+00     0.630417896E-01     0.681156721E-01     0.137543383E-02    -0.471646878E-02     0.717555125E-03    -0.247106899E-01
    -0.579321630E+00     0.638602073E-01     0.692426162E-01     0.225039315E-02    -0.405217074E-02     0.609693784E-03    -0.252425406E-01
    -0.577972380E+00     0.646895041E-01     0.703456281E-01     0.310103602E-02    -0.337161961E-02     0.500956433E-03    -0.258063595E-01
    -0.576621560E+00     0.655240619E-01     0.714175359E-01     0.392209800E-02    -0.267918099E-02     0.391671791E-03    -0.263979957E-01
    -0.575269150E+00     0.663582741E-01     0.724514205E-01     0.470853455E-02    -0.197927011E-02     0.282163270E-03    -0.270131605E-01
    -0.573915180E+00     0.671865199E-01     0.734405801E-01     0.545549265E-02    -0.127637367E-02     0.172755094E-03    -0.276474105E-01
    -0.572559630E+00     0.680032612E-01     0.743786471E-01     0.615839947E-02    -0.574968614E-03     0.637622822E-04    -0.282962210E-01
    -0.571202510E+00     0.688030291E-01     0.752595681E-01     0.681294587E-02     0.120465994E-03    -0.445047559E-04    -0.289549776E-01
    -0.569843830E+00     0.695804772E-01     0.760776643E-01     0.741513183E-02     0.805494228E-03    -0.151744501E-03    -0.296190179E-01
    -0.568483600E+00     0.703304167E-01     0.768276676E-01     0.796129211E-02     0.147575281E-02    -0.257666104E-03    -0.302836617E-01
    -0.567121800E+00     0.710478642E-01     0.775047671E-01     0.844812984E-02     0.212699425E-02    -0.361993377E-03    -0.309442542E-01
    -0.565758450E+00     0.717280363E-01     0.781046013E-01     0.887271055E-02     0.275508075E-02    -0.464460975E-03    -0.315961613E-01
    -0.564393560E+00     0.723664080E-01     0.786233144E-01     0.923250223E-02     0.335603670E-02    -0.564819855E-03    -0.322348227E-01
    -0.563027120E+00     0.729587448E-01     0.790575800E-01     0.952539124E-02     0.392607828E-02    -0.662839333E-03    -0.328557852E-01
    -0.561659140E+00     0.735011109E-01     0.794046065E-01     0.974968548E-02     0.446162088E-02    -0.758305452E-03    -0.334547108E-01
    -0.560289620E+00     0.739899083E-01     0.796621649E-01     0.990413299E-02     0.495931591E-02    -0.851024373E-03    -0.340274186E-01
    -0.558918570E+00     0.744218919E-01     0.798285980E-01     0.998792694E-02     0.541606530E-02    -0.940822044E-03    -0.345699014E-01
    -0.557545990E+00     0.747941976E-01     0.799028337E-01     0.100007134E-01     0.582904930E-02    -0.102754651E-02    -0.350783593E-01
    -0.556171880E+00     0.751043565E-01     0.798843889E-01     0.994259187E-02     0.619574114E-02    -0.111106798E-02    -0.355492187E-01
    -0.554796250E+00     0.753503089E-01     0.797733734E-01     0.981411649E-02     0.651392171E-02    -0.119127896E-02    -0.359791516E-01
    -0.553419110E+00     0.755304211E-01     0.795704902E-01     0.961629346E-02     0.678169792E-02    -0.126809542E-02    -0.363650999E-01
    -0.552040450E+00     0.756434975E-01     0.792770263E-01     0.935057085E-02     0.699751825E-02    -0.134145825E-02    -0.367042997E-01
    -0.550660270E+00     0.756887828E-01     0.788948473E-01     0.901883285E-02     0.716017636E-02    -0.141133170E-02    -0.369942889E-01
    -0.549278590E+00     0.756659699E-01     0.784263923E-01     0.862339384E-02     0.726882061E-02    -0.147770321E-02    -0.372329222E-01
    -0.547895410E+00     0.755752034E-01     0.778746474E-01     0.816697444E-02     0.732296462E-02    -0.154058531E-02    -0.374183932E-01
    -0.546510730E+00     0.754170767E-01     0.772431308E-01     0.765268814E-02     0.732248724E-02    -0.160001438E-02    -0.375492401E-01
    -0.545124550E+00     0.751926280E-01     0.765358707E-01     0.708402205E-02     0.726763354E-02    -0.165605027E-02    -0.376243544E-01
    -0.543736880E+00     0.749033368E-01     0.757573858E-01     0.646481990E-02     0.715901450E-02    -0.170877549E-02    -0.376429877E-01
    -0.542347720E+00     0.745511107E-01     0.749126470E-01     0.579924993E-02     0.699760248E-02    -0.175829535E-02    -0.376047576E-01
    -0.540957080E+00     0.741382777E-01     0.740070571E-01     0.509178769E-02     0.678472658E-02    -0.180473648E-02    -0.375096492E-01
    -0.539564960E+00     0.736675665E-01     0.730464053E-01     0.434717846E-02     0.652206186E-02    -0.184824664E-02    -0.373580144E-01
    -0.538171360E+00     0.731420909E-01     0.720368359E-01     0.357041195E-02     0.621161923E-02    -0.188899335E-02    -0.371505696E-01
    -0.536776280E+00     0.725653301E-01     0.709848104E-01     0.276669116E-02     0.585573249E-02    -0.192716275E-02    -0.368883906E-01
    -0.535379740E+00     0.719411160E-01     0.698970827E-01     0.194141174E-02     0.545704934E-02    -0.196295793E-02    -0.365729106E-01
