# ARTDECO : output file
# Downward Radiances
#   
# Result given for each geometry
# sza : solar zenith angle(s) (degree)
# vza : view  zenith angle(s) (degree)
# vaa : view azimuthal angle(s) (degree)
# total number of geometries
         270
# nsza, nvza_dw, n
           1          90           3
# number of elements of the Stokes vector
# 4 = full polarization, 3 = 3x3 approximation, 1 = scalar
           1
# number of wavelengths
           1
##################
# Wavelength (microns) 
       0.412000000
# CPU time for RT in sec(s) 
     0.199999986E-02
#         sza               vza              vaa               theta              I_dw              dI_dw
      60.000000000     160.000000000     180.000000000      80.000000000       0.021582827       0.000000000
      60.000000000     161.000000000       0.000000000      41.000000000       0.028397325       0.000000000
      60.000000000     161.000000000      90.000000000      61.786442534       0.023918531       0.000000000
      60.000000000     161.000000000     180.000000000      79.000000000       0.021535558       0.000000000
      60.000000000     162.000000000       0.000000000      42.000000000       0.028021945       0.000000000
      60.000000000     162.000000000      90.000000000      61.606249565       0.023822483       0.000000000
      60.000000000     162.000000000     180.000000000      78.000000000       0.021502148       0.000000000
      60.000000000     163.000000000       0.000000000      43.000000000       0.027657026       0.000000000
      60.000000000     163.000000000      90.000000000      61.435199715       0.023732395       0.000000000
      60.000000000     163.000000000     180.000000000      77.000000000       0.021482325       0.000000000
      60.000000000     164.000000000       0.000000000      44.000000000       0.027302485       0.000000000
      60.000000000     164.000000000      90.000000000      61.273388204       0.023648132       0.000000000
      60.000000000     164.000000000     180.000000000      76.000000000       0.021475825       0.000000000
      60.000000000     165.000000000       0.000000000      45.000000000       0.026958250       0.000000000
      60.000000000     165.000000000      90.000000000      61.120905983       0.023569569       0.000000000
      60.000000000     165.000000000     180.000000000      75.000000000       0.021482402       0.000000000
      60.000000000     166.000000000       0.000000000      46.000000000       0.026624264       0.000000000
      60.000000000     166.000000000      90.000000000      60.977839548       0.023496590       0.000000000
      60.000000000     166.000000000     180.000000000      74.000000000       0.021501820       0.000000000
      60.000000000     167.000000000       0.000000000      47.000000000       0.026300478       0.000000000
      60.000000000     167.000000000      90.000000000      60.844270762       0.023429089       0.000000000
      60.000000000     167.000000000     180.000000000      73.000000000       0.021533856       0.000000000
      60.000000000     168.000000000       0.000000000      48.000000000       0.025986856       0.000000000
      60.000000000     168.000000000      90.000000000      60.720276676       0.023366967       0.000000000
      60.000000000     168.000000000     180.000000000      72.000000000       0.021578297       0.000000000
      60.000000000     169.000000000       0.000000000      49.000000000       0.025683370       0.000000000
      60.000000000     169.000000000      90.000000000      60.605929366       0.023310134       0.000000000
      60.000000000     169.000000000     180.000000000      71.000000000       0.021634943       0.000000000
      60.000000000     170.000000000       0.000000000      50.000000000       0.025390005       0.000000000
      60.000000000     170.000000000      90.000000000      60.501295769       0.023258510       0.000000000
      60.000000000     170.000000000     180.000000000      70.000000000       0.021703604       0.000000000
      60.000000000     171.000000000       0.000000000      51.000000000       0.025106754       0.000000000
      60.000000000     171.000000000      90.000000000      60.406437538       0.023212020       0.000000000
      60.000000000     171.000000000     180.000000000      69.000000000       0.021784099       0.000000000
      60.000000000     172.000000000       0.000000000      52.000000000       0.024833621       0.000000000
      60.000000000     172.000000000      90.000000000      60.321410897       0.023170599       0.000000000
      60.000000000     172.000000000     180.000000000      68.000000000       0.021876258       0.000000000
      60.000000000     173.000000000       0.000000000      53.000000000       0.024570617       0.000000000
      60.000000000     173.000000000      90.000000000      60.246266517       0.023134186       0.000000000
