#
# Optical properties to be used by ARTDECO
#
# Used model to obtain that properties is:
 unknown 
# Used material is:
 unknown 
# Number of phase matrix elements : 
 4 
# number of wavelengths 
    91
#  lambda         nteta          Cext               SSA                g 
 9.9978793e-01     1.7030000e+02  0.0  0.0  0.0 
 9.9979151e-01     1.7430000e+02  0.0  0.0  0.0 
 9.9979506e-01     1.7870000e+02  0.0  0.0  0.0 
 9.9979858e-01     1.8350000e+02  0.0  0.0  0.0 
 9.9980207e-01     1.8900000e+02  0.0  0.0  0.0 
 9.9980552e-01     1.9510001e+02  0.0  0.0  0.0 
 9.9980895e-01     2.0160001e+02  0.0  0.0  0.0 
 9.9981235e-01     2.0800000e+02  0.0  0.0  0.0 
 9.9981571e-01     2.1430000e+02  0.0  0.0  0.0 
 9.9981905e-01     2.2060001e+02  0.0  0.0  0.0 
 9.9982235e-01     2.2689999e+02  0.0  0.0  0.0 
 9.9982563e-01     2.3339999e+02  0.0  0.0  0.0 
 9.9982887e-01     2.3960001e+02  0.0  0.0  0.0 
 9.9983208e-01     2.4580000e+02  0.0  0.0  0.0 
 9.9983527e-01     2.5180000e+02  0.0  0.0  0.0 
 9.9983842e-01     2.5789999e+02  0.0  0.0  0.0 
 9.9984154e-01     2.6400000e+02  0.0  0.0  0.0 
 9.9984463e-01     2.7000000e+02  0.0  0.0  0.0 
 9.9984770e-01     2.7579999e+02  0.0  0.0  0.0 
 9.9985073e-01     2.8160001e+02  0.0  0.0  0.0 
 9.9985373e-01     2.8779999e+02  0.0  0.0  0.0 
 9.9985670e-01     2.9460001e+02  0.0  0.0  0.0 
 9.9985964e-01     3.0210001e+02  0.0  0.0  0.0 
 9.9986254e-01     3.0989999e+02  0.0  0.0  0.0 
 9.9986542e-01     3.1820001e+02  0.0  0.0  0.0 
 9.9986827e-01     3.2700000e+02  0.0  0.0  0.0 
 9.9987109e-01     3.3639999e+02  0.0  0.0  0.0 
 9.9987388e-01     3.4629999e+02  0.0  0.0  0.0 
 9.9987663e-01     3.5660001e+02  0.0  0.0  0.0 
 9.9987936e-01     3.6700000e+02  0.0  0.0  0.0 
 9.9988205e-01     3.7739999e+02  0.0  0.0  0.0 
 9.9988472e-01     3.8770001e+02  0.0  0.0  0.0 
 9.9988735e-01     3.9839999e+02  0.0  0.0  0.0 
 9.9988996e-01     4.1039999e+02  0.0  0.0  0.0 
 9.9989253e-01     4.2460001e+02  0.0  0.0  0.0 
 9.9989508e-01     4.4129999e+02  0.0  0.0  0.0 
 9.9989759e-01     4.6029999e+02  0.0  0.0  0.0 
 9.9990007e-01     4.8129999e+02  0.0  0.0  0.0 
 9.9990252e-01     5.0350000e+02  0.0  0.0  0.0 
 9.9990495e-01     5.2640002e+02  0.0  0.0  0.0 
 9.9990734e-01     5.4979999e+02  0.0  0.0  0.0 
 9.9990970e-01     5.7309998e+02  0.0  0.0  0.0 
 9.9991203e-01     5.9590002e+02  0.0  0.0  0.0 
 9.9991433e-01     6.1840002e+02  0.0  0.0  0.0 
 9.9991660e-01     6.4209998e+02  0.0  0.0  0.0 
 9.9991884e-01     6.6950000e+02  0.0  0.0  0.0 
 9.9992104e-01     7.0240002e+02  0.0  0.0  0.0 
 9.9992322e-01     7.4109998e+02  0.0  0.0  0.0 
 9.9992537e-01     7.8409998e+02  0.0  0.0  0.0 
 9.9992749e-01     8.2950000e+02  0.0  0.0  0.0 
 9.9992957e-01     8.7570001e+02  0.0  0.0  0.0 
 9.9993163e-01     9.2220001e+02  0.0  0.0  0.0 
 9.9993366e-01     9.6859998e+02  0.0  0.0  0.0 
 9.9993565e-01     1.0160000e+03  0.0  0.0  0.0 
 9.9993762e-01     1.0650000e+03  0.0  0.0  0.0 
 9.9993955e-01     1.1190000e+03  0.0  0.0  0.0 
 9.9994145e-01     1.1810000e+03  0.0  0.0  0.0 
 9.9994333e-01     1.2510000e+03  0.0  0.0  0.0 
 9.9994517e-01     1.3280000e+03  0.0  0.0  0.0 
 9.9994698e-01     1.4090000e+03  0.0  0.0  0.0 
 9.9994876e-01     1.4930000e+03  0.0  0.0  0.0 
 9.9995052e-01     1.5800000e+03  0.0  0.0  0.0 
 9.9995224e-01     1.6720000e+03  0.0  0.0  0.0 
 9.9995393e-01     1.7700000e+03  0.0  0.0  0.0 
 9.9995559e-01     1.8750000e+03  0.0  0.0  0.0 
 9.9995722e-01     1.9880000e+03  0.0  0.0  0.0 
 9.9995882e-01     2.1080000e+03  0.0  0.0  0.0 
 9.9996038e-01     2.2350000e+03  0.0  0.0  0.0 
 9.9996192e-01     2.3720000e+03  0.0  0.0  0.0 
 9.9996343e-01     2.5220000e+03  0.0  0.0  0.0 
 9.9996491e-01     2.6850000e+03  0.0  0.0  0.0 
 9.9996636e-01     2.8600000e+03  0.0  0.0  0.0 
 9.9996777e-01     3.0470000e+03  0.0  0.0  0.0 
 9.9996916e-01     3.2420000e+03  0.0  0.0  0.0 
 9.9997051e-01     3.4480000e+03  0.0  0.0  0.0 
 9.9997184e-01     3.6720000e+03  0.0  0.0  0.0 
 9.9997313e-01     3.9200000e+03  0.0  0.0  0.0 
 9.9997440e-01     4.1940000e+03  0.0  0.0  0.0 
 9.9997563e-01     4.4940000e+03  0.0  0.0  0.0 
 9.9997683e-01     4.8160000e+03  0.0  0.0  0.0 
 9.9997801e-01     5.1630000e+03  0.0  0.0  0.0 
 9.9997915e-01     5.5470000e+03  0.0  0.0  0.0 
 9.9998026e-01     5.9840000e+03  0.0  0.0  0.0 
 9.9998134e-01     6.4820000e+03  0.0  0.0  0.0 
 9.9998239e-01     7.0410000e+03  0.0  0.0  0.0 
 9.9998341e-01     7.6660000e+03  0.0  0.0  0.0 
 9.9998440e-01     8.3740000e+03  0.0  0.0  0.0 
 9.9998536e-01     9.1910000e+03  0.0  0.0  0.0 
 9.9998629e-01     1.0140000e+04  0.0  0.0  0.0 
 9.9998719e-01     1.1240000e+04  0.0  0.0  0.0 
 9.9998806e-01     1.2520000e+04  0.0  0.0  0.0 
 9.9998890e-01     1.4010000e+04  0.0  0.0  0.0 
 9.9998970e-01     1.5750000e+04  0.0  0.0  0.0 
 9.9999048e-01     1.7790000e+04  0.0  0.0  0.0 
 9.9999123e-01     2.0180000e+04  0.0  0.0  0.0 
 9.9999194e-01     2.2980000e+04  0.0  0.0  0.0 
 9.9999263e-01     2.6280000e+04  0.0  0.0  0.0 
 9.9999328e-01     3.0140000e+04  0.0  0.0  0.0 
 9.9999391e-01     3.4680000e+04  0.0  0.0  0.0 
 9.9999450e-01     4.0010000e+04  0.0  0.0  0.0 
 9.9999507e-01     4.6290000e+04  0.0  0.0  0.0 
 9.9999560e-01     5.3710000e+04  0.0  0.0  0.0 
 9.9999610e-01     6.2490000e+04  0.0  0.0  0.0 
 9.9999657e-01     7.2920000e+04  0.0  0.0  0.0 
 9.9999701e-01     8.5350000e+04  0.0  0.0  0.0 
 9.9999743e-01     1.0020000e+05  0.0  0.0  0.0 
 9.9999781e-01     1.1810000e+05  0.0  0.0  0.0 
 9.9999816e-01     1.3970000e+05  0.0  0.0  0.0 
 9.9999848e-01     1.6600000e+05  0.0  0.0  0.0 
 9.9999877e-01     1.9800000e+05  0.0  0.0  0.0 
 9.9999903e-01     2.3750000e+05  0.0  0.0  0.0 
 9.9999925e-01     2.8640000e+05  0.0  0.0  0.0 
 9.9999945e-01     3.4690000e+05  0.0  0.0  0.0 
 9.9999962e-01     4.2090000e+05  0.0  0.0  0.0 
 9.9999976e-01     5.0870000e+05  0.0  0.0  0.0 
 9.9999986e-01     6.0560000e+05  0.0  0.0  0.0 
 9.9999994e-01     6.9920000e+05  0.0  0.0  0.0 
 9.9999998e-01     7.6950000e+05  0.0  0.0  0.0 
 1.0000000e+00     7.9590000e+05  0.0  0.0  0.0 
# lambda =   0.560 
#         u                 F11              F44               F21               F34  
-1.0000000e+00     1.1010000e+00  0.0  0.0  0.0 
-9.9999048e-01     9.8460001e-01  0.0  0.0  0.0 
-9.9996192e-01     8.8200003e-01  0.0  0.0  0.0 
-9.9991433e-01     7.9339999e-01  0.0  0.0  0.0 
-9.9984770e-01     7.1810001e-01  0.0  0.0  0.0 
-9.9976203e-01     6.5509999e-01  0.0  0.0  0.0 
-9.9965732e-01     6.0159999e-01  0.0  0.0  0.0 
-9.9953359e-01     5.5549997e-01  0.0  0.0  0.0 
-9.9939083e-01     5.1490003e-01  0.0  0.0  0.0 
-9.9922904e-01     4.7839999e-01  0.0  0.0  0.0 
-9.9904822e-01     4.4490001e-01  0.0  0.0  0.0 
-9.9884839e-01     4.1350001e-01  0.0  0.0  0.0 
-9.9862953e-01     3.8360000e-01  0.0  0.0  0.0 
-9.9839167e-01     3.5490000e-01  0.0  0.0  0.0 
-9.9813480e-01     3.2760000e-01  0.0  0.0  0.0 
-9.9785892e-01     3.0250001e-01  0.0  0.0  0.0 
-9.9756405e-01     2.7959999e-01  0.0  0.0  0.0 
-9.9619470e-01     2.1259999e-01  0.0  0.0  0.0 
-9.9452190e-01     1.7919999e-01  0.0  0.0  0.0 
-9.9254615e-01     1.6130000e-01  0.0  0.0  0.0 
-9.9026807e-01     1.4830001e-01  0.0  0.0  0.0 
-9.8768834e-01     1.3770001e-01  0.0  0.0  0.0 
-9.8480775e-01     1.2909999e-01  0.0  0.0  0.0 
-9.8162718e-01     1.2180000e-01  0.0  0.0  0.0 
-9.7814760e-01     1.1540000e-01  0.0  0.0  0.0 
-9.7437006e-01     1.1140000e-01  0.0  0.0  0.0 
-9.7029573e-01     1.1080000e-01  0.0  0.0  0.0 
-9.6592583e-01     1.1370000e-01  0.0  0.0  0.0 
-9.6126170e-01     1.1980000e-01  0.0  0.0  0.0 
-9.5630476e-01     1.2809999e-01  0.0  0.0  0.0 
-9.5105652e-01     1.3760000e-01  0.0  0.0  0.0 
-9.4551858e-01     1.4790000e-01  0.0  0.0  0.0 
-9.3969262e-01     1.5910000e-01  0.0  0.0  0.0 
-9.3358043e-01     1.7039999e-01  0.0  0.0  0.0 
-9.2718385e-01     1.8099999e-01  0.0  0.0  0.0 
-9.2050485e-01     1.9040000e-01  0.0  0.0  0.0 
-9.1354546e-01     1.9790000e-01  0.0  0.0  0.0 
-9.0630779e-01     2.0320000e-01  0.0  0.0  0.0 
-8.9879405e-01     2.0580000e-01  0.0  0.0  0.0 
-8.9100652e-01     2.0490000e-01  0.0  0.0  0.0 
-8.8294759e-01     2.0010000e-01  0.0  0.0  0.0 
-8.7461971e-01     1.9250000e-01  0.0  0.0  0.0 
-8.6602540e-01     1.8340001e-01  0.0  0.0  0.0 
-8.5716730e-01     1.7440000e-01  0.0  0.0  0.0 
-8.4804810e-01     1.6660000e-01  0.0  0.0  0.0 
-8.3867057e-01     1.5989999e-01  0.0  0.0  0.0 
-8.2903757e-01     1.5369999e-01  0.0  0.0  0.0 
-8.1915204e-01     1.4740001e-01  0.0  0.0  0.0 
-8.0901699e-01     1.4010000e-01  0.0  0.0  0.0 
-7.9863551e-01     1.3210000e-01  0.0  0.0  0.0 
-7.8801075e-01     1.2390000e-01  0.0  0.0  0.0 
-7.7714596e-01     1.1610000e-01  0.0  0.0  0.0 
-7.6604444e-01     1.0930000e-01  0.0  0.0  0.0 
-7.5470958e-01     1.0360000e-01  0.0  0.0  0.0 
-7.4314483e-01     9.8870002e-02  0.0  0.0  0.0 
-7.3135370e-01     9.4939999e-02  0.0  0.0  0.0 
-7.1933980e-01     9.1650002e-02  0.0  0.0  0.0 
-7.0710678e-01     8.9079998e-02  0.0  0.0  0.0 
-6.9465837e-01     8.7269999e-02  0.0  0.0  0.0 
-6.8199836e-01     8.6130001e-02  0.0  0.0  0.0 
-6.6913061e-01     8.5479997e-02  0.0  0.0  0.0 
-6.5605903e-01     8.4980004e-02  0.0  0.0  0.0 
-6.4278761e-01     8.4310003e-02  0.0  0.0  0.0 
-6.2932039e-01     8.3600000e-02  0.0  0.0  0.0 
-6.1566148e-01     8.3039999e-02  0.0  0.0  0.0 
-6.0181502e-01     8.2539998e-02  0.0  0.0  0.0 
-5.8778525e-01     8.1929997e-02  0.0  0.0  0.0 
-5.7357644e-01     8.1289999e-02  0.0  0.0  0.0 
-5.5919290e-01     8.0830000e-02  0.0  0.0  0.0 
-5.4463904e-01     8.1009999e-02  0.0  0.0  0.0 
-5.2991926e-01     8.2170002e-02  0.0  0.0  0.0 
-5.1503807e-01     8.4050000e-02  0.0  0.0  0.0 
-5.0000000e-01     8.6439997e-02  0.0  0.0  0.0 
-4.8480962e-01     8.9950003e-02  0.0  0.0  0.0 
-4.6947156e-01     9.5289998e-02  0.0  0.0  0.0 
-4.5399050e-01     1.0240000e-01  0.0  0.0  0.0 
-4.3837115e-01     1.1060000e-01  0.0  0.0  0.0 
-4.2261826e-01     1.1830000e-01  0.0  0.0  0.0 
-4.0673664e-01     1.2340000e-01  0.0  0.0  0.0 
-3.9073113e-01     1.2610000e-01  0.0  0.0  0.0 
-3.7460659e-01     1.2760000e-01  0.0  0.0  0.0 
-3.5836795e-01     1.2899999e-01  0.0  0.0  0.0 
-3.4202014e-01     1.3120000e-01  0.0  0.0  0.0 
-3.2556815e-01     1.3390000e-01  0.0  0.0  0.0 
-3.0901699e-01     1.3630000e-01  0.0  0.0  0.0 
-2.9237170e-01     1.3840000e-01  0.0  0.0  0.0 
-2.7563736e-01     1.4030001e-01  0.0  0.0  0.0 
-2.5881905e-01     1.4290000e-01  0.0  0.0  0.0 
-2.4192190e-01     1.4650001e-01  0.0  0.0  0.0 
-2.2495105e-01     1.5070000e-01  0.0  0.0  0.0 
-2.0791169e-01     1.5480000e-01  0.0  0.0  0.0 
-1.9080900e-01     1.5840000e-01  0.0  0.0  0.0 
-1.7364818e-01     1.6140001e-01  0.0  0.0  0.0 
-1.5643447e-01     1.6450000e-01  0.0  0.0  0.0 
-1.3917310e-01     1.6830000e-01  0.0  0.0  0.0 
-1.2186934e-01     1.7219999e-01  0.0  0.0  0.0 
-1.0452846e-01     1.7540000e-01  0.0  0.0  0.0 
-8.7155743e-02     1.7780000e-01  0.0  0.0  0.0 
-6.9756474e-02     1.7970000e-01  0.0  0.0  0.0 
-5.2335956e-02     1.8160000e-01  0.0  0.0  0.0 
-3.4899497e-02     1.8380000e-01  0.0  0.0  0.0 
-1.7452406e-02     1.8660000e-01  0.0  0.0  0.0 
 6.1232340e-17     1.8960001e-01  0.0  0.0  0.0 
 1.7452406e-02     1.9320001e-01  0.0  0.0  0.0 
 3.4899497e-02     1.9720000e-01  0.0  0.0  0.0 
 5.2335956e-02     2.0100001e-01  0.0  0.0  0.0 
 6.9756474e-02     2.0410000e-01  0.0  0.0  0.0 
 8.7155743e-02     2.0680000e-01  0.0  0.0  0.0 
 1.0452846e-01     2.0940000e-01  0.0  0.0  0.0 
 1.2186934e-01     2.1280000e-01  0.0  0.0  0.0 
 1.3917310e-01     2.1740000e-01  0.0  0.0  0.0 
 1.5643447e-01     2.2220001e-01  0.0  0.0  0.0 
 1.7364818e-01     2.2640000e-01  0.0  0.0  0.0 
 1.9080900e-01     2.2920001e-01  0.0  0.0  0.0 
 2.0791169e-01     2.3090000e-01  0.0  0.0  0.0 
 2.2495105e-01     2.3220000e-01  0.0  0.0  0.0 
 2.4192190e-01     2.3390000e-01  0.0  0.0  0.0 
 2.5881905e-01     2.3630001e-01  0.0  0.0  0.0 
 2.7563736e-01     2.3909999e-01  0.0  0.0  0.0 
 2.9237170e-01     2.4190000e-01  0.0  0.0  0.0 
 3.0901699e-01     2.4429999e-01  0.0  0.0  0.0 
 3.2556815e-01     2.4590001e-01  0.0  0.0  0.0 
 3.4202014e-01     2.4640000e-01  0.0  0.0  0.0 
 3.5836795e-01     2.4600001e-01  0.0  0.0  0.0 
 3.7460659e-01     2.4490000e-01  0.0  0.0  0.0 
 3.9073113e-01     2.4400000e-01  0.0  0.0  0.0 
 4.0673664e-01     2.4410000e-01  0.0  0.0  0.0 
 4.2261826e-01     2.4580000e-01  0.0  0.0  0.0 
 4.3837115e-01     2.4900000e-01  0.0  0.0  0.0 
 4.5399050e-01     2.5319999e-01  0.0  0.0  0.0 
 4.6947156e-01     2.5749999e-01  0.0  0.0  0.0 
 4.8480962e-01     2.6170000e-01  0.0  0.0  0.0 
 5.0000000e-01     2.6609999e-01  0.0  0.0  0.0 
 5.1503807e-01     2.7169999e-01  0.0  0.0  0.0 
 5.2991926e-01     2.7970001e-01  0.0  0.0  0.0 
 5.4463904e-01     2.9150000e-01  0.0  0.0  0.0 
 5.5919290e-01     3.0829999e-01  0.0  0.0  0.0 
 5.7357644e-01     3.3050001e-01  0.0  0.0  0.0 
 5.8778525e-01     3.5839999e-01  0.0  0.0  0.0 
 6.0181502e-01     3.9150000e-01  0.0  0.0  0.0 
 6.1566148e-01     4.2860001e-01  0.0  0.0  0.0 
 6.2932039e-01     4.6740001e-01  0.0  0.0  0.0 
 6.4278761e-01     5.1029998e-01  0.0  0.0  0.0 
 6.5605903e-01     5.8910000e-01  0.0  0.0  0.0 
 6.6913061e-01     7.2369999e-01  0.0  0.0  0.0 
 6.8199836e-01     7.4220002e-01  0.0  0.0  0.0 
 6.9465837e-01     5.3200001e-01  0.0  0.0  0.0 
 7.0710678e-01     3.6510000e-01  0.0  0.0  0.0 
 7.1933980e-01     3.2519999e-01  0.0  0.0  0.0 
 7.3135370e-01     3.3809999e-01  0.0  0.0  0.0 
 7.4314483e-01     3.4900001e-01  0.0  0.0  0.0 
 7.5470958e-01     3.6309999e-01  0.0  0.0  0.0 
 7.6604444e-01     3.9669999e-01  0.0  0.0  0.0 
 7.7714596e-01     4.4229999e-01  0.0  0.0  0.0 
 7.8801075e-01     4.8600000e-01  0.0  0.0  0.0 
 7.9863551e-01     5.3930002e-01  0.0  0.0  0.0 
 8.0901699e-01     6.1809999e-01  0.0  0.0  0.0 
 8.1915204e-01     7.1749997e-01  0.0  0.0  0.0 
 8.2903757e-01     8.2330000e-01  0.0  0.0  0.0 
 8.3867057e-01     9.4720000e-01  0.0  0.0  0.0 
 8.4804810e-01     1.1070000e+00  0.0  0.0  0.0 
 8.5716730e-01     1.3080000e+00  0.0  0.0  0.0 
 8.6602540e-01     1.5590000e+00  0.0  0.0  0.0 
 8.7461971e-01     1.9010000e+00  0.0  0.0  0.0 
 8.8294759e-01     2.3829999e+00  0.0  0.0  0.0 
 8.9100652e-01     2.9170001e+00  0.0  0.0  0.0 
 8.9879405e-01     3.3840001e+00  0.0  0.0  0.0 
 9.0630779e-01     4.2529998e+00  0.0  0.0  0.0 
 9.1354546e-01     6.2529998e+00  0.0  0.0  0.0 
 9.2050485e-01     6.3509998e+00  0.0  0.0  0.0 
 9.2718385e-01     3.0150001e+00  0.0  0.0  0.0 
 9.3358043e-01     1.4310000e+00  0.0  0.0  0.0 
 9.3969262e-01     8.8270003e-01  0.0  0.0  0.0 
 9.4551858e-01     7.2520000e-01  0.0  0.0  0.0 
 9.5105652e-01     8.0680001e-01  0.0  0.0  0.0 
 9.5630476e-01     8.5270000e-01  0.0  0.0  0.0 
 9.6126170e-01     6.5429997e-01  0.0  0.0  0.0 
 9.6592583e-01     6.0729998e-01  0.0  0.0  0.0 
 9.6814764e-01     6.4880002e-01  0.0  0.0  0.0 
 9.7029573e-01     7.2259998e-01  0.0  0.0  0.0 
 9.7236992e-01     8.6390001e-01  0.0  0.0  0.0 
 9.7437006e-01     1.1130000e+00  0.0  0.0  0.0 
 9.7629601e-01     1.4760000e+00  0.0  0.0  0.0 
 9.7814760e-01     1.8530000e+00  0.0  0.0  0.0 
 9.7992470e-01     1.9950000e+00  0.0  0.0  0.0 
 9.8162718e-01     1.7250000e+00  0.0  0.0  0.0 
 9.8325491e-01     1.3540000e+00  0.0  0.0  0.0 
 9.8480775e-01     1.2079999e+00  0.0  0.0  0.0 
 9.8510933e-01     1.1990000e+00  0.0  0.0  0.0 
 9.8540790e-01     1.1970000e+00  0.0  0.0  0.0 
 9.8570347e-01     1.2020000e+00  0.0  0.0  0.0 
 9.8599604e-01     1.2120000e+00  0.0  0.0  0.0 
 9.8628560e-01     1.2120000e+00  0.0  0.0  0.0 
 9.8657216e-01     1.2260000e+00  0.0  0.0  0.0 
 9.8685572e-01     1.2330000e+00  0.0  0.0  0.0 
 9.8713627e-01     1.2240000e+00  0.0  0.0  0.0 
 9.8741381e-01     1.2270000e+00  0.0  0.0  0.0 
 9.8768834e-01     1.2290000e+00  0.0  0.0  0.0 
 9.8795987e-01     1.2190000e+00  0.0  0.0  0.0 
 9.8822838e-01     1.2190000e+00  0.0  0.0  0.0 
 9.8849389e-01     1.2380000e+00  0.0  0.0  0.0 
 9.8875638e-01     1.2309999e+00  0.0  0.0  0.0 
 9.8901586e-01     1.2330000e+00  0.0  0.0  0.0 
 9.8927233e-01     1.2280000e+00  0.0  0.0  0.0 
 9.8952579e-01     1.2330000e+00  0.0  0.0  0.0 
 9.8977623e-01     1.2300000e+00  0.0  0.0  0.0 
 9.9002366e-01     1.2300000e+00  0.0  0.0  0.0 
 9.9026807e-01     1.2630000e+00  0.0  0.0  0.0 
 9.9050946e-01     1.2950000e+00  0.0  0.0  0.0 
 9.9074784e-01     1.3040000e+00  0.0  0.0  0.0 
 9.9098320e-01     1.3060000e+00  0.0  0.0  0.0 
 9.9121554e-01     1.3010000e+00  0.0  0.0  0.0 
 9.9144486e-01     1.3140000e+00  0.0  0.0  0.0 
 9.9167116e-01     1.3350000e+00  0.0  0.0  0.0 
 9.9189444e-01     1.3690000e+00  0.0  0.0  0.0 
 9.9211470e-01     1.4180000e+00  0.0  0.0  0.0 
 9.9233194e-01     1.4710000e+00  0.0  0.0  0.0 
 9.9254615e-01     1.4820000e+00  0.0  0.0  0.0 
 9.9275734e-01     1.5020000e+00  0.0  0.0  0.0 
 9.9296551e-01     1.5520000e+00  0.0  0.0  0.0 
 9.9317065e-01     1.6140000e+00  0.0  0.0  0.0 
 9.9337277e-01     1.6849999e+00  0.0  0.0  0.0 
 9.9357186e-01     1.7350000e+00  0.0  0.0  0.0 
 9.9376792e-01     1.8010000e+00  0.0  0.0  0.0 
 9.9396096e-01     1.8240000e+00  0.0  0.0  0.0 
 9.9415096e-01     1.8390000e+00  0.0  0.0  0.0 
 9.9433794e-01     1.8700000e+00  0.0  0.0  0.0 
 9.9452190e-01     1.9770000e+00  0.0  0.0  0.0 
 9.9470282e-01     1.9990000e+00  0.0  0.0  0.0 
 9.9488071e-01     2.0860000e+00  0.0  0.0  0.0 
 9.9505557e-01     2.1580000e+00  0.0  0.0  0.0 
 9.9522740e-01     2.2430000e+00  0.0  0.0  0.0 
 9.9539620e-01     2.3559999e+00  0.0  0.0  0.0 
 9.9556196e-01     2.5260000e+00  0.0  0.0  0.0 
 9.9572470e-01     2.6619999e+00  0.0  0.0  0.0 
 9.9588440e-01     2.7140000e+00  0.0  0.0  0.0 
 9.9604107e-01     2.8390000e+00  0.0  0.0  0.0 
 9.9619470e-01     2.9419999e+00  0.0  0.0  0.0 
 9.9627038e-01     2.9760001e+00  0.0  0.0  0.0 
 9.9634530e-01     3.0130000e+00  0.0  0.0  0.0 
 9.9641946e-01     3.0760000e+00  0.0  0.0  0.0 
 9.9649286e-01     3.1370001e+00  0.0  0.0  0.0 
 9.9656550e-01     3.2679999e+00  0.0  0.0  0.0 
 9.9663739e-01     3.4460001e+00  0.0  0.0  0.0 
 9.9670851e-01     3.5620000e+00  0.0  0.0  0.0 
 9.9677888e-01     3.6489999e+00  0.0  0.0  0.0 
 9.9684849e-01     3.7079999e+00  0.0  0.0  0.0 
 9.9691733e-01     3.7230000e+00  0.0  0.0  0.0 
 9.9698542e-01     3.7000000e+00  0.0  0.0  0.0 
 9.9705275e-01     3.7990000e+00  0.0  0.0  0.0 
 9.9711932e-01     3.9030001e+00  0.0  0.0  0.0 
 9.9718513e-01     4.0790000e+00  0.0  0.0  0.0 
 9.9725019e-01     4.2719998e+00  0.0  0.0  0.0 
 9.9731448e-01     4.4749999e+00  0.0  0.0  0.0 
 9.9737801e-01     4.6650000e+00  0.0  0.0  0.0 
 9.9744078e-01     4.7849998e+00  0.0  0.0  0.0 
 9.9750280e-01     4.9000001e+00  0.0  0.0  0.0 
 9.9756405e-01     5.1360002e+00  0.0  0.0  0.0 
 9.9762454e-01     5.3839998e+00  0.0  0.0  0.0 
 9.9768428e-01     5.5560002e+00  0.0  0.0  0.0 
 9.9774325e-01     5.6539998e+00  0.0  0.0  0.0 
 9.9780147e-01     5.7700000e+00  0.0  0.0  0.0 
 9.9785892e-01     5.8889999e+00  0.0  0.0  0.0 
 9.9791562e-01     5.9980001e+00  0.0  0.0  0.0 
 9.9797155e-01     6.2849998e+00  0.0  0.0  0.0 
 9.9802673e-01     6.6729999e+00  0.0  0.0  0.0 
 9.9808114e-01     7.2100000e+00  0.0  0.0  0.0 
 9.9813480e-01     7.5760002e+00  0.0  0.0  0.0 
 9.9818769e-01     7.7740002e+00  0.0  0.0  0.0 
 9.9823983e-01     8.0769997e+00  0.0  0.0  0.0 
 9.9829120e-01     8.3149996e+00  0.0  0.0  0.0 
 9.9834182e-01     8.6260004e+00  0.0  0.0  0.0 
 9.9839167e-01     9.0489998e+00  0.0  0.0  0.0 
 9.9844076e-01     9.2910004e+00  0.0  0.0  0.0 
 9.9848910e-01     9.5209999e+00  0.0  0.0  0.0 
 9.9853667e-01     9.7349997e+00  0.0  0.0  0.0 
 9.9858348e-01     9.6470003e+00  0.0  0.0  0.0 
 9.9862953e-01     9.6899996e+00  0.0  0.0  0.0 
 9.9867483e-01     1.0010000e+01  0.0  0.0  0.0 
 9.9871936e-01     1.1140000e+01  0.0  0.0  0.0 
 9.9876313e-01     1.2280000e+01  0.0  0.0  0.0 
 9.9880614e-01     1.3460000e+01  0.0  0.0  0.0 
 9.9884839e-01     1.4530000e+01  0.0  0.0  0.0 
 9.9888987e-01     1.5780000e+01  0.0  0.0  0.0 
 9.9893060e-01     1.7059999e+01  0.0  0.0  0.0 
 9.9897057e-01     1.8190001e+01  0.0  0.0  0.0 
 9.9900978e-01     1.9110001e+01  0.0  0.0  0.0 
 9.9904822e-01     1.9990000e+01  0.0  0.0  0.0 
 9.9908591e-01     2.0850000e+01  0.0  0.0  0.0 
 9.9912283e-01     2.1660000e+01  0.0  0.0  0.0 
 9.9915899e-01     2.2030001e+01  0.0  0.0  0.0 
 9.9919440e-01     2.2889999e+01  0.0  0.0  0.0 
 9.9922904e-01     2.4250000e+01  0.0  0.0  0.0 
 9.9926292e-01     2.5799999e+01  0.0  0.0  0.0 
 9.9929604e-01     2.7040001e+01  0.0  0.0  0.0 
 9.9932839e-01     2.8760000e+01  0.0  0.0  0.0 
 9.9935999e-01     3.0790001e+01  0.0  0.0  0.0 
 9.9939083e-01     3.3450001e+01  0.0  0.0  0.0 
 9.9939690e-01     3.4220001e+01  0.0  0.0  0.0 
 9.9940295e-01     3.5000000e+01  0.0  0.0  0.0 
 9.9940896e-01     3.5790001e+01  0.0  0.0  0.0 
 9.9941495e-01     3.6580002e+01  0.0  0.0  0.0 
 9.9942090e-01     3.7400002e+01  0.0  0.0  0.0 
 9.9942683e-01     3.8240002e+01  0.0  0.0  0.0 
 9.9943272e-01     3.9090000e+01  0.0  0.0  0.0 
 9.9943858e-01     3.9910000e+01  0.0  0.0  0.0 
 9.9944441e-01     4.0700001e+01  0.0  0.0  0.0 
 9.9945022e-01     4.1450001e+01  0.0  0.0  0.0 
 9.9945599e-01     4.2220001e+01  0.0  0.0  0.0 
 9.9946173e-01     4.3020000e+01  0.0  0.0  0.0 
 9.9946744e-01     4.3880001e+01  0.0  0.0  0.0 
 9.9947312e-01     4.4790001e+01  0.0  0.0  0.0 
 9.9947877e-01     4.5759998e+01  0.0  0.0  0.0 
 9.9948439e-01     4.6779999e+01  0.0  0.0  0.0 
