#
# Optical properties to be used by ARTDECO
#
# Used model to obtain that properties is:
 unknown 
# Used material is:
 unknown 
# Number of phase matrix elements : 
 4 
# number of wavelengths 
   186
#  lambda         nteta          Cext               SSA                g 
 4.3837115e-01     1.6787112e-01  0.0  0.0  0.0 
 4.8480962e-01     2.1888848e-01  0.0  0.0  0.0 
 5.1503807e-01     2.6033995e-01  0.0  0.0  0.0 
 5.5919290e-01     3.3612186e-01  0.0  0.0  0.0 
 6.0181502e-01     4.3078095e-01  0.0  0.0  0.0 
 6.2932039e-01     5.0602472e-01  0.0  0.0  0.0 
 6.5605903e-01     5.9241641e-01  0.0  0.0  0.0 
 6.8199836e-01     6.9159812e-01  0.0  0.0  0.0 
 7.1933980e-01     8.6596072e-01  0.0  0.0  0.0 
 7.4314483e-01     1.0015101e+00  0.0  0.0  0.0 
 7.6604444e-01     1.1551371e+00  0.0  0.0  0.0 
 7.8801075e-01     1.3279797e+00  0.0  0.0  0.0 
 8.0901699e-01     1.5227219e+00  0.0  0.0  0.0 
 8.2903757e-01     1.7425185e+00  0.0  0.0  0.0 
 8.5716730e-01     2.1265686e+00  0.0  0.0  0.0 
 8.7461971e-01     2.4242506e+00  0.0  0.0  0.0 
 8.9100652e-01     2.7592165e+00  0.0  0.0  0.0 
 9.0630779e-01     3.1336164e+00  0.0  0.0  0.0 
 9.2050485e-01     3.5491321e+00  0.0  0.0  0.0 
 9.3358043e-01     4.0063524e+00  0.0  0.0  0.0 
 9.5105652e-01     4.7745900e+00  0.0  0.0  0.0 
 9.6592583e-01     5.6482611e+00  0.0  0.0  0.0 
 9.7814760e-01     6.6828666e+00  0.0  0.0  0.0 
 9.8480775e-01     7.5619760e+00  0.0  0.0  0.0 
 9.8768834e-01     8.1346655e+00  0.0  0.0  0.0 
 9.9026807e-01     8.8793516e+00  0.0  0.0  0.0 
 9.9254615e-01     9.9485741e+00  0.0  0.0  0.0 
 9.9357186e-01     1.0692727e+01  0.0  0.0  0.0 
 9.9452190e-01     1.1662182e+01  0.0  0.0  0.0 
 9.9539620e-01     1.2968567e+01  0.0  0.0  0.0 
 9.9619470e-01     1.4800917e+01  0.0  0.0  0.0 
 9.9663739e-01     1.6281004e+01  0.0  0.0  0.0 
 9.9691733e-01     1.7488432e+01  0.0  0.0  0.0 
 9.9731448e-01     1.9742409e+01  0.0  0.0  0.0 
 9.9756405e-01     2.1631872e+01  0.0  0.0  0.0 
 9.9780147e-01     2.3933491e+01  0.0  0.0  0.0 
 9.9813480e-01     2.8435490e+01  0.0  0.0  0.0 
 9.9834182e-01     3.2394554e+01  0.0  0.0  0.0 
 9.9853667e-01     3.7421600e+01  0.0  0.0  0.0 
 9.9862953e-01     4.0450497e+01  0.0  0.0  0.0 
 9.9880614e-01     4.7852325e+01  0.0  0.0  0.0 
 9.9897057e-01     5.7618977e+01  0.0  0.0  0.0 
 9.9904822e-01     6.3673985e+01  0.0  0.0  0.0 
 9.9912283e-01     7.0716049e+01  0.0  0.0  0.0 
 9.9919440e-01     7.8950607e+01  0.0  0.0  0.0 
 9.9926292e-01     8.8645462e+01  0.0  0.0  0.0 
 9.9932839e-01     1.0016351e+02  0.0  0.0  0.0 
 9.9939083e-01     1.1401947e+02  0.0  0.0  0.0 
 9.9945022e-01     1.3098032e+02  0.0  0.0  0.0 
 9.9950656e-01     1.5224144e+02  0.0  0.0  0.0 
 9.9955986e-01     1.7972852e+02  0.0  0.0  0.0 
 9.9961012e-01     2.1659915e+02  0.0  0.0  0.0 
 9.9963410e-01     2.4006627e+02  0.0  0.0  0.0 
 9.9965732e-01     2.6804480e+02  0.0  0.0  0.0 
 9.9967979e-01     3.0170044e+02  0.0  0.0  0.0 
 9.9970149e-01     3.4250470e+02  0.0  0.0  0.0 
 9.9972243e-01     3.9229999e+02  0.0  0.0  0.0 
 9.9974261e-01     4.5337119e+02  0.0  0.0  0.0 
 9.9976203e-01     5.2851984e+02  0.0  0.0  0.0 
 9.9978068e-01     6.2113678e+02  0.0  0.0  0.0 
 9.9979858e-01     7.3526398e+02  0.0  0.0  0.0 
 9.9981571e-01     8.7563660e+02  0.0  0.0  0.0 
 9.9983208e-01     1.0476896e+03  0.0  0.0  0.0 
 9.9984770e-01     1.2575133e+03  0.0  0.0  0.0 
 9.9986254e-01     1.5117375e+03  0.0  0.0  0.0 
 9.9987663e-01     1.8173253e+03  0.0  0.0  0.0 
 9.9988996e-01     2.1812561e+03  0.0  0.0  0.0 
 9.9990252e-01     2.6100867e+03  0.0  0.0  0.0 
 9.9991433e-01     3.1093862e+03  0.0  0.0  0.0 
 9.9992537e-01     3.6830547e+03  0.0  0.0  0.0 
 9.9993565e-01     4.3325562e+03  0.0  0.0  0.0 
 9.9994517e-01     5.0561187e+03  0.0  0.0  0.0 
 9.9995393e-01     5.8479746e+03  0.0  0.0  0.0 
 9.9996192e-01     6.6977412e+03  0.0  0.0  0.0 
 9.9997563e-01     8.5044795e+03  0.0  0.0  0.0 
 9.9998629e-01     1.0296037e+04  0.0  0.0  0.0 
 1.0000000e+00     1.3256459e+04  0.0  0.0  0.0 
# lambda =   0.830 
#         u                 F11              F44               F21               F34  
-1.0000000e+00     7.0801723e-01  0.0  0.0  0.0 
-9.9999391e-01     6.0885686e-01  0.0  0.0  0.0 
-9.9998629e-01     5.1355791e-01  0.0  0.0  0.0 
-9.9998134e-01     4.6551025e-01  0.0  0.0  0.0 
-9.9997563e-01     4.2115715e-01  0.0  0.0  0.0 
-9.9996916e-01     3.8272732e-01  0.0  0.0  0.0 
-9.9996192e-01     3.5168222e-01  0.0  0.0  0.0 
-9.9995393e-01     3.2868719e-01  0.0  0.0  0.0 
-9.9994517e-01     3.1367102e-01  0.0  0.0  0.0 
-9.9993565e-01     3.0595198e-01  0.0  0.0  0.0 
-9.9992537e-01     3.0440372e-01  0.0  0.0  0.0 
-9.9984770e-01     3.4698948e-01  0.0  0.0  0.0 
-9.9981571e-01     3.5526851e-01  0.0  0.0  0.0 
-9.9978068e-01     3.5451546e-01  0.0  0.0  0.0 
-9.9974261e-01     3.4556532e-01  0.0  0.0  0.0 
-9.9950656e-01     2.5407419e-01  0.0  0.0  0.0 
-9.9939083e-01     2.2296736e-01  0.0  0.0  0.0 
-9.9926292e-01     1.9972064e-01  0.0  0.0  0.0 
-9.9919439e-01     1.9061318e-01  0.0  0.0  0.0 
-9.9904822e-01     1.7613763e-01  0.0  0.0  0.0 
-9.9888988e-01     1.6507700e-01  0.0  0.0  0.0 
-9.9862953e-01     1.5233544e-01  0.0  0.0  0.0 
-9.9813480e-01     1.3740832e-01  0.0  0.0  0.0 
-9.9756405e-01     1.2663728e-01  0.0  0.0  0.0 
-9.9691733e-01     1.1853641e-01  0.0  0.0  0.0 
-9.9619470e-01     1.1291179e-01  0.0  0.0  0.0 
-9.9452190e-01     1.0453164e-01  0.0  0.0  0.0 
-9.9254615e-01     9.8969281e-02  0.0  0.0  0.0 
-9.8768834e-01     9.3177229e-02  0.0  0.0  0.0 
-9.8480775e-01     9.2027009e-02  0.0  0.0  0.0 
-9.7814760e-01     9.1387898e-02  0.0  0.0  0.0 
-9.6592583e-01     9.3640499e-02  0.0  0.0  0.0 
-9.3969262e-01     1.0320958e-01  0.0  0.0  0.0 
-8.9100652e-01     1.2614672e-01  0.0  0.0  0.0 
-8.4804810e-01     1.5202203e-01  0.0  0.0  0.0 
-8.3867057e-01     1.5546750e-01  0.0  0.0  0.0 
-8.1915204e-01     1.4940232e-01  0.0  0.0  0.0 
-8.1411552e-01     1.5002812e-01  0.0  0.0  0.0 
-8.0901699e-01     1.5547138e-01  0.0  0.0  0.0 
-8.0385686e-01     1.6825090e-01  0.0  0.0  0.0 
-7.9863551e-01     1.8961534e-01  0.0  0.0  0.0 
-7.9441469e-01     2.1228574e-01  0.0  0.0  0.0 
-7.8801075e-01     2.5282583e-01  0.0  0.0  0.0 
-7.7714596e-01     3.1882346e-01  0.0  0.0  0.0 
-7.7162458e-01     3.4123221e-01  0.0  0.0  0.0 
-7.6604444e-01     3.5202211e-01  0.0  0.0  0.0 
-7.6040597e-01     3.5002264e-01  0.0  0.0  0.0 
-7.5470958e-01     3.3623183e-01  0.0  0.0  0.0 
-7.4314483e-01     2.8325868e-01  0.0  0.0  0.0 
-7.3135370e-01     2.1647340e-01  0.0  0.0  0.0 
-7.1933980e-01     1.5589556e-01  0.0  0.0  0.0 
-7.1325045e-01     1.3095012e-01  0.0  0.0  0.0 
-7.0710678e-01     1.1016879e-01  0.0  0.0  0.0 
-7.0090926e-01     9.3412124e-02  0.0  0.0  0.0 
-6.9465837e-01     8.0313154e-02  0.0  0.0  0.0 
-6.8835458e-01     7.0366092e-02  0.0  0.0  0.0 
-6.8199836e-01     6.2999696e-02  0.0  0.0  0.0 
-6.7559021e-01     5.8010269e-02  0.0  0.0  0.0 
-6.6913061e-01     5.4595653e-02  0.0  0.0  0.0 
-6.6262005e-01     5.2639551e-02  0.0  0.0  0.0 
-6.5605903e-01     5.1710214e-02  0.0  0.0  0.0 
-6.4278761e-01     5.1786441e-02  0.0  0.0  0.0 
-6.1566148e-01     5.4607362e-02  0.0  0.0  0.0 
-6.0181502e-01     5.5127583e-02  0.0  0.0  0.0 
-5.8778525e-01     5.4042537e-02  0.0  0.0  0.0 
-5.7357644e-01     5.1341463e-02  0.0  0.0  0.0 
-5.5919290e-01     4.7133621e-02  0.0  0.0  0.0 
-5.2991926e-01     3.6597658e-02  0.0  0.0  0.0 
-5.1503807e-01     3.1812903e-02  0.0  0.0  0.0 
-5.0000000e-01     2.8058141e-02  0.0  0.0  0.0 
-4.8480962e-01     2.5463594e-02  0.0  0.0  0.0 
-4.6947156e-01     2.3899402e-02  0.0  0.0  0.0 
-4.5399050e-01     2.3099499e-02  0.0  0.0  0.0 
-3.9073113e-01     2.1224150e-02  0.0  0.0  0.0 
-3.2556815e-01     1.8761413e-02  0.0  0.0  0.0 
-2.5881905e-01     1.7222932e-02  0.0  0.0  0.0 
-2.2495105e-01     1.6908258e-02  0.0  0.0  0.0 
-1.7364818e-01     1.6847903e-02  0.0  0.0  0.0 
-1.0452846e-01     1.7714109e-02  0.0  0.0  0.0 
-3.4899497e-02     1.9848181e-02  0.0  0.0  0.0 
 6.1232340e-17     2.1599714e-02  0.0  0.0  0.0 
 3.4899497e-02     2.3817534e-02  0.0  0.0  0.0 
 6.9756474e-02     2.6657810e-02  0.0  0.0  0.0 
 1.2186934e-01     3.2581717e-02  0.0  0.0  0.0 
 1.5643447e-01     3.7797410e-02  0.0  0.0  0.0 
 1.9080900e-01     4.4321258e-02  0.0  0.0  0.0 
 2.0791169e-01     4.8132241e-02  0.0  0.0  0.0 
 2.2495105e-01     5.2425537e-02  0.0  0.0  0.0 
 2.5881905e-01     6.2322129e-02  0.0  0.0  0.0 
 2.7563736e-01     6.8033315e-02  0.0  0.0  0.0 
 3.0901699e-01     8.1417538e-02  0.0  0.0  0.0 
 3.4202014e-01     9.7650267e-02  0.0  0.0  0.0 
 3.7460659e-01     1.1714152e-01  0.0  0.0  0.0 
 3.9073113e-01     1.2828317e-01  0.0  0.0  0.0 
 4.2261826e-01     1.5360977e-01  0.0  0.0  0.0 
 4.5399050e-01     1.8363997e-01  0.0  0.0  0.0 
 4.8480962e-01     2.1899492e-01  0.0  0.0  0.0 
 5.1503807e-01     2.6057726e-01  0.0  0.0  0.0 
 5.5919290e-01     3.3608308e-01  0.0  0.0  0.0 
 6.0181502e-01     4.3055242e-01  0.0  0.0  0.0 
 6.2932039e-01     5.0567949e-01  0.0  0.0  0.0 
 6.5605903e-01     5.9211904e-01  0.0  0.0  0.0 
 6.8199836e-01     6.9087315e-01  0.0  0.0  0.0 
 7.1933980e-01     8.6525148e-01  0.0  0.0  0.0 
 7.4314483e-01     1.0012423e+00  0.0  0.0  0.0 
 7.6604444e-01     1.1544557e+00  0.0  0.0  0.0 
 7.8801075e-01     1.3275905e+00  0.0  0.0  0.0 
 8.0901699e-01     1.5220476e+00  0.0  0.0  0.0 
 8.3867057e-01     1.8620545e+00  0.0  0.0  0.0 
 8.5716730e-01     2.1262043e+00  0.0  0.0  0.0 
 8.7461971e-01     2.4236298e+00  0.0  0.0  0.0 
 8.9100652e-01     2.7594643e+00  0.0  0.0  0.0 
 9.0630779e-01     3.1335127e+00  0.0  0.0  0.0 
 9.2050485e-01     3.5492818e+00  0.0  0.0  0.0 
 9.3358043e-01     4.0076699e+00  0.0  0.0  0.0 
 9.5105652e-01     4.7782493e+00  0.0  0.0  0.0 
 9.6592583e-01     5.6566706e+00  0.0  0.0  0.0 
 9.7814760e-01     6.6907501e+00  0.0  0.0  0.0 
 9.8480775e-01     7.5763640e+00  0.0  0.0  0.0 
 9.8768834e-01     8.1507139e+00  0.0  0.0  0.0 
 9.9026807e-01     8.9066381e+00  0.0  0.0  0.0 
 9.9254615e-01     9.9837217e+00  0.0  0.0  0.0 
 9.9357186e-01     1.0737105e+01  0.0  0.0  0.0 
 9.9452190e-01     1.1713445e+01  0.0  0.0  0.0 
 9.9539620e-01     1.3032948e+01  0.0  0.0  0.0 
 9.9619470e-01     1.4887053e+01  0.0  0.0  0.0 
 9.9663739e-01     1.6388582e+01  0.0  0.0  0.0 
 9.9691733e-01     1.7612434e+01  0.0  0.0  0.0 
 9.9731448e-01     1.9893616e+01  0.0  0.0  0.0 
 9.9756405e-01     2.1805691e+01  0.0  0.0  0.0 
 9.9780147e-01     2.4132732e+01  0.0  0.0  0.0 
 9.9813480e-01     2.8681866e+01  0.0  0.0  0.0 
 9.9834182e-01     3.2689606e+01  0.0  0.0  0.0 
 9.9853667e-01     3.7782536e+01  0.0  0.0  0.0 
 9.9862953e-01     4.0848770e+01  0.0  0.0  0.0 
 9.9880614e-01     4.8330280e+01  0.0  0.0  0.0 
 9.9897057e-01     5.8186882e+01  0.0  0.0  0.0 
 9.9904822e-01     6.4295357e+01  0.0  0.0  0.0 
 9.9912283e-01     7.1400024e+01  0.0  0.0  0.0 
 9.9919440e-01     7.9709625e+01  0.0  0.0  0.0 
 9.9926292e-01     8.9497414e+01  0.0  0.0  0.0 
 9.9932839e-01     1.0113660e+02  0.0  0.0  0.0 
 9.9939083e-01     1.1516135e+02  0.0  0.0  0.0 
 9.9945022e-01     1.3237335e+02  0.0  0.0  0.0 
 9.9950656e-01     1.5402615e+02  0.0  0.0  0.0 
 9.9955986e-01     1.8213727e+02  0.0  0.0  0.0 
 9.9961012e-01     2.2000122e+02  0.0  0.0  0.0 
 9.9963410e-01     2.4416049e+02  0.0  0.0  0.0 
 9.9965732e-01     2.7299811e+02  0.0  0.0  0.0 
 9.9967979e-01     3.0770975e+02  0.0  0.0  0.0 
 9.9970149e-01     3.4979675e+02  0.0  0.0  0.0 
 9.9972243e-01     4.0112842e+02  0.0  0.0  0.0 
 9.9974261e-01     4.6400894e+02  0.0  0.0  0.0 
 9.9976203e-01     5.4124597e+02  0.0  0.0  0.0 
 9.9978068e-01     6.3621503e+02  0.0  0.0  0.0 
 9.9979858e-01     7.5291199e+02  0.0  0.0  0.0 
 9.9981571e-01     8.9598383e+02  0.0  0.0  0.0 
 9.9983208e-01     1.0707229e+03  0.0  0.0  0.0 
 9.9984770e-01     1.2830107e+03  0.0  0.0  0.0 
 9.9986254e-01     1.5391914e+03  0.0  0.0  0.0 
 9.9987663e-01     1.8458586e+03  0.0  0.0  0.0 
 9.9988996e-01     2.2095393e+03  0.0  0.0  0.0 
 9.9990252e-01     2.6362644e+03  0.0  0.0  0.0 
 9.9991433e-01     3.1310242e+03  0.0  0.0  0.0 
 9.9992537e-01     3.6971252e+03  0.0  0.0  0.0 
 9.9993565e-01     4.3354736e+03  0.0  0.0  0.0 
 9.9994517e-01     5.0438403e+03  0.0  0.0  0.0 
 9.9995393e-01     5.8161782e+03  0.0  0.0  0.0 
 9.9996192e-01     6.6420757e+03  0.0  0.0  0.0 
 9.9997563e-01     8.3895693e+03  0.0  0.0  0.0 
 9.9998629e-01     1.0112871e+04  0.0  0.0  0.0 
 1.0000000e+00     1.2943825e+04  0.0  0.0  0.0 
# lambda =   0.840 
#         u                 F11              F44               F21               F34  
-1.0000000e+00     7.0861459e-01  0.0  0.0  0.0 
-9.9999391e-01     6.1195987e-01  0.0  0.0  0.0 
-9.9998629e-01     5.1838499e-01  0.0  0.0  0.0 
-9.9998134e-01     4.7085220e-01  0.0  0.0  0.0 
-9.9997563e-01     4.2666897e-01  0.0  0.0  0.0 
-9.9996916e-01     3.8803732e-01  0.0  0.0  0.0 
-9.9996192e-01     3.5643947e-01  0.0  0.0  0.0 
-9.9995393e-01     3.3260220e-01  0.0  0.0  0.0 
-9.9994517e-01     3.1654492e-01  0.0  0.0  0.0 
-9.9993565e-01     3.0769143e-01  0.0  0.0  0.0 
-9.9992537e-01     3.0502149e-01  0.0  0.0  0.0 
-9.9990252e-01     3.1292203e-01  0.0  0.0  0.0 
-9.9984770e-01     3.4474161e-01  0.0  0.0  0.0 
-9.9981571e-01     3.5373494e-01  0.0  0.0  0.0 
-9.9978068e-01     3.5413495e-01  0.0  0.0  0.0 
-9.9974261e-01     3.4647125e-01  0.0  0.0  0.0 
-9.9950656e-01     2.5826222e-01  0.0  0.0  0.0 
-9.9939083e-01     2.2678714e-01  0.0  0.0  0.0 
-9.9926292e-01     2.0273706e-01  0.0  0.0  0.0 
-9.9919439e-01     1.9319165e-01  0.0  0.0  0.0 
-9.9904822e-01     1.7801395e-01  0.0  0.0  0.0 
-9.9888988e-01     1.6663493e-01  0.0  0.0  0.0 
-9.9862953e-01     1.5366191e-01  0.0  0.0  0.0 
-9.9813480e-01     1.3821758e-01  0.0  0.0  0.0 
-9.9756405e-01     1.2755416e-01  0.0  0.0  0.0 
-9.9619470e-01     1.1348187e-01  0.0  0.0  0.0 
-9.9452190e-01     1.0513076e-01  0.0  0.0  0.0 
-9.9254615e-01     9.9308543e-02  0.0  0.0  0.0 
-9.9026807e-01     9.5859379e-02  0.0  0.0  0.0 
-9.8768834e-01     9.3440928e-02  0.0  0.0  0.0 
-9.8162718e-01     9.1710359e-02  0.0  0.0  0.0 
-9.7029573e-01     9.2583850e-02  0.0  0.0  0.0 
-9.6126170e-01     9.5253967e-02  0.0  0.0  0.0 
-9.3969262e-01     1.0341624e-01  0.0  0.0  0.0 
-8.8294759e-01     1.2990256e-01  0.0  0.0  0.0 
-8.4804810e-01     1.5151267e-01  0.0  0.0  0.0 
-8.3867057e-01     1.5477903e-01  0.0  0.0  0.0 
-8.2903757e-01     1.5320662e-01  0.0  0.0  0.0 
-8.1915204e-01     1.4907703e-01  0.0  0.0  0.0 
-8.1411552e-01     1.4965069e-01  0.0  0.0  0.0 
-8.0901699e-01     1.5555044e-01  0.0  0.0  0.0 
-8.0385686e-01     1.6842192e-01  0.0  0.0  0.0 
-7.9863551e-01     1.8961732e-01  0.0  0.0  0.0 
-7.9441469e-01     2.1225001e-01  0.0  0.0  0.0 
-7.8801075e-01     2.5214574e-01  0.0  0.0  0.0 
-7.7714596e-01     3.1737468e-01  0.0  0.0  0.0 
-7.7162458e-01     3.3923319e-01  0.0  0.0  0.0 
-7.6604444e-01     3.5030603e-01  0.0  0.0  0.0 
-7.6040597e-01     3.4863019e-01  0.0  0.0  0.0 
-7.5470958e-01     3.3545819e-01  0.0  0.0  0.0 
-7.4895572e-01     3.1287879e-01  0.0  0.0  0.0 
-7.4314483e-01     2.8373152e-01  0.0  0.0  0.0 
-7.3135370e-01     2.1818136e-01  0.0  0.0  0.0 
-7.1933980e-01     1.5806185e-01  0.0  0.0  0.0 
-7.1325045e-01     1.3296525e-01  0.0  0.0  0.0 
-7.0710678e-01     1.1210449e-01  0.0  0.0  0.0 
-7.0090926e-01     9.5300540e-02  0.0  0.0  0.0 
-6.9465837e-01     8.1891730e-02  0.0  0.0  0.0 
-6.8835458e-01     7.1747854e-02  0.0  0.0  0.0 
-6.8199836e-01     6.4327486e-02  0.0  0.0  0.0 
-6.7559021e-01     5.8956712e-02  0.0  0.0  0.0 
-6.6913061e-01     5.5536523e-02  0.0  0.0  0.0 
-6.6262005e-01     5.3324163e-02  0.0  0.0  0.0 
-6.5605903e-01     5.2285936e-02  0.0  0.0  0.0 
-6.4278761e-01     5.2089352e-02  0.0  0.0  0.0 
-6.1566148e-01     5.4540370e-02  0.0  0.0  0.0 
-6.0181502e-01     5.4939751e-02  0.0  0.0  0.0 
-5.8778525e-01     5.3891614e-02  0.0  0.0  0.0 
-5.7357644e-01     5.1158376e-02  0.0  0.0  0.0 
-5.5919290e-01     4.6988267e-02  0.0  0.0  0.0 
-5.2991926e-01     3.6655053e-02  0.0  0.0  0.0 
-5.1503807e-01     3.1881154e-02  0.0  0.0  0.0 
-5.0000000e-01     2.8051056e-02  0.0  0.0  0.0 
-4.8480962e-01     2.5429254e-02  0.0  0.0  0.0 
-4.6947156e-01     2.3906423e-02  0.0  0.0  0.0 
-4.5399050e-01     2.3083413e-02  0.0  0.0  0.0 
-3.9073113e-01     2.1247126e-02  0.0  0.0  0.0 
-3.2556815e-01     1.8737705e-02  0.0  0.0  0.0 
-2.5881905e-01     1.7244969e-02  0.0  0.0  0.0 
-1.9080900e-01     1.6834561e-02  0.0  0.0  0.0 
-1.2186934e-01     1.7404059e-02  0.0  0.0  0.0 
-8.7155743e-02     1.8150510e-02  0.0  0.0  0.0 
-5.2335956e-02     1.9274853e-02  0.0  0.0  0.0 
 6.1232340e-17     2.1626772e-02  0.0  0.0  0.0 
 3.4899497e-02     2.3869414e-02  0.0  0.0  0.0 
 6.9756474e-02     2.6814630e-02  0.0  0.0  0.0 
 1.2186934e-01     3.2740586e-02  0.0  0.0  0.0 
 1.5643447e-01     3.7921261e-02  0.0  0.0  0.0 
 1.7364818e-01     4.1002452e-02  0.0  0.0  0.0 
 2.0791169e-01     4.8295565e-02  0.0  0.0  0.0 
 2.4192190e-01     5.7193890e-02  0.0  0.0  0.0 
 2.5881905e-01     6.2435277e-02  0.0  0.0  0.0 
 2.7563736e-01     6.8232097e-02  0.0  0.0  0.0 
 3.0901699e-01     8.1610702e-02  0.0  0.0  0.0 
 3.4202014e-01     9.7821206e-02  0.0  0.0  0.0 
 3.7460659e-01     1.1727256e-01  0.0  0.0  0.0 
 3.9073113e-01     1.2837079e-01  0.0  0.0  0.0 
 4.3837115e-01     1.6815290e-01  0.0  0.0  0.0 
 4.8480962e-01     2.1906251e-01  0.0  0.0  0.0 
 5.1503807e-01     2.6049006e-01  0.0  0.0  0.0 
 5.5919290e-01     3.3602136e-01  0.0  0.0  0.0 
 6.0181502e-01     4.3050042e-01  0.0  0.0  0.0 
 6.2932039e-01     5.0569928e-01  0.0  0.0  0.0 
 6.5605903e-01     5.9195101e-01  0.0  0.0  0.0 
 6.8199836e-01     6.9052124e-01  0.0  0.0  0.0 
 7.1933980e-01     8.6491066e-01  0.0  0.0  0.0 
 7.4314483e-01     1.0005370e+00  0.0  0.0  0.0 
 7.6604444e-01     1.1538364e+00  0.0  0.0  0.0 
 7.8801075e-01     1.3266375e+00  0.0  0.0  0.0 
 8.0901699e-01     1.5213166e+00  0.0  0.0  0.0 
 8.2903757e-01     1.7407382e+00  0.0  0.0  0.0 
 8.5716730e-01     2.1256413e+00  0.0  0.0  0.0 
 8.7461971e-01     2.4234509e+00  0.0  0.0  0.0 
 8.9100652e-01     2.7588103e+00  0.0  0.0  0.0 
 9.0630779e-01     3.1346347e+00  0.0  0.0  0.0 
 9.2050485e-01     3.5502784e+00  0.0  0.0  0.0 
 9.3358043e-01     4.0089560e+00  0.0  0.0  0.0 
 9.5105652e-01     4.7797918e+00  0.0  0.0  0.0 
 9.6592583e-01     5.6592035e+00  0.0  0.0  0.0 
 9.7814760e-01     6.7008824e+00  0.0  0.0  0.0 
 9.8480775e-01     7.5888891e+00  0.0  0.0  0.0 
 9.8768834e-01     8.1704302e+00  0.0  0.0  0.0 
 9.9026807e-01     8.9308500e+00  0.0  0.0  0.0 
 9.9254615e-01     1.0019276e+01  0.0  0.0  0.0 
 9.9357186e-01     1.0775681e+01  0.0  0.0  0.0 
 9.9452190e-01     1.1766505e+01  0.0  0.0  0.0 
 9.9539620e-01     1.3102356e+01  0.0  0.0  0.0 
 9.9619470e-01     1.4979271e+01  0.0  0.0  0.0 
 9.9663739e-01     1.6494654e+01  0.0  0.0  0.0 
 9.9691733e-01     1.7731087e+01  0.0  0.0  0.0 
 9.9731448e-01     2.0039762e+01  0.0  0.0  0.0 
 9.9756405e-01     2.1973219e+01  0.0  0.0  0.0 
 9.9780147e-01     2.4327097e+01  0.0  0.0  0.0 
 9.9813480e-01     2.8935148e+01  0.0  0.0  0.0 
 9.9834182e-01     3.2991390e+01  0.0  0.0  0.0 
 9.9853667e-01     3.8139893e+01  0.0  0.0  0.0 
 9.9862953e-01     4.1238586e+01  0.0  0.0  0.0 
 9.9880614e-01     4.8799263e+01  0.0  0.0  0.0 
 9.9897057e-01     5.8756966e+01  0.0  0.0  0.0 
 9.9904822e-01     6.4925018e+01  0.0  0.0  0.0 
 9.9912283e-01     7.2096794e+01  0.0  0.0  0.0 
 9.9919440e-01     8.0484207e+01  0.0  0.0  0.0 
 9.9926292e-01     9.0366653e+01  0.0  0.0  0.0 
 9.9932839e-01     1.0212839e+02  0.0  0.0  0.0 
 9.9939083e-01     1.1632326e+02  0.0  0.0  0.0 
 9.9945022e-01     1.3378786e+02  0.0  0.0  0.0 
 9.9950656e-01     1.5583542e+02  0.0  0.0  0.0 
 9.9955986e-01     1.8457959e+02  0.0  0.0  0.0 
 9.9961012e-01     2.2345810e+02  0.0  0.0  0.0 
 9.9963410e-01     2.4832635e+02  0.0  0.0  0.0 
 9.9965732e-01     2.7804395e+02  0.0  0.0  0.0 
 9.9967979e-01     3.1383542e+02  0.0  0.0  0.0 
 9.9970149e-01     3.5722968e+02  0.0  0.0  0.0 
 9.9972243e-01     4.1011920e+02  0.0  0.0  0.0 
 9.9974261e-01     4.7482239e+02  0.0  0.0  0.0 
 9.9976203e-01     5.5414612e+02  0.0  0.0  0.0 
 9.9978068e-01     6.5144263e+02  0.0  0.0  0.0 
 9.9979858e-01     7.7065308e+02  0.0  0.0  0.0 
 9.9981571e-01     9.1632751e+02  0.0  0.0  0.0 
 9.9983208e-01     1.0936085e+03  0.0  0.0  0.0 
 9.9984770e-01     1.3081641e+03  0.0  0.0  0.0 
 9.9986254e-01     1.5660520e+03  0.0  0.0  0.0 
 9.9987663e-01     1.8735031e+03  0.0  0.0  0.0 
 9.9988996e-01     2.2366055e+03  0.0  0.0  0.0 
 9.9990252e-01     2.6608872e+03  0.0  0.0  0.0 
 9.9991433e-01     3.1507942e+03  0.0  0.0  0.0 
 9.9992537e-01     3.7090811e+03  0.0  0.0  0.0 
 9.9993565e-01     4.3361465e+03  0.0  0.0  0.0 
 9.9994517e-01     5.0293584e+03  0.0  0.0  0.0 
 9.9995393e-01     5.7824380e+03  0.0  0.0  0.0 
 9.9996192e-01     6.5849878e+03  0.0  0.0  0.0 
 9.9997563e-01     8.2751250e+03  0.0  0.0  0.0 
 9.9998629e-01     9.9330107e+03  0.0  0.0  0.0 
 1.0000000e+00     1.2641087e+04  0.0  0.0  0.0 
# lambda =   0.850 
#         u                 F11              F44               F21               F34  
-1.0000000e+00     7.0700032e-01  0.0  0.0  0.0 
-9.9999391e-01     6.1224777e-01  0.0  0.0  0.0 
-9.9998629e-01     5.2000862e-01  0.0  0.0  0.0 
-9.9998134e-01     4.7289479e-01  0.0  0.0  0.0 
-9.9997563e-01     4.2888218e-01  0.0  0.0  0.0 
-9.9996916e-01     3.9015672e-01  0.0  0.0  0.0 
-9.9996192e-01     3.5822105e-01  0.0  0.0  0.0 
-9.9995393e-01     3.3385241e-01  0.0  0.0  0.0 
