#
# Optical properties to be used by ARTDECO
#
# Used model to obtain that properties is:
 mie3
# Used material is:
 opac_waso70
# Number of phase matrix elements :
           4
# number of wavelengths
           1
#  wlambda(microns)   nteta   Cext (microns^2)       SSA              g 
     0.550000000E+00    901     0.790283684E-02     0.981127676E+00    -0.327680000E+05
# Phase matrix
# lambda =      0.5500
#         u                 F11              F44               F21               F34
    -0.570990682E+00     0.135813243E+00    -0.139963876E-01    -0.340992696E-01     0.428493295E-01
    -0.568119934E+00     0.135819552E+00    -0.135255351E-01    -0.344201359E-01     0.426529205E-01
    -0.565242256E+00     0.135830417E+00    -0.130530195E-01    -0.347409082E-01     0.424564827E-01
    -0.562357683E+00     0.135845852E+00    -0.125787997E-01    -0.350615927E-01     0.422600094E-01
    -0.559466250E+00     0.135865873E+00    -0.121028344E-01    -0.353821961E-01     0.420634941E-01
    -0.556567993E+00     0.135890494E+00    -0.116250822E-01    -0.357027252E-01     0.418669304E-01
    -0.553662947E+00     0.135919731E+00    -0.111455014E-01    -0.360231873E-01     0.416703121E-01
    -0.550751146E+00     0.135953600E+00    -0.106640504E-01    -0.363435902E-01     0.414736334E-01
    -0.547832628E+00     0.135992117E+00    -0.101806874E-01    -0.366639417E-01     0.412768888E-01
    -0.544907427E+00     0.136035297E+00    -0.969537059E-02    -0.369842501E-01     0.410800729E-01
    -0.541975580E+00     0.136083158E+00    -0.920805804E-02    -0.373045237E-01     0.408831810E-01
    -0.539037121E+00     0.136135714E+00    -0.871870781E-02    -0.376247713E-01     0.406862085E-01
    -0.536092087E+00     0.136192983E+00    -0.822727793E-02    -0.379450014E-01     0.404891514E-01
    -0.533140513E+00     0.136254980E+00    -0.773372640E-02    -0.382652227E-01     0.402920058E-01
    -0.530182436E+00     0.136321722E+00    -0.723801125E-02    -0.385854441E-01     0.400947684E-01
    -0.527217892E+00     0.136393225E+00    -0.674009050E-02    -0.389056741E-01     0.398974360E-01
    -0.524246916E+00     0.136469506E+00    -0.623992221E-02    -0.392259213E-01     0.397000060E-01
    -0.521269546E+00     0.136550581E+00    -0.573746446E-02    -0.395461939E-01     0.395024757E-01
    -0.518285817E+00     0.136636467E+00    -0.523267538E-02    -0.398664999E-01     0.393048429E-01
    -0.515295766E+00     0.136727182E+00    -0.472551315E-02    -0.401868472E-01     0.391071053E-01
    -0.512299430E+00     0.136822742E+00    -0.421593600E-02    -0.405072429E-01     0.389092607E-01
    -0.509296844E+00     0.136923165E+00    -0.370390221E-02    -0.408276940E-01     0.387113071E-01
    -0.506288046E+00     0.137028469E+00    -0.318937011E-02    -0.411482070E-01     0.385132422E-01
    -0.503273071E+00     0.137138671E+00    -0.267229804E-02    -0.414687878E-01     0.383150639E-01
    -0.500251958E+00     0.137253789E+00    -0.215264442E-02    -0.417894419E-01     0.381167695E-01
    -0.497224743E+00     0.137373843E+00    -0.163036764E-02    -0.421101742E-01     0.379183564E-01
    -0.494191462E+00     0.137498852E+00    -0.110542610E-02    -0.424309890E-01     0.377198215E-01
    -0.491152153E+00     0.137628834E+00    -0.577778170E-03    -0.427518902E-01     0.375211612E-01
    -0.488106853E+00     0.137763811E+00    -0.473821779E-04    -0.430728811E-01     0.373223717E-01
    -0.485055599E+00     0.137903803E+00     0.485803643E-03    -0.433939645E-01     0.371234487E-01
    -0.481998428E+00     0.138048831E+00     0.102182117E-02    -0.437151428E-01     0.369243871E-01
    -0.478935377E+00     0.138198916E+00     0.156071243E-02    -0.440364180E-01     0.367251815E-01
    -0.475866485E+00     0.138354082E+00     0.210251964E-02    -0.443577914E-01     0.365258259E-01
    -0.472791787E+00     0.138514350E+00     0.264728525E-02    -0.446792645E-01     0.363263136E-01
    -0.469711323E+00     0.138679745E+00     0.319505196E-02    -0.450008381E-01     0.361266374E-01
    -0.466625128E+00     0.138850291E+00     0.374586280E-02    -0.453225130E-01     0.359267893E-01
    -0.463533242E+00     0.139026013E+00     0.429976116E-02    -0.456442898E-01     0.357267611E-01
    -0.460435701E+00     0.139206936E+00     0.485679080E-02    -0.459661692E-01     0.355265437E-01
    -0.457332544E+00     0.139393087E+00     0.541699594E-02    -0.462881516E-01     0.353261276E-01
    -0.454223809E+00     0.139584492E+00     0.598042127E-02    -0.466102378E-01     0.351255030E-01
    -0.451109532E+00     0.139781179E+00     0.654711199E-02    -0.469324286E-01     0.349246594E-01
    -0.447989753E+00     0.139983176E+00     0.711711385E-02    -0.472547249E-01     0.347235861E-01
    -0.444864509E+00     0.140190512E+00     0.769047316E-02    -0.475771280E-01     0.345222721E-01
    -0.441733839E+00     0.140403217E+00     0.826723687E-02    -0.478996396E-01     0.343207062E-01
    -0.438597780E+00     0.140621320E+00     0.884745252E-02    -0.482222615E-01     0.341188769E-01
    -0.435456371E+00     0.140844852E+00     0.943116830E-02    -0.485449961E-01     0.339167728E-01
    -0.432309650E+00     0.141073845E+00     0.100184330E-01    -0.488678461E-01     0.337143823E-01
    -0.429157656E+00     0.141308329E+00     0.106092962E-01    -0.491908147E-01     0.335116940E-01
    -0.426000427E+00     0.141548338E+00     0.112038080E-01    -0.495139056E-01     0.333086966E-01
    -0.422838001E+00     0.141793904E+00     0.118020192E-01    -0.498371227E-01     0.331053788E-01
    -0.419670418E+00     0.142045060E+00     0.124039812E-01    -0.501604704E-01     0.329017297E-01
    -0.416497715E+00     0.142301840E+00     0.130097460E-01    -0.504839536E-01     0.326977388E-01
    -0.413319932E+00     0.142564278E+00     0.136193662E-01    -0.508075773E-01     0.324933956E-01
    -0.410137107E+00     0.142832409E+00     0.142328951E-01    -0.511313471E-01     0.322886903E-01
    -0.406949279E+00     0.143106267E+00     0.148503863E-01    -0.514552686E-01     0.320836132E-01
    -0.403756487E+00     0.143385889E+00     0.154718941E-01    -0.517793477E-01     0.318781551E-01
    -0.400558770E+00     0.143671310E+00     0.160974730E-01    -0.521035902E-01     0.316723073E-01
    -0.397356167E+00     0.143962566E+00     0.167271781E-01    -0.524280022E-01     0.314660613E-01
    -0.394148716E+00     0.144259695E+00     0.173610650E-01    -0.527525897E-01     0.312594090E-01
    -0.390936458E+00     0.144562732E+00     0.179991892E-01    -0.530773586E-01     0.310523428E-01
    -0.387719431E+00     0.144871716E+00     0.186416070E-01    -0.534023145E-01     0.308448553E-01
    -0.384497675E+00     0.145186684E+00     0.192883746E-01    -0.537274629E-01     0.306369392E-01
    -0.381271228E+00     0.145507676E+00     0.199395484E-01    -0.540528089E-01     0.304285877E-01
    -0.378040131E+00     0.145834728E+00     0.205951853E-01    -0.543783574E-01     0.302197938E-01
    -0.374804422E+00     0.146167881E+00     0.212553421E-01    -0.547041126E-01     0.300105508E-01
    -0.371564141E+00     0.146507174E+00     0.219200758E-01    -0.550300787E-01     0.298008519E-01
    -0.368319328E+00     0.146852647E+00     0.225894435E-01    -0.553562589E-01     0.295906904E-01
    -0.365070022E+00     0.147204340E+00     0.232635024E-01    -0.556826562E-01     0.293800593E-01
    -0.361816262E+00     0.147562295E+00     0.239423099E-01    -0.560092731E-01     0.291689514E-01
    -0.358558090E+00     0.147926552E+00     0.246259235E-01    -0.563361114E-01     0.289573593E-01
    -0.355295543E+00     0.148297155E+00     0.253144006E-01    -0.566631726E-01     0.287452752E-01
    -0.352028662E+00     0.148674144E+00     0.260077992E-01    -0.569904575E-01     0.285326910E-01
    -0.348757488E+00     0.149057564E+00     0.267061770E-01    -0.573179667E-01     0.283195980E-01
    -0.345482059E+00     0.149447458E+00     0.274095921E-01    -0.576457002E-01     0.281059871E-01
    -0.342202416E+00     0.149843871E+00     0.281181031E-01    -0.579736578E-01     0.278918489E-01
    -0.338918598E+00     0.150246847E+00     0.288317685E-01    -0.583018389E-01     0.276771730E-01
    -0.335630647E+00     0.150656431E+00     0.295506475E-01    -0.586302428E-01     0.274619489E-01
    -0.332338601E+00     0.151072671E+00     0.302747994E-01    -0.589588686E-01     0.272461653E-01
    -0.329042501E+00     0.151495613E+00     0.310042842E-01    -0.592877154E-01     0.270298106E-01
    -0.325742388E+00     0.151925305E+00     0.317391624E-01    -0.596167821E-01     0.268128723E-01
    -0.322438301E+00     0.152361796E+00     0.324794951E-01    -0.599460680E-01     0.265953379E-01
    -0.319130281E+00     0.152805135E+00     0.332253439E-01    -0.602755725E-01     0.263771941E-01
    -0.315818368E+00     0.153255372E+00     0.339767715E-01    -0.606052950E-01     0.261584275E-01
    -0.312502602E+00     0.153712558E+00     0.347338410E-01    -0.609352355E-01     0.259390241E-01
    -0.309183025E+00     0.154176746E+00     0.354966166E-01    -0.612653942E-01     0.257189701E-01
    -0.305859676E+00     0.154647987E+00     0.362651633E-01    -0.615957718E-01     0.254982510E-01
    -0.302532596E+00     0.155126336E+00     0.370395471E-01    -0.619263694E-01     0.252768528E-01
    -0.299201826E+00     0.155611848E+00     0.378198349E-01    -0.622571886E-01     0.250547609E-01
    -0.295867406E+00     0.156104577E+00     0.386060948E-01    -0.625882314E-01     0.248319614E-01
    -0.292529377E+00     0.156604582E+00     0.393983957E-01    -0.629195005E-01     0.246084401E-01
    -0.289187780E+00     0.157111918E+00     0.401968079E-01    -0.632509988E-01     0.243841834E-01
    -0.285842655E+00     0.157626645E+00     0.410014024E-01    -0.635827299E-01     0.241591777E-01
    -0.282494043E+00     0.158148822E+00     0.418122515E-01    -0.639146977E-01     0.239334100E-01
    -0.279141986E+00     0.158678510E+00     0.426294285E-01    -0.642469063E-01     0.237068678E-01
    -0.275786523E+00     0.159215770E+00     0.434530077E-01    -0.645793602E-01     0.234795390E-01
    -0.272427697E+00     0.159760665E+00     0.442830645E-01    -0.649120643E-01     0.232514120E-01
    -0.269065547E+00     0.160313257E+00     0.451196752E-01    -0.652450234E-01     0.230224759E-01
    -0.265700115E+00     0.160873612E+00     0.459629170E-01    -0.655782422E-01     0.227927204E-01
    -0.262331442E+00     0.161441794E+00     0.468128679E-01    -0.659117257E-01     0.225621357E-01
    -0.258959569E+00     0.162017870E+00     0.476696071E-01    -0.662454785E-01     0.223307125E-01
    -0.255584537E+00     0.162601906E+00     0.485332140E-01    -0.665795048E-01     0.220984423E-01
    -0.252206387E+00     0.163193971E+00     0.494037692E-01    -0.669138087E-01     0.218653167E-01
    -0.248825161E+00     0.163794134E+00     0.502813536E-01    -0.672483937E-01     0.216313281E-01
    -0.245440900E+00     0.164402464E+00     0.511660489E-01    -0.675832628E-01     0.213964691E-01
    -0.242053645E+00     0.165019031E+00     0.520579371E-01    -0.679184182E-01     0.211607326E-01
    -0.238663437E+00     0.165643907E+00     0.529571009E-01    -0.682538615E-01     0.209241118E-01
    -0.235270318E+00     0.166277164E+00     0.538636232E-01    -0.685895935E-01     0.206865998E-01
    -0.231874329E+00     0.166918874E+00     0.547775874E-01    -0.689256142E-01     0.204481900E-01
    -0.228475511E+00     0.167569111E+00     0.556990773E-01    -0.692619227E-01     0.202088754E-01
    -0.225073907E+00     0.168227949E+00     0.566281767E-01    -0.695985172E-01     0.199686488E-01
    -0.221669557E+00     0.168895463E+00     0.575649701E-01    -0.699353951E-01     0.197275029E-01
    -0.218262503E+00     0.169571728E+00     0.585095420E-01    -0.702725529E-01     0.194854296E-01
    -0.214852787E+00     0.170256821E+00     0.594619772E-01    -0.706099863E-01     0.192424205E-01
    -0.211440450E+00     0.170950817E+00     0.604223610E-01    -0.709476901E-01     0.189984665E-01
    -0.208025533E+00     0.171653795E+00     0.613907788E-01    -0.712856586E-01     0.187535577E-01
    -0.204608079E+00     0.172365832E+00     0.623673166E-01    -0.716238855E-01     0.185076834E-01
    -0.201188129E+00     0.173087008E+00     0.633520607E-01    -0.719623637E-01     0.182608319E-01
    -0.197765726E+00     0.173817401E+00     0.643450979E-01    -0.723010860E-01     0.180129908E-01
    -0.194340909E+00     0.174557092E+00     0.653465155E-01    -0.726400447E-01     0.177641464E-01
    -0.190913722E+00     0.175306163E+00     0.663564018E-01    -0.729792322E-01     0.175142843E-01
    -0.187484207E+00     0.176064694E+00     0.673748454E-01    -0.733186406E-01     0.172633889E-01
    -0.184052404E+00     0.176832768E+00     0.684019359E-01    -0.736582621E-01     0.170114436E-01
    -0.180618356E+00     0.177610469E+00     0.694377641E-01    -0.739980895E-01     0.167584310E-01
    -0.177182105E+00     0.178397881E+00     0.704824216E-01    -0.743381156E-01     0.165043327E-01
    -0.173743693E+00     0.179195089E+00     0.715360012E-01    -0.746783339E-01     0.162491294E-01
    -0.170303161E+00     0.180002180E+00     0.725985970E-01    -0.750187384E-01     0.159928012E-01
    -0.166860552E+00     0.180819242E+00     0.736703044E-01    -0.753593240E-01     0.157353275E-01
    -0.163415907E+00     0.181646364E+00     0.747512206E-01    -0.757000861E-01     0.154766870E-01
    -0.159969269E+00     0.182483634E+00     0.758414440E-01    -0.760410213E-01     0.152168583E-01
    -0.156520680E+00     0.183331146E+00     0.769410749E-01    -0.763821270E-01     0.149558194E-01
    -0.153070182E+00     0.184188990E+00     0.780502153E-01    -0.767234016E-01     0.146935484E-01
    -0.149617816E+00     0.185057263E+00     0.791689689E-01    -0.770648446E-01     0.144300233E-01
    -0.146163625E+00     0.185936059E+00     0.802974414E-01    -0.774064564E-01     0.141652223E-01
    -0.142707652E+00     0.186825475E+00     0.814357405E-01    -0.777482382E-01     0.138991238E-01
    -0.139249937E+00     0.187725612E+00     0.825839755E-01    -0.780901926E-01     0.136317069E-01
    -0.135790524E+00     0.188636568E+00     0.837422581E-01    -0.784323225E-01     0.133629509E-01
    -0.132329454E+00     0.189558448E+00     0.849107017E-01    -0.787746321E-01     0.130928361E-01
    -0.128866771E+00     0.190491354E+00     0.860894216E-01    -0.791171258E-01     0.128213436E-01
    -0.125402515E+00     0.191435392E+00     0.872785351E-01    -0.794598089E-01     0.125484552E-01
    -0.121936730E+00     0.192390671E+00     0.884781613E-01    -0.798026869E-01     0.122741539E-01
    -0.118469457E+00     0.193357300E+00     0.896884211E-01    -0.801457656E-01     0.119984237E-01
    -0.115000739E+00     0.194335389E+00     0.909094372E-01    -0.804890509E-01     0.117212497E-01
    -0.111530618E+00     0.195325053E+00     0.921413339E-01    -0.808325487E-01     0.114426181E-01
    -0.108059137E+00     0.196326406E+00     0.933842370E-01    -0.811762645E-01     0.111625162E-01
    -0.104586338E+00     0.197339563E+00     0.946382737E-01    -0.815202036E-01     0.108809326E-01
    -0.101112263E+00     0.198364645E+00     0.959035727E-01    -0.818643706E-01     0.105978567E-01
    -0.976369546E-01     0.199401770E+00     0.971802637E-01    -0.822087694E-01     0.103132791E-01
    -0.941604551E-01     0.200451060E+00     0.984684778E-01    -0.825534030E-01     0.100271912E-01
    -0.906828071E-01     0.201512639E+00     0.997683469E-01    -0.828982733E-01     0.973958540E-02
    -0.872040529E-01     0.202586630E+00     0.101080004E+00    -0.832433814E-01     0.945045455E-02
    -0.837242350E-01     0.203673161E+00     0.102403582E+00    -0.835887267E-01     0.915979219E-02
    -0.802433958E-01     0.204772357E+00     0.103739217E+00    -0.839343077E-01     0.886759226E-02
    -0.767615777E-01     0.205884349E+00     0.105087042E+00    -0.842801212E-01     0.857384890E-02
    -0.732788233E-01     0.207009267E+00     0.106447194E+00    -0.846261628E-01     0.827855636E-02
    -0.697951750E-01     0.208147240E+00     0.107819809E+00    -0.849724265E-01     0.798170876E-02
    -0.663106754E-01     0.209298403E+00     0.109205023E+00    -0.853189051E-01     0.768329994E-02
    -0.628253669E-01     0.210462888E+00     0.110602973E+00    -0.856655898E-01     0.738332329E-02
    -0.593392920E-01     0.211640830E+00     0.112013797E+00    -0.860124706E-01     0.708177155E-02
    -0.558524933E-01     0.212832365E+00     0.113437633E+00    -0.863595363E-01     0.677863667E-02
    -0.523650132E-01     0.214037630E+00     0.114874620E+00    -0.867067744E-01     0.647390965E-02
    -0.488768945E-01     0.215256761E+00     0.116324897E+00    -0.870541717E-01     0.616758038E-02
    -0.453881795E-01     0.216489899E+00     0.117788603E+00    -0.874017139E-01     0.585963753E-02
    -0.418989108E-01     0.217737181E+00     0.119265880E+00    -0.877493860E-01     0.555006845E-02
    -0.384091311E-01     0.218998750E+00     0.120756868E+00    -0.880971725E-01     0.523885906E-02
    -0.349188828E-01     0.220274747E+00     0.122261711E+00    -0.884450578E-01     0.492599379E-02
    -0.314282086E-01     0.221565315E+00     0.123780551E+00    -0.887930257E-01     0.461145556E-02
    -0.279371510E-01     0.222870598E+00     0.125313535E+00    -0.891410604E-01     0.429522574E-02
    -0.244457526E-01     0.224190742E+00     0.126860808E+00    -0.894891460E-01     0.397728414E-02
    -0.209540561E-01     0.225525893E+00     0.128422518E+00    -0.898372672E-01     0.365760909E-02
    -0.174621039E-01     0.226876200E+00     0.129998816E+00    -0.901854092E-01     0.333617745E-02
    -0.139699388E-01     0.228241812E+00     0.131589853E+00    -0.905335579E-01     0.301296471E-02
    -0.104776032E-01     0.229622882E+00     0.133195783E+00    -0.908816999E-01     0.268794510E-02
    -0.698513979E-02     0.231019562E+00     0.134816764E+00    -0.912298231E-01     0.236109169E-02
    -0.349259120E-02     0.232432007E+00     0.136452954E+00    -0.915779162E-01     0.203237654E-02
     0.246519033E-30     0.233860376E+00     0.138104515E+00    -0.919259692E-01     0.170177087E-02
     0.349259120E-02     0.235304827E+00     0.139771612E+00    -0.922739733E-01     0.136924521E-02
     0.698513979E-02     0.236765522E+00     0.141454413E+00    -0.926219211E-01     0.103476958E-02
     0.104776032E-01     0.238242626E+00     0.143153087E+00    -0.929698062E-01     0.698313720E-03
     0.139699388E-01     0.239736306E+00     0.144867810E+00    -0.933176237E-01     0.359847227E-03
     0.174621039E-01     0.241246730E+00     0.146598759E+00    -0.936653698E-01     0.193397854E-04
     0.209540561E-01     0.242774072E+00     0.148346114E+00    -0.940130419E-01    -0.323238653E-03
     0.244457526E-01     0.244318507E+00     0.150110059E+00    -0.943606385E-01    -0.667917682E-03
     0.279371510E-01     0.245880212E+00     0.151890783E+00    -0.947081591E-01    -0.101472626E-02
     0.314282086E-01     0.247459369E+00     0.153688476E+00    -0.950556037E-01    -0.136369255E-02
     0.349188828E-01     0.249056163E+00     0.155503333E+00    -0.954029735E-01    -0.171484375E-02
     0.384091311E-01     0.250670781E+00     0.157335552E+00    -0.957502699E-01    -0.206820600E-02
     0.418989108E-01     0.252303414E+00     0.159185333E+00    -0.960974946E-01    -0.242380423E-02
     0.453881795E-01     0.253954256E+00     0.161052882E+00    -0.964446497E-01    -0.278166206E-02
     0.488768945E-01     0.255623505E+00     0.162938406E+00    -0.967917372E-01    -0.314180179E-02
     0.523650132E-01     0.257311360E+00     0.164842115E+00    -0.971387588E-01    -0.350424428E-02
     0.558524933E-01     0.259018025E+00     0.166764222E+00    -0.974857160E-01    -0.386900897E-02
     0.593392920E-01     0.260743708E+00     0.168704945E+00    -0.978326096E-01    -0.423611391E-02
     0.628253669E-01     0.262488617E+00     0.170664501E+00    -0.981794398E-01    -0.460557571E-02
     0.663106754E-01     0.264252966E+00     0.172643113E+00    -0.985262059E-01    -0.497740969E-02
     0.697951750E-01     0.266036971E+00     0.174641002E+00    -0.988729060E-01    -0.535162989E-02
     0.732788233E-01     0.267840850E+00     0.176658395E+00    -0.992195373E-01    -0.572824920E-02
     0.767615777E-01     0.269664825E+00     0.178695520E+00    -0.995660957E-01    -0.610727946E-02
     0.802433958E-01     0.271509119E+00     0.180752606E+00    -0.999125757E-01    -0.648873166E-02
     0.837242350E-01     0.273373959E+00     0.182829884E+00    -0.100258970E+00    -0.687261600E-02
     0.872040529E-01     0.275259574E+00     0.184927587E+00    -0.100605271E+00    -0.725894214E-02
     0.906828071E-01     0.277166195E+00     0.187045948E+00    -0.100951469E+00    -0.764771935E-02
     0.941604551E-01     0.279094057E+00     0.189185205E+00    -0.101297552E+00    -0.803895670E-02
     0.976369546E-01     0.281043393E+00     0.191345593E+00    -0.101643508E+00    -0.843266324E-02
     0.101112263E+00     0.283014443E+00     0.193527352E+00    -0.101989322E+00    -0.882884822E-02
     0.104586338E+00     0.285007446E+00     0.195730720E+00    -0.102334980E+00    -0.922752126E-02
     0.108059137E+00     0.287022644E+00     0.197955939E+00    -0.102680465E+00    -0.962869255E-02
     0.111530618E+00     0.289060280E+00     0.200203252E+00    -0.103025759E+00    -0.100323730E-01
     0.115000739E+00     0.291120599E+00     0.202472902E+00    -0.103370843E+00    -0.104385745E-01
     0.118469457E+00     0.293203850E+00     0.204765135E+00    -0.103715698E+00    -0.108473099E-01
     0.121936730E+00     0.295310280E+00     0.207080198E+00    -0.104060304E+00    -0.112585933E-01
     0.125402515E+00     0.297440143E+00     0.209418339E+00    -0.104404639E+00    -0.116724402E-01
     0.128866771E+00     0.299593689E+00     0.211779809E+00    -0.104748684E+00    -0.120888675E-01
     0.132329454E+00     0.301771176E+00     0.214164861E+00    -0.105092415E+00    -0.125078935E-01
     0.135790524E+00     0.303972859E+00     0.216573750E+00    -0.105435811E+00    -0.129295381E-01
     0.139249937E+00     0.306198999E+00     0.219006734E+00    -0.105778851E+00    -0.133538229E-01
     0.142707652E+00     0.308449858E+00     0.221464074E+00    -0.106121514E+00    -0.137807710E-01
     0.146163625E+00     0.310725700E+00     0.223946032E+00    -0.106463777E+00    -0.142104073E-01
     0.149617816E+00     0.313026792E+00     0.226452875E+00    -0.106805621E+00    -0.146427579E-01
     0.153070182E+00     0.315353405E+00     0.228984873E+00    -0.107147024E+00    -0.150778508E-01
     0.156520680E+00     0.317705812E+00     0.231542301E+00    -0.107487968E+00    -0.155157152E-01
     0.159969269E+00     0.320084289E+00     0.234125435E+00    -0.107828432E+00    -0.159563817E-01
     0.163415907E+00     0.322489117E+00     0.236734559E+00    -0.108168399E+00    -0.163998821E-01
     0.166860552E+00     0.324920580E+00     0.239369957E+00    -0.108507851E+00    -0.168462494E-01
     0.170303161E+00     0.327378964E+00     0.242031921E+00    -0.108846771E+00    -0.172955174E-01
     0.173743693E+00     0.329864562E+00     0.244720747E+00    -0.109185143E+00    -0.177477207E-01
     0.177182105E+00     0.332377670E+00     0.247436736E+00    -0.109522952E+00    -0.182028947E-01
     0.180618356E+00     0.334918590E+00     0.250180194E+00    -0.109860183E+00    -0.186610752E-01
     0.184052404E+00     0.337487625E+00     0.252951431E+00    -0.110196823E+00    -0.191222980E-01
     0.187484207E+00     0.340085088E+00     0.255750766E+00    -0.110532857E+00    -0.195865995E-01
     0.190913722E+00     0.342711292E+00     0.258578520E+00    -0.110868274E+00    -0.200540156E-01
     0.194340909E+00     0.345366560E+00     0.261435022E+00    -0.111203061E+00    -0.205245824E-01
     0.197765726E+00     0.348051217E+00     0.264320605E+00    -0.111537206E+00    -0.209983351E-01
     0.201188129E+00     0.350765595E+00     0.267235609E+00    -0.111870699E+00    -0.214753089E-01
     0.204608079E+00     0.353510031E+00     0.270180379E+00    -0.112203526E+00    -0.219555379E-01
     0.208025533E+00     0.356284868E+00     0.273155266E+00    -0.112535679E+00    -0.224390556E-01
     0.211440450E+00     0.359090455E+00     0.276160626E+00    -0.112867144E+00    -0.229258946E-01
     0.214852787E+00     0.361927146E+00     0.279196822E+00    -0.113197912E+00    -0.234160862E-01
     0.218262503E+00     0.364795300E+00     0.282264221E+00    -0.113527971E+00    -0.239096611E-01
     0.221669557E+00     0.367695283E+00     0.285363196E+00    -0.113857308E+00    -0.244066483E-01
     0.225073907E+00     0.370627467E+00     0.288494126E+00    -0.114185913E+00    -0.249070760E-01
     0.228475511E+00     0.373592229E+00     0.291657394E+00    -0.114513773E+00    -0.254109708E-01
     0.231874329E+00     0.376589950E+00     0.294853388E+00    -0.114840874E+00    -0.259183584E-01
     0.235270318E+00     0.379621019E+00     0.298082502E+00    -0.115167204E+00    -0.264292631E-01
     0.238663437E+00     0.382685828E+00     0.301345134E+00    -0.115492748E+00    -0.269437080E-01
     0.242053645E+00     0.385784775E+00     0.304641686E+00    -0.115817491E+00    -0.274617150E-01
     0.245440900E+00     0.388918264E+00     0.307972567E+00    -0.116141419E+00    -0.279833050E-01
     0.248825161E+00     0.392086703E+00     0.311338186E+00    -0.116464515E+00    -0.285084978E-01
     0.252206387E+00     0.395290504E+00     0.314738960E+00    -0.116786762E+00    -0.290373124E-01
     0.255584537E+00     0.398530085E+00     0.318175308E+00    -0.117108142E+00    -0.295697668E-01
     0.258959569E+00     0.401805868E+00     0.321647653E+00    -0.117428638E+00    -0.301058783E-01
     0.262331442E+00     0.405118279E+00     0.325156423E+00    -0.117748229E+00    -0.306456639E-01
     0.265700115E+00     0.408467748E+00     0.328702049E+00    -0.118066897E+00    -0.311891398E-01
     0.269065547E+00     0.411854709E+00     0.332284966E+00    -0.118384620E+00    -0.317363220E-01
     0.272427697E+00     0.415279602E+00     0.335905612E+00    -0.118701377E+00    -0.322872263E-01
     0.275786523E+00     0.418742870E+00     0.339564430E+00    -0.119017146E+00    -0.328418687E-01
     0.279141986E+00     0.422244957E+00     0.343261865E+00    -0.119331905E+00    -0.334002649E-01
     0.282494043E+00     0.425786316E+00     0.346998367E+00    -0.119645629E+00    -0.339624312E-01
     0.285842655E+00     0.429367401E+00     0.350774389E+00    -0.119958294E+00    -0.345283840E-01
     0.289187780E+00     0.432988669E+00     0.354590390E+00    -0.120269876E+00    -0.350981404E-01
     0.292529377E+00     0.436650584E+00     0.358446829E+00    -0.120580350E+00    -0.356717181E-01
     0.295867406E+00     0.440353612E+00     0.362344174E+00    -0.120889688E+00    -0.362491355E-01
     0.299201826E+00     0.444098223E+00     0.366282895E+00    -0.121197864E+00    -0.368304120E-01
     0.302532596E+00     0.447884894E+00     0.370263465E+00    -0.121504851E+00    -0.374155677E-01
     0.305859676E+00     0.451714103E+00     0.374286365E+00    -0.121810621E+00    -0.380046241E-01
     0.309183025E+00     0.455586336E+00     0.378352080E+00    -0.122115144E+00    -0.385976036E-01
     0.312502602E+00     0.459502082E+00     0.382461098E+00    -0.122418393E+00    -0.391945298E-01
     0.315818368E+00     0.463461835E+00     0.386613917E+00    -0.122720336E+00    -0.397954275E-01
     0.319130281E+00     0.467466096E+00     0.390811036E+00    -0.123020945E+00    -0.404003230E-01
     0.322438301E+00     0.471515372E+00     0.395052964E+00    -0.123320186E+00    -0.410092436E-01
     0.325742388E+00     0.475610174E+00     0.399340215E+00    -0.123618030E+00    -0.416222181E-01
     0.329042501E+00     0.479751021E+00     0.403673310E+00    -0.123914445E+00    -0.422392764E-01
     0.332338601E+00     0.483938439E+00     0.408052777E+00    -0.124209396E+00    -0.428604498E-01
     0.335630647E+00     0.488172959E+00     0.412479150E+00    -0.124502853E+00    -0.434857709E-01
     0.338918598E+00     0.492455122E+00     0.416952974E+00    -0.124794780E+00    -0.441152733E-01
     0.342202416E+00     0.496785476E+00     0.421474799E+00    -0.125085145E+00    -0.447489917E-01
     0.345482059E+00     0.501164575E+00     0.426045185E+00    -0.125373912E+00    -0.453869619E-01
     0.348757488E+00     0.505592984E+00     0.430664700E+00    -0.125661049E+00    -0.460292207E-01
     0.352028662E+00     0.510071276E+00     0.435333920E+00    -0.125946519E+00    -0.466758056E-01
     0.355295543E+00     0.514600031E+00     0.440053432E+00    -0.126230288E+00    -0.473267549E-01
     0.358558090E+00     0.519179840E+00     0.444823830E+00    -0.126512321E+00    -0.479821075E-01
     0.361816262E+00     0.523811304E+00     0.449645720E+00    -0.126792583E+00    -0.486419028E-01
     0.365070022E+00     0.528495031E+00     0.454519716E+00    -0.127071039E+00    -0.493061803E-01
     0.368319328E+00     0.533231641E+00     0.459446441E+00    -0.127347654E+00    -0.499749800E-01
     0.371564141E+00     0.538021764E+00     0.464426531E+00    -0.127622393E+00    -0.506483417E-01
     0.374804422E+00     0.542866039E+00     0.469460628E+00    -0.127895222E+00    -0.513263054E-01
     0.378040131E+00     0.547765115E+00     0.474549389E+00    -0.128166107E+00    -0.520089104E-01
     0.381271228E+00     0.552719652E+00     0.479693476E+00    -0.128435014E+00    -0.526961959E-01
