#
# Optical properties to be used by ARTDECO
#
# Used model to obtain that properties is:
 unknown 
# Used material is:
 unknown 
# Number of phase matrix elements : 
 4 
# number of wavelengths 
    91
#  lambda         nteta          Cext               SSA                g 
 9.2000000e-01      498       1.8190721e+01          9.9940000e-01          -32768.0 
 9.3000000e-01      498       1.8162029e+01          9.9930000e-01          -32768.0 
 9.4000000e-01      498       1.8133337e+01          9.9930000e-01          -32768.0 
 9.5000000e-01      498       1.8162029e+01          9.9920000e-01          -32768.0 
 9.6000000e-01      498       1.8133337e+01          9.9910000e-01          -32768.0 
 9.7000000e-01      498       1.8162029e+01          9.9890000e-01          -32768.0 
 9.8000000e-01      498       1.8133337e+01          9.9860000e-01          -32768.0 
 9.9000000e-01      498       1.8219413e+01          9.9840000e-01          -32768.0 
 1.0000000e+00      498       1.8190721e+01          9.9810000e-01          -32768.0 
 1.2000000e+00      498       1.8162029e+01          9.9310000e-01          -32768.0 
 1.2100000e+00      498       1.8162029e+01          9.9190000e-01          -32768.0 
 1.2200000e+00      498       1.8133337e+01          9.9070000e-01          -32768.0 
 1.2300000e+00      498       1.8133337e+01          9.8950000e-01          -32768.0 
 1.2400000e+00      498       1.8190721e+01          9.8900000e-01          -32768.0 
 1.2500000e+00      498       1.8162029e+01          9.8840000e-01          -32768.0 
 1.2600000e+00      498       1.8133337e+01          9.8820000e-01          -32768.0 
 1.2700000e+00      498       1.8190721e+01          9.8820000e-01          -32768.0 
 1.2800000e+00      498       1.8162029e+01          9.8810000e-01          -32768.0 
 1.2900000e+00      498       1.8133337e+01          9.8830000e-01          -32768.0 
 1.3000000e+00      498       1.8162029e+01          9.8850000e-01          -32768.0 
 1.3100000e+00      498       1.8190721e+01          9.8860000e-01          -32768.0 
 1.3200000e+00      498       1.8162029e+01          9.8860000e-01          -32768.0 
 1.3300000e+00      498       1.8162029e+01          9.8860000e-01          -32768.0 
 1.3400000e+00      498       1.8162029e+01          9.8850000e-01          -32768.0 
 1.3500000e+00      498       1.8190721e+01          9.8830000e-01          -32768.0 
 1.3600000e+00      498       1.8162029e+01          9.8790000e-01          -32768.0 
 1.3700000e+00      498       1.8162029e+01          9.8750000e-01          -32768.0 
 1.3800000e+00      498       1.8190721e+01          9.8700000e-01          -32768.0 
 1.3900000e+00      498       1.8162029e+01          9.8500000e-01          -32768.0 
 1.4000000e+00      498       1.8133337e+01          9.8300000e-01          -32768.0 
 1.4100000e+00      498       1.8162029e+01          9.7380000e-01          -32768.0 
 1.4200000e+00      498       1.8162029e+01          9.5440000e-01          -32768.0 
 1.4300000e+00      498       1.8162029e+01          9.3730000e-01          -32768.0 
 1.4400000e+00      498       1.8162029e+01          9.0910000e-01          -32768.0 
 1.4500000e+00      498       1.8133337e+01          8.7980000e-01          -32768.0 
 1.4600000e+00      498       1.8162029e+01          8.5550000e-01          -32768.0 
 1.4700000e+00      498       1.8190721e+01          8.3000000e-01          -32768.0 
 1.4800000e+00      498       1.8190721e+01          8.0800000e-01          -32768.0 
 1.4900000e+00      498       1.8162029e+01          7.9050000e-01          -32768.0 
# Phase matrix 
# lambda =   0.400 
#         u                 F11              F44               F21               F34  
-1.0000000e+00     7.3329997e-01  0.0  0.0  0.0 
-9.9999048e-01     6.5579998e-01  0.0  0.0  0.0 
-9.9996192e-01     5.8780003e-01  0.0  0.0  0.0 
-9.9991433e-01     5.2910000e-01  0.0  0.0  0.0 
-9.9984770e-01     4.7920001e-01  0.0  0.0  0.0 
-9.9976203e-01     4.3750000e-01  0.0  0.0  0.0 
-9.9965732e-01     4.0220001e-01  0.0  0.0  0.0 
-9.9953359e-01     3.7189999e-01  0.0  0.0  0.0 
-9.9939083e-01     3.4529999e-01  0.0  0.0  0.0 
-9.9922904e-01     3.2159999e-01  0.0  0.0  0.0 
-9.9904822e-01     3.0000001e-01  0.0  0.0  0.0 
-9.9884839e-01     2.7980000e-01  0.0  0.0  0.0 
-9.9862953e-01     2.6069999e-01  0.0  0.0  0.0 
-9.9839167e-01     2.4240001e-01  0.0  0.0  0.0 
-9.9813480e-01     2.2510000e-01  0.0  0.0  0.0 
-9.9785892e-01     2.0909999e-01  0.0  0.0  0.0 
-9.9756405e-01     1.9460000e-01  0.0  0.0  0.0 
-9.9619470e-01     1.5189999e-01  0.0  0.0  0.0 
-9.9452190e-01     1.3030000e-01  0.0  0.0  0.0 
-9.9254615e-01     1.1830000e-01  0.0  0.0  0.0 
-9.9026807e-01     1.0880000e-01  0.0  0.0  0.0 
-9.8768834e-01     1.0130000e-01  0.0  0.0  0.0 
-9.8480775e-01     9.5980003e-02  0.0  0.0  0.0 
-9.8162718e-01     9.2139997e-02  0.0  0.0  0.0 
-9.7814760e-01     8.8969998e-02  0.0  0.0  0.0 
-9.7437006e-01     8.6690001e-02  0.0  0.0  0.0 
-9.7029573e-01     8.5670002e-02  0.0  0.0  0.0 
-9.6592583e-01     8.6250000e-02  0.0  0.0  0.0 
-9.6126170e-01     8.8820003e-02  0.0  0.0  0.0 
-9.5630476e-01     9.3359999e-02  0.0  0.0  0.0 
-9.5105652e-01     9.9689998e-02  0.0  0.0  0.0 
-9.4551858e-01     1.0750000e-01  0.0  0.0  0.0 
-9.3969262e-01     1.1640000e-01  0.0  0.0  0.0 
-9.3358043e-01     1.2570000e-01  0.0  0.0  0.0 
-9.2718385e-01     1.3460000e-01  0.0  0.0  0.0 
-9.2050485e-01     1.4260000e-01  0.0  0.0  0.0 
-9.1354546e-01     1.4920001e-01  0.0  0.0  0.0 
-9.0630779e-01     1.5449999e-01  0.0  0.0  0.0 
-8.9879405e-01     1.5850000e-01  0.0  0.0  0.0 
-8.9100652e-01     1.6050000e-01  0.0  0.0  0.0 
-8.8294759e-01     1.6020000e-01  0.0  0.0  0.0 
-8.7461971e-01     1.5740000e-01  0.0  0.0  0.0 
-8.6602540e-01     1.5210000e-01  0.0  0.0  0.0 
-8.5716730e-01     1.4579999e-01  0.0  0.0  0.0 
-8.4804810e-01     1.3970000e-01  0.0  0.0  0.0 
-8.3867057e-01     1.3410001e-01  0.0  0.0  0.0 
-8.2903757e-01     1.2899999e-01  0.0  0.0  0.0 
-8.1915204e-01     1.2400000e-01  0.0  0.0  0.0 
-8.0901699e-01     1.1860000e-01  0.0  0.0  0.0 
-7.9863551e-01     1.1300000e-01  0.0  0.0  0.0 
-7.8801075e-01     1.0750000e-01  0.0  0.0  0.0 
-7.7714596e-01     1.0240000e-01  0.0  0.0  0.0 
-7.6604444e-01     9.7759999e-02  0.0  0.0  0.0 
-7.5470958e-01     9.3910001e-02  0.0  0.0  0.0 
-7.4314483e-01     9.0949997e-02  0.0  0.0  0.0 
-7.3135370e-01     8.8650003e-02  0.0  0.0  0.0 
-7.1933980e-01     8.6709999e-02  0.0  0.0  0.0 
-7.0710678e-01     8.4950000e-02  0.0  0.0  0.0 
-6.9465837e-01     8.3250001e-02  0.0  0.0  0.0 
-6.8199836e-01     8.1770003e-02  0.0  0.0  0.0 
-6.6913061e-01     8.0640003e-02  0.0  0.0  0.0 
-6.5605903e-01     7.9800002e-02  0.0  0.0  0.0 
-6.4278761e-01     7.9130001e-02  0.0  0.0  0.0 
-6.2932039e-01     7.8550003e-02  0.0  0.0  0.0 
-6.1566148e-01     7.8019999e-02  0.0  0.0  0.0 
-6.0181502e-01     7.7629998e-02  0.0  0.0  0.0 
-5.8778525e-01     7.7450000e-02  0.0  0.0  0.0 
-5.7357644e-01     7.7420004e-02  0.0  0.0  0.0 
-5.5919290e-01     7.7600002e-02  0.0  0.0  0.0 
-5.4463904e-01     7.8440003e-02  0.0  0.0  0.0 
-5.2991926e-01     8.0339998e-02  0.0  0.0  0.0 
-5.1503807e-01     8.3430000e-02  0.0  0.0  0.0 
-5.0000000e-01     8.7580003e-02  0.0  0.0  0.0 
-4.8480962e-01     9.1969997e-02  0.0  0.0  0.0 
-4.6947156e-01     9.5519997e-02  0.0  0.0  0.0 
-4.5399050e-01     9.7929999e-02  0.0  0.0  0.0 
-4.3837115e-01     9.9229999e-02  0.0  0.0  0.0 
-4.2261826e-01     9.9909998e-02  0.0  0.0  0.0 
-4.0673664e-01     1.0050000e-01  0.0  0.0  0.0 
-3.9073113e-01     1.0120000e-01  0.0  0.0  0.0 
-3.7460659e-01     1.0220000e-01  0.0  0.0  0.0 
-3.5836795e-01     1.0350000e-01  0.0  0.0  0.0 
-3.4202014e-01     1.0500000e-01  0.0  0.0  0.0 
-3.2556815e-01     1.0670000e-01  0.0  0.0  0.0 
-3.0901699e-01     1.0830000e-01  0.0  0.0  0.0 
-2.9237170e-01     1.0990000e-01  0.0  0.0  0.0 
-2.7563736e-01     1.1140000e-01  0.0  0.0  0.0 
-2.5881905e-01     1.1310000e-01  0.0  0.0  0.0 
-2.4192190e-01     1.1510000e-01  0.0  0.0  0.0 
-2.2495105e-01     1.1730000e-01  0.0  0.0  0.0 
-2.0791169e-01     1.1950000e-01  0.0  0.0  0.0 
-1.9080900e-01     1.2190000e-01  0.0  0.0  0.0 
-1.7364818e-01     1.2440000e-01  0.0  0.0  0.0 
-1.5643447e-01     1.2710001e-01  0.0  0.0  0.0 
-1.3917310e-01     1.2989999e-01  0.0  0.0  0.0 
-1.2186934e-01     1.3240001e-01  0.0  0.0  0.0 
-1.0452846e-01     1.3460000e-01  0.0  0.0  0.0 
-8.7155743e-02     1.3650000e-01  0.0  0.0  0.0 
-6.9756474e-02     1.3840000e-01  0.0  0.0  0.0 
-5.2335956e-02     1.4049999e-01  0.0  0.0  0.0 
-3.4899497e-02     1.4300001e-01  0.0  0.0  0.0 
-1.7452406e-02     1.4590000e-01  0.0  0.0  0.0 
 6.1232340e-17     1.4890000e-01  0.0  0.0  0.0 
 1.7452406e-02     1.5220000e-01  0.0  0.0  0.0 
 3.4899497e-02     1.5570000e-01  0.0  0.0  0.0 
 5.2335956e-02     1.5930000e-01  0.0  0.0  0.0 
 6.9756474e-02     1.6320001e-01  0.0  0.0  0.0 
 8.7155743e-02     1.6700000e-01  0.0  0.0  0.0 
 1.0452846e-01     1.7080000e-01  0.0  0.0  0.0 
 1.2186934e-01     1.7450000e-01  0.0  0.0  0.0 
 1.3917310e-01     1.7829999e-01  0.0  0.0  0.0 
 1.5643447e-01     1.8220000e-01  0.0  0.0  0.0 
 1.7364818e-01     1.8619999e-01  0.0  0.0  0.0 
 1.9080900e-01     1.8979999e-01  0.0  0.0  0.0 
 2.0791169e-01     1.9260000e-01  0.0  0.0  0.0 
 2.2495105e-01     1.9460000e-01  0.0  0.0  0.0 
 2.4192190e-01     1.9630000e-01  0.0  0.0  0.0 
 2.5881905e-01     1.9820000e-01  0.0  0.0  0.0 
 2.7563736e-01     2.0060000e-01  0.0  0.0  0.0 
 2.9237170e-01     2.0330000e-01  0.0  0.0  0.0 
 3.0901699e-01     2.0590000e-01  0.0  0.0  0.0 
 3.2556815e-01     2.0829999e-01  0.0  0.0  0.0 
 3.4202014e-01     2.1040000e-01  0.0  0.0  0.0 
 3.5836795e-01     2.1210000e-01  0.0  0.0  0.0 
 3.7460659e-01     2.1359999e-01  0.0  0.0  0.0 
 3.9073113e-01     2.1500000e-01  0.0  0.0  0.0 
 4.0673664e-01     2.1660000e-01  0.0  0.0  0.0 
 4.2261826e-01     2.1870001e-01  0.0  0.0  0.0 
 4.3837115e-01     2.2160000e-01  0.0  0.0  0.0 
 4.5399050e-01     2.2490001e-01  0.0  0.0  0.0 
 4.6947156e-01     2.2840001e-01  0.0  0.0  0.0 
 4.8480962e-01     2.3240000e-01  0.0  0.0  0.0 
 5.0000000e-01     2.3780000e-01  0.0  0.0  0.0 
 5.1503807e-01     2.4480000e-01  0.0  0.0  0.0 
 5.2991926e-01     2.5430000e-01  0.0  0.0  0.0 
 5.4463904e-01     2.6620001e-01  0.0  0.0  0.0 
 5.5919290e-01     2.8070000e-01  0.0  0.0  0.0 
 5.7357644e-01     2.9910001e-01  0.0  0.0  0.0 
 5.8778525e-01     3.2220000e-01  0.0  0.0  0.0 
 6.0181502e-01     3.4509999e-01  0.0  0.0  0.0 
 6.1566148e-01     3.6449999e-01  0.0  0.0  0.0 
 6.2932039e-01     3.9760000e-01  0.0  0.0  0.0 
 6.4278761e-01     4.5690000e-01  0.0  0.0  0.0 
 6.5605903e-01     4.7049999e-01  0.0  0.0  0.0 
 6.6913061e-01     3.8339999e-01  0.0  0.0  0.0 
 6.8199836e-01     3.0460000e-01  0.0  0.0  0.0 
 6.9465837e-01     2.8439999e-01  0.0  0.0  0.0 
 7.0710678e-01     2.9359999e-01  0.0  0.0  0.0 
 7.1933980e-01     3.0809999e-01  0.0  0.0  0.0 
 7.3135370e-01     3.2600001e-01  0.0  0.0  0.0 
 7.4314483e-01     3.5100001e-01  0.0  0.0  0.0 
 7.5470958e-01     3.8380000e-01  0.0  0.0  0.0 
 7.6604444e-01     4.2550001e-01  0.0  0.0  0.0 
 7.7714596e-01     4.7760001e-01  0.0  0.0  0.0 
 7.8801075e-01     5.4119998e-01  0.0  0.0  0.0 
 7.9863551e-01     6.1809999e-01  0.0  0.0  0.0 
 8.0901699e-01     7.0740002e-01  0.0  0.0  0.0 
 8.1915204e-01     8.1290001e-01  0.0  0.0  0.0 
 8.2903757e-01     9.3900001e-01  0.0  0.0  0.0 
 8.3867057e-01     1.0950000e+00  0.0  0.0  0.0 
 8.4804810e-01     1.2900000e+00  0.0  0.0  0.0 
 8.5716730e-01     1.5290000e+00  0.0  0.0  0.0 
 8.6602540e-01     1.8180000e+00  0.0  0.0  0.0 
 8.7461971e-01     2.1960001e+00  0.0  0.0  0.0 
 8.8294759e-01     2.7019999e+00  0.0  0.0  0.0 
 8.9100652e-01     3.2470000e+00  0.0  0.0  0.0 
 8.9879405e-01     3.7579999e+00  0.0  0.0  0.0 
 9.0630779e-01     4.8130002e+00  0.0  0.0  0.0 
 9.1354546e-01     6.8340001e+00  0.0  0.0  0.0 
 9.2050485e-01     5.2890000e+00  0.0  0.0  0.0 
 9.2718385e-01     1.5960000e+00  0.0  0.0  0.0 
 9.3358043e-01     6.7949998e-01  0.0  0.0  0.0 
 9.3969262e-01     5.7520002e-01  0.0  0.0  0.0 
 9.4551858e-01     6.4789999e-01  0.0  0.0  0.0 
 9.5105652e-01     6.8330002e-01  0.0  0.0  0.0 
 9.5630476e-01     6.5730000e-01  0.0  0.0  0.0 
 9.6126170e-01     6.4579999e-01  0.0  0.0  0.0 
 9.6592583e-01     7.0400000e-01  0.0  0.0  0.0 
 9.6814764e-01     7.5480002e-01  0.0  0.0  0.0 
 9.7029573e-01     8.2050002e-01  0.0  0.0  0.0 
 9.7236992e-01     9.1700000e-01  0.0  0.0  0.0 
 9.7437006e-01     1.0430000e+00  0.0  0.0  0.0 
 9.7629601e-01     1.1810000e+00  0.0  0.0  0.0 
 9.7814760e-01     1.2970001e+00  0.0  0.0  0.0 
 9.7992470e-01     1.3590000e+00  0.0  0.0  0.0 
 9.8162718e-01     1.3850000e+00  0.0  0.0  0.0 
 9.8325491e-01     1.4340000e+00  0.0  0.0  0.0 
 9.8480775e-01     1.5549999e+00  0.0  0.0  0.0 
 9.8510933e-01     1.5840000e+00  0.0  0.0  0.0 
 9.8540790e-01     1.6100000e+00  0.0  0.0  0.0 
 9.8570347e-01     1.6400000e+00  0.0  0.0  0.0 
 9.8599604e-01     1.6740000e+00  0.0  0.0  0.0 
 9.8628560e-01     1.7029999e+00  0.0  0.0  0.0 
 9.8657216e-01     1.7320000e+00  0.0  0.0  0.0 
 9.8685572e-01     1.7620000e+00  0.0  0.0  0.0 
 9.8713627e-01     1.7880000e+00  0.0  0.0  0.0 
 9.8741381e-01     1.8180000e+00  0.0  0.0  0.0 
 9.8768834e-01     1.8460000e+00  0.0  0.0  0.0 
 9.8795987e-01     1.8710001e+00  0.0  0.0  0.0 
 9.8822838e-01     1.9010000e+00  0.0  0.0  0.0 
 9.8849389e-01     1.9280000e+00  0.0  0.0  0.0 
 9.8875638e-01     1.9550000e+00  0.0  0.0  0.0 
 9.8901586e-01     1.9840000e+00  0.0  0.0  0.0 
 9.8927233e-01     2.0109999e+00  0.0  0.0  0.0 
 9.8952579e-01     2.0439999e+00  0.0  0.0  0.0 
 9.8977623e-01     2.0790000e+00  0.0  0.0  0.0 
 9.9002366e-01     2.1120000e+00  0.0  0.0  0.0 
 9.9026807e-01     2.1470001e+00  0.0  0.0  0.0 
 9.9050946e-01     2.1810000e+00  0.0  0.0  0.0 
 9.9074784e-01     2.2190001e+00  0.0  0.0  0.0 
 9.9098320e-01     2.2660000e+00  0.0  0.0  0.0 
 9.9121554e-01     2.3169999e+00  0.0  0.0  0.0 
 9.9144486e-01     2.3629999e+00  0.0  0.0  0.0 
 9.9167116e-01     2.4050000e+00  0.0  0.0  0.0 
 9.9189444e-01     2.4419999e+00  0.0  0.0  0.0 
 9.9211470e-01     2.4920001e+00  0.0  0.0  0.0 
 9.9233194e-01     2.5309999e+00  0.0  0.0  0.0 
 9.9254615e-01     2.5760000e+00  0.0  0.0  0.0 
 9.9275734e-01     2.6210001e+00  0.0  0.0  0.0 
 9.9296551e-01     2.6610000e+00  0.0  0.0  0.0 
 9.9317065e-01     2.7049999e+00  0.0  0.0  0.0 
 9.9337277e-01     2.7479999e+00  0.0  0.0  0.0 
 9.9357186e-01     2.7839999e+00  0.0  0.0  0.0 
 9.9376792e-01     2.8380001e+00  0.0  0.0  0.0 
 9.9396096e-01     2.8810000e+00  0.0  0.0  0.0 
 9.9415096e-01     2.9389999e+00  0.0  0.0  0.0 
 9.9433794e-01     2.9890001e+00  0.0  0.0  0.0 
 9.9452190e-01     3.0360000e+00  0.0  0.0  0.0 
 9.9470282e-01     3.0929999e+00  0.0  0.0  0.0 
 9.9488071e-01     3.1440001e+00  0.0  0.0  0.0 
 9.9505557e-01     3.2110000e+00  0.0  0.0  0.0 
 9.9522740e-01     3.2730000e+00  0.0  0.0  0.0 
 9.9539620e-01     3.3210001e+00  0.0  0.0  0.0 
 9.9556196e-01     3.3680000e+00  0.0  0.0  0.0 
 9.9572470e-01     3.4250000e+00  0.0  0.0  0.0 
 9.9588440e-01     3.4840000e+00  0.0  0.0  0.0 
 9.9604107e-01     3.5580001e+00  0.0  0.0  0.0 
 9.9619470e-01     3.6110001e+00  0.0  0.0  0.0 
 9.9627038e-01     3.6400001e+00  0.0  0.0  0.0 
 9.9634530e-01     3.6689999e+00  0.0  0.0  0.0 
 9.9641946e-01     3.7019999e+00  0.0  0.0  0.0 
 9.9649286e-01     3.7509999e+00  0.0  0.0  0.0 
 9.9656550e-01     3.7790000e+00  0.0  0.0  0.0 
 9.9663739e-01     3.8390000e+00  0.0  0.0  0.0 
 9.9670851e-01     3.8740001e+00  0.0  0.0  0.0 
 9.9677888e-01     3.9140000e+00  0.0  0.0  0.0 
 9.9684849e-01     3.9670000e+00  0.0  0.0  0.0 
 9.9691733e-01     3.9879999e+00  0.0  0.0  0.0 
 9.9698542e-01     4.0159998e+00  0.0  0.0  0.0 
 9.9705275e-01     4.0700002e+00  0.0  0.0  0.0 
 9.9711932e-01     4.0900002e+00  0.0  0.0  0.0 
 9.9718513e-01     4.1580000e+00  0.0  0.0  0.0 
 9.9725019e-01     4.2210002e+00  0.0  0.0  0.0 
 9.9731448e-01     4.2589998e+00  0.0  0.0  0.0 
 9.9737801e-01     4.3340001e+00  0.0  0.0  0.0 
 9.9744078e-01     4.3899999e+00  0.0  0.0  0.0 
 9.9750280e-01     4.4549999e+00  0.0  0.0  0.0 
 9.9756405e-01     4.5409999e+00  0.0  0.0  0.0 
 9.9762454e-01     4.6209998e+00  0.0  0.0  0.0 
 9.9768428e-01     4.7129998e+00  0.0  0.0  0.0 
 9.9774325e-01     4.8210001e+00  0.0  0.0  0.0 
 9.9780147e-01     4.9320002e+00  0.0  0.0  0.0 
 9.9785892e-01     5.0079999e+00  0.0  0.0  0.0 
 9.9791562e-01     5.0619998e+00  0.0  0.0  0.0 
 9.9797155e-01     5.1939998e+00  0.0  0.0  0.0 
 9.9802673e-01     5.2620001e+00  0.0  0.0  0.0 
 9.9808114e-01     5.3629999e+00  0.0  0.0  0.0 
 9.9813480e-01     5.4889998e+00  0.0  0.0  0.0 
 9.9818769e-01     5.5660000e+00  0.0  0.0  0.0 
 9.9823983e-01     5.6910000e+00  0.0  0.0  0.0 
 9.9829120e-01     5.8709998e+00  0.0  0.0  0.0 
 9.9834182e-01     6.0430002e+00  0.0  0.0  0.0 
 9.9839167e-01     6.1030002e+00  0.0  0.0  0.0 
 9.9844076e-01     6.3179998e+00  0.0  0.0  0.0 
 9.9848910e-01     6.4169998e+00  0.0  0.0  0.0 
 9.9853667e-01     6.5970001e+00  0.0  0.0  0.0 
 9.9858348e-01     6.7579999e+00  0.0  0.0  0.0 
 9.9862953e-01     7.0860000e+00  0.0  0.0  0.0 
 9.9867483e-01     7.2760000e+00  0.0  0.0  0.0 
 9.9871936e-01     7.4759998e+00  0.0  0.0  0.0 
 9.9876313e-01     7.8169999e+00  0.0  0.0  0.0 
 9.9880614e-01     8.0900002e+00  0.0  0.0  0.0 
 9.9884839e-01     8.4160004e+00  0.0  0.0  0.0 
 9.9888987e-01     8.4729996e+00  0.0  0.0  0.0 
 9.9893060e-01     8.9280005e+00  0.0  0.0  0.0 
 9.9897057e-01     9.2180004e+00  0.0  0.0  0.0 
 9.9900978e-01     9.7530003e+00  0.0  0.0  0.0 
 9.9904822e-01     1.0260000e+01  0.0  0.0  0.0 
 9.9908591e-01     1.0520000e+01  0.0  0.0  0.0 
 9.9912283e-01     1.1050000e+01  0.0  0.0  0.0 
 9.9915899e-01     1.1530000e+01  0.0  0.0  0.0 
 9.9919440e-01     1.1850000e+01  0.0  0.0  0.0 
 9.9922904e-01     1.2510000e+01  0.0  0.0  0.0 
 9.9926292e-01     1.2740000e+01  0.0  0.0  0.0 
 9.9929604e-01     1.3320000e+01  0.0  0.0  0.0 
 9.9932839e-01     1.4000000e+01  0.0  0.0  0.0 
 9.9935999e-01     1.5130000e+01  0.0  0.0  0.0 
 9.9939083e-01     1.6100000e+01  0.0  0.0  0.0 
 9.9939690e-01     1.6530001e+01  0.0  0.0  0.0 
 9.9940295e-01     1.6950001e+01  0.0  0.0  0.0 
 9.9940896e-01     1.7309999e+01  0.0  0.0  0.0 
 9.9941495e-01     1.7590000e+01  0.0  0.0  0.0 
 9.9942090e-01     1.7820000e+01  0.0  0.0  0.0 
 9.9942683e-01     1.7940001e+01  0.0  0.0  0.0 
 9.9943272e-01     1.8040001e+01  0.0  0.0  0.0 
 9.9943858e-01     1.8209999e+01  0.0  0.0  0.0 
 9.9944441e-01     1.8480000e+01  0.0  0.0  0.0 
 9.9945022e-01     1.8830000e+01  0.0  0.0  0.0 
 9.9945599e-01     1.9209999e+01  0.0  0.0  0.0 
 9.9946173e-01     1.9620001e+01  0.0  0.0  0.0 
 9.9946744e-01     2.0020000e+01  0.0  0.0  0.0 
 9.9947312e-01     2.0190001e+01  0.0  0.0  0.0 
 9.9947877e-01     2.0430000e+01  0.0  0.0  0.0 
 9.9948439e-01     2.0799999e+01  0.0  0.0  0.0 
 9.9948998e-01     2.0959999e+01  0.0  0.0  0.0 
 9.9949554e-01     2.1090000e+01  0.0  0.0  0.0 
 9.9950106e-01     2.1430000e+01  0.0  0.0  0.0 
 9.9950656e-01     2.1850000e+01  0.0  0.0  0.0 
 9.9951203e-01     2.2230000e+01  0.0  0.0  0.0 
 9.9951746e-01     2.2490000e+01  0.0  0.0  0.0 
 9.9952287e-01     2.2670000e+01  0.0  0.0  0.0 
 9.9952825e-01     2.2870001e+01  0.0  0.0  0.0 
 9.9953359e-01     2.3139999e+01  0.0  0.0  0.0 
 9.9953891e-01     2.3459999e+01  0.0  0.0  0.0 
