#
# Optical properties to be used by ARTDECO
#
# Used model to obtain that properties is:
 mie3
# Used material is:
 lwat
# Number of phase matrix elements :
           4
# number of wavelengths
           4
#  wlambda(microns)   nteta   Cext (microns^2)       SSA              g 
     0.550000000E+00   2800     0.697526463E+02     0.999999795E+00     0.841898766E+00
     0.190493500E+01   2800     0.799866099E+02     0.968812977E+00     0.797054568E+00
     0.194193100E+01   2800     0.804542378E+02     0.959473806E+00     0.800221082E+00
     0.198039200E+01   2800     0.809846184E+02     0.969110234E+00     0.799412927E+00
# Phase matrix
# lambda =      0.5500
#         u                 F11              F44               F21               F34
    -0.999754210E+00     0.393310025E+00    -0.391841502E+00    -0.509211400E-02    -0.227564039E-01
    -0.999728693E+00     0.390210138E+00    -0.388429141E+00    -0.555642421E-02    -0.249560986E-01
    -0.999701916E+00     0.387003738E+00    -0.384864254E+00    -0.603127007E-02    -0.272325923E-01
    -0.999673878E+00     0.383697005E+00    -0.381149108E+00    -0.651503900E-02    -0.295816092E-01
    -0.999644581E+00     0.380296288E+00    -0.377286065E+00    -0.700608241E-02    -0.319987455E-01
    -0.999614025E+00     0.376808083E+00    -0.373277583E+00    -0.750272046E-02    -0.344794790E-01
    -0.999582208E+00     0.373239029E+00    -0.369126212E+00    -0.800324691E-02    -0.370191779E-01
    -0.999549132E+00     0.369595883E+00    -0.364834592E+00    -0.850593404E-02    -0.396131106E-01
    -0.999514796E+00     0.365885506E+00    -0.360405452E+00    -0.900903757E-02    -0.422564549E-01
    -0.999479201E+00     0.362114852E+00    -0.355841609E+00    -0.951080159E-02    -0.449443084E-01
    -0.999442346E+00     0.358290948E+00    -0.351145962E+00    -0.100094636E-01    -0.476716978E-01
    -0.999404231E+00     0.354420877E+00    -0.346321493E+00    -0.105032593E-01    -0.504335889E-01
    -0.999364857E+00     0.350511766E+00    -0.341371266E+00    -0.109904276E-01    -0.532248969E-01
    -0.999324224E+00     0.346570766E+00    -0.336298421E+00    -0.114692156E-01    -0.560404959E-01
    -0.999282331E+00     0.342605042E+00    -0.331106171E+00    -0.119378831E-01    -0.588752296E-01
    -0.999239179E+00     0.338621748E+00    -0.325797805E+00    -0.123947078E-01    -0.617239203E-01
    -0.999194767E+00     0.334628023E+00    -0.320376677E+00    -0.128379892E-01    -0.645813797E-01
    -0.999149096E+00     0.330630965E+00    -0.314846211E+00    -0.132660541E-01    -0.674424185E-01
    -0.999102167E+00     0.326637624E+00    -0.309209894E+00    -0.136772602E-01    -0.703018561E-01
    -0.999053978E+00     0.322654984E+00    -0.303471272E+00    -0.140700007E-01    -0.731545300E-01
    -0.999004530E+00     0.318689947E+00    -0.297633949E+00    -0.144427089E-01    -0.759953061E-01
    -0.998953823E+00     0.314749324E+00    -0.291701583E+00    -0.147938612E-01    -0.788190875E-01
    -0.998901857E+00     0.310839815E+00    -0.285677883E+00    -0.151219822E-01    -0.816208236E-01
    -0.998848632E+00     0.306968003E+00    -0.279566605E+00    -0.154256472E-01    -0.843955197E-01
    -0.998794149E+00     0.303140334E+00    -0.273371549E+00    -0.157034865E-01    -0.871382454E-01
    -0.998738407E+00     0.299363110E+00    -0.267096554E+00    -0.159541885E-01    -0.898441435E-01
    -0.998681406E+00     0.295642478E+00    -0.260745496E+00    -0.161765026E-01    -0.925084378E-01
    -0.998623147E+00     0.291984412E+00    -0.254322286E+00    -0.163692423E-01    -0.951264420E-01
    -0.998563629E+00     0.288394711E+00    -0.247830860E+00    -0.165312881E-01    -0.976935668E-01
    -0.998502852E+00     0.284878984E+00    -0.241275181E+00    -0.166615894E-01    -0.100205328E+00
    -0.998440818E+00     0.281442640E+00    -0.234659235E+00    -0.167591676E-01    -0.102657354E+00
    -0.998377525E+00     0.278090883E+00    -0.227987023E+00    -0.168231174E-01    -0.105045391E+00
    -0.998312974E+00     0.274828701E+00    -0.221262561E+00    -0.168526089E-01    -0.107365312E+00
    -0.998247165E+00     0.271660860E+00    -0.214489872E+00    -0.168468895E-01    -0.109613121E+00
    -0.998180098E+00     0.268591893E+00    -0.207672987E+00    -0.168052847E-01    -0.111784963E+00
    -0.998111773E+00     0.265626101E+00    -0.200815939E+00    -0.167272000E-01    -0.113877122E+00
    -0.998042190E+00     0.262767542E+00    -0.193922756E+00    -0.166121209E-01    -0.115886035E+00
    -0.997971349E+00     0.260020025E+00    -0.186997461E+00    -0.164596144E-01    -0.117808291E+00
    -0.997899250E+00     0.257387111E+00    -0.180044066E+00    -0.162693290E-01    -0.119640636E+00
    -0.997825894E+00     0.254872104E+00    -0.173066570E+00    -0.160409954E-01    -0.121379983E+00
    -0.997751281E+00     0.252478054E+00    -0.166068953E+00    -0.157744257E-01    -0.123023407E+00
    -0.997675410E+00     0.250207746E+00    -0.159055172E+00    -0.154695144E-01    -0.124568155E+00
    -0.997598282E+00     0.248063705E+00    -0.152029160E+00    -0.151262369E-01    -0.126011647E+00
    -0.997519897E+00     0.246048196E+00    -0.144994817E+00    -0.147446496E-01    -0.127351478E+00
    -0.997440254E+00     0.244163215E+00    -0.137956014E+00    -0.143248888E-01    -0.128585423E+00
    -0.997359355E+00     0.242410497E+00    -0.130916581E+00    -0.138671699E-01    -0.129711434E+00
    -0.997277198E+00     0.240791516E+00    -0.123880311E+00    -0.133717861E-01    -0.130727648E+00
    -0.997193785E+00     0.239307480E+00    -0.116850949E+00    -0.128391069E-01    -0.131632382E+00
    -0.997109115E+00     0.237959341E+00    -0.109832195E+00    -0.122695771E-01    -0.132424140E+00
    -0.997023189E+00     0.236747789E+00    -0.102827699E+00    -0.116637144E-01    -0.133101608E+00
    -0.996936006E+00     0.235673264E+00    -0.958410558E-01    -0.110221081E-01    -0.133663657E+00
    -0.996847567E+00     0.234735951E+00    -0.888758022E-01    -0.103454168E-01    -0.134109345E+00
    -0.996757871E+00     0.233935787E+00    -0.819354167E-01    -0.963436666E-02    -0.134437910E+00
    -0.996666920E+00     0.233272468E+00    -0.750233144E-01    -0.888974850E-02    -0.134648777E+00
    -0.996574712E+00     0.232745448E+00    -0.681428448E-01    -0.811241597E-02    -0.134741551E+00
    -0.996481248E+00     0.232353949E+00    -0.612972893E-01    -0.730328280E-02    -0.134716018E+00
    -0.996386529E+00     0.232096964E+00    -0.544898587E-01    -0.646332023E-02    -0.134572143E+00
    -0.996290554E+00     0.231973265E+00    -0.477236908E-01    -0.559355435E-02    -0.134310068E+00
    -0.996193323E+00     0.231981406E+00    -0.410018483E-01    -0.469506324E-02    -0.133930110E+00
    -0.996094837E+00     0.232119732E+00    -0.343273167E-01    -0.376897420E-02    -0.133432755E+00
    -0.995995096E+00     0.232386385E+00    -0.277030023E-01    -0.281646074E-02    -0.132818662E+00
    -0.995894099E+00     0.232779311E+00    -0.211317308E-01    -0.183873964E-02    -0.132088654E+00
    -0.995791848E+00     0.233296270E+00    -0.146162450E-01    -0.837067904E-03    -0.131243716E+00
    -0.995688341E+00     0.233934838E+00    -0.815920400E-02     0.187260324E-03    -0.130284991E+00
    -0.995583580E+00     0.234692420E+00    -0.176318149E-02     0.123291686E-02    -0.129213780E+00
    -0.995477564E+00     0.235566255E+00     0.456933531E-02     0.229854260E-02    -0.128031530E+00
    -0.995370293E+00     0.236553428E+00     0.108359467E-01     0.338275067E-02    -0.126739840E+00
    -0.995261768E+00     0.237650873E+00     0.170343415E-01     0.448412959E-02    -0.125340446E+00
    -0.995151989E+00     0.238855385E+00     0.231622976E-01     0.560124639E-02    -0.123835225E+00
    -0.995040956E+00     0.240163627E+00     0.292176827E-01     0.673264974E-02    -0.122226184E+00
    -0.994928669E+00     0.241572141E+00     0.351984548E-01     0.787687312E-02    -0.120515459E+00
    -0.994815128E+00     0.243077353E+00     0.411026624E-01     0.903243783E-02    -0.118705307E+00
    -0.994700333E+00     0.244675586E+00     0.469284449E-01     0.101978561E-01    -0.116798104E+00
    -0.994584284E+00     0.246363063E+00     0.526740324E-01     0.113716341E-01    -0.114796335E+00
    -0.994466983E+00     0.248135923E+00     0.583377458E-01     0.125522750E-01    -0.112702594E+00
    -0.994348428E+00     0.249990222E+00     0.639179965E-01     0.137382815E-01    -0.110519572E+00
    -0.994228620E+00     0.251921949E+00     0.694132864E-01     0.149281594E-01    -0.108250059E+00
    -0.994107559E+00     0.253927028E+00     0.748222069E-01     0.161204197E-01    -0.105896931E+00
    -0.993985245E+00     0.256001331E+00     0.801434389E-01     0.173135817E-01    -0.103463149E+00
    -0.993861678E+00     0.258140685E+00     0.853757517E-01     0.185061755E-01    -0.100951749E+00
    -0.993736859E+00     0.260340881E+00     0.905180025E-01     0.196967447E-01    -0.983658418E-01
    -0.993610788E+00     0.262597679E+00     0.955691357E-01     0.208838490E-01    -0.957086005E-01
    -0.993483464E+00     0.264906820E+00     0.100528181E+00     0.220660661E-01    -0.929832597E-01
    -0.993354889E+00     0.267264034E+00     0.105394255E+00     0.232419946E-01    -0.901931068E-01
    -0.993225061E+00     0.269665044E+00     0.110166554E+00     0.244102559E-01    -0.873414771E-01
    -0.993093982E+00     0.272105575E+00     0.114844362E+00     0.255694966E-01    -0.844317474E-01
    -0.992961652E+00     0.274581365E+00     0.119427041E+00     0.267183899E-01    -0.814673304E-01
    -0.992828070E+00     0.277088167E+00     0.123914034E+00     0.278556385E-01    -0.784516686E-01
    -0.992693237E+00     0.279621758E+00     0.128304861E+00     0.289799754E-01    -0.753882287E-01
    -0.992557153E+00     0.282177949E+00     0.132599122E+00     0.300901665E-01    -0.722804957E-01
    -0.992419818E+00     0.284752585E+00     0.136796489E+00     0.311850115E-01    -0.691319672E-01
    -0.992281232E+00     0.287341556E+00     0.140896711E+00     0.322633459E-01    -0.659461479E-01
    -0.992141396E+00     0.289940804E+00     0.144899606E+00     0.333240421E-01    -0.627265441E-01
    -0.992000309E+00     0.292546323E+00     0.148805066E+00     0.343660110E-01    -0.594766580E-01
    -0.991857973E+00     0.295154170E+00     0.152613048E+00     0.353882028E-01    -0.561999827E-01
    -0.991714386E+00     0.297760471E+00     0.156323580E+00     0.363896082E-01    -0.528999969E-01
    -0.991569550E+00     0.300361420E+00     0.159936751E+00     0.373692595E-01    -0.495801598E-01
    -0.991423464E+00     0.302953288E+00     0.163452716E+00     0.383262314E-01    -0.462439061E-01
    -0.991276128E+00     0.305532430E+00     0.166871692E+00     0.392596415E-01    -0.428946413E-01
    -0.991127543E+00     0.308095284E+00     0.170193955E+00     0.401686516E-01    -0.395357368E-01
    -0.990977710E+00     0.310638376E+00     0.173419837E+00     0.410524671E-01    -0.361705258E-01
    -0.990826627E+00     0.313158328E+00     0.176549728E+00     0.419103388E-01    -0.328022982E-01
    -0.990674296E+00     0.315651857E+00     0.179584073E+00     0.427415620E-01    -0.294342974E-01
    -0.990520716E+00     0.318115778E+00     0.182523367E+00     0.435454775E-01    -0.260697151E-01
    -0.990365888E+00     0.320547012E+00     0.185368157E+00     0.443214716E-01    -0.227116885E-01
    -0.990209812E+00     0.322942582E+00     0.188119036E+00     0.450689759E-01    -0.193632957E-01
    -0.990052488E+00     0.325299622E+00     0.190776648E+00     0.457874674E-01    -0.160275528E-01
    -0.989893917E+00     0.327615372E+00     0.193341679E+00     0.464764684E-01    -0.127074102E-01
    -0.989734097E+00     0.329887187E+00     0.195814857E+00     0.471355462E-01    -0.940574951E-02
    -0.989573031E+00     0.332112532E+00     0.198196954E+00     0.477643127E-01    -0.612538066E-02
    -0.989410717E+00     0.334288990E+00     0.200488779E+00     0.483624243E-01    -0.286903894E-02
    -0.989247157E+00     0.336414258E+00     0.202691181E+00     0.489295811E-01     0.360617495E-03
    -0.989082350E+00     0.338486149E+00     0.204805042E+00     0.494655264E-01     0.356101011E-02
    -0.988916296E+00     0.340502595E+00     0.206831281E+00     0.499700465E-01     0.672964219E-02
    -0.988748997E+00     0.342461644E+00     0.208770848E+00     0.504429693E-01     0.986410091E-02
    -0.988580451E+00     0.344361463E+00     0.210624724E+00     0.508841641E-01     0.129620592E-01
    -0.988410659E+00     0.346200337E+00     0.212393919E+00     0.512935406E-01     0.160212773E-01
    -0.988239622E+00     0.347976668E+00     0.214079471E+00     0.516710480E-01     0.190396046E-01
    -0.988067339E+00     0.349688975E+00     0.215682444E+00     0.520166743E-01     0.220149802E-01
    -0.987893811E+00     0.351335895E+00     0.217203927E+00     0.523304449E-01     0.249454351E-01
    -0.987719038E+00     0.352916178E+00     0.218645029E+00     0.526124221E-01     0.278290919E-01
    -0.987543020E+00     0.354428690E+00     0.220006885E+00     0.528627034E-01     0.306641667E-01
    -0.987365758E+00     0.355872413E+00     0.221290646E+00     0.530814212E-01     0.334489687E-01
    -0.987187252E+00     0.357246437E+00     0.222497485E+00     0.532687410E-01     0.361819014E-01
    -0.987007501E+00     0.358549965E+00     0.223628590E+00     0.534248605E-01     0.388614622E-01
    -0.986826507E+00     0.359782309E+00     0.224685165E+00     0.535500085E-01     0.414862430E-01
    -0.986644269E+00     0.360942886E+00     0.225668429E+00     0.536444434E-01     0.440549294E-01
    -0.986460787E+00     0.362031220E+00     0.226579616E+00     0.537084522E-01     0.465663015E-01
    -0.986276063E+00     0.363046938E+00     0.227419968E+00     0.537423494E-01     0.490192322E-01
    -0.986090095E+00     0.363989768E+00     0.228190743E+00     0.537464751E-01     0.514126878E-01
    -0.985902885E+00     0.364859535E+00     0.228893205E+00     0.537211946E-01     0.537457265E-01
    -0.985714432E+00     0.365656162E+00     0.229528628E+00     0.536668963E-01     0.560174981E-01
    -0.985524737E+00     0.366379664E+00     0.230098293E+00     0.535839909E-01     0.582272427E-01
    -0.985333800E+00     0.367030148E+00     0.230603488E+00     0.534729101E-01     0.603742895E-01
    -0.985141622E+00     0.367607809E+00     0.231045506E+00     0.533341050E-01     0.624580561E-01
    -0.984948202E+00     0.368112929E+00     0.231425645E+00     0.531680453E-01     0.644780467E-01
    -0.984753540E+00     0.368545870E+00     0.231745206E+00     0.529752174E-01     0.664338506E-01
    -0.984557638E+00     0.368907076E+00     0.232005492E+00     0.527561238E-01     0.683251410E-01
    -0.984360495E+00     0.369197067E+00     0.232207809E+00     0.525112813E-01     0.701516734E-01
    -0.984162111E+00     0.369416439E+00     0.232353462E+00     0.522412203E-01     0.719132832E-01
    -0.983962487E+00     0.369565857E+00     0.232443758E+00     0.519464831E-01     0.736098847E-01
    -0.983761623E+00     0.369646054E+00     0.232480000E+00     0.516276229E-01     0.752414685E-01
    -0.983559519E+00     0.369657831E+00     0.232463494E+00     0.512852026E-01     0.768081001E-01
    -0.983356176E+00     0.369602046E+00     0.232395538E+00     0.509197939E-01     0.783099173E-01
    -0.983151593E+00     0.369479622E+00     0.232277432E+00     0.505319758E-01     0.797471286E-01
    -0.982945772E+00     0.369291532E+00     0.232110468E+00     0.501223337E-01     0.811200108E-01
    -0.982738712E+00     0.369038808E+00     0.231895935E+00     0.496914581E-01     0.824289065E-01
    -0.982530413E+00     0.368722526E+00     0.231635117E+00     0.492399442E-01     0.836742224E-01
    -0.982320876E+00     0.368343813E+00     0.231329293E+00     0.487683900E-01     0.848564266E-01
    -0.982110101E+00     0.367903838E+00     0.230979733E+00     0.482773959E-01     0.859760465E-01
    -0.981898088E+00     0.367403813E+00     0.230587702E+00     0.477675638E-01     0.870336661E-01
    -0.981684838E+00     0.366844985E+00     0.230154456E+00     0.472394958E-01     0.880299240E-01
    -0.981470351E+00     0.366228638E+00     0.229681244E+00     0.466937937E-01     0.889655108E-01
    -0.981254627E+00     0.365556089E+00     0.229169306E+00     0.461310577E-01     0.898411667E-01
    -0.981037667E+00     0.364828683E+00     0.228619872E+00     0.455518861E-01     0.906576793E-01
    -0.980819470E+00     0.364047793E+00     0.228034163E+00     0.449568745E-01     0.914158806E-01
    -0.980600037E+00     0.363214815E+00     0.227413389E+00     0.443466144E-01     0.921166453E-01
    -0.980379368E+00     0.362331167E+00     0.226758751E+00     0.437216932E-01     0.927608880E-01
    -0.980157464E+00     0.361398285E+00     0.226071436E+00     0.430826935E-01     0.933495608E-01
    -0.979934324E+00     0.360417624E+00     0.225352622E+00     0.424301919E-01     0.938836510E-01
    -0.979709950E+00     0.359390650E+00     0.224603475E+00     0.417647589E-01     0.943641787E-01
    -0.979484341E+00     0.358318841E+00     0.223825147E+00     0.410869584E-01     0.947921944E-01
    -0.979257497E+00     0.357203685E+00     0.223018779E+00     0.403973466E-01     0.951687769E-01
    -0.979029420E+00     0.356046677E+00     0.222185498E+00     0.396964721E-01     0.954950308E-01
    -0.978800108E+00     0.354849315E+00     0.221326418E+00     0.389848753E-01     0.957720843E-01
    -0.978569563E+00     0.353613101E+00     0.220442638E+00     0.382630877E-01     0.960010871E-01
    -0.978337785E+00     0.352339538E+00     0.219535246E+00     0.375316317E-01     0.961832079E-01
    -0.978104774E+00     0.351030126E+00     0.218605312E+00     0.367910204E-01     0.963196329E-01
    -0.977870530E+00     0.349686362E+00     0.217653895E+00     0.360417569E-01     0.964115629E-01
    -0.977635054E+00     0.348309740E+00     0.216682035E+00     0.352843343E-01     0.964602118E-01
    -0.977398346E+00     0.346901743E+00     0.215690761E+00     0.345192352E-01     0.964668046E-01
    -0.977160407E+00     0.345463848E+00     0.214681083E+00     0.337469317E-01     0.964325753E-01
    -0.976921235E+00     0.343997523E+00     0.213653998E+00     0.329678849E-01     0.963587648E-01
    -0.976680833E+00     0.342504221E+00     0.212610485E+00     0.321825449E-01     0.962466197E-01
    -0.976439200E+00     0.340985384E+00     0.211551509E+00     0.313913506E-01     0.960973897E-01
    -0.976196336E+00     0.339442438E+00     0.210478017E+00     0.305947296E-01     0.959123266E-01
    -0.975952242E+00     0.337876795E+00     0.209390941E+00     0.297930980E-01     0.956926824E-01
    -0.975706918E+00     0.336289849E+00     0.208291193E+00     0.289868602E-01     0.954397072E-01
    -0.975460365E+00     0.334682974E+00     0.207179673E+00     0.281764091E-01     0.951546485E-01
    -0.975212582E+00     0.333057528E+00     0.206057260E+00     0.273621259E-01     0.948387491E-01
    -0.974963570E+00     0.331414845E+00     0.204924818E+00     0.265443799E-01     0.944932459E-01
    -0.974713330E+00     0.329756241E+00     0.203783193E+00     0.257235291E-01     0.941193685E-01
    -0.974461861E+00     0.328083007E+00     0.202633213E+00     0.248999192E-01     0.937183379E-01
    -0.974209164E+00     0.326396413E+00     0.201475689E+00     0.240738847E-01     0.932913652E-01
    -0.973955239E+00     0.324697704E+00     0.200311416E+00     0.232457481E-01     0.928396505E-01
    -0.973700087E+00     0.322988100E+00     0.199141167E+00     0.224158206E-01     0.923643817E-01
    -0.973443708E+00     0.321268799E+00     0.197965703E+00     0.215844017E-01     0.918667334E-01
    -0.973186102E+00     0.319540969E+00     0.196785761E+00     0.207517794E-01     0.913478662E-01
    -0.972927270E+00     0.317805756E+00     0.195602065E+00     0.199182307E-01     0.908089253E-01
    -0.972667211E+00     0.316064276E+00     0.194415319E+00     0.190840211E-01     0.902510399E-01
    -0.972405927E+00     0.314317620E+00     0.193226209E+00     0.182494051E-01     0.896753224E-01
    -0.972143418E+00     0.312566851E+00     0.192035403E+00     0.174146263E-01     0.890828675E-01
    -0.971879683E+00     0.310813005E+00     0.190843550E+00     0.165799176E-01     0.884747514E-01
    -0.971614723E+00     0.309057090E+00     0.189651285E+00     0.157455010E-01     0.878520315E-01
    -0.971348539E+00     0.307300085E+00     0.188459220E+00     0.149115885E-01     0.872157454E-01
    -0.971081131E+00     0.305542942E+00     0.187267951E+00     0.140783813E-01     0.865669106E-01
    -0.970812499E+00     0.303786585E+00     0.186078058E+00     0.132460709E-01     0.859065238E-01
    -0.970542644E+00     0.302031909E+00     0.184890100E+00     0.124148388E-01     0.852355609E-01
    -0.970271565E+00     0.300279781E+00     0.183704620E+00     0.115848569E-01     0.845549759E-01
    -0.969999264E+00     0.298531040E+00     0.182522143E+00     0.107562874E-01     0.838657012E-01
    -0.969725741E+00     0.296786497E+00     0.181343177E+00     0.992928352E-02     0.831686469E-01
    -0.969450995E+00     0.295046935E+00     0.180168211E+00     0.910398919E-02     0.824647007E-01
    -0.969175027E+00     0.293313108E+00     0.178997718E+00     0.828053968E-02     0.817547277E-01
    -0.968897838E+00     0.291585745E+00     0.177832152E+00     0.745906160E-02     0.810395701E-01
    -0.968619429E+00     0.289865544E+00     0.176671951E+00     0.663967324E-02     0.803200474E-01
    -0.968339798E+00     0.288153180E+00     0.175517536E+00     0.582248473E-02     0.795969558E-01
    -0.968058947E+00     0.286449298E+00     0.174369312E+00     0.500759834E-02     0.788710685E-01
    -0.967776876E+00     0.284754516E+00     0.173227665E+00     0.419510866E-02     0.781431357E-01
    -0.967493586E+00     0.283069430E+00     0.172092966E+00     0.338510290E-02     0.774138846E-01
    -0.967209076E+00     0.281394605E+00     0.170965568E+00     0.257766107E-02     0.766840192E-01
    -0.966923347E+00     0.279730583E+00     0.169845811E+00     0.177285629E-02     0.759542207E-01
    -0.966636400E+00     0.278077882E+00     0.168734017E+00     0.970754975E-03     0.752251475E-01
    -0.966348235E+00     0.276436993E+00     0.167630491E+00     0.171417095E-03     0.744974352E-01
    -0.966058852E+00     0.274808383E+00     0.166535524E+00    -0.625103570E-03     0.737716971E-01
    -0.965768251E+00     0.273192497E+00     0.165449391E+00    -0.141875920E-02     0.730485241E-01
    -0.965476433E+00     0.271589755E+00     0.164372354E+00    -0.220950769E-02     0.723284850E-01
    -0.965183399E+00     0.270000555E+00     0.163304656E+00    -0.299731242E-02     0.716121270E-01
    -0.964889148E+00     0.268425271E+00     0.162246529E+00    -0.378214200E-02     0.708999755E-01
    -0.964593681E+00     0.266864257E+00     0.161198189E+00    -0.456397007E-02     0.701925348E-01
    -0.964296999E+00     0.265317844E+00     0.160159838E+00    -0.534277502E-02     0.694902881E-01
    -0.963999101E+00     0.263786343E+00     0.159131664E+00    -0.611853979E-02     0.687936982E-01
    -0.963699989E+00     0.262270045E+00     0.158113843E+00    -0.689125166E-02     0.681032073E-01
    -0.963399662E+00     0.260769219E+00     0.157106534E+00    -0.766090197E-02     0.674192379E-01
    -0.963098121E+00     0.259284118E+00     0.156109887E+00    -0.842748596E-02     0.667421928E-01
    -0.962795366E+00     0.257814973E+00     0.155124036E+00    -0.919100250E-02     0.660724557E-01
    -0.962491398E+00     0.256361997E+00     0.154149105E+00    -0.995145394E-02     0.654103915E-01
    -0.962186217E+00     0.254925387E+00     0.153185204E+00    -0.107088458E-01     0.647563466E-01
    -0.961879823E+00     0.253505322E+00     0.152232433E+00    -0.114631868E-01     0.641106495E-01
    -0.961572217E+00     0.252101963E+00     0.151290877E+00    -0.122144882E-01     0.634736111E-01
    -0.961263400E+00     0.250715456E+00     0.150360613E+00    -0.129627641E-01     0.628455251E-01
    -0.960953371E+00     0.249345930E+00     0.149441705E+00    -0.137080310E-01     0.622266686E-01
    -0.960642130E+00     0.247993501E+00     0.148534208E+00    -0.144503077E-01     0.616173022E-01
    -0.960329680E+00     0.246658268E+00     0.147638164E+00    -0.151896149E-01     0.610176708E-01
    -0.960016019E+00     0.245340317E+00     0.146753608E+00    -0.159259753E-01     0.604280039E-01
    -0.959701148E+00     0.244039720E+00     0.145880562E+00    -0.166594134E-01     0.598485159E-01
    -0.959385068E+00     0.242756535E+00     0.145019040E+00    -0.173899550E-01     0.592794068E-01
    -0.959067779E+00     0.241490809E+00     0.144169047E+00    -0.181176276E-01     0.587208623E-01
    -0.958749281E+00     0.240242575E+00     0.143330579E+00    -0.188424597E-01     0.581730548E-01
    -0.958429574E+00     0.239011854E+00     0.142503622E+00    -0.195644809E-01     0.576361431E-01
    -0.958108660E+00     0.237798659E+00     0.141688155E+00    -0.202837218E-01     0.571102733E-01
    -0.957786539E+00     0.236602988E+00     0.140884149E+00    -0.210002137E-01     0.565955794E-01
    -0.957463211E+00     0.235424831E+00     0.140091566E+00    -0.217139885E-01     0.560921833E-01
    -0.957138676E+00     0.234264167E+00     0.139310362E+00    -0.224250788E-01     0.556001954E-01
    -0.956812934E+00     0.233120966E+00     0.138540485E+00    -0.231335173E-01     0.551197150E-01
    -0.956485987E+00     0.231995188E+00     0.137781876E+00    -0.238393372E-01     0.546508309E-01
    -0.956157835E+00     0.230886787E+00     0.137034469E+00    -0.245425716E-01     0.541936216E-01
    -0.955828477E+00     0.229795705E+00     0.136298192E+00    -0.252432537E-01     0.537481557E-01
    -0.955497915E+00     0.228721879E+00     0.135572968E+00    -0.259414168E-01     0.533144925E-01
    -0.955166149E+00     0.227665238E+00     0.134858714E+00    -0.266370936E-01     0.528926821E-01
    -0.954833179E+00     0.226625702E+00     0.134155339E+00    -0.273303169E-01     0.524827660E-01
    -0.954499006E+00     0.225603186E+00     0.133462749E+00    -0.280211187E-01     0.520847777E-01
    -0.954163630E+00     0.224597598E+00     0.132780846E+00    -0.287095309E-01     0.516987423E-01
    -0.953827051E+00     0.223608842E+00     0.132109524E+00    -0.293955845E-01     0.513246778E-01
    -0.953489271E+00     0.222636813E+00     0.131448676E+00    -0.300793100E-01     0.509625949E-01
    -0.953150288E+00     0.221681403E+00     0.130798189E+00    -0.307607372E-01     0.506124973E-01
    -0.952810105E+00     0.220742497E+00     0.130157945E+00    -0.314398948E-01     0.502743823E-01
    -0.952468721E+00     0.219819979E+00     0.129527824E+00    -0.321168109E-01     0.499482412E-01
    -0.952126136E+00     0.218913725E+00     0.128907702E+00    -0.327915125E-01     0.496340593E-01
    -0.951782352E+00     0.218023608E+00     0.128297453E+00    -0.334640256E-01     0.493318162E-01
    -0.951437368E+00     0.217149498E+00     0.127696945E+00    -0.341343751E-01     0.490414866E-01
    -0.951091185E+00     0.216291260E+00     0.127106046E+00    -0.348025848E-01     0.487630401E-01
    -0.950743804E+00     0.215448757E+00     0.126524620E+00    -0.354686773E-01     0.484964415E-01
    -0.950395224E+00     0.214621849E+00     0.125952529E+00    -0.361326739E-01     0.482416515E-01
    -0.950045447E+00     0.213810392E+00     0.125389633E+00    -0.367945946E-01     0.479986264E-01
    -0.949694472E+00     0.213014242E+00     0.124835789E+00    -0.374544583E-01     0.477673189E-01
    -0.949342301E+00     0.212233250E+00     0.124290855E+00    -0.381122821E-01     0.475476778E-01
    -0.948988933E+00     0.211467266E+00     0.123754685E+00    -0.387680822E-01     0.473396488E-01
    -0.948634369E+00     0.210716140E+00     0.123227132E+00    -0.394218730E-01     0.471431741E-01
    -0.948278610E+00     0.209979716E+00     0.122708047E+00    -0.400736676E-01     0.469581933E-01
    -0.947921656E+00     0.209257841E+00     0.122197283E+00    -0.407234777E-01     0.467846431E-01
    -0.947563507E+00     0.208550359E+00     0.121694688E+00    -0.413713131E-01     0.466224577E-01
    -0.947204164E+00     0.207857112E+00     0.121200114E+00    -0.420171827E-01     0.464715688E-01
    -0.946843627E+00     0.207177944E+00     0.120713409E+00    -0.426610933E-01     0.463319061E-01
    -0.946481897E+00     0.206512694E+00     0.120234421E+00    -0.433030504E-01     0.462033974E-01
    -0.946118974E+00     0.205861205E+00     0.119762999E+00    -0.439430581E-01     0.460859684E-01
    -0.945754859E+00     0.205223316E+00     0.119298992E+00    -0.445811185E-01     0.459795433E-01
    -0.945389552E+00     0.204598868E+00     0.118842248E+00    -0.452172326E-01     0.458840448E-01
    -0.945023054E+00     0.203987700E+00     0.118392615E+00    -0.458513995E-01     0.457993941E-01
    -0.944655365E+00     0.203389654E+00     0.117949944E+00    -0.464836169E-01     0.457255113E-01
    -0.944286485E+00     0.202804568E+00     0.117514083E+00    -0.471138809E-01     0.456623150E-01
    -0.943916415E+00     0.202232284E+00     0.117084882E+00    -0.477421860E-01     0.456097233E-01
    -0.943545156E+00     0.201672642E+00     0.116662193E+00    -0.483685252E-01     0.455676530E-01
    -0.943172707E+00     0.201125483E+00     0.116245867E+00    -0.489928899E-01     0.455360202E-01
    -0.942799070E+00     0.200590650E+00     0.115835757E+00    -0.496152701E-01     0.455147404E-01
