#
# Recomposed optical properties out of ARTDEC
#
# Used model for truncation was:
 dm
# number of wavelengths
           1
#      lambda         nBl   nangle   Trunc. Coeff.     sumF11    Cext        SSA              g  
     0.412000000E+00      8   1900     0.356587649E+00     0.200000522E+01     0.100000000E+01     0.100000000E+01    -0.327680000E+05
# Phase matrix
# lambda =      0.4120
#         u                 F11                F22              F33               F44               F21               F34
     0.190237680E-01     0.981445759E-01     0.830112137E-01     0.489953146E-02     0.216085150E-01     0.107822388E-02    -0.352344975E-01
     0.206777830E-01     0.985795410E-01     0.841410108E-01     0.629731467E-02     0.222798577E-01     0.137894510E-02    -0.349494354E-01
     0.223317400E-01     0.990320707E-01     0.852893989E-01     0.771438639E-02     0.229690557E-01     0.168193536E-02    -0.346641955E-01
     0.239856370E-01     0.995022512E-01     0.864563563E-01     0.915068635E-02     0.236761598E-01     0.198716921E-02    -0.343788312E-01
     0.256394680E-01     0.999901652E-01     0.876418560E-01     0.106061484E-01     0.244012167E-01     0.229462031E-02    -0.340933965E-01
     0.272932290E-01     0.100495894E+00     0.888458702E-01     0.120807056E-01     0.251442714E-01     0.260426250E-02    -0.338079452E-01
     0.289469150E-01     0.101019515E+00     0.900683680E-01     0.135742877E-01     0.259053662E-01     0.291606926E-02    -0.335225312E-01
     0.306005220E-01     0.101561105E+00     0.913093167E-01     0.150868231E-01     0.266845413E-01     0.323001409E-02    -0.332372084E-01
     0.322540450E-01     0.102120737E+00     0.925686807E-01     0.166182365E-01     0.274818341E-01     0.354607013E-02    -0.329520307E-01
     0.339074800E-01     0.102698483E+00     0.938464228E-01     0.181684513E-01     0.282972800E-01     0.386421053E-02    -0.326670519E-01
     0.355608220E-01     0.103294411E+00     0.951425026E-01     0.197373876E-01     0.291309112E-01     0.418440813E-02    -0.323823260E-01
     0.372140670E-01     0.103908587E+00     0.964568781E-01     0.213249638E-01     0.299827583E-01     0.450663577E-02    -0.320979066E-01
     0.388672100E-01     0.104541075E+00     0.977895043E-01     0.229310952E-01     0.308528486E-01     0.483086597E-02    -0.318138476E-01
     0.405202460E-01     0.105191936E+00     0.991403338E-01     0.245556944E-01     0.317412071E-01     0.515707108E-02    -0.315302029E-01
     0.421731720E-01     0.105861229E+00     0.100509318E+00     0.261986738E-01     0.326478573E-01     0.548522374E-02    -0.312470258E-01
     0.438259820E-01     0.106549009E+00     0.101896405E+00     0.278599403E-01     0.335728184E-01     0.581529581E-02    -0.309643704E-01
     0.454786720E-01     0.107255330E+00     0.103301540E+00     0.295394005E-01     0.345161084E-01     0.614725945E-02    -0.306822899E-01
     0.471312380E-01     0.107980244E+00     0.104724668E+00     0.312369584E-01     0.354777427E-01     0.648108669E-02    -0.304008380E-01
     0.487836750E-01     0.108723798E+00     0.106165728E+00     0.329525150E-01     0.364577336E-01     0.681674920E-02    -0.301200679E-01
     0.504359780E-01     0.109486037E+00     0.107624661E+00     0.346859686E-01     0.374560908E-01     0.715421857E-02    -0.298400331E-01
     0.520881440E-01     0.110267007E+00     0.109101403E+00     0.364372174E-01     0.384728227E-01     0.749346666E-02    -0.295607865E-01
     0.537401660E-01     0.111066746E+00     0.110595886E+00     0.382061529E-01     0.395079326E-01     0.783446440E-02    -0.292823816E-01
     0.553920420E-01     0.111885293E+00     0.112108046E+00     0.399926697E-01     0.405614246E-01     0.817718364E-02    -0.290048709E-01
     0.570437660E-01     0.112722683E+00     0.113637809E+00     0.417966558E-01     0.416332973E-01     0.852159531E-02    -0.287283075E-01
     0.586953340E-01     0.113578949E+00     0.115185104E+00     0.436179989E-01     0.427235485E-01     0.886767064E-02    -0.284527440E-01
     0.603467410E-01     0.114454120E+00     0.116749855E+00     0.454565836E-01     0.438321723E-01     0.921538056E-02    -0.281782329E-01
     0.619979830E-01     0.115348224E+00     0.118331986E+00     0.473122929E-01     0.449591612E-01     0.956469613E-02    -0.279048265E-01
     0.636490560E-01     0.116261286E+00     0.119931417E+00     0.491850080E-01     0.461045051E-01     0.991558832E-02    -0.276325771E-01
     0.652999540E-01     0.117193327E+00     0.121548064E+00     0.510746052E-01     0.472681897E-01     0.102680276E-01    -0.273615367E-01
     0.669506740E-01     0.118144367E+00     0.123181845E+00     0.529809620E-01     0.484502006E-01     0.106219849E-01    -0.270917570E-01
     0.686012100E-01     0.119114422E+00     0.124832672E+00     0.549039505E-01     0.496505183E-01     0.109774307E-01    -0.268232899E-01
     0.702515580E-01     0.120103506E+00     0.126500457E+00     0.568434426E-01     0.508691223E-01     0.113343355E-01    -0.265561868E-01
     0.719017150E-01     0.121111631E+00     0.128185110E+00     0.587993092E-01     0.521059903E-01     0.116926702E-01    -0.262904986E-01
     0.735516740E-01     0.122138804E+00     0.129886536E+00     0.607714145E-01     0.533610943E-01     0.120524047E-01    -0.260262767E-01
     0.752014320E-01     0.123185031E+00     0.131604639E+00     0.627596249E-01     0.546344070E-01     0.124135096E-01    -0.257635717E-01
     0.768509850E-01     0.124250317E+00     0.133339324E+00     0.647638038E-01     0.559258974E-01     0.127759554E-01    -0.255024340E-01
     0.785003270E-01     0.125334659E+00     0.135090488E+00     0.667838098E-01     0.572355305E-01     0.131397120E-01    -0.252429142E-01
     0.801494540E-01     0.126438056E+00     0.136858029E+00     0.688195019E-01     0.585632704E-01     0.135047499E-01    -0.249850623E-01
     0.817983620E-01     0.127560504E+00     0.138641845E+00     0.708707369E-01     0.599090784E-01     0.138710391E-01    -0.247289280E-01
     0.834470460E-01     0.128701993E+00     0.140441827E+00     0.729373684E-01     0.612729125E-01     0.142385499E-01    -0.244745608E-01
     0.850955010E-01     0.129862512E+00     0.142257866E+00     0.750192477E-01     0.626547282E-01     0.146072523E-01    -0.242220101E-01
     0.867437240E-01     0.131042050E+00     0.144089853E+00     0.771162268E-01     0.640544800E-01     0.149771165E-01    -0.239713247E-01
     0.883917090E-01     0.132240589E+00     0.145937674E+00     0.792281515E-01     0.654721172E-01     0.153481125E-01    -0.237225534E-01
     0.900394530E-01     0.133458110E+00     0.147801214E+00     0.813548698E-01     0.669075893E-01     0.157202105E-01    -0.234757443E-01
     0.916869500E-01     0.134694592E+00     0.149680354E+00     0.834962235E-01     0.683608405E-01     0.160933802E-01    -0.232309459E-01
     0.933341960E-01     0.135950010E+00     0.151574975E+00     0.856520552E-01     0.698318141E-01     0.164675919E-01    -0.229882056E-01
     0.949811860E-01     0.137224336E+00     0.153484955E+00     0.878222040E-01     0.713204503E-01     0.168428154E-01    -0.227475711E-01
     0.966279170E-01     0.138517542E+00     0.155410173E+00     0.900065098E-01     0.728266880E-01     0.172190210E-01    -0.225090891E-01
     0.982743830E-01     0.139829593E+00     0.157350500E+00     0.922048067E-01     0.743504613E-01     0.175961785E-01    -0.222728067E-01
     0.999205800E-01     0.141160455E+00     0.159305809E+00     0.944169294E-01     0.758917035E-01     0.179742580E-01    -0.220387702E-01
     0.101566500E+00     0.142510086E+00     0.161275965E+00     0.966427052E-01     0.774503413E-01     0.183532286E-01    -0.218070261E-01
     0.103212150E+00     0.143878455E+00     0.163260852E+00     0.988819801E-01     0.790263135E-01     0.187330632E-01    -0.215776185E-01
     0.104857510E+00     0.145265506E+00     0.165260315E+00     0.101134561E+00     0.806195304E-01     0.191137282E-01    -0.213505948E-01
     0.106502590E+00     0.146671204E+00     0.167274237E+00     0.103400295E+00     0.822299286E-01     0.194951970E-01    -0.211259981E-01
     0.108147370E+00     0.148095486E+00     0.169302461E+00     0.105678985E+00     0.838574133E-01     0.198774361E-01    -0.209038749E-01
     0.109791860E+00     0.149538313E+00     0.171344864E+00     0.107970475E+00     0.855019163E-01     0.202604192E-01    -0.206842674E-01
     0.111436050E+00     0.150999627E+00     0.173401298E+00     0.110274577E+00     0.871633474E-01     0.206441150E-01    -0.204672202E-01
     0.113079940E+00     0.152479372E+00     0.175471624E+00     0.112591118E+00     0.888416241E-01     0.210284948E-01    -0.202527760E-01
     0.114723510E+00     0.153977477E+00     0.177555677E+00     0.114919893E+00     0.905366406E-01     0.214135253E-01    -0.200409797E-01
     0.116366770E+00     0.155493890E+00     0.179653328E+00     0.117260739E+00     0.922483196E-01     0.217991802E-01    -0.198318721E-01
     0.118009710E+00     0.157028541E+00     0.181764420E+00     0.119613463E+00     0.939765608E-01     0.221854286E-01    -0.196254958E-01
     0.119652330E+00     0.158581367E+00     0.183888807E+00     0.121977883E+00     0.957212719E-01     0.225722418E-01    -0.194218919E-01
     0.121294620E+00     0.160152291E+00     0.186026330E+00     0.124353803E+00     0.974823475E-01     0.229595892E-01    -0.192211024E-01
     0.122936580E+00     0.161741244E+00     0.188176838E+00     0.126741039E+00     0.992596908E-01     0.233474422E-01    -0.190231675E-01
     0.124578200E+00     0.163348145E+00     0.190340168E+00     0.129139390E+00     0.101053191E+00     0.237357703E-01    -0.188281280E-01
     0.126219480E+00     0.164972918E+00     0.192516167E+00     0.131548670E+00     0.102862747E+00     0.241245450E-01    -0.186360234E-01
     0.127860420E+00     0.166615488E+00     0.194704680E+00     0.133968690E+00     0.104688255E+00     0.245137383E-01    -0.184468924E-01
     0.129501010E+00     0.168275765E+00     0.196905539E+00     0.136399245E+00     0.106529597E+00     0.249033195E-01    -0.182607746E-01
     0.131141240E+00     0.169953655E+00     0.199118571E+00     0.138840129E+00     0.108386653E+00     0.252932585E-01    -0.180777090E-01
     0.132781110E+00     0.171649075E+00     0.201343617E+00     0.141291149E+00     0.110259313E+00     0.256835271E-01    -0.178977330E-01
     0.134420620E+00     0.173361938E+00     0.203580516E+00     0.143752111E+00     0.112147462E+00     0.260740975E-01    -0.177208836E-01
     0.136059760E+00     0.175092142E+00     0.205829092E+00     0.146222803E+00     0.114050975E+00     0.264649396E-01    -0.175471982E-01
     0.137698530E+00     0.176839596E+00     0.208089180E+00     0.148703030E+00     0.115969734E+00     0.268560257E-01    -0.173767128E-01
     0.139336920E+00     0.178604194E+00     0.210360600E+00     0.151192577E+00     0.117903608E+00     0.272473259E-01    -0.172094638E-01
     0.140974930E+00     0.180385838E+00     0.212643186E+00     0.153691245E+00     0.119852473E+00     0.276388127E-01    -0.170454863E-01
     0.142612560E+00     0.182184430E+00     0.214936767E+00     0.156198833E+00     0.121816206E+00     0.280304588E-01    -0.168848145E-01
     0.144249790E+00     0.183999844E+00     0.217241146E+00     0.158715109E+00     0.123794658E+00     0.284222320E-01    -0.167274844E-01
     0.145886630E+00     0.185831988E+00     0.219556165E+00     0.161239884E+00     0.125787711E+00     0.288141078E-01    -0.165735283E-01
     0.147523080E+00     0.187680753E+00     0.221881649E+00     0.163772954E+00     0.127795235E+00     0.292060591E-01    -0.164229791E-01
     0.149159110E+00     0.189545997E+00     0.224217383E+00     0.166314068E+00     0.129817061E+00     0.295980517E-01    -0.162758717E-01
     0.150794740E+00     0.191427630E+00     0.226563218E+00     0.168863050E+00     0.131853078E+00     0.299900638E-01    -0.161322361E-01
     0.152429960E+00     0.193325526E+00     0.228918962E+00     0.171419676E+00     0.133903138E+00     0.303820663E-01    -0.159921044E-01
     0.154064760E+00     0.195239558E+00     0.231284421E+00     0.173983721E+00     0.135967088E+00     0.307740304E-01    -0.158555080E-01
     0.155699130E+00     0.197169593E+00     0.233659402E+00     0.176554962E+00     0.138044777E+00     0.311659271E-01    -0.157224779E-01
     0.157333090E+00     0.199115535E+00     0.236043752E+00     0.179133218E+00     0.140136086E+00     0.315577352E-01    -0.155930419E-01
     0.158966610E+00     0.201077225E+00     0.238437243E+00     0.181718230E+00     0.142240832E+00     0.319494213E-01    -0.154672313E-01
     0.160599690E+00     0.203054535E+00     0.240839693E+00     0.184309786E+00     0.144358869E+00     0.323409595E-01    -0.153450745E-01
     0.162232340E+00     0.205047350E+00     0.243250931E+00     0.186907687E+00     0.146490061E+00     0.327323264E-01    -0.152265984E-01
     0.163864540E+00     0.207055515E+00     0.245670740E+00     0.189511689E+00     0.148634231E+00     0.331234916E-01    -0.151118318E-01
     0.165496290E+00     0.209078898E+00     0.248098933E+00     0.192121576E+00     0.150791228E+00     0.335144295E-01    -0.150008012E-01
     0.167127590E+00     0.211117362E+00     0.250535321E+00     0.194737131E+00     0.152960897E+00     0.339051148E-01    -0.148935325E-01
     0.168758440E+00     0.213170773E+00     0.252979715E+00     0.197358139E+00     0.155143081E+00     0.342955224E-01    -0.147900512E-01
     0.170388820E+00     0.215238963E+00     0.255431894E+00     0.199984349E+00     0.157337598E+00     0.346856225E-01    -0.146903834E-01
     0.172018730E+00     0.217321794E+00     0.257891666E+00     0.202615544E+00     0.159544286E+00     0.350753902E-01    -0.145945533E-01
     0.173648180E+00     0.219419133E+00     0.260358853E+00     0.205251521E+00     0.161762998E+00     0.354648032E-01    -0.145025837E-01
     0.175277150E+00     0.221530809E+00     0.262833232E+00     0.207892028E+00     0.163993545E+00     0.358538323E-01    -0.144144989E-01
     0.176905640E+00     0.223656675E+00     0.265314607E+00     0.210536845E+00     0.166235761E+00     0.362424531E-01    -0.143303212E-01
     0.178533640E+00     0.225796569E+00     0.267802768E+00     0.213185736E+00     0.168489466E+00     0.366306392E-01    -0.142500726E-01
     0.180161160E+00     0.227950350E+00     0.270297533E+00     0.215838495E+00     0.170754507E+00     0.370183688E-01    -0.141737739E-01
     0.181788180E+00     0.230117840E+00     0.272798674E+00     0.218494870E+00     0.173030686E+00     0.374056135E-01    -0.141014465E-01
     0.183414710E+00     0.232298896E+00     0.275306009E+00     0.221154653E+00     0.175317845E+00     0.377923521E-01    -0.140331096E-01
     0.185040730E+00     0.234493333E+00     0.277819307E+00     0.223817591E+00     0.177615784E+00     0.381785564E-01    -0.139687833E-01
     0.186666250E+00     0.236701007E+00     0.280338385E+00     0.226483476E+00     0.179924343E+00     0.385642055E-01    -0.139084858E-01
     0.188291250E+00     0.238921727E+00     0.282863011E+00     0.229152054E+00     0.182243318E+00     0.389492717E-01    -0.138522356E-01
     0.189915750E+00     0.241155359E+00     0.285393016E+00     0.231823133E+00     0.184572561E+00     0.393337369E-01    -0.138000493E-01
     0.191539720E+00     0.243401696E+00     0.287928150E+00     0.234496440E+00     0.186911849E+00     0.397175714E-01    -0.137519445E-01
     0.193163160E+00     0.245660571E+00     0.290468211E+00     0.237171752E+00     0.189261004E+00     0.401007528E-01    -0.137079370E-01
     0.194786080E+00     0.247931829E+00     0.293013012E+00     0.239848862E+00     0.191619857E+00     0.404832611E-01    -0.136680417E-01
     0.196408470E+00     0.250215287E+00     0.295562334E+00     0.242527528E+00     0.193988213E+00     0.408650721E-01    -0.136322738E-01
     0.198030320E+00     0.252510759E+00     0.298115958E+00     0.245207510E+00     0.196365872E+00     0.412461616E-01    -0.136006471E-01
     0.199651620E+00     0.254818056E+00     0.300673662E+00     0.247888567E+00     0.198752635E+00     0.416265055E-01    -0.135731753E-01
     0.201272380E+00     0.257137018E+00     0.303235259E+00     0.250570491E+00     0.201148330E+00     0.420060850E-01    -0.135498706E-01
     0.202892590E+00     0.259467454E+00     0.305800526E+00     0.253253042E+00     0.203552755E+00     0.423848765E-01    -0.135307453E-01
     0.204512250E+00     0.261809184E+00     0.308369259E+00     0.255935994E+00     0.205965722E+00     0.427628591E-01    -0.135158105E-01
     0.206131340E+00     0.264162001E+00     0.310941219E+00     0.258619091E+00     0.208387009E+00     0.431400073E-01    -0.135050771E-01
     0.207749870E+00     0.266525737E+00     0.313516217E+00     0.261302125E+00     0.210816443E+00     0.435163031E-01    -0.134985547E-01
     0.209367830E+00     0.268900194E+00     0.316094029E+00     0.263984855E+00     0.213253815E+00     0.438917237E-01    -0.134962527E-01
     0.210985220E+00     0.271285189E+00     0.318674450E+00     0.266667058E+00     0.215698932E+00     0.442662493E-01    -0.134981796E-01
     0.212602030E+00     0.273680521E+00     0.321257255E+00     0.269348493E+00     0.218151586E+00     0.446398575E-01    -0.135043432E-01
     0.214218260E+00     0.276086002E+00     0.323842239E+00     0.272028937E+00     0.220611582E+00     0.450125290E-01    -0.135147507E-01
     0.215833900E+00     0.278501430E+00     0.326429178E+00     0.274708152E+00     0.223078708E+00     0.453842419E-01    -0.135294085E-01
     0.217448950E+00     0.280926615E+00     0.329017864E+00     0.277385913E+00     0.225552768E+00     0.457549772E-01    -0.135483223E-01
     0.219063410E+00     0.283361365E+00     0.331608091E+00     0.280061999E+00     0.228033564E+00     0.461247161E-01    -0.135714972E-01
     0.220677270E+00     0.285805473E+00     0.334199635E+00     0.282736171E+00     0.230520882E+00     0.464934375E-01    -0.135989375E-01
     0.222290520E+00     0.288258731E+00     0.336792272E+00     0.285408193E+00     0.233014509E+00     0.468611208E-01    -0.136306466E-01
     0.223903160E+00     0.290720944E+00     0.339385797E+00     0.288077842E+00     0.235514244E+00     0.472277478E-01    -0.136666277E-01
     0.225515200E+00     0.293191932E+00     0.341980017E+00     0.290744915E+00     0.238019901E+00     0.475933030E-01    -0.137068831E-01
     0.227126610E+00     0.295671452E+00     0.344574678E+00     0.293409142E+00     0.240531234E+00     0.479577618E-01    -0.137514138E-01
     0.228737400E+00     0.298159322E+00     0.347169589E+00     0.296070323E+00     0.243048056E+00     0.483211090E-01    -0.138002209E-01
     0.230347570E+00     0.300655343E+00     0.349764543E+00     0.298728237E+00     0.245570165E+00     0.486833276E-01    -0.138533046E-01
     0.231957110E+00     0.303159299E+00     0.352359318E+00     0.301382651E+00     0.248097342E+00     0.490443984E-01    -0.139106641E-01
     0.233566010E+00     0.305670974E+00     0.354953693E+00     0.304033332E+00     0.250629368E+00     0.494043023E-01    -0.139722979E-01
     0.235174270E+00     0.308190168E+00     0.357547462E+00     0.306680063E+00     0.253166040E+00     0.497630231E-01    -0.140382040E-01
     0.236781890E+00     0.310716677E+00     0.360140419E+00     0.309322629E+00     0.255707152E+00     0.501205446E-01    -0.141083798E-01
     0.238388860E+00     0.313250282E+00     0.362732345E+00     0.311960800E+00     0.258252484E+00     0.504768486E-01    -0.141828216E-01
     0.239995180E+00     0.315790781E+00     0.365323034E+00     0.314594361E+00     0.260801833E+00     0.508319195E-01    -0.142615254E-01
     0.241600840E+00     0.318337952E+00     0.367912267E+00     0.317223085E+00     0.263354976E+00     0.511857397E-01    -0.143444860E-01
     0.243205840E+00     0.320891589E+00     0.370499841E+00     0.319846760E+00     0.265911707E+00     0.515382941E-01    -0.144316980E-01
     0.244810180E+00     0.323451488E+00     0.373085553E+00     0.322465174E+00     0.268471823E+00     0.518895678E-01    -0.145231552E-01
     0.246413840E+00     0.326017410E+00     0.375669170E+00     0.325078088E+00     0.271035083E+00     0.522395419E-01    -0.146188498E-01
     0.248016830E+00     0.328589163E+00     0.378250505E+00     0.327685307E+00     0.273601299E+00     0.525882041E-01    -0.147187747E-01
     0.249619140E+00     0.331166524E+00     0.380829344E+00     0.330286610E+00     0.276170249E+00     0.529355383E-01    -0.148229212E-01
     0.251220770E+00     0.333749285E+00     0.383405485E+00     0.332881790E+00     0.278741726E+00     0.532815306E-01    -0.149312803E-01
     0.252821720E+00     0.336337238E+00     0.385978729E+00     0.335470643E+00     0.281315524E+00     0.536261675E-01    -0.150438425E-01
     0.254421960E+00     0.338930125E+00     0.388548832E+00     0.338052917E+00     0.283891389E+00     0.539694293E-01    -0.151605953E-01
     0.256021520E+00     0.341527785E+00     0.391115643E+00     0.340628458E+00     0.286469163E+00     0.543113093E-01    -0.152815298E-01
     0.257620370E+00     0.344129961E+00     0.393678918E+00     0.343197018E+00     0.289048593E+00     0.546517885E-01    -0.154066322E-01
     0.259218510E+00     0.346736443E+00     0.396238462E+00     0.345758398E+00     0.291629472E+00     0.549908545E-01    -0.155358899E-01
     0.260815950E+00     0.349347037E+00     0.398794097E+00     0.348312416E+00     0.294211611E+00     0.553284970E-01    -0.156692908E-01
     0.262412680E+00     0.351961517E+00     0.401345613E+00     0.350858860E+00     0.296794789E+00     0.556647021E-01    -0.158068201E-01
     0.264008680E+00     0.354579640E+00     0.403892786E+00     0.353397504E+00     0.299378768E+00     0.559994539E-01    -0.159484618E-01
     0.265603960E+00     0.357201212E+00     0.406435442E+00     0.355928170E+00     0.301963361E+00     0.563327432E-01    -0.160942014E-01
     0.267198520E+00     0.359826023E+00     0.408973390E+00     0.358450667E+00     0.304548364E+00     0.566645588E-01    -0.162440232E-01
     0.268792350E+00     0.362453847E+00     0.411506426E+00     0.360964789E+00     0.307133556E+00     0.569948879E-01    -0.163979097E-01
     0.270385440E+00     0.365084456E+00     0.414034346E+00     0.363470334E+00     0.309718717E+00     0.573237177E-01    -0.165558426E-01
     0.271977790E+00     0.367717642E+00     0.416556965E+00     0.365967114E+00     0.312303647E+00     0.576510381E-01    -0.167178042E-01
     0.273569390E+00     0.370353176E+00     0.419074082E+00     0.368454931E+00     0.314888125E+00     0.579768369E-01    -0.168837746E-01
     0.275160250E+00     0.372990868E+00     0.421585530E+00     0.370933616E+00     0.317471967E+00     0.583011065E-01    -0.170537358E-01
     0.276750350E+00     0.375630473E+00     0.424091094E+00     0.373402958E+00     0.320054941E+00     0.586238334E-01    -0.172276656E-01
     0.278339690E+00     0.378271783E+00     0.426590596E+00     0.375862779E+00     0.322636844E+00     0.589450083E-01    -0.174055434E-01
     0.279928280E+00     0.380914605E+00     0.429083871E+00     0.378312917E+00     0.325217496E+00     0.592646245E-01    -0.175873490E-01
     0.281516100E+00     0.383558700E+00     0.431570710E+00     0.380753166E+00     0.327796664E+00     0.595826692E-01    -0.177730583E-01
     0.283103140E+00     0.386203841E+00     0.434050924E+00     0.383183340E+00     0.330374135E+00     0.598991321E-01    -0.179626473E-01
     0.284689420E+00     0.388849855E+00     0.436524367E+00     0.385603297E+00     0.332949745E+00     0.602140091E-01    -0.181560953E-01
     0.286274910E+00     0.391496485E+00     0.438990822E+00     0.388012823E+00     0.335523249E+00     0.605272864E-01    -0.183533745E-01
     0.287859620E+00     0.394143542E+00     0.441450134E+00     0.390411769E+00     0.338094469E+00     0.608389586E-01    -0.185544617E-01
     0.289443540E+00     0.396790804E+00     0.443902117E+00     0.392799954E+00     0.340663194E+00     0.611490164E-01    -0.187593302E-01
     0.291026670E+00     0.399438065E+00     0.446346606E+00     0.395177217E+00     0.343229233E+00     0.614574528E-01    -0.189679542E-01
     0.292609000E+00     0.402085105E+00     0.448783418E+00     0.397543383E+00     0.345792377E+00     0.617642593E-01    -0.191803059E-01
     0.294190540E+00     0.404731738E+00     0.451212407E+00     0.399898311E+00     0.348352452E+00     0.620694313E-01    -0.193963592E-01
     0.295771260E+00     0.407377710E+00     0.453633365E+00     0.402241800E+00     0.350909221E+00     0.623729569E-01    -0.196160824E-01
     0.297351180E+00     0.410022854E+00     0.456046162E+00     0.404573730E+00     0.353462528E+00     0.626748340E-01    -0.198394496E-01
     0.298930290E+00     0.412666953E+00     0.458450627E+00     0.406893934E+00     0.356012170E+00     0.629750553E-01    -0.200664304E-01
     0.300508570E+00     0.415309772E+00     0.460846574E+00     0.409202237E+00     0.358557931E+00     0.632736115E-01    -0.202969922E-01
     0.302086030E+00     0.417951131E+00     0.463233864E+00     0.411498509E+00     0.361099642E+00     0.635704996E-01    -0.205311059E-01
     0.303662670E+00     0.420590833E+00     0.465612347E+00     0.413782606E+00     0.363637121E+00     0.638657148E-01    -0.207687407E-01
     0.305238480E+00     0.423228663E+00     0.467981859E+00     0.416054377E+00     0.366170172E+00     0.641592506E-01    -0.210098634E-01
     0.306813450E+00     0.425864410E+00     0.470342237E+00     0.418313669E+00     0.368698599E+00     0.644511010E-01    -0.212544402E-01
     0.308387580E+00     0.428497880E+00     0.472693338E+00     0.420560348E+00     0.371222224E+00     0.647412622E-01    -0.215024384E-01
     0.309960860E+00     0.431128864E+00     0.475035006E+00     0.422794269E+00     0.373740856E+00     0.650297285E-01    -0.217538227E-01
     0.311533300E+00     0.433757188E+00     0.477367114E+00     0.425015318E+00     0.376254337E+00     0.653164984E-01    -0.220085609E-01
     0.313104890E+00     0.436382644E+00     0.479689511E+00     0.427223355E+00     0.378762477E+00     0.656015669E-01    -0.222666167E-01
     0.314675620E+00     0.439005027E+00     0.482002048E+00     0.429418244E+00     0.381265091E+00     0.658849294E-01    -0.225279531E-01
     0.316245480E+00     0.441624135E+00     0.484304577E+00     0.431599850E+00     0.383761993E+00     0.661665814E-01    -0.227925328E-01
     0.317814490E+00     0.444239814E+00     0.486596998E+00     0.433768084E+00     0.386253049E+00     0.664465243E-01    -0.230603225E-01
     0.319382620E+00     0.446851831E+00     0.488879140E+00     0.435922792E+00     0.388738045E+00     0.667247506E-01    -0.233312804E-01
     0.320949880E+00     0.449460021E+00     0.491150893E+00     0.438063877E+00     0.391216836E+00     0.670012602E-01    -0.236053704E-01
     0.322516260E+00     0.452064186E+00     0.493412121E+00     0.440191216E+00     0.393689242E+00     0.672760500E-01    -0.238825528E-01
     0.324081750E+00     0.454664131E+00     0.495662690E+00     0.442304693E+00     0.396155091E+00     0.675491169E-01    -0.241627870E-01
     0.325646360E+00     0.457259696E+00     0.497902497E+00     0.444404218E+00     0.398614241E+00     0.678204616E-01    -0.244460356E-01
     0.327210080E+00     0.459850688E+00     0.500131416E+00     0.446489682E+00     0.401066522E+00     0.680900816E-01    -0.247322570E-01
     0.328772910E+00     0.462436936E+00     0.502349334E+00     0.448560987E+00     0.403511781E+00     0.683579765E-01    -0.250214109E-01
     0.330334830E+00     0.465018234E+00     0.504556116E+00     0.450618018E+00     0.405949836E+00     0.686241426E-01    -0.253134526E-01
     0.331895850E+00     0.467594429E+00     0.506751671E+00     0.452660697E+00     0.408380556E+00     0.688885817E-01    -0.256083426E-01
     0.333455960E+00     0.470165338E+00     0.508935882E+00     0.454688928E+00     0.410803780E+00     0.691512924E-01    -0.259060370E-01
     0.335015160E+00     0.472730796E+00     0.511108650E+00     0.456702628E+00     0.413219365E+00     0.694122752E-01    -0.262064934E-01
     0.336573440E+00     0.475290623E+00     0.513269865E+00     0.458701707E+00     0.415627153E+00     0.696715293E-01    -0.265096668E-01
     0.338130800E+00     0.477844659E+00     0.515419433E+00     0.460686090E+00     0.418027009E+00     0.699290556E-01    -0.268155137E-01
     0.339687230E+00     0.480392728E+00     0.517557252E+00     0.462655693E+00     0.420418779E+00     0.701848540E-01    -0.271239881E-01
     0.341242740E+00     0.482934690E+00     0.519683248E+00     0.464610461E+00     0.422802347E+00     0.704389276E-01    -0.274350475E-01
     0.342797310E+00     0.485470360E+00     0.521797310E+00     0.466550305E+00     0.425177552E+00     0.706912748E-01    -0.277486428E-01
     0.344350950E+00     0.487999602E+00     0.523899371E+00     0.468475177E+00     0.427544281E+00     0.709418995E-01    -0.280647305E-01
     0.345903640E+00     0.490522233E+00     0.525989327E+00     0.470384995E+00     0.429902380E+00     0.711908006E-01    -0.283832607E-01
     0.347455380E+00     0.493038109E+00     0.528067103E+00     0.472279706E+00     0.432251725E+00     0.714379808E-01    -0.287041867E-01
     0.349006170E+00     0.495547083E+00     0.530132630E+00     0.474159261E+00     0.434592198E+00     0.716834428E-01    -0.290274616E-01
     0.350556010E+00     0.498049016E+00     0.532185839E+00     0.476023614E+00     0.436923682E+00     0.719271897E-01    -0.293530381E-01
     0.352104890E+00     0.500543752E+00     0.534226655E+00     0.477872712E+00     0.439246048E+00     0.721692231E-01    -0.296808661E-01
     0.353652810E+00     0.503031155E+00     0.536255016E+00     0.479706516E+00     0.441559186E+00     0.724095466E-01    -0.300108974E-01
     0.355199750E+00     0.505511059E+00     0.538270839E+00     0.481524968E+00     0.443862959E+00     0.726481608E-01    -0.303430789E-01
     0.356745730E+00     0.507983367E+00     0.540274098E+00     0.483328062E+00     0.446157292E+00     0.728850727E-01    -0.306773658E-01
     0.358290720E+00     0.510447901E+00     0.542264702E+00     0.485115737E+00     0.448442038E+00     0.731202820E-01    -0.310137017E-01
     0.359834740E+00     0.512904570E+00     0.544242633E+00     0.486887993E+00     0.450717130E+00     0.733537962E-01    -0.313520412E-01
