#
# Recomposed optical properties out of ARTDEC
#
# Used model for truncation was:
 dm
# number of wavelengths
           1
#      lambda         nBl   nangle   Trunc. Coeff.     sumF11    Cext        SSA              g  
     0.412000000E+00      8   1900     0.356587649E+00     0.200000522E+01     0.100000000E+01     0.100000000E+01    -0.327680000E+05
# Phase matrix
# lambda =      0.4120
#         u                 F11                F22              F33               F44               F21               F34
    -0.832444870E+00     0.354312024E+00     0.130988222E+00    -0.168476184E+00     0.560158796E-01    -0.115794824E+00    -0.222090657E+00
    -0.831527050E+00     0.352067067E+00     0.130632669E+00    -0.167814926E+00     0.547907312E-01    -0.115444735E+00    -0.221576383E+00
    -0.830606950E+00     0.349818924E+00     0.130279943E+00    -0.167146955E+00     0.535661297E-01    -0.115088949E+00    -0.221052465E+00
    -0.829684580E+00     0.347567798E+00     0.129930103E+00    -0.166472275E+00     0.523422171E-01    -0.114727506E+00    -0.220518973E+00
    -0.828759940E+00     0.345313870E+00     0.129583203E+00    -0.165790883E+00     0.511191219E-01    -0.114360443E+00    -0.219975971E+00
    -0.827833030E+00     0.343057322E+00     0.129239298E+00    -0.165102776E+00     0.498969728E-01    -0.113987797E+00    -0.219423524E+00
    -0.826903860E+00     0.340798359E+00     0.128898444E+00    -0.164407960E+00     0.486759120E-01    -0.113609610E+00    -0.218861706E+00
    -0.825972420E+00     0.338537140E+00     0.128560692E+00    -0.163706427E+00     0.474560552E-01    -0.113225915E+00    -0.218290578E+00
    -0.825038720E+00     0.336273871E+00     0.128226098E+00    -0.162998183E+00     0.462375445E-01    -0.112836755E+00    -0.217710213E+00
    -0.824102760E+00     0.334008735E+00     0.127894716E+00    -0.162283230E+00     0.450205092E-01    -0.112442169E+00    -0.217120681E+00
    -0.823164550E+00     0.331741939E+00     0.127566600E+00    -0.161561576E+00     0.438050913E-01    -0.112042202E+00    -0.216522059E+00
    -0.822224080E+00     0.329473644E+00     0.127241801E+00    -0.160833215E+00     0.425914069E-01    -0.111636889E+00    -0.215914410E+00
    -0.821281370E+00     0.327204081E+00     0.126920376E+00    -0.160098165E+00     0.413796110E-01    -0.111226278E+00    -0.215297818E+00
    -0.820336410E+00     0.324933412E+00     0.126602374E+00    -0.159356421E+00     0.401698197E-01    -0.110810409E+00    -0.214672351E+00
    -0.819389200E+00     0.322661820E+00     0.126287846E+00    -0.158607988E+00     0.389621621E-01    -0.110389320E+00    -0.214038081E+00
    -0.818439750E+00     0.320389514E+00     0.125976845E+00    -0.157852878E+00     0.377567800E-01    -0.109963060E+00    -0.213395088E+00
    -0.817488050E+00     0.318116657E+00     0.125669419E+00    -0.157091089E+00     0.365537896E-01    -0.109531666E+00    -0.212743441E+00
    -0.816534130E+00     0.315843504E+00     0.125365628E+00    -0.156322650E+00     0.353533575E-01    -0.109095195E+00    -0.212083235E+00
    -0.815577960E+00     0.313570170E+00     0.125065511E+00    -0.155547545E+00     0.341555747E-01    -0.108653676E+00    -0.211414527E+00
    -0.814619570E+00     0.311296912E+00     0.124769127E+00    -0.154765805E+00     0.329606072E-01    -0.108207168E+00    -0.210737414E+00
    -0.813658940E+00     0.309023869E+00     0.124476519E+00    -0.153977423E+00     0.317685584E-01    -0.107755706E+00    -0.210051961E+00
    -0.812696090E+00     0.306751273E+00     0.124187740E+00    -0.153182424E+00     0.305795813E-01    -0.107299343E+00    -0.209358258E+00
    -0.811731020E+00     0.304479311E+00     0.123902838E+00    -0.152380818E+00     0.293938038E-01    -0.106838125E+00    -0.208656387E+00
    -0.810763720E+00     0.302208146E+00     0.123621859E+00    -0.151572607E+00     0.282113414E-01    -0.106372093E+00    -0.207946420E+00
    -0.809794200E+00     0.299937986E+00     0.123344850E+00    -0.150757812E+00     0.270323337E-01    -0.105901298E+00    -0.207228445E+00
    -0.808822470E+00     0.297669042E+00     0.123071863E+00    -0.149936452E+00     0.258569203E-01    -0.105425791E+00    -0.206502550E+00
    -0.807848520E+00     0.295401476E+00     0.122802939E+00    -0.149108532E+00     0.246852158E-01    -0.104945615E+00    -0.205768810E+00
    -0.806872370E+00     0.293135522E+00     0.122538130E+00    -0.148274084E+00     0.235173710E-01    -0.104460827E+00    -0.205027324E+00
    -0.805894000E+00     0.290871317E+00     0.122277475E+00    -0.147433104E+00     0.223534881E-01    -0.103971464E+00    -0.204278158E+00
    -0.804913430E+00     0.288609096E+00     0.122021023E+00    -0.146585624E+00     0.211937171E-01    -0.103477585E+00    -0.203521413E+00
    -0.803930660E+00     0.286349042E+00     0.121768819E+00    -0.145731662E+00     0.200381834E-01    -0.102979239E+00    -0.202757174E+00
    -0.802945680E+00     0.284091320E+00     0.121520903E+00    -0.144871224E+00     0.188870006E-01    -0.102476469E+00    -0.201985517E+00
    -0.801958510E+00     0.281836160E+00     0.121277323E+00    -0.144004347E+00     0.177403168E-01    -0.101969335E+00    -0.201206544E+00
    -0.800969150E+00     0.279583747E+00     0.121038121E+00    -0.143131049E+00     0.165982564E-01    -0.101457887E+00    -0.200420343E+00
    -0.799977590E+00     0.277334244E+00     0.120803337E+00    -0.142251339E+00     0.154609317E-01    -0.100942170E+00    -0.199626991E+00
    -0.798983840E+00     0.275087858E+00     0.120573012E+00    -0.141365248E+00     0.143284779E-01    -0.100422239E+00    -0.198826586E+00
    -0.797987900E+00     0.272844773E+00     0.120347189E+00    -0.140472795E+00     0.132010179E-01    -0.998981450E-01    -0.198019214E+00
    -0.796989780E+00     0.270605196E+00     0.120125909E+00    -0.139574011E+00     0.120786857E-01    -0.993699451E-01    -0.197204974E+00
    -0.795989490E+00     0.268369334E+00     0.119909214E+00    -0.138668929E+00     0.109616142E-01    -0.988376958E-01    -0.196383962E+00
    -0.794987010E+00     0.266137324E+00     0.119697137E+00    -0.137757552E+00     0.984990264E-02    -0.983014385E-01    -0.195556252E+00
    -0.793982350E+00     0.263909373E+00     0.119489719E+00    -0.136839914E+00     0.874368315E-02    -0.977612306E-01    -0.194721943E+00
    -0.792975530E+00     0.261685706E+00     0.119287001E+00    -0.135916058E+00     0.764309800E-02    -0.972171355E-01    -0.193881143E+00
    -0.791966530E+00     0.259466463E+00     0.119089016E+00    -0.134985991E+00     0.654824501E-02    -0.966691952E-01    -0.193033925E+00
    -0.790955360E+00     0.257251846E+00     0.118895803E+00    -0.134049750E+00     0.545925432E-02    -0.961174684E-01    -0.192180392E+00
    -0.789942030E+00     0.255042060E+00     0.118707398E+00    -0.133107370E+00     0.437625516E-02    -0.955620139E-01    -0.191320642E+00
    -0.788926540E+00     0.252837283E+00     0.118523836E+00    -0.132158880E+00     0.329936530E-02    -0.950028857E-01    -0.190454770E+00
    -0.787908890E+00     0.250637697E+00     0.118345151E+00    -0.131204308E+00     0.222870189E-02    -0.944401378E-01    -0.189582869E+00
    -0.786889080E+00     0.248443481E+00     0.118171376E+00    -0.130243684E+00     0.116438147E-02    -0.938738246E-01    -0.188705032E+00
    -0.785867120E+00     0.246254836E+00     0.118002547E+00    -0.129277049E+00     0.106530273E-03    -0.933040063E-01    -0.187821362E+00
    -0.784843010E+00     0.244071939E+00     0.117838695E+00    -0.128304433E+00    -0.944736705E-03    -0.927307378E-01    -0.186931955E+00
    -0.783816750E+00     0.241894969E+00     0.117679851E+00    -0.127325869E+00    -0.198930513E-02    -0.921540744E-01    -0.186036904E+00
    -0.782788350E+00     0.239724123E+00     0.117526047E+00    -0.126341399E+00    -0.302705131E-02    -0.915740771E-01    -0.185136315E+00
    -0.781757800E+00     0.237559557E+00     0.117377312E+00    -0.125351048E+00    -0.405787254E-02    -0.909907961E-01    -0.184230274E+00
    -0.780725110E+00     0.235401467E+00     0.117233676E+00    -0.124354860E+00    -0.508164671E-02    -0.904042929E-01    -0.183318887E+00
    -0.779690290E+00     0.233250050E+00     0.117095170E+00    -0.123352879E+00    -0.609825283E-02    -0.898146295E-01    -0.182402258E+00
    -0.778653330E+00     0.231105457E+00     0.116961818E+00    -0.122345133E+00    -0.710759040E-02    -0.892218565E-01    -0.181480476E+00
    -0.777614240E+00     0.228967883E+00     0.116833651E+00    -0.121331668E+00    -0.810954014E-02    -0.886260364E-01    -0.180553647E+00
    -0.776573030E+00     0.226837522E+00     0.116710694E+00    -0.120312532E+00    -0.910398391E-02    -0.880272319E-01    -0.179621877E+00
    -0.775529690E+00     0.224714523E+00     0.116592973E+00    -0.119287754E+00    -0.100908236E-01    -0.874254942E-01    -0.178685256E+00
    -0.774484220E+00     0.222599059E+00     0.116480511E+00    -0.118257373E+00    -0.110699522E-01    -0.868208808E-01    -0.177743881E+00
    -0.773436640E+00     0.220491338E+00     0.116373335E+00    -0.117221450E+00    -0.120412451E-01    -0.862134606E-01    -0.176797870E+00
    -0.772386940E+00     0.218391510E+00     0.116271467E+00    -0.116180017E+00    -0.130046066E-01    -0.856032856E-01    -0.175847311E+00
    -0.771335120E+00     0.216299742E+00     0.116174928E+00    -0.115133114E+00    -0.139599327E-01    -0.849904137E-01    -0.174892304E+00
    -0.770281200E+00     0.214216242E+00     0.116083743E+00    -0.114080805E+00    -0.149071022E-01    -0.843749146E-01    -0.173932966E+00
    -0.769225160E+00     0.212141135E+00     0.115997930E+00    -0.113023113E+00    -0.158460310E-01    -0.837568349E-01    -0.172969378E+00
    -0.768167030E+00     0.210074646E+00     0.115917511E+00    -0.111960114E+00    -0.167765915E-01    -0.831362506E-01    -0.172001668E+00
    -0.767106780E+00     0.208016880E+00     0.115842504E+00    -0.110891822E+00    -0.176987098E-01    -0.825132027E-01    -0.171029908E+00
    -0.766044440E+00     0.205968057E+00     0.115772928E+00    -0.109818313E+00    -0.186122609E-01    -0.818877674E-01    -0.170054226E+00
    -0.764980010E+00     0.203928340E+00     0.115708800E+00    -0.108739635E+00    -0.195171470E-01    -0.812600038E-01    -0.169074722E+00
    -0.763913470E+00     0.201897850E+00     0.115650137E+00    -0.107655815E+00    -0.204132881E-01    -0.806299590E-01    -0.168091478E+00
    -0.762844850E+00     0.199876805E+00     0.115596954E+00    -0.106566933E+00    -0.213005630E-01    -0.799977099E-01    -0.167104622E+00
    -0.761774140E+00     0.197865344E+00     0.115549268E+00    -0.105473027E+00    -0.221788857E-01    -0.793633098E-01    -0.166114246E+00
    -0.760701350E+00     0.195863642E+00     0.115507091E+00    -0.104374158E+00    -0.230481542E-01    -0.787268241E-01    -0.165120460E+00
    -0.759626470E+00     0.193871836E+00     0.115470437E+00    -0.103270366E+00    -0.239082842E-01    -0.780883063E-01    -0.164123356E+00
    -0.758549520E+00     0.191890119E+00     0.115439319E+00    -0.102161725E+00    -0.247591685E-01    -0.774478279E-01    -0.163123054E+00
    -0.757470490E+00     0.189918626E+00     0.115413747E+00    -0.101048276E+00    -0.256007248E-01    -0.768054426E-01    -0.162119645E+00
    -0.756389380E+00     0.187957508E+00     0.115393733E+00    -0.999300731E-01    -0.264328641E-01    -0.761612103E-01    -0.161113232E+00
    -0.755306210E+00     0.186006953E+00     0.115379286E+00    -0.988071909E-01    -0.272554832E-01    -0.755152028E-01    -0.160103933E+00
    -0.754220970E+00     0.184067092E+00     0.115370414E+00    -0.976796743E-01    -0.280685033E-01    -0.748674740E-01    -0.159091842E+00
    -0.753133660E+00     0.182138074E+00     0.115367126E+00    -0.965475791E-01    -0.288718389E-01    -0.742180839E-01    -0.158077059E+00
    -0.752044290E+00     0.180220063E+00     0.115369428E+00    -0.954109724E-01    -0.296653984E-01    -0.735670986E-01    -0.157059697E+00
    -0.750952870E+00     0.178313222E+00     0.115377327E+00    -0.942699220E-01    -0.304490918E-01    -0.729145843E-01    -0.156039865E+00
    -0.749859390E+00     0.176417677E+00     0.115390827E+00    -0.931244757E-01    -0.312228448E-01    -0.722605950E-01    -0.155017655E+00
    -0.748763850E+00     0.174533573E+00     0.115409934E+00    -0.919746925E-01    -0.319865768E-01    -0.716051911E-01    -0.153993171E+00
    -0.747666270E+00     0.172661083E+00     0.115434649E+00    -0.908206532E-01    -0.327401950E-01    -0.709484447E-01    -0.152966531E+00
    -0.746566650E+00     0.170800348E+00     0.115464975E+00    -0.896624185E-01    -0.334836218E-01    -0.702904162E-01    -0.151937838E+00
    -0.745464970E+00     0.168951471E+00     0.115500915E+00    -0.885000286E-01    -0.342167941E-01    -0.696311538E-01    -0.150907175E+00
    -0.744361260E+00     0.167114642E+00     0.115542468E+00    -0.873335772E-01    -0.349396169E-01    -0.689707359E-01    -0.149874670E+00
    -0.743255510E+00     0.165289977E+00     0.115589633E+00    -0.861631167E-01    -0.356520231E-01    -0.683092168E-01    -0.148840416E+00
    -0.742147730E+00     0.163477626E+00     0.115642410E+00    -0.849887215E-01    -0.363539337E-01    -0.676466627E-01    -0.147804524E+00
    -0.741037920E+00     0.161677723E+00     0.115700795E+00    -0.838104558E-01    -0.370452780E-01    -0.669831341E-01    -0.146767096E+00
    -0.739926070E+00     0.159890382E+00     0.115764787E+00    -0.826283742E-01    -0.377259923E-01    -0.663186852E-01    -0.145728222E+00
    -0.738812210E+00     0.158115779E+00     0.115834379E+00    -0.814425747E-01    -0.383959901E-01    -0.656533942E-01    -0.144688033E+00
    -0.737696320E+00     0.156354010E+00     0.115909568E+00    -0.802531025E-01    -0.390552166E-01    -0.649873095E-01    -0.143646609E+00
    -0.736578410E+00     0.154605216E+00     0.115990346E+00    -0.790600359E-01    -0.397036005E-01    -0.643204972E-01    -0.142604063E+00
    -0.735458480E+00     0.152869523E+00     0.116076708E+00    -0.778634428E-01    -0.403410775E-01    -0.636530174E-01    -0.141560494E+00
    -0.734336550E+00     0.151147082E+00     0.116168643E+00    -0.766634137E-01    -0.409675739E-01    -0.629849423E-01    -0.140516021E+00
    -0.733212600E+00     0.149437984E+00     0.116266145E+00    -0.754599968E-01    -0.415830398E-01    -0.623163200E-01    -0.139470727E+00
    -0.732086650E+00     0.147742379E+00     0.116369202E+00    -0.742532838E-01    -0.421874046E-01    -0.616472224E-01    -0.138424729E+00
    -0.730958690E+00     0.146060368E+00     0.116477804E+00    -0.730433351E-01    -0.427806153E-01    -0.609777035E-01    -0.137378120E+00
    -0.729828730E+00     0.144392082E+00     0.116591938E+00    -0.718302333E-01    -0.433626099E-01    -0.603078291E-01    -0.136331007E+00
    -0.728696780E+00     0.142737650E+00     0.116711592E+00    -0.706140616E-01    -0.439333282E-01    -0.596376648E-01    -0.135283500E+00
    -0.727562830E+00     0.141097168E+00     0.116836751E+00    -0.693948824E-01    -0.444927216E-01    -0.589672645E-01    -0.134235689E+00
    -0.726426890E+00     0.139470762E+00     0.116967401E+00    -0.681727805E-01    -0.450407328E-01    -0.582966936E-01    -0.133187682E+00
    -0.725288960E+00     0.137858540E+00     0.117103527E+00    -0.669478304E-01    -0.455773111E-01    -0.576260116E-01    -0.132139579E+00
    -0.724149040E+00     0.136260608E+00     0.117245111E+00    -0.657201075E-01    -0.461024072E-01    -0.569552780E-01    -0.131091477E+00
    -0.723007150E+00     0.134677100E+00     0.117392133E+00    -0.644897092E-01    -0.466159644E-01    -0.562845637E-01    -0.130043493E+00
    -0.721863270E+00     0.133108091E+00     0.117544579E+00    -0.632566908E-01    -0.471179456E-01    -0.556139161E-01    -0.128995708E+00
    -0.720717420E+00     0.131553708E+00     0.117702426E+00    -0.620211510E-01    -0.476082974E-01    -0.549434059E-01    -0.127948237E+00
    -0.719569600E+00     0.130014051E+00     0.117865654E+00    -0.607831678E-01    -0.480869770E-01    -0.542730921E-01    -0.126901177E+00
    -0.718419810E+00     0.128489218E+00     0.118034241E+00    -0.595428200E-01    -0.485539431E-01    -0.536030332E-01    -0.125854627E+00
    -0.717268050E+00     0.126979303E+00     0.118208165E+00    -0.583001868E-01    -0.490091556E-01    -0.529332880E-01    -0.124808682E+00
    -0.716114330E+00     0.125484413E+00     0.118387401E+00    -0.570553589E-01    -0.494525724E-01    -0.522639206E-01    -0.123763448E+00
    -0.714958650E+00     0.124004640E+00     0.118571926E+00    -0.558084169E-01    -0.498841570E-01    -0.515949893E-01    -0.122719022E+00
    -0.713801010E+00     0.122540073E+00     0.118761715E+00    -0.545594421E-01    -0.503038741E-01    -0.509265521E-01    -0.121675499E+00
    -0.712641420E+00     0.121090813E+00     0.118956739E+00    -0.533085270E-01    -0.507116869E-01    -0.502586728E-01    -0.120632983E+00
    -0.711479880E+00     0.119656944E+00     0.119156971E+00    -0.520557542E-01    -0.511075634E-01    -0.495914090E-01    -0.119591570E+00
    -0.710316390E+00     0.118238551E+00     0.119362384E+00    -0.508012066E-01    -0.514914734E-01    -0.489248184E-01    -0.118551354E+00
    -0.709150960E+00     0.116835727E+00     0.119572947E+00    -0.495449788E-01    -0.518633852E-01    -0.482589639E-01    -0.117512438E+00
    -0.707983580E+00     0.115448541E+00     0.119788632E+00    -0.482871441E-01    -0.522232748E-01    -0.475938971E-01    -0.116474908E+00
    -0.706814270E+00     0.114077092E+00     0.120009404E+00    -0.470278091E-01    -0.525711107E-01    -0.469296861E-01    -0.115438873E+00
    -0.705643030E+00     0.112721458E+00     0.120235232E+00    -0.457670591E-01    -0.529068695E-01    -0.462663878E-01    -0.114404428E+00
    -0.704469850E+00     0.111381699E+00     0.120466085E+00    -0.445049693E-01    -0.532305319E-01    -0.456040530E-01    -0.113371655E+00
    -0.703294740E+00     0.110057899E+00     0.120701927E+00    -0.432416371E-01    -0.535420747E-01    -0.449427436E-01    -0.112340656E+00
    -0.702117710E+00     0.108750139E+00     0.120942721E+00    -0.419771603E-01    -0.538414765E-01    -0.442825213E-01    -0.111311531E+00
    -0.700938760E+00     0.107458485E+00     0.121188433E+00    -0.407116267E-01    -0.541287203E-01    -0.436234418E-01    -0.110284371E+00
    -0.699757890E+00     0.106183003E+00     0.121439025E+00    -0.394451243E-01    -0.544037908E-01    -0.429655607E-01    -0.109259267E+00
    -0.698575110E+00     0.104923767E+00     0.121694458E+00    -0.381777526E-01    -0.546666720E-01    -0.423089388E-01    -0.108236316E+00
    -0.697390410E+00     0.103680827E+00     0.121954696E+00    -0.369095902E-01    -0.549173540E-01    -0.416536258E-01    -0.107215601E+00
    -0.696203810E+00     0.102454263E+00     0.122219696E+00    -0.356407482E-01    -0.551558222E-01    -0.409996873E-01    -0.106197227E+00
    -0.695015300E+00     0.101244121E+00     0.122489418E+00    -0.343713062E-01    -0.553820700E-01    -0.403471725E-01    -0.105181275E+00
    -0.693824880E+00     0.100050457E+00     0.122763823E+00    -0.331013550E-01    -0.555960902E-01    -0.396961355E-01    -0.104167832E+00
    -0.692632570E+00     0.988733437E-01     0.123042863E+00    -0.318310072E-01    -0.557978739E-01    -0.390466413E-01    -0.103157003E+00
    -0.691438360E+00     0.977128204E-01     0.123326499E+00    -0.305603437E-01    -0.559874191E-01    -0.383987381E-01    -0.102148866E+00
    -0.690242260E+00     0.965689457E-01     0.123614683E+00    -0.292894675E-01    -0.561647224E-01    -0.377524846E-01    -0.101143516E+00
    -0.689044270E+00     0.954417656E-01     0.123907371E+00    -0.280184712E-01    -0.563297835E-01    -0.371079341E-01    -0.100141038E+00
    -0.687844400E+00     0.943313334E-01     0.124204515E+00    -0.267474585E-01    -0.564826025E-01    -0.364651445E-01    -0.991415271E-01
    -0.686642640E+00     0.932376818E-01     0.124506071E+00    -0.254765122E-01    -0.566231837E-01    -0.358241630E-01    -0.981450580E-01
    -0.685439000E+00     0.921608595E-01     0.124811989E+00    -0.242057371E-01    -0.567515308E-01    -0.351850472E-01    -0.971517235E-01
    -0.684233490E+00     0.911009130E-01     0.125122218E+00    -0.229352380E-01    -0.568676492E-01    -0.345478541E-01    -0.961616151E-01
    -0.683026110E+00     0.900578771E-01     0.125436708E+00    -0.216651096E-01    -0.569715473E-01    -0.339126353E-01    -0.951748154E-01
    -0.681816850E+00     0.890317767E-01     0.125755414E+00    -0.203954367E-01    -0.570632356E-01    -0.332794366E-01    -0.941913983E-01
    -0.680605730E+00     0.880226595E-01     0.126078277E+00    -0.191263358E-01    -0.571427243E-01    -0.326483194E-01    -0.932114616E-01
    -0.679392750E+00     0.870305542E-01     0.126405247E+00    -0.178579029E-01    -0.572100267E-01    -0.320193342E-01    -0.922350860E-01
    -0.678177910E+00     0.860554872E-01     0.126736270E+00    -0.165902343E-01    -0.572651578E-01    -0.313925311E-01    -0.912623514E-01
    -0.676961210E+00     0.850974828E-01     0.127071294E+00    -0.153234268E-01    -0.573081342E-01    -0.307679599E-01    -0.902933375E-01
    -0.675742660E+00     0.841565710E-01     0.127410261E+00    -0.140575876E-01    -0.573389740E-01    -0.301456751E-01    -0.893281309E-01
    -0.674522260E+00     0.832327716E-01     0.127753116E+00    -0.127928143E-01    -0.573576973E-01    -0.295257259E-01    -0.883668097E-01
    -0.673300010E+00     0.823261025E-01     0.128099802E+00    -0.115292044E-01    -0.573643256E-01    -0.289081610E-01    -0.874094513E-01
    -0.672075920E+00     0.814365865E-01     0.128450261E+00    -0.102668665E-01    -0.573588824E-01    -0.282930337E-01    -0.864561402E-01
    -0.670849990E+00     0.805642368E-01     0.128804435E+00    -0.900589865E-02    -0.573413928E-01    -0.276803919E-01    -0.855069523E-01
    -0.669622230E+00     0.797090714E-01     0.129162261E+00    -0.774640988E-02    -0.573118838E-01    -0.270702884E-01    -0.845619707E-01
    -0.668392630E+00     0.788710922E-01     0.129523684E+00    -0.648848878E-02    -0.572703837E-01    -0.264627651E-01    -0.836212622E-01
    -0.667161200E+00     0.780503127E-01     0.129888641E+00    -0.523224479E-02    -0.572169227E-01    -0.258578740E-01    -0.826849082E-01
    -0.665927950E+00     0.772467439E-01     0.130257068E+00    -0.397778748E-02    -0.571515334E-01    -0.252556663E-01    -0.817529894E-01
    -0.664692870E+00     0.764603814E-01     0.130628905E+00    -0.272520637E-02    -0.570742485E-01    -0.246561830E-01    -0.808255706E-01
    -0.663455980E+00     0.756912378E-01     0.131004086E+00    -0.147462163E-02    -0.569851046E-01    -0.240594795E-01    -0.799027382E-01
    -0.662217270E+00     0.749393046E-01     0.131382549E+00    -0.226123261E-03    -0.568841377E-01    -0.234655961E-01    -0.789845557E-01
    -0.660976750E+00     0.742045833E-01     0.131764227E+00     0.102017831E-02    -0.567713872E-01    -0.228745823E-01    -0.780711005E-01
    -0.659734410E+00     0.734870615E-01     0.132149059E+00     0.226419256E-02    -0.566468922E-01    -0.222864778E-01    -0.771624345E-01
    -0.658490280E+00     0.727867474E-01     0.132536970E+00     0.350578871E-02    -0.565106975E-01    -0.217013406E-01    -0.762586480E-01
    -0.657244340E+00     0.721036186E-01     0.132927899E+00     0.474488588E-02    -0.563628444E-01    -0.211192047E-01    -0.753597943E-01
    -0.655996600E+00     0.714376672E-01     0.133321778E+00     0.598137298E-02    -0.562033790E-01    -0.205401179E-01    -0.744659473E-01
    -0.654747070E+00     0.707888830E-01     0.133718535E+00     0.721513890E-02    -0.560323495E-01    -0.199641274E-01    -0.735771804E-01
    -0.653495740E+00     0.701572431E-01     0.134118104E+00     0.844609214E-02    -0.558498026E-01    -0.193912708E-01    -0.726935518E-01
    -0.652242630E+00     0.695427376E-01     0.134520411E+00     0.967411151E-02    -0.556557912E-01    -0.188215989E-01    -0.718151399E-01
    -0.650987730E+00     0.689453393E-01     0.134925389E+00     0.108991052E-01    -0.554503654E-01    -0.182551484E-01    -0.709420013E-01
    -0.649731050E+00     0.683650287E-01     0.135332964E+00     0.121209618E-01    -0.552335799E-01    -0.176919646E-01    -0.700742060E-01
    -0.648472590E+00     0.678017794E-01     0.135743065E+00     0.133395794E-01    -0.550054895E-01    -0.171320879E-01    -0.692118157E-01
    -0.647212350E+00     0.672555626E-01     0.136155619E+00     0.145548560E-01    -0.547661503E-01    -0.165755582E-01    -0.683548918E-01
    -0.645950350E+00     0.667263560E-01     0.136570549E+00     0.157666706E-01    -0.545156242E-01    -0.160224237E-01    -0.675035079E-01
    -0.644686580E+00     0.662141221E-01     0.136987785E+00     0.169749307E-01    -0.542539689E-01    -0.154727188E-01    -0.666577168E-01
    -0.643421040E+00     0.657188258E-01     0.137407252E+00     0.181795342E-01    -0.539812451E-01    -0.149264822E-01    -0.658175771E-01
    -0.642153740E+00     0.652404338E-01     0.137828872E+00     0.193803695E-01    -0.536975178E-01    -0.143837561E-01    -0.649831531E-01
    -0.640884680E+00     0.647789065E-01     0.138252572E+00     0.205773345E-01    -0.534028510E-01    -0.138445780E-01    -0.641545017E-01
    -0.639613880E+00     0.643342092E-01     0.138678269E+00     0.217703083E-01    -0.530973152E-01    -0.133089933E-01    -0.633316918E-01
    -0.638341310E+00     0.639062876E-01     0.139105896E+00     0.229592170E-01    -0.527809704E-01    -0.127770261E-01    -0.625147591E-01
    -0.637067010E+00     0.634951092E-01     0.139535363E+00     0.241439210E-01    -0.524538953E-01    -0.122487290E-01    -0.617037836E-01
    -0.635790960E+00     0.631006193E-01     0.139966600E+00     0.253243371E-01    -0.521161551E-01    -0.117241292E-01    -0.608988057E-01
    -0.634513170E+00     0.627227708E-01     0.140399526E+00     0.265003539E-01    -0.517678243E-01    -0.112032659E-01    -0.600998842E-01
    -0.633233640E+00     0.623615114E-01     0.140834061E+00     0.276718695E-01    -0.514089760E-01    -0.106861737E-01    -0.593070706E-01
    -0.631952380E+00     0.620167895E-01     0.141270125E+00     0.288387729E-01    -0.510396877E-01    -0.101728906E-01    -0.585204219E-01
    -0.630669390E+00     0.616885485E-01     0.141707636E+00     0.300009624E-01    -0.506600359E-01    -0.966345013E-02    -0.577399876E-01
    -0.629384670E+00     0.613767297E-01     0.142146516E+00     0.311583363E-01    -0.502700980E-01    -0.915788531E-02    -0.569658166E-01
    -0.628098230E+00     0.610812750E-01     0.142586680E+00     0.323107841E-01    -0.498699564E-01    -0.865623257E-02    -0.561979628E-01
    -0.626810080E+00     0.608021237E-01     0.143028043E+00     0.334581954E-01    -0.494596947E-01    -0.815852772E-02    -0.554364791E-01
    -0.625520200E+00     0.605392066E-01     0.143470532E+00     0.346004868E-01    -0.490393887E-01    -0.766479451E-02    -0.546813998E-01
    -0.624228620E+00     0.602924630E-01     0.143914054E+00     0.357375307E-01    -0.486091314E-01    -0.717507535E-02    -0.539327875E-01
    -0.622935320E+00     0.600618202E-01     0.144358532E+00     0.368692437E-01    -0.481690011E-01    -0.668939307E-02    -0.531906749E-01
    -0.621640330E+00     0.598472126E-01     0.144803875E+00     0.379954988E-01    -0.477190942E-01    -0.620778877E-02    -0.524551223E-01
    -0.620343630E+00     0.596485637E-01     0.145250006E+00     0.391162129E-01    -0.472594914E-01    -0.573028433E-02    -0.517261608E-01
    -0.619045230E+00     0.594658004E-01     0.145696837E+00     0.402312770E-01    -0.467902853E-01    -0.525691228E-02    -0.510038373E-01
    -0.617745140E+00     0.592988470E-01     0.146144281E+00     0.413405824E-01    -0.463115696E-01    -0.478770453E-02    -0.502881980E-01
    -0.616443350E+00     0.591476235E-01     0.146592258E+00     0.424440377E-01    -0.458234324E-01    -0.432268522E-02    -0.495792767E-01
    -0.615139890E+00     0.590120522E-01     0.147040670E+00     0.435415180E-01    -0.453259781E-01    -0.386189221E-02    -0.488771284E-01
    -0.613834730E+00     0.588920474E-01     0.147489445E+00     0.446329491E-01    -0.448192893E-01    -0.340534153E-02    -0.481817745E-01
    -0.612527900E+00     0.587875270E-01     0.147938485E+00     0.457182070E-01    -0.443034734E-01    -0.295306980E-02    -0.474932676E-01
    -0.611219390E+00     0.586984035E-01     0.148387708E+00     0.467972011E-01    -0.437786234E-01    -0.250509907E-02    -0.468116381E-01
    -0.609909210E+00     0.586245889E-01     0.148837025E+00     0.478698247E-01    -0.432448415E-01    -0.206145777E-02    -0.461369260E-01
    -0.608597360E+00     0.585659928E-01     0.149286348E+00     0.489359798E-01    -0.427022270E-01    -0.162217033E-02    -0.454691649E-01
    -0.607283840E+00     0.585225228E-01     0.149735592E+00     0.499955685E-01    -0.421508806E-01    -0.118726066E-02    -0.448083878E-01
