#
# ARTDECO : Beta_l
#
# Used model for truncation was:
 dm
# number of wavelengths
         184
# wlambda(microns)     nBetal     Trunc. Coeff.     Cext (microns^2)       SSA              g 
# lambda =      0.3448
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999926E+00     0.000000000E+00     0.000000000E+00     0.908049715E+00     0.000000000E+00     0.000000000E+00
      1     0.218679029E+01     0.000000000E+00     0.000000000E+00     0.226746002E+01     0.000000000E+00     0.000000000E+00
      2     0.293167294E+01     0.404482871E+01     0.380952433E+01     0.284269743E+01     0.263449736E-02    -0.301877753E-01
      3     0.241572182E+01     0.333901161E+01     0.337170447E+01     0.247998321E+01    -0.192691593E+00     0.100040830E-01
      4     0.178592319E+01     0.248587809E+01     0.240982711E+01     0.182626725E+01    -0.333607020E-01    -0.597784987E-01
      5     0.135107252E+01     0.151739113E+01     0.138322592E+01     0.126153560E+01    -0.224046088E+00     0.293631606E-01
      6     0.658321065E+00     0.104664829E+01     0.108754247E+01     0.704776761E+00    -0.153238391E-02    -0.552212141E-02
      7     0.531532288E+00     0.410656275E+00     0.325620839E+00     0.445334181E+00    -0.525931032E-01    -0.120109165E-01
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.3497
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999929E+00     0.000000000E+00     0.000000000E+00     0.900664091E+00     0.000000000E+00     0.000000000E+00
      1     0.215725996E+01     0.000000000E+00     0.000000000E+00     0.223317511E+01     0.000000000E+00     0.000000000E+00
      2     0.290336201E+01     0.401153948E+01     0.376684530E+01     0.280813107E+01    -0.149792889E-02    -0.241544915E-01
      3     0.237528300E+01     0.328945377E+01     0.331791928E+01     0.244210976E+01    -0.188466298E+00     0.224728501E-01
      4     0.178844052E+01     0.247336986E+01     0.238748268E+01     0.183371568E+01    -0.337890956E-01    -0.607562110E-01
      5     0.134345734E+01     0.152593438E+01     0.138539692E+01     0.127091363E+01    -0.211366528E+00     0.329004981E-01
      6     0.667248152E+00     0.106865403E+01     0.109113064E+01     0.723602992E+00    -0.641517125E-02    -0.106896621E-01
      7     0.523378771E+00     0.417528864E+00     0.319193016E+00     0.451117081E+00    -0.598617036E-01    -0.188418691E-01
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.3546
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999935E+00     0.000000000E+00     0.000000000E+00     0.892610283E+00     0.000000000E+00     0.000000000E+00
      1     0.217723873E+01     0.000000000E+00     0.000000000E+00     0.224096510E+01     0.000000000E+00     0.000000000E+00
      2     0.293301659E+01     0.402297358E+01     0.377259026E+01     0.282324509E+01    -0.535636273E-02    -0.255999734E-01
      3     0.242587800E+01     0.333745823E+01     0.336361758E+01     0.249006104E+01    -0.180712962E+00     0.260313603E-01
      4     0.184422858E+01     0.253416725E+01     0.242582682E+01     0.186382650E+01    -0.133043182E-01    -0.423509452E-01
      5     0.131918003E+01     0.154246789E+01     0.141421927E+01     0.126123629E+01    -0.209787102E+00     0.421880751E-01
      6     0.631042301E+00     0.102753113E+01     0.102424332E+01     0.676382191E+00    -0.140898441E-01    -0.681835994E-02
      7     0.442438642E+00     0.364512620E+00     0.253921769E+00     0.369057373E+00    -0.556545682E-01     0.193745449E-02
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.3597
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999937E+00     0.000000000E+00     0.000000000E+00     0.899095435E+00     0.000000000E+00     0.000000000E+00
      1     0.218225873E+01     0.000000000E+00     0.000000000E+00     0.223838769E+01     0.000000000E+00     0.000000000E+00
      2     0.295483932E+01     0.402446286E+01     0.379247563E+01     0.285260582E+01     0.140587977E-01    -0.239816525E-01
      3     0.245796382E+01     0.336926398E+01     0.339272281E+01     0.252319485E+01    -0.173499233E+00     0.245886731E-01
      4     0.187212527E+01     0.257669280E+01     0.247855606E+01     0.191639491E+01    -0.249635342E-01    -0.558068987E-01
      5     0.132043101E+01     0.157084517E+01     0.144281293E+01     0.130188482E+01    -0.195047761E+00    -0.829103276E-02
      6     0.629516551E+00     0.105626848E+01     0.103190302E+01     0.701730320E+00     0.329075283E-01    -0.480127629E-01
      7     0.418997121E+00     0.365786425E+00     0.235969126E+00     0.367511789E+00    -0.249537188E-01    -0.349452572E-01
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.3650
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999939E+00     0.000000000E+00     0.000000000E+00     0.903442822E+00     0.000000000E+00     0.000000000E+00
      1     0.224860413E+01     0.000000000E+00     0.000000000E+00     0.230546771E+01     0.000000000E+00     0.000000000E+00
      2     0.302495571E+01     0.409204894E+01     0.386650479E+01     0.292157987E+01    -0.735263394E-03    -0.748611530E-02
      3     0.256721400E+01     0.349230405E+01     0.352547509E+01     0.264321588E+01    -0.172039894E+00     0.132802155E-01
      4     0.194002603E+01     0.267162402E+01     0.256874749E+01     0.198579706E+01    -0.125966125E-01    -0.330044295E-01
      5     0.132060830E+01     0.162317957E+01     0.149130592E+01     0.129442120E+01    -0.178290599E+00    -0.105844203E-01
      6     0.596234905E+00     0.992792937E+00     0.976301731E+00     0.666714083E+00     0.494835417E-01    -0.215680776E-01
      7     0.358309656E+00     0.333581028E+00     0.213541856E+00     0.309747945E+00     0.229710506E-01    -0.183243374E-01
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.3704
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999943E+00     0.000000000E+00     0.000000000E+00     0.889730991E+00     0.000000000E+00     0.000000000E+00
      1     0.221775381E+01     0.000000000E+00     0.000000000E+00     0.225946287E+01     0.000000000E+00     0.000000000E+00
      2     0.300031883E+01     0.404960544E+01     0.381000092E+01     0.287392652E+01     0.284081988E-01    -0.273879805E-01
      3     0.252946868E+01     0.343810431E+01     0.346411133E+01     0.258688118E+01    -0.171189965E+00     0.478356302E-02
      4     0.189439514E+01     0.263027334E+01     0.251976672E+01     0.193284826E+01     0.113061298E-01    -0.401621929E-01
      5     0.131741671E+01     0.158995249E+01     0.144685901E+01     0.129872140E+01    -0.186298006E+00    -0.296521024E-01
      6     0.596277676E+00     0.102957366E+01     0.979496804E+00     0.658163242E+00     0.668147395E-01    -0.525492115E-01
      7     0.378435829E+00     0.340135507E+00     0.188877567E+00     0.314419412E+00     0.156900344E-01    -0.314458684E-01
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.3760
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999947E+00     0.000000000E+00     0.000000000E+00     0.903781451E+00     0.000000000E+00     0.000000000E+00
      1     0.225072208E+01     0.000000000E+00     0.000000000E+00     0.230900120E+01     0.000000000E+00     0.000000000E+00
      2     0.302426067E+01     0.409487769E+01     0.386867242E+01     0.292060964E+01    -0.471375387E-02    -0.242219552E-01
      3     0.257190913E+01     0.349340035E+01     0.352642114E+01     0.264303521E+01    -0.178316270E+00    -0.486537557E-02
      4     0.191547466E+01     0.265952078E+01     0.256295358E+01     0.196316325E+01    -0.281283977E-01    -0.618966077E-01
      5     0.132561856E+01     0.160683849E+01     0.146163845E+01     0.127059268E+01    -0.170897570E+00    -0.892500205E-02
      6     0.589435156E+00     0.976225971E+00     0.980114415E+00     0.656364905E+00     0.594074530E-01    -0.104723259E-01
      7     0.374359871E+00     0.334426819E+00     0.217711264E+00     0.309883379E+00     0.360588764E-01    -0.511210239E-02
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.3817
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999947E+00     0.000000000E+00     0.000000000E+00     0.908625553E+00     0.000000000E+00     0.000000000E+00
      1     0.224102857E+01     0.000000000E+00     0.000000000E+00     0.230637140E+01     0.000000000E+00     0.000000000E+00
      2     0.300564269E+01     0.408958319E+01     0.386800039E+01     0.291660397E+01     0.202656746E-02    -0.294714623E-01
      3     0.254503943E+01     0.347142572E+01     0.349919192E+01     0.261428455E+01    -0.186249396E+00    -0.664339511E-02
      4     0.187893396E+01     0.262060679E+01     0.253433854E+01     0.192664300E+01    -0.339989471E-01    -0.683066022E-01
      5     0.134398892E+01     0.158252013E+01     0.144702575E+01     0.128450951E+01    -0.186502093E+00     0.708028300E-02
      6     0.606734110E+00     0.100439706E+01     0.102204585E+01     0.671323441E+00     0.455121205E-01     0.198910599E-02
      7     0.422813177E+00     0.354062671E+00     0.253913501E+00     0.362560346E+00     0.112008716E-01     0.320881436E-02
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.3876
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999950E+00     0.000000000E+00     0.000000000E+00     0.906684548E+00     0.000000000E+00     0.000000000E+00
      1     0.221036747E+01     0.000000000E+00     0.000000000E+00     0.228067742E+01     0.000000000E+00     0.000000000E+00
      2     0.296976063E+01     0.406219121E+01     0.383283765E+01     0.287834307E+01     0.933707455E-02    -0.311942072E-01
      3     0.248985234E+01     0.340711541E+01     0.343621208E+01     0.255595325E+01    -0.190937946E+00    -0.144688642E-02
      4     0.184352125E+01     0.256935992E+01     0.248297824E+01     0.188078880E+01    -0.339776677E-01    -0.685772164E-01
      5     0.134089346E+01     0.154795641E+01     0.141173042E+01     0.125840452E+01    -0.197772290E+00     0.145769278E-01
      6     0.629284166E+00     0.101215216E+01     0.104089564E+01     0.674554081E+00     0.334986058E-01     0.766509527E-02
      7     0.446648706E+00     0.358899507E+00     0.274533507E+00     0.374790100E+00    -0.784899144E-02     0.461467881E-02
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.3937
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999954E+00     0.000000000E+00     0.000000000E+00     0.911116679E+00     0.000000000E+00     0.000000000E+00
      1     0.219607996E+01     0.000000000E+00     0.000000000E+00     0.227347698E+01     0.000000000E+00     0.000000000E+00
      2     0.295037296E+01     0.405295957E+01     0.382596574E+01     0.286422783E+01     0.332740578E-02    -0.293243519E-01
      3     0.245515469E+01     0.337169357E+01     0.340417883E+01     0.252069364E+01    -0.192040952E+00     0.797212122E-02
      4     0.181252754E+01     0.252954906E+01     0.245412663E+01     0.185532592E+01    -0.330539576E-01    -0.666615276E-01
      5     0.137198114E+01     0.154090403E+01     0.140676039E+01     0.128505146E+01    -0.212640178E+00     0.391495991E-01
      6     0.663711542E+00     0.106017885E+01     0.109758850E+01     0.706570865E+00     0.641178546E-02     0.161814397E-01
      7     0.499710721E+00     0.389770307E+00     0.316162817E+00     0.428277417E+00    -0.271579176E-01     0.322967102E-02
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.4000
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999955E+00     0.000000000E+00     0.000000000E+00     0.908286518E+00     0.000000000E+00     0.000000000E+00
      1     0.217302781E+01     0.000000000E+00     0.000000000E+00     0.224818961E+01     0.000000000E+00     0.000000000E+00
      2     0.292773922E+01     0.402811447E+01     0.379713287E+01     0.283479300E+01    -0.770989320E-02    -0.264293825E-01
      3     0.241556869E+01     0.332488945E+01     0.335919220E+01     0.248049017E+01    -0.187366225E+00     0.194881450E-01
      4     0.180322061E+01     0.250481559E+01     0.242464629E+01     0.184248322E+01    -0.232661139E-01    -0.676539650E-01
      5     0.138799563E+01     0.154256293E+01     0.140432752E+01     0.129678225E+01    -0.206507997E+00     0.484918341E-01
      6     0.692634131E+00     0.109571971E+01     0.112774614E+01     0.727074041E+00    -0.624712433E-02     0.131877021E-01
      7     0.519660809E+00     0.403551535E+00     0.332555907E+00     0.448188781E+00    -0.281131166E-01    -0.237981609E-02
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.4065
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999957E+00     0.000000000E+00     0.000000000E+00     0.903108008E+00     0.000000000E+00     0.000000000E+00
      1     0.217347300E+01     0.000000000E+00     0.000000000E+00     0.224307921E+01     0.000000000E+00     0.000000000E+00
      2     0.293264431E+01     0.402467332E+01     0.378775879E+01     0.282810763E+01    -0.105704408E-01    -0.366435337E-01
      3     0.242289705E+01     0.332709763E+01     0.336222774E+01     0.248329790E+01    -0.181901282E+00     0.236774707E-01
      4     0.181792113E+01     0.251628900E+01     0.243051737E+01     0.185299155E+01    -0.749201858E-02    -0.634962361E-01
      5     0.139595145E+01     0.155942794E+01     0.141327353E+01     0.129981275E+01    -0.204037396E+00     0.545894945E-01
      6     0.693841686E+00     0.109834678E+01     0.112180339E+01     0.722077737E+00    -0.131560041E-01     0.485594802E-03
      7     0.509714954E+00     0.398647594E+00     0.319855757E+00     0.431609178E+00    -0.321324277E-01    -0.593466958E-03
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.4133
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999961E+00     0.000000000E+00     0.000000000E+00     0.903501865E+00     0.000000000E+00     0.000000000E+00
      1     0.216546421E+01     0.000000000E+00     0.000000000E+00     0.223189997E+01     0.000000000E+00     0.000000000E+00
      2     0.292864630E+01     0.401469096E+01     0.378178337E+01     0.282836050E+01     0.701327483E-02    -0.417689880E-01
      3     0.242056174E+01     0.332243611E+01     0.335372515E+01     0.248478411E+01    -0.178532470E+00     0.259861891E-01
      4     0.182185406E+01     0.252590730E+01     0.244321415E+01     0.187708859E+01    -0.124254091E-01    -0.629482154E-01
      5     0.139081997E+01     0.157269965E+01     0.142164544E+01     0.132245374E+01    -0.213923660E+00     0.380350987E-01
      6     0.686912410E+00     0.111536634E+01     0.112419420E+01     0.739123331E+00    -0.113726309E-01    -0.300616376E-01
      7     0.504209531E+00     0.406346504E+00     0.305438424E+00     0.435062279E+00    -0.544089165E-01    -0.242568623E-01
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.4202
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999963E+00     0.000000000E+00     0.000000000E+00     0.888805506E+00     0.000000000E+00     0.000000000E+00
      1     0.214006953E+01     0.000000000E+00     0.000000000E+00     0.219612854E+01     0.000000000E+00     0.000000000E+00
      2     0.290695369E+01     0.398126600E+01     0.373003982E+01     0.279183618E+01    -0.196115552E-01    -0.235371248E-01
      3     0.239598562E+01     0.328626881E+01     0.330853175E+01     0.245727205E+01    -0.174333685E+00     0.277733727E-01
      4     0.188118497E+01     0.254634167E+01     0.243162777E+01     0.189839371E+01    -0.166985904E-01    -0.599322544E-01
      5     0.131635284E+01     0.156595517E+01     0.143537736E+01     0.126611555E+01    -0.192676574E+00     0.351331613E-01
      6     0.656375117E+00     0.105018762E+01     0.102711049E+01     0.690186236E+00    -0.271794564E-01    -0.833645259E-02
      7     0.390185589E+00     0.337177191E+00     0.236362333E+00     0.337833831E+00    -0.458620630E-01    -0.747651573E-02
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.4274
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999963E+00     0.000000000E+00     0.000000000E+00     0.896940035E+00     0.000000000E+00     0.000000000E+00
      1     0.221070944E+01     0.000000000E+00     0.000000000E+00     0.226466784E+01     0.000000000E+00     0.000000000E+00
      2     0.297903381E+01     0.405039544E+01     0.381613819E+01     0.287388156E+01     0.171257857E-02    -0.128617636E-01
      3     0.251573295E+01     0.342224371E+01     0.344530849E+01     0.258232854E+01    -0.175236412E+00     0.247166365E-01
      4     0.192110557E+01     0.263373718E+01     0.252106222E+01     0.194020548E+01    -0.873820321E-02    -0.281450373E-01
      5     0.133917773E+01     0.160002514E+01     0.148310309E+01     0.130781568E+01    -0.211732236E+00     0.237640206E-01
      6     0.623124592E+00     0.103302166E+01     0.100972843E+01     0.670605615E+00    -0.134306821E-01    -0.131349196E-01
      7     0.378452717E+00     0.332045705E+00     0.216179317E+00     0.315304094E+00    -0.430480552E-01    -0.134028585E-01
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.4348
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999966E+00     0.000000000E+00     0.000000000E+00     0.890052135E+00     0.000000000E+00     0.000000000E+00
      1     0.219208032E+01     0.000000000E+00     0.000000000E+00     0.223724756E+01     0.000000000E+00     0.000000000E+00
      2     0.297132662E+01     0.402626068E+01     0.378480189E+01     0.284788842E+01     0.342488034E-01    -0.348019103E-01
      3     0.249935435E+01     0.339241216E+01     0.341594953E+01     0.255109705E+01    -0.170520008E+00     0.234391075E-01
      4     0.190077106E+01     0.261394720E+01     0.250628105E+01     0.192765852E+01     0.103027813E-01    -0.305395448E-01
      5     0.134087463E+01     0.159487427E+01     0.146659275E+01     0.132413046E+01    -0.222535564E+00    -0.632835687E-02
      6     0.628850970E+00     0.106874546E+01     0.101776079E+01     0.680187769E+00     0.119634077E-01    -0.677688765E-01
      7     0.387831468E+00     0.344185605E+00     0.199089108E+00     0.318284175E+00    -0.424261878E-01    -0.426519514E-01
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.4425
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999969E+00     0.000000000E+00     0.000000000E+00     0.889339435E+00     0.000000000E+00     0.000000000E+00
      1     0.218764626E+01     0.000000000E+00     0.000000000E+00     0.222830733E+01     0.000000000E+00     0.000000000E+00
      2     0.298057217E+01     0.402035141E+01     0.378234453E+01     0.286244157E+01    -0.331701698E-01    -0.137294701E-01
      3     0.251609684E+01     0.340978010E+01     0.342807253E+01     0.257665019E+01    -0.165705237E+00     0.146537358E-01
      4     0.194297580E+01     0.265919107E+01     0.254440515E+01     0.198025065E+01    -0.496171517E-01    -0.832411318E-01
      5     0.132749908E+01     0.162323047E+01     0.147666462E+01     0.129814716E+01    -0.146940552E+00    -0.156422071E-01
      6     0.632271411E+00     0.104367864E+01     0.999441124E+00     0.684851542E+00     0.379257369E-01    -0.158323714E-01
      7     0.336201458E+00     0.321369357E+00     0.197748769E+00     0.296719705E+00     0.453574023E-01    -0.182354948E-01
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.4505
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999970E+00     0.000000000E+00     0.000000000E+00     0.908564084E+00     0.000000000E+00     0.000000000E+00
      1     0.226635561E+01     0.000000000E+00     0.000000000E+00     0.231564534E+01     0.000000000E+00     0.000000000E+00
      2     0.304948940E+01     0.410461930E+01     0.389490996E+01     0.295204087E+01    -0.177324284E-02    -0.160881632E-01
      3     0.262323658E+01     0.353985031E+01     0.356819360E+01     0.269345213E+01    -0.171255646E+00     0.637768454E-02
      4     0.197613539E+01     0.272517384E+01     0.263071048E+01     0.202975810E+01    -0.161633366E-01    -0.531605592E-01
      5     0.137498258E+01     0.167267231E+01     0.153367971E+01     0.134313630E+01    -0.164058962E+00    -0.243497151E-01
      6     0.620569924E+00     0.103223698E+01     0.101749012E+01     0.689090209E+00     0.598110362E-01    -0.320768963E-01
      7     0.362802430E+00     0.340216758E+00     0.223705414E+00     0.314848093E+00     0.466873119E-01    -0.295050176E-01
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.4588
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999971E+00     0.000000000E+00     0.000000000E+00     0.906917450E+00     0.000000000E+00     0.000000000E+00
      1     0.226087666E+01     0.000000000E+00     0.000000000E+00     0.230841188E+01     0.000000000E+00     0.000000000E+00
      2     0.303954495E+01     0.409693401E+01     0.388613677E+01     0.294326281E+01     0.180262474E-02    -0.229339389E-01
      3     0.261184072E+01     0.352760293E+01     0.354993910E+01     0.267479410E+01    -0.176461857E+00     0.608629365E-04
      4     0.194720501E+01     0.270114954E+01     0.260821118E+01     0.199463706E+01    -0.201996266E-01    -0.630208210E-01
      5     0.137666363E+01     0.164677537E+01     0.150980662E+01     0.133899379E+01    -0.170950779E+00    -0.124763804E-01
      6     0.612577061E+00     0.103527957E+01     0.102270864E+01     0.676894434E+00     0.523442920E-01    -0.232383410E-01
      7     0.382154790E+00     0.339476605E+00     0.221801289E+00     0.327314977E+00     0.306882273E-01    -0.211658720E-01
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.4673
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999974E+00     0.000000000E+00     0.000000000E+00     0.907364658E+00     0.000000000E+00     0.000000000E+00
      1     0.225041871E+01     0.000000000E+00     0.000000000E+00     0.230308768E+01     0.000000000E+00     0.000000000E+00
      2     0.302689798E+01     0.409038936E+01     0.387704975E+01     0.293655839E+01     0.486925871E-02    -0.263965422E-01
      3     0.259713892E+01     0.351153280E+01     0.353300459E+01     0.266597397E+01    -0.180944302E+00    -0.264267918E-02
      4     0.194687727E+01     0.269627485E+01     0.260043817E+01     0.199159045E+01    -0.336100609E-01    -0.715838835E-01
      5     0.136025537E+01     0.163489114E+01     0.150389731E+01     0.132276666E+01    -0.156428466E+00    -0.194595968E-01
      6     0.614168420E+00     0.102271837E+01     0.101621917E+01     0.678494680E+00     0.699114037E-01    -0.168253360E-01
      7     0.369332435E+00     0.333368241E+00     0.226801746E+00     0.323340330E+00     0.426850353E-01    -0.130043979E-01
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.4762
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999975E+00     0.000000000E+00     0.000000000E+00     0.908356112E+00     0.000000000E+00     0.000000000E+00
      1     0.224064015E+01     0.000000000E+00     0.000000000E+00     0.229819504E+01     0.000000000E+00     0.000000000E+00
      2     0.301592230E+01     0.408448288E+01     0.386881499E+01     0.292612805E+01    -0.299071985E-02    -0.284108261E-01
      3     0.257540278E+01     0.348955696E+01     0.351322213E+01     0.264178980E+01    -0.183449821E+00    -0.312318437E-02
      4     0.191703386E+01     0.266550731E+01     0.257458663E+01     0.195896929E+01    -0.350912254E-01    -0.785179407E-01
      5     0.137904102E+01     0.161742166E+01     0.148604903E+01     0.132705210E+01    -0.161421692E+00     0.629259602E-02
      6     0.632676769E+00     0.104552154E+01     0.104822697E+01     0.685626875E+00     0.572808879E-01     0.713591710E-02
      7     0.400728236E+00     0.342782061E+00     0.250582960E+00     0.351791337E+00     0.411894972E-01     0.512406336E-02
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.4855
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999975E+00     0.000000000E+00     0.000000000E+00     0.911877264E+00     0.000000000E+00     0.000000000E+00
      1     0.223477687E+01     0.000000000E+00     0.000000000E+00     0.229755781E+01     0.000000000E+00     0.000000000E+00
      2     0.300848174E+01     0.408271175E+01     0.386823670E+01     0.291676326E+01    -0.519922375E-02    -0.325771809E-01
      3     0.255656479E+01     0.346832088E+01     0.350060590E+01     0.262387534E+01    -0.184176985E+00    -0.199148976E-02
      4     0.189457334E+01     0.264078244E+01     0.255819496E+01     0.194365808E+01    -0.224021884E-01    -0.830174830E-01
      5     0.139353939E+01     0.161193253E+01     0.147289398E+01     0.132775341E+01    -0.173366448E+00     0.179214916E-01
      6     0.650285245E+00     0.106136036E+01     0.107514948E+01     0.700040742E+00     0.469442105E-01     0.132502655E-01
      7     0.420439419E+00     0.353788770E+00     0.270819241E+00     0.369090731E+00     0.418033300E-01     0.877995111E-02
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.4951
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999977E+00     0.000000000E+00     0.000000000E+00     0.913228930E+00     0.000000000E+00     0.000000000E+00
      1     0.222230798E+01     0.000000000E+00     0.000000000E+00     0.228760536E+01     0.000000000E+00     0.000000000E+00
      2     0.299237464E+01     0.407173353E+01     0.385694372E+01     0.289783313E+01    -0.633790830E-02    -0.387016932E-01
      3     0.252922143E+01     0.343505399E+01     0.347098419E+01     0.259072888E+01    -0.185580716E+00    -0.705034077E-04
      4     0.186777438E+01     0.260620251E+01     0.253116216E+01     0.191585407E+01    -0.168449697E-01    -0.870031799E-01
      5     0.141248128E+01     0.160016139E+01     0.145608662E+01     0.132822325E+01    -0.181710110E+00     0.234915264E-01
      6     0.670821189E+00     0.108282497E+01     0.110595751E+01     0.709186338E+00     0.362558351E-01     0.770935677E-02
      7     0.455134803E+00     0.367356696E+00     0.294823114E+00     0.396526254E+00     0.329314642E-01     0.131026523E-02
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.5051
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999980E+00     0.000000000E+00     0.000000000E+00     0.913470927E+00     0.000000000E+00     0.000000000E+00
      1     0.219966130E+01     0.000000000E+00     0.000000000E+00     0.226754244E+01     0.000000000E+00     0.000000000E+00
      2     0.296281766E+01     0.405008828E+01     0.383441009E+01     0.287344475E+01    -0.278017440E-02    -0.415492544E-01
      3     0.248753146E+01     0.338893373E+01     0.342123125E+01     0.254804979E+01    -0.188625033E+00     0.450173020E-02
      4     0.184102881E+01     0.256913085E+01     0.249597031E+01     0.188716236E+01    -0.226981445E-01    -0.898092415E-01
      5     0.141624950E+01     0.157980559E+01     0.143584815E+01     0.132203565E+01    -0.187201211E+00     0.269905513E-01
      6     0.686776181E+00     0.109799816E+01     0.112936961E+01     0.719027462E+00     0.253715975E-01     0.337080077E-02
      7     0.485308515E+00     0.379285493E+00     0.316595352E+00     0.424600990E+00     0.120186547E-01    -0.820697754E-02
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.5155
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999980E+00     0.000000000E+00     0.000000000E+00     0.908440917E+00     0.000000000E+00     0.000000000E+00
      1     0.216505084E+01     0.000000000E+00     0.000000000E+00     0.223318402E+01     0.000000000E+00     0.000000000E+00
      2     0.292079312E+01     0.401445217E+01     0.378986555E+01     0.282952995E+01    -0.870374310E-02    -0.390140223E-01
      3     0.242615215E+01     0.331924959E+01     0.334606830E+01     0.248169608E+01    -0.190776391E+00     0.140077641E-01
      4     0.181739605E+01     0.252057446E+01     0.244148119E+01     0.184844484E+01    -0.299382583E-01    -0.941140417E-01
