#
# ARTDECO : Beta_l
#
# Used model for truncation was:
 dm
# number of wavelengths
         184
# wlambda(microns)     nBetal     Trunc. Coeff.     Cext (microns^2)       SSA              g 
      5     0.152260767E+01     0.163320600E+01     0.150183400E+01     0.143607887E+01    -0.226572427E+00     0.106769296E+00
      6     0.834030279E+00     0.128244088E+01     0.129943469E+01     0.848273682E+00    -0.495896519E-01     0.129127221E-01
      7     0.567576461E+00     0.454662635E+00     0.400729531E+00     0.508401968E+00    -0.955316839E-01     0.292862325E-03
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.8299
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999995E+00     0.000000000E+00     0.000000000E+00     0.904518559E+00     0.000000000E+00     0.000000000E+00
      1     0.217334062E+01     0.000000000E+00     0.000000000E+00     0.223018791E+01     0.000000000E+00     0.000000000E+00
      2     0.294744003E+01     0.401639659E+01     0.379238271E+01     0.284240759E+01    -0.293078601E-01    -0.732326936E-01
      3     0.248272009E+01     0.335668375E+01     0.338455552E+01     0.253174597E+01    -0.183115821E+00     0.745546081E-02
      4     0.188747877E+01     0.259545013E+01     0.251385307E+01     0.192335663E+01     0.389741975E-02    -0.140603226E+00
      5     0.146257737E+01     0.163273695E+01     0.148379432E+01     0.137053830E+01    -0.116925287E+00     0.508570272E-01
      6     0.743954270E+00     0.116721290E+01     0.117251722E+01     0.757225943E+00     0.709246752E-01     0.154980171E-01
      7     0.439387616E+00     0.367879462E+00     0.326996149E+00     0.423442248E+00     0.886265242E-01     0.212932722E-01
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.8368
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999995E+00     0.000000000E+00     0.000000000E+00     0.908378935E+00     0.000000000E+00     0.000000000E+00
      1     0.224206629E+01     0.000000000E+00     0.000000000E+00     0.228391874E+01     0.000000000E+00     0.000000000E+00
      2     0.302791459E+01     0.407458471E+01     0.387189814E+01     0.293726807E+01    -0.110114072E-01    -0.376733500E-01
      3     0.263151552E+01     0.351742703E+01     0.353265050E+01     0.269144933E+01    -0.176532456E+00     0.547061121E-02
      4     0.201774901E+01     0.275905276E+01     0.266859219E+01     0.206981736E+01    -0.299566995E-01    -0.114050402E+00
      5     0.145046337E+01     0.173046396E+01     0.159778379E+01     0.143015674E+01    -0.115077970E+00    -0.461397121E-01
      6     0.699970269E+00     0.113870224E+01     0.110748987E+01     0.757909349E+00     0.897803448E-01    -0.509851869E-01
      7     0.378023218E+00     0.368966364E+00     0.263941064E+00     0.348933440E+00     0.882851409E-01    -0.512844070E-01
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.8439
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999995E+00     0.000000000E+00     0.000000000E+00     0.908013662E+00     0.000000000E+00     0.000000000E+00
      1     0.224335688E+01     0.000000000E+00     0.000000000E+00     0.228607417E+01     0.000000000E+00     0.000000000E+00
      2     0.302864655E+01     0.407650290E+01     0.387226922E+01     0.293669431E+01     0.168018652E-02    -0.116833859E-01
      3     0.263333471E+01     0.351846571E+01     0.353361271E+01     0.268902658E+01    -0.166118798E+00     0.312328447E-01
      4     0.204140463E+01     0.276504127E+01     0.267378061E+01     0.208145301E+01    -0.983133400E-02    -0.560962301E-01
      5     0.150085624E+01     0.176499294E+01     0.163770707E+01     0.146909025E+01    -0.190089537E+00     0.146262776E-01
      6     0.750949880E+00     0.118808292E+01     0.115449638E+01     0.781852574E+00    -0.118593121E-02    -0.248247743E-01
      7     0.422425983E+00     0.396005444E+00     0.296530513E+00     0.363230316E+00    -0.498847677E-02    -0.505062356E-01
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.8511
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999995E+00     0.000000000E+00     0.000000000E+00     0.885513685E+00     0.000000000E+00     0.000000000E+00
      1     0.207123460E+01     0.000000000E+00     0.000000000E+00     0.213260326E+01     0.000000000E+00     0.000000000E+00
      2     0.284757963E+01     0.391843265E+01     0.365602068E+01     0.272481421E+01    -0.342842295E-01    -0.434667374E-01
      3     0.233235038E+01     0.317634189E+01     0.320281281E+01     0.238841210E+01    -0.157475552E+00     0.429754780E-01
      4     0.196364653E+01     0.255546754E+01     0.243701195E+01     0.195918762E+01     0.397006230E-01    -0.481504075E-01
      5     0.140038416E+01     0.165055962E+01     0.152644537E+01     0.132613756E+01    -0.219469691E+00     0.143800841E+00
      6     0.807565785E+00     0.116957811E+01     0.113629776E+01     0.779184728E+00    -0.121204801E+00     0.724180610E-01
      7     0.368208558E+00     0.343093023E+00     0.306950067E+00     0.338629165E+00    -0.912274070E-01     0.598978490E-01
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.8584
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999995E+00     0.000000000E+00     0.000000000E+00     0.907149401E+00     0.000000000E+00     0.000000000E+00
      1     0.216262851E+01     0.000000000E+00     0.000000000E+00     0.221966847E+01     0.000000000E+00     0.000000000E+00
      2     0.292572817E+01     0.400401174E+01     0.378569521E+01     0.282953474E+01    -0.129072083E-01    -0.799283008E-01
      3     0.246457226E+01     0.333115644E+01     0.335075162E+01     0.250297789E+01    -0.187616739E+00     0.880540555E-02
      4     0.186199443E+01     0.256567679E+01     0.249658901E+01     0.189904155E+01    -0.462159241E-02    -0.139132414E+00
      5     0.146233053E+01     0.161131342E+01     0.146456228E+01     0.136313249E+01    -0.134650472E+00     0.583779048E-01
      6     0.739605682E+00     0.116696436E+01     0.118425087E+01     0.757959160E+00     0.608241269E-01     0.175320291E-01
      7     0.466921363E+00     0.377951748E+00     0.328276203E+00     0.433128578E+00     0.498054097E-01     0.195834745E-01
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.8658
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999995E+00     0.000000000E+00     0.000000000E+00     0.907389320E+00     0.000000000E+00     0.000000000E+00
      1     0.223549724E+01     0.000000000E+00     0.000000000E+00     0.227705378E+01     0.000000000E+00     0.000000000E+00
      2     0.301843179E+01     0.406728344E+01     0.386299868E+01     0.292661267E+01    -0.143381439E-01    -0.406390649E-01
      3     0.261554049E+01     0.350077848E+01     0.351397926E+01     0.266939272E+01    -0.179627433E+00     0.574894291E-02
      4     0.199738137E+01     0.273517373E+01     0.264682021E+01     0.204370433E+01    -0.265576680E-01    -0.119347547E+00
      5     0.144498492E+01     0.170904851E+01     0.157925742E+01     0.142048457E+01    -0.115929780E+00    -0.254539498E-01
      6     0.703301429E+00     0.114105566E+01     0.110528817E+01     0.746242680E+00     0.882529716E-01    -0.303166242E-01
      7     0.376760585E+00     0.358653580E+00     0.267058264E+00     0.352905110E+00     0.931535992E-01    -0.323228794E-01
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.8734
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999995E+00     0.000000000E+00     0.000000000E+00     0.872993607E+00     0.000000000E+00     0.000000000E+00
      1     0.213771166E+01     0.000000000E+00     0.000000000E+00     0.215384255E+01     0.000000000E+00     0.000000000E+00
      2     0.293501587E+01     0.395070476E+01     0.370155716E+01     0.279084856E+01     0.673050647E-01    -0.370403806E-01
      3     0.247260462E+01     0.332567961E+01     0.333094115E+01     0.251044383E+01    -0.157665442E+00     0.352793744E-01
      4     0.193280593E+01     0.264021628E+01     0.252066193E+01     0.198062632E+01     0.557327960E-01    -0.302091245E-01
      5     0.145003499E+01     0.169297406E+01     0.154523470E+01     0.149595897E+01    -0.255206711E+00    -0.406103483E-01
      6     0.750835986E+00     0.129118218E+01     0.114427642E+01     0.788748718E+00    -0.618919730E-02    -0.142705846E+00
      7     0.430169897E+00     0.409436865E+00     0.234874429E+00     0.390492827E+00    -0.644484813E-01    -0.130387969E+00
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.8811
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999996E+00     0.000000000E+00     0.000000000E+00     0.904475951E+00     0.000000000E+00     0.000000000E+00
      1     0.216219977E+01     0.000000000E+00     0.000000000E+00     0.223048288E+01     0.000000000E+00     0.000000000E+00
      2     0.293041813E+01     0.401380542E+01     0.378067938E+01     0.282831792E+01     0.106504696E-02    -0.259345931E-01
      3     0.247126351E+01     0.333494706E+01     0.336717502E+01     0.252630917E+01    -0.165062321E+00     0.431694997E-01
      4     0.197791663E+01     0.262655517E+01     0.253062150E+01     0.197443963E+01     0.222802134E-01    -0.221203941E-01
      5     0.144525853E+01     0.166700487E+01     0.156996429E+01     0.138021345E+01    -0.258978864E+00     0.866507180E-01
      6     0.776784059E+00     0.115868014E+01     0.114748982E+01     0.761776195E+00    -0.983137788E-01     0.207548901E-01
      7     0.407167659E+00     0.359264491E+00     0.317357013E+00     0.354415446E+00    -0.106209066E+00    -0.469982338E-02
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.8889
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999996E+00     0.000000000E+00     0.000000000E+00     0.907278696E+00     0.000000000E+00     0.000000000E+00
      1     0.214288494E+01     0.000000000E+00     0.000000000E+00     0.220606679E+01     0.000000000E+00     0.000000000E+00
      2     0.289823346E+01     0.398809456E+01     0.376597322E+01     0.280862771E+01    -0.762419252E-02    -0.702333758E-01
      3     0.242766868E+01     0.329120762E+01     0.330967133E+01     0.247274090E+01    -0.190559252E+00     0.138886507E-01
      4     0.183387099E+01     0.253537513E+01     0.247002448E+01     0.188575701E+01    -0.191657110E-01    -0.148678337E+00
      5     0.146899101E+01     0.160508832E+01     0.145612896E+01     0.138295145E+01    -0.134742953E+00     0.644442620E-01
      6     0.759582906E+00     0.120137501E+01     0.121821483E+01     0.793543538E+00     0.600353099E-01     0.323963282E-01
      7     0.504772584E+00     0.413685461E+00     0.356715017E+00     0.475948856E+00     0.425493511E-01     0.127012637E-01
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.8969
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999996E+00     0.000000000E+00     0.000000000E+00     0.909640177E+00     0.000000000E+00     0.000000000E+00
      1     0.223686156E+01     0.000000000E+00     0.000000000E+00     0.228070822E+01     0.000000000E+00     0.000000000E+00
      2     0.302276054E+01     0.407105027E+01     0.386819120E+01     0.292843760E+01    -0.182032516E-01    -0.454148755E-01
      3     0.261122495E+01     0.349919777E+01     0.351852383E+01     0.266538941E+01    -0.178072733E+00     0.378043077E-02
      4     0.198504784E+01     0.272444467E+01     0.264374825E+01     0.204271643E+01    -0.125181251E-01    -0.124876276E+00
      5     0.145271596E+01     0.171146374E+01     0.157051042E+01     0.142002037E+01    -0.112250113E+00    -0.205405912E-01
      6     0.713607085E+00     0.114983360E+01     0.111757797E+01     0.754526354E+00     0.973359503E-01    -0.273493136E-01
      7     0.375123209E+00     0.358816937E+00     0.279379487E+00     0.363274893E+00     0.114682207E+00    -0.298764155E-01
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.9050
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999996E+00     0.000000000E+00     0.000000000E+00     0.911938973E+00     0.000000000E+00     0.000000000E+00
      1     0.224567286E+01     0.000000000E+00     0.000000000E+00     0.227867669E+01     0.000000000E+00     0.000000000E+00
      2     0.303687591E+01     0.407170989E+01     0.388236795E+01     0.294645364E+01     0.324310943E-02    -0.234545726E-01
      3     0.264848356E+01     0.352862033E+01     0.354297413E+01     0.270613606E+01    -0.164117986E+00     0.249051466E-01
      4     0.208421835E+01     0.280200378E+01     0.271559579E+01     0.214654808E+01    -0.196350185E-01    -0.768012559E-01
      5     0.147780389E+01     0.180129733E+01     0.167076604E+01     0.148416720E+01    -0.145614494E+00    -0.888929612E-01
      6     0.753065121E+00     0.119326613E+01     0.113419290E+01     0.808147894E+00     0.749351514E-01    -0.108299951E+00
      7     0.380336300E+00     0.400562871E+00     0.287627389E+00     0.356079310E+00     0.660793425E-01    -0.111585652E+00
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.9133
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999996E+00     0.000000000E+00     0.000000000E+00     0.898723385E+00     0.000000000E+00     0.000000000E+00
      1     0.218133676E+01     0.000000000E+00     0.000000000E+00     0.224252865E+01     0.000000000E+00     0.000000000E+00
      2     0.294462302E+01     0.402621104E+01     0.378912070E+01     0.284080659E+01     0.100010784E-01    -0.238508022E-01
      3     0.250456874E+01     0.337223664E+01     0.339217175E+01     0.254670073E+01    -0.171434851E+00     0.428841381E-01
      4     0.195344326E+01     0.262789077E+01     0.253460574E+01     0.195111222E+01     0.173218913E-01    -0.220378448E-01
      5     0.146356511E+01     0.166116772E+01     0.154620430E+01     0.137560021E+01    -0.274359301E+00     0.998362372E-01
      6     0.759504944E+00     0.115066451E+01     0.114824689E+01     0.744624041E+00    -0.106389016E+00     0.341448947E-01
      7     0.437606579E+00     0.370524096E+00     0.308757297E+00     0.353125298E+00    -0.124713533E+00     0.704302114E-03
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.9217
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999996E+00     0.000000000E+00     0.000000000E+00     0.887576119E+00     0.000000000E+00     0.000000000E+00
      1     0.208388550E+01     0.000000000E+00     0.000000000E+00     0.214072217E+01     0.000000000E+00     0.000000000E+00
      2     0.284290728E+01     0.392441968E+01     0.366960788E+01     0.272245860E+01    -0.501920784E-01    -0.625763215E-01
      3     0.232857624E+01     0.317650866E+01     0.319717477E+01     0.237152543E+01    -0.183641770E+00     0.202437639E-01
      4     0.184072722E+01     0.248623047E+01     0.238986193E+01     0.186414026E+01    -0.163075642E-02    -0.165855994E+00
      5     0.146387185E+01     0.160831770E+01     0.144434369E+01     0.135023821E+01    -0.769409087E-01     0.107029931E+00
      6     0.819592266E+00     0.122789910E+01     0.122860449E+01     0.815973685E+00     0.588509359E-01     0.825183346E-01
      7     0.498447978E+00     0.422098791E+00     0.386054073E+00     0.482489113E+00     0.888787405E-01     0.528673476E-01
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.9303
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999996E+00     0.000000000E+00     0.000000000E+00     0.909926771E+00     0.000000000E+00     0.000000000E+00
      1     0.223464583E+01     0.000000000E+00     0.000000000E+00     0.227137754E+01     0.000000000E+00     0.000000000E+00
      2     0.301905097E+01     0.406265644E+01     0.386417108E+01     0.291252958E+01    -0.188133673E-01    -0.511572147E-01
      3     0.260162252E+01     0.348010119E+01     0.350306231E+01     0.263990625E+01    -0.178417939E+00     0.207266145E-03
      4     0.197098435E+01     0.270148284E+01     0.262548514E+01     0.201469571E+01    -0.799580524E-02    -0.135108223E+00
      5     0.145174078E+01     0.169220680E+01     0.154522524E+01     0.138971050E+01    -0.111953006E+00    -0.279420272E-01
      6     0.711516584E+00     0.113483683E+01     0.110985391E+01     0.731820256E+00     0.103037073E+00    -0.388610300E-01
      7     0.376764408E+00     0.344994115E+00     0.264416505E+00     0.336208537E+00     0.120400676E+00    -0.438177690E-01
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.9390
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999996E+00     0.000000000E+00     0.000000000E+00     0.910505431E+00     0.000000000E+00     0.000000000E+00
      1     0.225588375E+01     0.000000000E+00     0.000000000E+00     0.229158630E+01     0.000000000E+00     0.000000000E+00
      2     0.303907877E+01     0.408283504E+01     0.388940670E+01     0.295196717E+01    -0.940107871E-03    -0.249438778E-01
      3     0.266284247E+01     0.354451151E+01     0.355547954E+01     0.272088579E+01    -0.171356169E+00     0.201621718E-01
      4     0.207619034E+01     0.280432157E+01     0.271383119E+01     0.212837082E+01    -0.313669756E-01    -0.869156489E-01
      5     0.147449145E+01     0.178696782E+01     0.166458116E+01     0.147738909E+01    -0.144568385E+00    -0.709023540E-01
      6     0.736266665E+00     0.117455088E+01     0.112306147E+01     0.791492449E+00     0.643169084E-01    -0.861126600E-01
      7     0.386188451E+00     0.398406182E+00     0.282973202E+00     0.351634576E+00     0.521465697E-01    -0.973763076E-01
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.9479
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999996E+00     0.000000000E+00     0.000000000E+00     0.880138260E+00     0.000000000E+00     0.000000000E+00
      1     0.212639777E+01     0.000000000E+00     0.000000000E+00     0.217763659E+01     0.000000000E+00     0.000000000E+00
      2     0.289599598E+01     0.396402981E+01     0.369978593E+01     0.276534414E+01     0.554391530E-01    -0.586679237E-01
      3     0.242213411E+01     0.327311909E+01     0.328796202E+01     0.245156233E+01    -0.167587440E+00     0.488280115E-01
      4     0.188158381E+01     0.255245767E+01     0.244937849E+01     0.188293007E+01     0.537798325E-01    -0.937708046E-02
      5     0.145557341E+01     0.161922877E+01     0.149519747E+01     0.140487212E+01    -0.339419262E+00     0.113157781E+00
      6     0.772705757E+00     0.122610823E+01     0.117103738E+01     0.765264382E+00    -0.148752525E+00    -0.232244820E-01
      7     0.472958438E+00     0.400710129E+00     0.291747684E+00     0.385381333E+00    -0.202281822E+00    -0.266801676E-01
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.9570
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999996E+00     0.000000000E+00     0.000000000E+00     0.876511162E+00     0.000000000E+00     0.000000000E+00
      1     0.208462564E+01     0.000000000E+00     0.000000000E+00     0.214970495E+01     0.000000000E+00     0.000000000E+00
      2     0.285087049E+01     0.393323253E+01     0.365085593E+01     0.271689577E+01    -0.630762724E-01    -0.695653425E-01
      3     0.234401039E+01     0.318920144E+01     0.321377680E+01     0.238811788E+01    -0.170282682E+00     0.242371688E-01
      4     0.191653339E+01     0.252609647E+01     0.240893937E+01     0.190311339E+01     0.488048510E-01    -0.113369765E+00
      5     0.145779091E+01     0.164484908E+01     0.149654227E+01     0.132724764E+01    -0.104144426E+00     0.185207006E+00
      6     0.825984428E+00     0.118702681E+01     0.118650534E+01     0.787522106E+00    -0.701580012E-02     0.138601368E+00
      7     0.427355776E+00     0.375820295E+00     0.382866200E+00     0.439849099E+00     0.421860805E-01     0.134455249E+00
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.9662
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999996E+00     0.000000000E+00     0.000000000E+00     0.910594738E+00     0.000000000E+00     0.000000000E+00
      1     0.221742148E+01     0.000000000E+00     0.000000000E+00     0.225939809E+01     0.000000000E+00     0.000000000E+00
      2     0.299298292E+01     0.404832889E+01     0.384924165E+01     0.290239513E+01    -0.193100448E-01    -0.533117650E-01
      3     0.257189956E+01     0.345290815E+01     0.346726720E+01     0.262032453E+01    -0.183590946E+00    -0.400706876E-03
      4     0.195144269E+01     0.268323030E+01     0.260840278E+01     0.201152700E+01    -0.203470623E-01    -0.150477384E+00
      5     0.145242335E+01     0.168834373E+01     0.154180359E+01     0.140846011E+01    -0.100652344E+00    -0.285870776E-01
      6     0.711557224E+00     0.115405596E+01     0.113501820E+01     0.761293180E+00     0.106378441E+00    -0.416244961E-01
      7     0.400428503E+00     0.369169733E+00     0.284186589E+00     0.383337260E+00     0.114064959E+00    -0.527867937E-01
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.9756
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999996E+00     0.000000000E+00     0.000000000E+00     0.903549125E+00     0.000000000E+00     0.000000000E+00
      1     0.224345485E+01     0.000000000E+00     0.000000000E+00     0.227627978E+01     0.000000000E+00     0.000000000E+00
      2     0.303175156E+01     0.406885840E+01     0.386459662E+01     0.293481421E+01    -0.127237524E-01    -0.239337879E-01
      3     0.265180791E+01     0.352750725E+01     0.353646960E+01     0.270412525E+01    -0.172386650E+00     0.180328749E-01
      4     0.206272295E+01     0.279303404E+01     0.269626467E+01     0.210629062E+01    -0.475188947E-01    -0.992035585E-01
      5     0.151483143E+01     0.179241635E+01     0.165529518E+01     0.148870740E+01    -0.108718639E+00    -0.519257312E-01
      6     0.764489162E+00     0.120919374E+01     0.116515078E+01     0.804489845E+00     0.755740717E-01    -0.637219682E-01
      7     0.427512042E+00     0.418037699E+00     0.316002150E+00     0.395141123E+00     0.714308134E-01    -0.820268680E-01
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.9852
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999997E+00     0.000000000E+00     0.000000000E+00     0.900224753E+00     0.000000000E+00     0.000000000E+00
      1     0.214573766E+01     0.000000000E+00     0.000000000E+00     0.218848867E+01     0.000000000E+00     0.000000000E+00
      2     0.292765658E+01     0.397834998E+01     0.375708609E+01     0.281158073E+01     0.564506671E-01    -0.461537784E-01
      3     0.247646641E+01     0.331816396E+01     0.334191988E+01     0.251604122E+01    -0.158056069E+00     0.528631781E-01
      4     0.202175382E+01     0.266004542E+01     0.256848147E+01     0.204225504E+01     0.964122465E-02    -0.336567227E-01
      5     0.148438175E+01     0.173939640E+01     0.163220583E+01     0.147854346E+01    -0.288126476E+00    -0.296825294E-01
      6     0.829516279E+00     0.127124194E+01     0.120233347E+01     0.846803604E+00    -0.645431427E-01    -0.151031873E+00
      7     0.445753597E+00     0.433915857E+00     0.311995934E+00     0.372117320E+00    -0.124223300E+00    -0.145678929E+00
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.9950
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999997E+00     0.000000000E+00     0.000000000E+00     0.876183385E+00     0.000000000E+00     0.000000000E+00
      1     0.211607775E+01     0.000000000E+00     0.000000000E+00     0.217463135E+01     0.000000000E+00     0.000000000E+00
      2     0.288538062E+01     0.395975622E+01     0.368030268E+01     0.273959352E+01    -0.356924369E-01    -0.860747234E-01
      3     0.240785270E+01     0.324459876E+01     0.326981493E+01     0.242877237E+01    -0.169456445E+00     0.261872881E-01
      4     0.193881673E+01     0.255664301E+01     0.244467753E+01     0.189672924E+01     0.572262869E-01    -0.914355950E-01
      5     0.147885921E+01     0.164857272E+01     0.150995116E+01     0.132289525E+01    -0.154796349E+00     0.193371997E+00
      6     0.810736695E+00     0.116471037E+01     0.116882623E+01     0.744623881E+00    -0.464462598E-01     0.130268925E+00
      7     0.428089133E+00     0.356148963E+00     0.353813611E+00     0.392112134E+00    -0.299375511E-01     0.144628143E+00
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      1.0051
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999997E+00     0.000000000E+00     0.000000000E+00     0.903173852E+00     0.000000000E+00     0.000000000E+00
      1     0.218550824E+01     0.000000000E+00     0.000000000E+00     0.222897320E+01     0.000000000E+00     0.000000000E+00
      2     0.295497843E+01     0.401664073E+01     0.380401742E+01     0.286482481E+01    -0.316442772E-01    -0.552925956E-01
      3     0.252279147E+01     0.339687495E+01     0.340184626E+01     0.256781852E+01    -0.186608148E+00     0.394725946E-02
      4     0.193511379E+01     0.264769826E+01     0.256807123E+01     0.199001848E+01    -0.247075797E-01    -0.166685248E+00
      5     0.146020469E+01     0.168120598E+01     0.153387686E+01     0.141336184E+01    -0.785457480E-01     0.982676538E-03
      6     0.734028264E+00     0.118126124E+01     0.116236115E+01     0.784099148E+00     0.107256256E+00    -0.192577939E-01
      7     0.424859113E+00     0.389078940E+00     0.306468329E+00     0.416328107E+00     0.124387259E+00    -0.326377506E-01
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      1.0153
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999997E+00     0.000000000E+00     0.000000000E+00     0.910277772E+00     0.000000000E+00     0.000000000E+00
      1     0.226132014E+01     0.000000000E+00     0.000000000E+00     0.229978693E+01     0.000000000E+00     0.000000000E+00
      2     0.305797175E+01     0.409281772E+01     0.389578550E+01     0.296533458E+01    -0.104246486E-01    -0.255739818E-01
      3     0.267997163E+01     0.356492910E+01     0.358365094E+01     0.274325580E+01    -0.167693488E+00     0.159876337E-01
      4     0.209083967E+01     0.282539393E+01     0.273437184E+01     0.214984865E+01    -0.179839301E-01    -0.104237018E+00
      5     0.150650011E+01     0.181641991E+01     0.168442874E+01     0.150359738E+01    -0.128737682E+00    -0.417160518E-01
      6     0.764477735E+00     0.120614257E+01     0.114927237E+01     0.805680576E+00     0.680286366E-01    -0.606304026E-01
      7     0.381038723E+00     0.396378746E+00     0.302727138E+00     0.363530139E+00     0.867117713E-01    -0.790549413E-01
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      1.0257
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999997E+00     0.000000000E+00     0.000000000E+00     0.916563512E+00     0.000000000E+00     0.000000000E+00
      1     0.221386096E+01     0.000000000E+00     0.000000000E+00     0.226165468E+01     0.000000000E+00     0.000000000E+00
      2     0.300316607E+01     0.405190657E+01     0.385837919E+01     0.291533519E+01     0.192772827E-01    -0.238301950E-01
      3     0.260362281E+01     0.346587737E+01     0.349142212E+01     0.266564978E+01    -0.157418101E+00     0.438848911E-01
      4     0.210185215E+01     0.278283285E+01     0.270049586E+01     0.215161188E+01    -0.179994535E-01    -0.608970563E-01
      5     0.156625008E+01     0.184348693E+01     0.172640399E+01     0.155421367E+01    -0.206504418E+00    -0.481668597E-01
      6     0.849130179E+00     0.129345982E+01     0.126324083E+01     0.902210852E+00    -0.693672905E-02    -0.120249699E+00
      7     0.472667792E+00     0.475801155E+00     0.371349063E+00     0.428708328E+00    -0.385584390E-01    -0.137466954E+00
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      1.0363
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999997E+00     0.000000000E+00     0.000000000E+00     0.879766067E+00     0.000000000E+00     0.000000000E+00
