#
# ARTDECO : Beta_l
#
# Used model for truncation was:
 dm
# number of wavelengths
         209
# wlambda(microns)     nBetal     Trunc. Coeff.     Cext      SSA              g 
      5     0.148088603E+01     0.166008092E+01     0.151698987E+01     0.139921647E+01    -0.711883330E-01     0.499306147E-01
      6     0.778718329E+00     0.120908561E+01     0.119257683E+01     0.782197382E+00     0.118200309E+00     0.267615840E-02
      7     0.425999507E+00     0.373533023E+00     0.340461045E+00     0.438835496E+00     0.125517304E+00     0.278721422E-01
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      1.1561
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999998E+00     0.000000000E+00     0.000000000E+00     0.905565322E+00     0.000000000E+00     0.000000000E+00
      1     0.222630189E+01     0.000000000E+00     0.000000000E+00     0.225664794E+01     0.000000000E+00     0.000000000E+00
      2     0.301189506E+01     0.404918913E+01     0.385162236E+01     0.292257144E+01    -0.182692626E-01    -0.432677987E-01
      3     0.263368940E+01     0.350028817E+01     0.350043690E+01     0.267633045E+01    -0.172817962E+00     0.167006498E-01
      4     0.207060471E+01     0.278295052E+01     0.270024115E+01     0.212673258E+01    -0.314313290E-01    -0.135473239E+00
      5     0.149615824E+01     0.179629745E+01     0.166739154E+01     0.150084161E+01    -0.889639935E-01    -0.733020241E-01
      6     0.776139133E+00     0.122767481E+01     0.116322992E+01     0.826196976E+00     0.109435093E+00    -0.811067841E-01
      7     0.396811622E+00     0.415408786E+00     0.298426721E+00     0.369748948E+00     0.111205843E+00    -0.785221713E-01
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      1.1696
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999998E+00     0.000000000E+00     0.000000000E+00     0.911958445E+00     0.000000000E+00     0.000000000E+00
      1     0.222484806E+01     0.000000000E+00     0.000000000E+00     0.227188756E+01     0.000000000E+00     0.000000000E+00
      2     0.301264471E+01     0.406201375E+01     0.386088140E+01     0.292146368E+01    -0.427356079E-02    -0.150122190E-01
      3     0.261658702E+01     0.348598645E+01     0.350641778E+01     0.267022841E+01    -0.158303095E+00     0.449081032E-01
      4     0.208156441E+01     0.277269880E+01     0.268546373E+01     0.211170410E+01    -0.438518335E-02    -0.664917298E-01
      5     0.156717992E+01     0.181586951E+01     0.170284599E+01     0.153529436E+01    -0.196006830E+00     0.293245522E-01
      6     0.858103289E+00     0.128746581E+01     0.124204291E+01     0.851956728E+00    -0.165205637E-01    -0.234843714E-01
      7     0.467351898E+00     0.441922103E+00     0.376050593E+00     0.412315797E+00    -0.136588523E-01    -0.624017885E-01
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      1.1835
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999998E+00     0.000000000E+00     0.000000000E+00     0.903868600E+00     0.000000000E+00     0.000000000E+00
      1     0.210115743E+01     0.000000000E+00     0.000000000E+00     0.217922113E+01     0.000000000E+00     0.000000000E+00
      2     0.286435772E+01     0.396007722E+01     0.371868820E+01     0.276765603E+01    -0.555918143E-02    -0.500404864E-01
      3     0.239088757E+01     0.322643866E+01     0.325863043E+01     0.244975563E+01    -0.153315900E+00     0.512432462E-01
      4     0.200504223E+01     0.259926428E+01     0.250761421E+01     0.200757028E+01     0.538703944E-01    -0.199279487E-01
      5     0.146414421E+01     0.170176639E+01     0.160072166E+01     0.138907282E+01    -0.261688146E+00     0.155006361E+00
      6     0.855981854E+00     0.120878746E+01     0.121172762E+01     0.843560416E+00    -0.129607383E+00     0.717451359E-01
      7     0.402619688E+00     0.388825691E+00     0.360138560E+00     0.358270477E+00    -0.130235684E+00     0.525947471E-01
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      1.1976
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999998E+00     0.000000000E+00     0.000000000E+00     0.904711813E+00     0.000000000E+00     0.000000000E+00
      1     0.213123803E+01     0.000000000E+00     0.000000000E+00     0.219114097E+01     0.000000000E+00     0.000000000E+00
      2     0.289167845E+01     0.397456388E+01     0.374960403E+01     0.279431590E+01    -0.105927273E-01    -0.987530172E-01
      3     0.242828382E+01     0.327559395E+01     0.329406128E+01     0.246431868E+01    -0.185446046E+00     0.131038068E-01
      4     0.186234298E+01     0.254813942E+01     0.247813181E+01     0.189294640E+01    -0.769244489E-03    -0.172645976E+00
      5     0.146173280E+01     0.160644841E+01     0.147590235E+01     0.138511408E+01    -0.103122741E+00     0.605026474E-01
      6     0.772876065E+00     0.120750043E+01     0.121182297E+01     0.796943367E+00     0.102735785E+00     0.184423679E-01
      7     0.446079043E+00     0.385946347E+00     0.344407237E+00     0.447740526E+00     0.774793553E-01     0.207882294E-01
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      1.2122
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999998E+00     0.000000000E+00     0.000000000E+00     0.906090748E+00     0.000000000E+00     0.000000000E+00
      1     0.222682546E+01     0.000000000E+00     0.000000000E+00     0.226074814E+01     0.000000000E+00     0.000000000E+00
      2     0.300496339E+01     0.405145068E+01     0.385135276E+01     0.291308181E+01    -0.251511500E-01    -0.525632250E-01
      3     0.262285689E+01     0.348781276E+01     0.349169638E+01     0.266238250E+01    -0.176333340E+00     0.127734455E-01
      4     0.202628077E+01     0.275020767E+01     0.267373820E+01     0.208445151E+01    -0.180567321E-01    -0.146165636E+00
      5     0.149319902E+01     0.176412414E+01     0.162888050E+01     0.148306780E+01    -0.911762454E-01    -0.410239142E-01
      6     0.765581410E+00     0.121833055E+01     0.116253004E+01     0.809422411E+00     0.111637253E+00    -0.523470699E-01
      7     0.401964458E+00     0.406395521E+00     0.297425088E+00     0.371279416E+00     0.128728688E+00    -0.526034121E-01
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      1.2270
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999998E+00     0.000000000E+00     0.000000000E+00     0.859701375E+00     0.000000000E+00     0.000000000E+00
      1     0.207643388E+01     0.000000000E+00     0.000000000E+00     0.209319519E+01     0.000000000E+00     0.000000000E+00
      2     0.287125182E+01     0.388953796E+01     0.361458689E+01     0.270833816E+01     0.871261196E-01    -0.457056872E-01
      3     0.237418998E+01     0.320605682E+01     0.321253761E+01     0.240848274E+01    -0.152812654E+00     0.485679774E-01
      4     0.189389364E+01     0.256927481E+01     0.243891663E+01     0.193568685E+01     0.763704862E-01    -0.249776232E-01
      5     0.146976162E+01     0.168137418E+01     0.153430895E+01     0.153495072E+01    -0.319200361E+00    -0.298545885E-01
      6     0.822741176E+00     0.138843309E+01     0.121314837E+01     0.859089750E+00    -0.595176691E-01    -0.188504610E+00
      7     0.468917478E+00     0.462397924E+00     0.276391819E+00     0.443142895E+00    -0.141088853E+00    -0.188601759E+00
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      1.2423
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999998E+00     0.000000000E+00     0.000000000E+00     0.910373724E+00     0.000000000E+00     0.000000000E+00
      1     0.215746323E+01     0.000000000E+00     0.000000000E+00     0.223339788E+01     0.000000000E+00     0.000000000E+00
      2     0.290734895E+01     0.401238972E+01     0.378569038E+01     0.282308891E+01     0.665581311E-02    -0.328320242E-01
      3     0.247403337E+01     0.332180649E+01     0.334697323E+01     0.252620621E+01    -0.165265829E+00     0.515630088E-01
      4     0.198111896E+01     0.262599445E+01     0.254650701E+01     0.198754641E+01     0.194879459E-01    -0.254872584E-01
      5     0.148799467E+01     0.169207512E+01     0.159911243E+01     0.141952796E+01    -0.271174520E+00     0.113237211E+00
      6     0.821426380E+00     0.120264444E+01     0.121050817E+01     0.817429148E+00    -0.106479471E+00     0.498430531E-01
      7     0.449520450E+00     0.406186761E+00     0.361319118E+00     0.382386270E+00    -0.128323402E+00     0.713801068E-02
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      1.2579
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999998E+00     0.000000000E+00     0.000000000E+00     0.891509555E+00     0.000000000E+00     0.000000000E+00
      1     0.207581180E+01     0.000000000E+00     0.000000000E+00     0.212938426E+01     0.000000000E+00     0.000000000E+00
      2     0.282890948E+01     0.391263846E+01     0.366927031E+01     0.272146734E+01    -0.422125855E-01    -0.793135230E-01
      3     0.232211584E+01     0.316528862E+01     0.317636709E+01     0.236335194E+01    -0.187982527E+00     0.183052045E-01
      4     0.181905883E+01     0.247700972E+01     0.239335944E+01     0.186645918E+01    -0.173932404E-01    -0.219053903E+00
      5     0.145921786E+01     0.160212170E+01     0.144073090E+01     0.138321144E+01    -0.321134621E-01     0.623072361E-01
      6     0.823015071E+00     0.126366058E+01     0.124476924E+01     0.841618121E+00     0.134973184E+00     0.478429931E-01
      7     0.479590186E+00     0.424464595E+00     0.389596177E+00     0.509956294E+00     0.144242050E+00     0.121976606E-01
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      1.2739
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999998E+00     0.000000000E+00     0.000000000E+00     0.907199847E+00     0.000000000E+00     0.000000000E+00
      1     0.222901481E+01     0.000000000E+00     0.000000000E+00     0.226052430E+01     0.000000000E+00     0.000000000E+00
      2     0.300803147E+01     0.405177550E+01     0.385277804E+01     0.289959570E+01    -0.252577463E-01    -0.594373519E-01
      3     0.261557210E+01     0.347276804E+01     0.348818806E+01     0.264149114E+01    -0.176295463E+00     0.711594997E-02
      4     0.200093903E+01     0.272140305E+01     0.265319713E+01     0.205027815E+01    -0.512829618E-02    -0.157511806E+00
      5     0.148974389E+01     0.173934487E+01     0.159427263E+01     0.144775884E+01    -0.886197196E-01    -0.448147973E-01
      6     0.756836341E+00     0.119662282E+01     0.114509914E+01     0.770729061E+00     0.126286962E+00    -0.571138044E-01
      7     0.393071159E+00     0.376733506E+00     0.286694311E+00     0.353016664E+00     0.151551841E+00    -0.624094867E-01
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      1.2904
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999998E+00     0.000000000E+00     0.000000000E+00     0.912170785E+00     0.000000000E+00     0.000000000E+00
      1     0.223974598E+01     0.000000000E+00     0.000000000E+00     0.226768343E+01     0.000000000E+00     0.000000000E+00
      2     0.302357894E+01     0.406033267E+01     0.387525364E+01     0.293108407E+01    -0.383252494E-02    -0.309533212E-01
      3     0.264983096E+01     0.351164329E+01     0.352488969E+01     0.270432361E+01    -0.165073556E+00     0.315864045E-01
      4     0.211743400E+01     0.282025480E+01     0.272990791E+01     0.216988481E+01    -0.288367328E-01    -0.979806182E-01
      5     0.150305656E+01     0.183303885E+01     0.171413642E+01     0.152197650E+01    -0.147264178E+00    -0.104702342E+00
      6     0.812604991E+00     0.124550810E+01     0.116594777E+01     0.848265548E+00     0.673971150E-01    -0.130076938E+00
      7     0.385069077E+00     0.427132637E+00     0.324086547E+00     0.366821884E+00     0.587507878E-01    -0.147736602E+00
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      1.3072
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999998E+00     0.000000000E+00     0.000000000E+00     0.892409988E+00     0.000000000E+00     0.000000000E+00
      1     0.217225257E+01     0.000000000E+00     0.000000000E+00     0.223245326E+01     0.000000000E+00     0.000000000E+00
      2     0.292416039E+01     0.401440445E+01     0.376541077E+01     0.280710190E+01     0.176157764E-01    -0.309117709E-01
      3     0.250380556E+01     0.334367632E+01     0.336199655E+01     0.252545109E+01    -0.170727242E+00     0.515380710E-01
      4     0.194300037E+01     0.261063417E+01     0.252460970E+01     0.192841812E+01     0.322095170E-01    -0.152248433E-01
      5     0.150357074E+01     0.166958112E+01     0.154743233E+01     0.138814549E+01    -0.302344740E+00     0.151397880E+00
      6     0.801173633E+00     0.118557700E+01     0.118160102E+01     0.755692832E+00    -0.144444033E+00     0.799929633E-01
      7     0.468765769E+00     0.391925484E+00     0.336095478E+00     0.359915914E+00    -0.163016972E+00     0.255394470E-01
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      1.3246
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999998E+00     0.000000000E+00     0.000000000E+00     0.865583387E+00     0.000000000E+00     0.000000000E+00
      1     0.205099263E+01     0.000000000E+00     0.000000000E+00     0.210583835E+01     0.000000000E+00     0.000000000E+00
      2     0.281279241E+01     0.389033069E+01     0.359769531E+01     0.267537487E+01    -0.789917979E-01    -0.724518256E-01
      3     0.232624861E+01     0.314217374E+01     0.314494886E+01     0.234539350E+01    -0.160130444E+00     0.253590340E-01
      4     0.199575355E+01     0.254565255E+01     0.242265633E+01     0.195150776E+01     0.844313547E-01    -0.834059763E-01
      5     0.143396856E+01     0.167729491E+01     0.155441307E+01     0.132268576E+01    -0.631658643E-01     0.244281723E+00
      6     0.857494348E+00     0.118861892E+01     0.115035687E+01     0.786345160E+00    -0.505293606E-02     0.221458095E+00
      7     0.333230169E+00     0.332957208E+00     0.378371625E+00     0.408259111E+00     0.581258596E-01     0.225177908E+00
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      1.3423
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999998E+00     0.000000000E+00     0.000000000E+00     0.910133914E+00     0.000000000E+00     0.000000000E+00
      1     0.221246067E+01     0.000000000E+00     0.000000000E+00     0.225109909E+01     0.000000000E+00     0.000000000E+00
      2     0.299076606E+01     0.404104358E+01     0.384239075E+01     0.289070205E+01    -0.307525466E-01    -0.612974967E-01
      3     0.257858180E+01     0.344222186E+01     0.346344662E+01     0.262739575E+01    -0.178822911E+00     0.371716439E-02
      4     0.198136694E+01     0.270654349E+01     0.263343460E+01     0.205266715E+01    -0.122034574E-01    -0.185093700E+00
      5     0.148250613E+01     0.173629018E+01     0.158590809E+01     0.146034674E+01    -0.646008908E-01    -0.634853581E-01
      6     0.760669696E+00     0.121442863E+01     0.116487509E+01     0.801206644E+00     0.142738114E+00    -0.762150233E-01
      7     0.393634318E+00     0.388674976E+00     0.310824027E+00     0.400830316E+00     0.168502317E+00    -0.941017480E-01
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      1.3606
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999998E+00     0.000000000E+00     0.000000000E+00     0.911038962E+00     0.000000000E+00     0.000000000E+00
      1     0.225825507E+01     0.000000000E+00     0.000000000E+00     0.228206560E+01     0.000000000E+00     0.000000000E+00
      2     0.303491536E+01     0.407420722E+01     0.389247721E+01     0.295319829E+01    -0.401567621E-02    -0.316328744E-01
      3     0.269102645E+01     0.355459991E+01     0.354948683E+01     0.272867295E+01    -0.170561983E+00     0.252809286E-01
      4     0.213188128E+01     0.283931881E+01     0.276082462E+01     0.218479698E+01    -0.367811788E-01    -0.109827260E+00
      5     0.153210888E+01     0.185644262E+01     0.173334880E+01     0.153644159E+01    -0.141988811E+00    -0.871424056E-01
      6     0.808167960E+00     0.124463724E+01     0.117913002E+01     0.849717357E+00     0.567860385E-01    -0.108880930E+00
      7     0.406175120E+00     0.439871888E+00     0.323191303E+00     0.365848482E+00     0.506180030E-01    -0.137336111E+00
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      1.3794
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999998E+00     0.000000000E+00     0.000000000E+00     0.879966322E+00     0.000000000E+00     0.000000000E+00
      1     0.208788392E+01     0.000000000E+00     0.000000000E+00     0.213085442E+01     0.000000000E+00     0.000000000E+00
      2     0.286084531E+01     0.391918623E+01     0.365968821E+01     0.271904642E+01     0.930919095E-01    -0.632736082E-01
      3     0.239644958E+01     0.320442999E+01     0.322510872E+01     0.242418122E+01    -0.156368747E+00     0.658484697E-01
      4     0.201243420E+01     0.260822413E+01     0.250132218E+01     0.201319555E+01     0.144001148E-01    -0.169315542E-01
      5     0.149143717E+01     0.174092352E+01     0.164657224E+01     0.151768831E+01    -0.374905484E+00    -0.190507985E-01
      6     0.895767840E+00     0.135317466E+01     0.123473475E+01     0.896453730E+00    -0.148321664E+00    -0.199490237E+00
      7     0.467594845E+00     0.479934012E+00     0.335761811E+00     0.390915592E+00    -0.245710806E+00    -0.203197196E+00
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      1.3987
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999998E+00     0.000000000E+00     0.000000000E+00     0.872094712E+00     0.000000000E+00     0.000000000E+00
      1     0.215530424E+01     0.000000000E+00     0.000000000E+00     0.217569566E+01     0.000000000E+00     0.000000000E+00
      2     0.292440695E+01     0.396714754E+01     0.370777824E+01     0.274920112E+01    -0.276870954E-01    -0.729732219E-01
      3     0.251749102E+01     0.330953317E+01     0.331344338E+01     0.245112972E+01    -0.153953478E+00     0.312696696E-01
      4     0.205259418E+01     0.262163703E+01     0.253116603E+01     0.193430353E+01     0.879463426E-01    -0.374399293E-01
      5     0.155899188E+01     0.171833414E+01     0.157394605E+01     0.128705011E+01    -0.174531132E+00     0.250275240E+00
      6     0.855419745E+00     0.113703706E+01     0.115755850E+01     0.679370161E+00    -0.811285639E-01     0.201832166E+00
      7     0.399133659E+00     0.303282853E+00     0.332139264E+00     0.282866980E+00    -0.585345938E-01     0.206346378E+00
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      1.4185
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999999E+00     0.000000000E+00     0.000000000E+00     0.890236526E+00     0.000000000E+00     0.000000000E+00
      1     0.214491778E+01     0.000000000E+00     0.000000000E+00     0.217143658E+01     0.000000000E+00     0.000000000E+00
      2     0.291233844E+01     0.396158689E+01     0.373702349E+01     0.279518678E+01    -0.670341240E-01    -0.697563699E-01
      3     0.246840633E+01     0.331171525E+01     0.331635850E+01     0.250501849E+01    -0.174290093E+00     0.761560562E-02
      4     0.199171858E+01     0.264834213E+01     0.254154467E+01     0.201429191E+01    -0.480332127E-02    -0.213731908E+00
      5     0.149374346E+01     0.173325332E+01     0.159227533E+01     0.145490950E+01     0.246369734E-01    -0.108230711E-01
      6     0.834591826E+00     0.126940896E+01     0.120388259E+01     0.840240895E+00     0.165454389E+00    -0.345758881E-01
      7     0.407580585E+00     0.411328778E+00     0.356056437E+00     0.437945629E+00     0.213691145E+00    -0.437031395E-01
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      1.4389
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999999E+00     0.000000000E+00     0.000000000E+00     0.911028488E+00     0.000000000E+00     0.000000000E+00
      1     0.226694760E+01     0.000000000E+00     0.000000000E+00     0.228914181E+01     0.000000000E+00     0.000000000E+00
      2     0.304653902E+01     0.408204134E+01     0.390278454E+01     0.297168437E+01    -0.109384286E-01    -0.326551284E-01
      3     0.271965488E+01     0.358451085E+01     0.357220208E+01     0.275722050E+01    -0.162903462E+00     0.186781988E-01
      4     0.216294503E+01     0.287319137E+01     0.279932010E+01     0.222968409E+01    -0.314804265E-01    -0.133465069E+00
      5     0.160033736E+01     0.192072835E+01     0.178874705E+01     0.160849743E+01    -0.100759883E+00    -0.726521842E-01
      6     0.858599208E+00     0.131626342E+01     0.124710016E+01     0.904086814E+00     0.730118079E-01    -0.975555128E-01
      7     0.443137744E+00     0.481228239E+00     0.366974267E+00     0.412699473E+00     0.915930440E-01    -0.126924433E+00
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      1.4599
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999999E+00     0.000000000E+00     0.000000000E+00     0.916330734E+00     0.000000000E+00     0.000000000E+00
      1     0.222493690E+01     0.000000000E+00     0.000000000E+00     0.226766033E+01     0.000000000E+00     0.000000000E+00
      2     0.301587780E+01     0.405902991E+01     0.386952373E+01     0.292915056E+01     0.243695666E-01    -0.279796805E-01
      3     0.265469985E+01     0.349953518E+01     0.351995488E+01     0.271186925E+01    -0.144918108E+00     0.496843470E-01
      4     0.222624994E+01     0.287058610E+01     0.278782981E+01     0.227216105E+01    -0.189192715E-01    -0.648466626E-01
      5     0.164226038E+01     0.197294638E+01     0.187508509E+01     0.166756506E+01    -0.225986604E+00    -0.552690661E-01
      6     0.962962730E+00     0.140195657E+01     0.132326407E+01     0.982381993E+00    -0.446465868E-01    -0.147079247E+00
      7     0.462649908E+00     0.516837291E+00     0.438525309E+00     0.449917268E+00    -0.649883200E-01    -0.173148565E+00
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      1.4816
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999999E+00     0.000000000E+00     0.000000000E+00     0.871448061E+00     0.000000000E+00     0.000000000E+00
      1     0.211486070E+01     0.000000000E+00     0.000000000E+00     0.218299940E+01     0.000000000E+00     0.000000000E+00
      2     0.289143561E+01     0.396773876E+01     0.367329056E+01     0.275095922E+01     0.319298524E-01    -0.129651890E+00
      3     0.246873017E+01     0.327842658E+01     0.329750127E+01     0.248920548E+01    -0.149186694E+00     0.415701255E-01
      4     0.202179770E+01     0.263920437E+01     0.253230027E+01     0.198764071E+01     0.925730627E-01    -0.431096748E-01
      5     0.162266444E+01     0.178028318E+01     0.162919706E+01     0.144706061E+01    -0.271958242E+00     0.281201911E+00
      6     0.921349952E+00     0.128828052E+01     0.130829090E+01     0.853853617E+00    -0.160410995E+00     0.144895557E+00
      7     0.498978623E+00     0.438343827E+00     0.459191068E+00     0.483242705E+00    -0.214765183E+00     0.180483407E+00
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      1.5038
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999999E+00     0.000000000E+00     0.000000000E+00     0.867211259E+00     0.000000000E+00     0.000000000E+00
      1     0.210159890E+01     0.000000000E+00     0.000000000E+00     0.213301518E+01     0.000000000E+00     0.000000000E+00
      2     0.287712373E+01     0.392369993E+01     0.365324983E+01     0.273939189E+01    -0.856350999E-01    -0.101030744E+00
      3     0.244409313E+01     0.325899338E+01     0.324954037E+01     0.245161492E+01    -0.166291360E+00     0.155926790E-01
      4     0.204771489E+01     0.264573027E+01     0.253342239E+01     0.203551945E+01     0.334237013E-01    -0.202189387E+00
      5     0.156155889E+01     0.179496950E+01     0.165053441E+01     0.148232431E+01     0.581987156E-01     0.113212130E+00
      6     0.922814868E+00     0.133208610E+01     0.127435000E+01     0.902798680E+00     0.153949249E+00     0.654037244E-01
      7     0.429548684E+00     0.453163415E+00     0.419101660E+00     0.475218024E+00     0.204433263E+00     0.964642306E-01
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      1.5268
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999999E+00     0.000000000E+00     0.000000000E+00     0.906815601E+00     0.000000000E+00     0.000000000E+00
      1     0.224013005E+01     0.000000000E+00     0.000000000E+00     0.226912486E+01     0.000000000E+00     0.000000000E+00
      2     0.304584677E+01     0.406524518E+01     0.387014746E+01     0.295207850E+01    -0.357093044E-01    -0.401945007E-01
      3     0.270220603E+01     0.355337757E+01     0.356007687E+01     0.275009429E+01    -0.159011119E+00     0.203450138E-01
      4     0.218130863E+01     0.288613339E+01     0.280432973E+01     0.225072074E+01    -0.189038390E-01    -0.168078807E+00
      5     0.164327440E+01     0.195523353E+01     0.181266415E+01     0.164710765E+01    -0.707038538E-01    -0.603721331E-01
      6     0.912485962E+00     0.138006250E+01     0.130023341E+01     0.942374963E+00     0.922815515E-01    -0.980632991E-01
      7     0.450673434E+00     0.492263137E+00     0.394442476E+00     0.433667166E+00     0.148061067E+00    -0.119466284E+00
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      1.5505
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999999E+00     0.000000000E+00     0.000000000E+00     0.921587276E+00     0.000000000E+00     0.000000000E+00
      1     0.225136967E+01     0.000000000E+00     0.000000000E+00     0.228699940E+01     0.000000000E+00     0.000000000E+00
      2     0.306616309E+01     0.408352668E+01     0.390906332E+01     0.298165883E+01     0.250839494E-02    -0.255950394E-01
      3     0.273871697E+01     0.357995069E+01     0.360148565E+01     0.279711237E+01    -0.142701001E+00     0.444551478E-01
      4     0.228547100E+01     0.295938989E+01     0.288098977E+01     0.234384437E+01    -0.207160696E-01    -0.943497752E-01
      5     0.173979838E+01     0.205949026E+01     0.193777264E+01     0.173674344E+01    -0.166029876E+00    -0.511236407E-01
      6     0.101354209E+01     0.146592117E+01     0.140732357E+01     0.103604723E+01    -0.197407455E-02    -0.122089071E+00
      7     0.511962437E+00     0.559388245E+00     0.480231352E+00     0.484695672E+00    -0.103483218E-01    -0.155993025E+00
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      1.5749
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999999E+00     0.000000000E+00     0.000000000E+00     0.901305305E+00     0.000000000E+00     0.000000000E+00
      1     0.206526065E+01     0.000000000E+00     0.000000000E+00     0.213939291E+01     0.000000000E+00     0.000000000E+00
      2     0.284953948E+01     0.392441734E+01     0.368139400E+01     0.274900770E+01     0.795598734E-01    -0.112603038E+00
      3     0.241002639E+01     0.320101388E+01     0.322664456E+01     0.245119230E+01    -0.141425029E+00     0.672997881E-01
      4     0.208483361E+01     0.265637077E+01     0.256781785E+01     0.206693929E+01     0.354798771E-01    -0.543464184E-01
      5     0.167587838E+01     0.183441948E+01     0.174794637E+01     0.159848613E+01    -0.330718564E+00     0.164421041E+00
      6     0.105180994E+01     0.146686707E+01     0.144928648E+01     0.997234512E+00    -0.178113365E+00    -0.181954102E-01
      7     0.591199394E+00     0.530869500E+00     0.526289159E+00     0.546381463E+00    -0.299048324E+00    -0.988743206E-02
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      1.6001
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999999E+00     0.000000000E+00     0.000000000E+00     0.861863637E+00     0.000000000E+00     0.000000000E+00
