#
# ARTDECO : Beta_l
#
# Used model for truncation was:
 dm
# number of wavelengths
         209
# wlambda(microns)     nBetal     Trunc. Coeff.     Cext      SSA              g 
      1     0.213021502E+01     0.000000000E+00     0.000000000E+00     0.222977566E+01     0.000000000E+00     0.000000000E+00
      2     0.283742487E+01     0.399771674E+01     0.371850504E+01     0.272856775E+01    -0.351977639E-02    -0.283714972E-01
      3     0.220139847E+01     0.315918793E+01     0.320679459E+01     0.228211917E+01    -0.195535058E+00     0.785801849E-02
      4     0.170342366E+01     0.229741108E+01     0.219602487E+01     0.172267599E+01    -0.362728887E-01    -0.366844423E-01
      5     0.118660716E+01     0.140538849E+01     0.129442230E+01     0.112694832E+01    -0.238315100E+00     0.536955533E-01
      6     0.655044996E+00     0.966272424E+00     0.999335505E+00     0.727262599E+00     0.156620494E-01     0.172235986E-01
      7     0.601976177E+00     0.503917333E+00     0.373485431E+00     0.491047500E+00    -0.117791383E+00     0.291509366E-01
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.2392
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999736E+00     0.000000000E+00     0.000000000E+00     0.890021215E+00     0.000000000E+00     0.000000000E+00
      1     0.220541200E+01     0.000000000E+00     0.000000000E+00     0.229071515E+01     0.000000000E+00     0.000000000E+00
      2     0.293279911E+01     0.406439537E+01     0.379098260E+01     0.281862345E+01     0.363733957E-02     0.508001567E-02
      3     0.236507372E+01     0.333107152E+01     0.337495222E+01     0.245113004E+01    -0.186651313E+00     0.194455188E-01
      4     0.179338786E+01     0.244894285E+01     0.233233255E+01     0.181498580E+01    -0.357847681E-01    -0.159879534E-01
      5     0.115990626E+01     0.145777228E+01     0.134096972E+01     0.111944477E+01    -0.203229975E+00    -0.209364424E-01
      6     0.556642625E+00     0.869848794E+00     0.881846216E+00     0.638992589E+00     0.734943421E-01    -0.309874748E-01
      7     0.468650926E+00     0.412668094E+00     0.264435989E+00     0.367732124E+00    -0.492480397E-01    -0.201189266E-01
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.2416
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999750E+00     0.000000000E+00     0.000000000E+00     0.885917486E+00     0.000000000E+00     0.000000000E+00
      1     0.221660645E+01     0.000000000E+00     0.000000000E+00     0.229595927E+01     0.000000000E+00     0.000000000E+00
      2     0.294804950E+01     0.407130723E+01     0.379529486E+01     0.282956201E+01     0.282846078E-02    -0.174891463E-01
      3     0.239145798E+01     0.335920788E+01     0.339819879E+01     0.247301544E+01    -0.189404011E+00    -0.367918676E-02
      4     0.178344506E+01     0.246151613E+01     0.234668709E+01     0.181753260E+01    -0.337948842E-01    -0.372891608E-01
      5     0.118136577E+01     0.147119210E+01     0.133320267E+01     0.113230521E+01    -0.173822106E+00     0.162065109E-01
      6     0.557773886E+00     0.884562076E+00     0.894197711E+00     0.644357423E+00     0.108019337E+00     0.552996346E-02
      7     0.491915432E+00     0.430892525E+00     0.275642270E+00     0.392802445E+00    -0.142587657E-01     0.135847716E-01
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.2439
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999750E+00     0.000000000E+00     0.000000000E+00     0.894879947E+00     0.000000000E+00     0.000000000E+00
      1     0.214724536E+01     0.000000000E+00     0.000000000E+00     0.224523089E+01     0.000000000E+00     0.000000000E+00
      2     0.285582492E+01     0.401366281E+01     0.373989472E+01     0.275434208E+01     0.183800317E-02    -0.286063719E-01
      3     0.224444851E+01     0.320207506E+01     0.324242774E+01     0.231961035E+01    -0.198005655E+00     0.459170061E-02
      4     0.171047424E+01     0.232470025E+01     0.223206216E+01     0.173753440E+01    -0.445864813E-01    -0.411634717E-01
      5     0.121272273E+01     0.142304264E+01     0.130735841E+01     0.114962049E+01    -0.239249643E+00     0.491708989E-01
      6     0.646116367E+00     0.972662367E+00     0.100957314E+01     0.720544381E+00     0.179747352E-01     0.160200299E-01
      7     0.606207993E+00     0.498803888E+00     0.368974379E+00     0.494580716E+00    -0.112487692E+00     0.230937711E-01
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.2463
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999762E+00     0.000000000E+00     0.000000000E+00     0.875836418E+00     0.000000000E+00     0.000000000E+00
      1     0.214503839E+01     0.000000000E+00     0.000000000E+00     0.222315343E+01     0.000000000E+00     0.000000000E+00
      2     0.287684165E+01     0.399876774E+01     0.370438830E+01     0.274277367E+01     0.729119424E-02    -0.142401459E-01
      3     0.228693251E+01     0.322521061E+01     0.326629842E+01     0.236813666E+01    -0.184196454E+00     0.216877804E-01
      4     0.178032205E+01     0.240955954E+01     0.227742952E+01     0.179490130E+01    -0.299751414E-01     0.669822348E-02
      5     0.110372351E+01     0.142603921E+01     0.130201841E+01     0.107509887E+01    -0.223419529E+00    -0.269425537E-01
      6     0.541305066E+00     0.852997000E+00     0.835219092E+00     0.617771885E+00     0.391046118E-01    -0.659798710E-01
      7     0.395652499E+00     0.365782871E+00     0.206645785E+00     0.307925501E+00    -0.767544689E-01    -0.286471098E-01
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.2488
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999775E+00     0.000000000E+00     0.000000000E+00     0.889754042E+00     0.000000000E+00     0.000000000E+00
      1     0.223321703E+01     0.000000000E+00     0.000000000E+00     0.231228161E+01     0.000000000E+00     0.000000000E+00
      2     0.296787061E+01     0.408821274E+01     0.382002257E+01     0.285650985E+01    -0.104340843E-02    -0.157839932E-01
      3     0.243286981E+01     0.340005837E+01     0.343746211E+01     0.251683731E+01    -0.188854604E+00    -0.284406629E-02
      4     0.181082869E+01     0.250211589E+01     0.238964552E+01     0.184803569E+01    -0.428328376E-01    -0.386202868E-01
      5     0.119437020E+01     0.149397203E+01     0.135592255E+01     0.114225502E+01    -0.171152941E+00     0.454909187E-02
      6     0.545447374E+00     0.872629151E+00     0.890319141E+00     0.635497699E+00     0.103402484E+00    -0.491356868E-02
      7     0.464714787E+00     0.409493567E+00     0.263843180E+00     0.376362775E+00    -0.633157516E-02     0.329687221E-02
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.2513
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999774E+00     0.000000000E+00     0.000000000E+00     0.895445567E+00     0.000000000E+00     0.000000000E+00
      1     0.217350217E+01     0.000000000E+00     0.000000000E+00     0.226939481E+01     0.000000000E+00     0.000000000E+00
      2     0.289006896E+01     0.403950679E+01     0.376843512E+01     0.278864420E+01     0.283988166E-02    -0.301767481E-01
      3     0.230742475E+01     0.326457653E+01     0.330390651E+01     0.238041433E+01    -0.197350463E+00    -0.328425224E-02
      4     0.173277660E+01     0.237384644E+01     0.228636042E+01     0.176969608E+01    -0.457095953E-01    -0.466174927E-01
      5     0.123071583E+01     0.145110057E+01     0.132267810E+01     0.115888936E+01    -0.227066700E+00     0.429965211E-01
      6     0.627262796E+00     0.958011884E+00     0.998741492E+00     0.703530347E+00     0.337973389E-01     0.171357455E-01
      7     0.581874554E+00     0.479140014E+00     0.352927444E+00     0.476183404E+00    -0.838635030E-01     0.210457084E-01
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.2538
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999787E+00     0.000000000E+00     0.000000000E+00     0.884817977E+00     0.000000000E+00     0.000000000E+00
      1     0.212228692E+01     0.000000000E+00     0.000000000E+00     0.220837394E+01     0.000000000E+00     0.000000000E+00
      2     0.284781088E+01     0.398161307E+01     0.369888133E+01     0.273367365E+01    -0.396745983E-02    -0.251873140E-01
      3     0.224298992E+01     0.318243864E+01     0.321688412E+01     0.231673070E+01    -0.188976079E+00     0.214210345E-01
      4     0.174715326E+01     0.235889438E+01     0.225160724E+01     0.177488071E+01    -0.350121296E-01    -0.373821103E-01
      5     0.117918597E+01     0.143708925E+01     0.131187043E+01     0.113346287E+01    -0.230623958E+00     0.126508611E-01
      6     0.615366969E+00     0.949176993E+00     0.953796957E+00     0.686528510E+00     0.250808380E-02    -0.347944555E-01
      7     0.501970224E+00     0.428528371E+00     0.294989551E+00     0.417829031E+00    -0.105609254E+00    -0.104198664E-01
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.2564
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999798E+00     0.000000000E+00     0.000000000E+00     0.889263310E+00     0.000000000E+00     0.000000000E+00
      1     0.222129096E+01     0.000000000E+00     0.000000000E+00     0.229680447E+01     0.000000000E+00     0.000000000E+00
      2     0.296289717E+01     0.407448625E+01     0.380821853E+01     0.285022328E+01     0.658367257E-02    -0.511239263E-02
      3     0.243304650E+01     0.338925093E+01     0.342586619E+01     0.251773282E+01    -0.184438683E+00     0.108407879E-01
      4     0.184144761E+01     0.252445572E+01     0.240666028E+01     0.187339007E+01    -0.395043945E-01    -0.243031064E-01
      5     0.117592405E+01     0.150153517E+01     0.136996811E+01     0.113424739E+01    -0.177665472E+00    -0.296781943E-01
      6     0.535208213E+00     0.857865382E+00     0.862400048E+00     0.617544598E+00     0.948241251E-01    -0.392744203E-01
      7     0.402898638E+00     0.365568173E+00     0.229014881E+00     0.330483176E+00    -0.988046341E-02    -0.255431662E-01
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.2591
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999799E+00     0.000000000E+00     0.000000000E+00     0.892923481E+00     0.000000000E+00     0.000000000E+00
      1     0.222772409E+01     0.000000000E+00     0.000000000E+00     0.230765664E+01     0.000000000E+00     0.000000000E+00
      2     0.296300317E+01     0.408354739E+01     0.382081682E+01     0.285704565E+01     0.607289422E-03    -0.233200514E-01
      3     0.243412587E+01     0.339467422E+01     0.342931144E+01     0.251200607E+01    -0.190166224E+00    -0.789620764E-02
      4     0.180497400E+01     0.249820090E+01     0.239714937E+01     0.184859850E+01    -0.423291484E-01    -0.460415275E-01
      5     0.122524666E+01     0.150325405E+01     0.136135842E+01     0.116476800E+01    -0.181333306E+00     0.171419820E-01
      6     0.564051208E+00     0.902903878E+00     0.928044767E+00     0.652391580E+00     0.865088889E-01     0.723349533E-02
      7     0.483650736E+00     0.417332131E+00     0.277954950E+00     0.394429445E+00    -0.132956448E-01     0.141198863E-01
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.2618
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999811E+00     0.000000000E+00     0.000000000E+00     0.898134016E+00     0.000000000E+00     0.000000000E+00
      1     0.216623722E+01     0.000000000E+00     0.000000000E+00     0.226184583E+01     0.000000000E+00     0.000000000E+00
      2     0.288672710E+01     0.403265906E+01     0.376699430E+01     0.278943953E+01     0.422138861E-02    -0.280710715E-01
      3     0.230823425E+01     0.325903485E+01     0.329674590E+01     0.237868558E+01    -0.197252207E+00     0.296601704E-02
      4     0.173262665E+01     0.237676001E+01     0.229429962E+01     0.177077628E+01    -0.442678848E-01    -0.474614317E-01
      5     0.125303368E+01     0.145609799E+01     0.132975020E+01     0.118054034E+01    -0.237169421E+00     0.379730859E-01
      6     0.641080032E+00     0.985155543E+00     0.102408364E+01     0.708568523E+00     0.137356658E-01     0.742475588E-02
      7     0.583345552E+00     0.470651191E+00     0.355572087E+00     0.481714656E+00    -0.933878973E-01     0.947137228E-02
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.2646
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999816E+00     0.000000000E+00     0.000000000E+00     0.888017763E+00     0.000000000E+00     0.000000000E+00
      1     0.215540049E+01     0.000000000E+00     0.000000000E+00     0.223257962E+01     0.000000000E+00     0.000000000E+00
      2     0.289081080E+01     0.400895118E+01     0.373932914E+01     0.277879475E+01     0.585397967E-02    -0.252767016E-01
      3     0.232106913E+01     0.325969535E+01     0.328936189E+01     0.238689259E+01    -0.186709377E+00     0.224766448E-01
      4     0.176982714E+01     0.241658625E+01     0.231566818E+01     0.180182568E+01    -0.326383886E-01    -0.369960649E-01
      5     0.121996961E+01     0.146764881E+01     0.133997071E+01     0.117779977E+01    -0.226466410E+00     0.486073551E-02
      6     0.604879061E+00     0.968408995E+00     0.965027679E+00     0.673323904E+00     0.155941572E-01    -0.443333563E-01
      7     0.497661782E+00     0.415503765E+00     0.275728466E+00     0.407572381E+00    -0.886202083E-01    -0.199686713E-01
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.2674
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999821E+00     0.000000000E+00     0.000000000E+00     0.883021995E+00     0.000000000E+00     0.000000000E+00
      1     0.220846463E+01     0.000000000E+00     0.000000000E+00     0.226874155E+01     0.000000000E+00     0.000000000E+00
      2     0.295902288E+01     0.405045480E+01     0.378503197E+01     0.283764872E+01     0.229488757E-01    -0.152574449E-01
      3     0.243854066E+01     0.338045884E+01     0.340435760E+01     0.250174440E+01    -0.181973061E+00     0.832853100E-02
      4     0.182896140E+01     0.252190943E+01     0.240740932E+01     0.185770427E+01    -0.179595513E-01    -0.278426849E-01
      5     0.120749785E+01     0.150275286E+01     0.136678943E+01     0.117433831E+01    -0.185538935E+00    -0.266111423E-01
      6     0.547255550E+00     0.913643941E+00     0.889468405E+00     0.616643292E+00     0.894437028E-01    -0.444110940E-01
      7     0.421739936E+00     0.366412908E+00     0.213800545E+00     0.340900109E+00    -0.165109049E-01    -0.247731191E-01
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.2703
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999833E+00     0.000000000E+00     0.000000000E+00     0.895944030E+00     0.000000000E+00     0.000000000E+00
      1     0.222700701E+01     0.000000000E+00     0.000000000E+00     0.230757545E+01     0.000000000E+00     0.000000000E+00
      2     0.296598222E+01     0.408397630E+01     0.382646610E+01     0.286432123E+01     0.205453968E-02    -0.251344173E-01
      3     0.244621824E+01     0.340123386E+01     0.343402527E+01     0.251857709E+01    -0.190505368E+00    -0.848967816E-02
      4     0.180838169E+01     0.250552664E+01     0.241427836E+01     0.185634132E+01    -0.414521676E-01    -0.495209182E-01
      5     0.124900797E+01     0.151399079E+01     0.137274907E+01     0.118731886E+01    -0.190827125E+00     0.216552267E-01
      6     0.574030433E+00     0.925295459E+00     0.950101860E+00     0.656295121E+00     0.697275846E-01     0.126507186E-01
      7     0.483641943E+00     0.409691260E+00     0.280503741E+00     0.399916949E+00    -0.186314515E-01     0.177835248E-01
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.2732
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999834E+00     0.000000000E+00     0.000000000E+00     0.899723742E+00     0.000000000E+00     0.000000000E+00
      1     0.216898523E+01     0.000000000E+00     0.000000000E+00     0.226209221E+01     0.000000000E+00     0.000000000E+00
      2     0.289551742E+01     0.403432947E+01     0.377356415E+01     0.279922135E+01     0.452791453E-02    -0.260391125E-01
      3     0.232944282E+01     0.327395485E+01     0.331063101E+01     0.239723841E+01    -0.196547860E+00     0.693130905E-02
      4     0.174235589E+01     0.239720145E+01     0.231688514E+01     0.178006593E+01    -0.425385013E-01    -0.480599937E-01
      5     0.127212192E+01     0.146638521E+01     0.133837256E+01     0.119422366E+01    -0.238211908E+00     0.347970411E-01
      6     0.643066443E+00     0.995511295E+00     0.103434664E+01     0.702617599E+00     0.493628654E-02     0.305859703E-02
      7     0.567936920E+00     0.451898567E+00     0.345674956E+00     0.469201846E+00    -0.892177935E-01     0.265237906E-02
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.2763
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999841E+00     0.000000000E+00     0.000000000E+00     0.888649368E+00     0.000000000E+00     0.000000000E+00
      1     0.215946494E+01     0.000000000E+00     0.000000000E+00     0.223452018E+01     0.000000000E+00     0.000000000E+00
      2     0.289626010E+01     0.401147657E+01     0.374462737E+01     0.278394585E+01    -0.466437050E-02    -0.161718772E-01
      3     0.233941515E+01     0.327116671E+01     0.329985913E+01     0.240191147E+01    -0.185878699E+00     0.235992269E-01
      4     0.179501478E+01     0.243901398E+01     0.233242054E+01     0.180710360E+01    -0.256954244E-01    -0.325974562E-01
      5     0.122687526E+01     0.147204632E+01     0.135356156E+01     0.116926770E+01    -0.220463328E+00     0.163847128E-01
      6     0.600420041E+00     0.951526385E+00     0.954857161E+00     0.649522096E+00     0.215951842E-02    -0.229583824E-01
      7     0.461035702E+00     0.378018614E+00     0.258831070E+00     0.373426138E+00    -0.775713644E-01    -0.924958337E-02
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.2793
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999853E+00     0.000000000E+00     0.000000000E+00     0.892897566E+00     0.000000000E+00     0.000000000E+00
      1     0.221847564E+01     0.000000000E+00     0.000000000E+00     0.228832517E+01     0.000000000E+00     0.000000000E+00
      2     0.296871753E+01     0.406839032E+01     0.381408153E+01     0.286313534E+01     0.580824935E-02    -0.465985021E-02
      3     0.246168016E+01     0.340433850E+01     0.343375625E+01     0.253911547E+01    -0.180852128E+00     0.153152628E-01
      4     0.187016774E+01     0.256027579E+01     0.245238257E+01     0.191087001E+01    -0.306193350E-01    -0.209129888E-01
      5     0.121195845E+01     0.153643773E+01     0.140634069E+01     0.118295199E+01    -0.187664480E+00    -0.224877740E-01
      6     0.546321603E+00     0.897737278E+00     0.892903379E+00     0.632227130E+00     0.655228153E-01    -0.344668389E-01
      7     0.377723836E+00     0.347946067E+00     0.212827242E+00     0.319952935E+00    -0.128907097E-01    -0.222076461E-01
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.2825
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999855E+00     0.000000000E+00     0.000000000E+00     0.891872146E+00     0.000000000E+00     0.000000000E+00
      1     0.223419377E+01     0.000000000E+00     0.000000000E+00     0.229940264E+01     0.000000000E+00     0.000000000E+00
      2     0.298955720E+01     0.408109483E+01     0.382813100E+01     0.287909569E+01     0.103945832E-01    -0.160066443E-01
      3     0.249237996E+01     0.343697622E+01     0.346645685E+01     0.256605130E+01    -0.182654307E+00    -0.150235398E-03
      4     0.186319795E+01     0.257508364E+01     0.246636388E+01     0.190263312E+01    -0.321707934E-01    -0.404353482E-01
      5     0.123919663E+01     0.154170117E+01     0.139606352E+01     0.118354660E+01    -0.166340044E+00    -0.752513171E-02
      6     0.556295526E+00     0.905296973E+00     0.908930896E+00     0.628069504E+00     0.976841004E-01    -0.804537436E-02
      7     0.405223068E+00     0.358615478E+00     0.227634529E+00     0.329669618E+00     0.172963803E-01     0.201241354E-02
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.2857
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999858E+00     0.000000000E+00     0.000000000E+00     0.901210442E+00     0.000000000E+00     0.000000000E+00
      1     0.222381108E+01     0.000000000E+00     0.000000000E+00     0.230525800E+01     0.000000000E+00     0.000000000E+00
      2     0.297023933E+01     0.408275465E+01     0.383360671E+01     0.287048044E+01     0.163458590E-02    -0.247819418E-01
      3     0.245316962E+01     0.340143228E+01     0.343925344E+01     0.252636503E+01    -0.189492426E+00    -0.625586090E-02
      4     0.181181296E+01     0.251529878E+01     0.242913957E+01     0.186121038E+01    -0.356775834E-01    -0.514127523E-01
      5     0.127745361E+01     0.152284397E+01     0.138143018E+01     0.120808242E+01    -0.199039470E+00     0.319025223E-01
      6     0.597790225E+00     0.955215671E+00     0.983829263E+00     0.668642031E+00     0.532555251E-01     0.248999956E-01
      7     0.483202634E+00     0.403083320E+00     0.291835102E+00     0.404724919E+00    -0.167239210E-01     0.259531661E-01
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.2890
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999868E+00     0.000000000E+00     0.000000000E+00     0.903763354E+00     0.000000000E+00     0.000000000E+00
      1     0.218313463E+01     0.000000000E+00     0.000000000E+00     0.227486764E+01     0.000000000E+00     0.000000000E+00
      2     0.292059352E+01     0.404915507E+01     0.379616473E+01     0.282368171E+01     0.118505137E-02    -0.236692178E-01
      3     0.237153125E+01     0.331130122E+01     0.335313473E+01     0.244103019E+01    -0.192645347E+00     0.735029615E-02
      4     0.176244439E+01     0.243698423E+01     0.236195860E+01     0.181018558E+01    -0.327330078E-01    -0.493986725E-01
      5     0.130455994E+01     0.149704058E+01     0.135839659E+01     0.121852039E+01    -0.230578268E+00     0.405468653E-01
      6     0.652492259E+00     0.101224862E+01     0.105461933E+01     0.709554994E+00     0.784404496E-02     0.144249414E-01
      7     0.554602712E+00     0.442637074E+00     0.348174160E+00     0.466288259E+00    -0.619259193E-01     0.941918409E-02
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.2924
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999869E+00     0.000000000E+00     0.000000000E+00     0.899501569E+00     0.000000000E+00     0.000000000E+00
      1     0.215565740E+01     0.000000000E+00     0.000000000E+00     0.223410993E+01     0.000000000E+00     0.000000000E+00
      2     0.290017552E+01     0.401178731E+01     0.376187250E+01     0.279793231E+01    -0.429837383E-02    -0.209260374E-01
      3     0.234145275E+01     0.327039427E+01     0.330541869E+01     0.240890027E+01    -0.184874962E+00     0.232455500E-01
      4     0.177548959E+01     0.243774000E+01     0.235130904E+01     0.181961149E+01    -0.231629013E-01    -0.489903582E-01
      5     0.129890392E+01     0.150258629E+01     0.136594093E+01     0.123535371E+01    -0.213350735E+00     0.280596717E-01
      6     0.658403875E+00     0.104088701E+01     0.105522304E+01     0.715123222E+00     0.707838138E-02    -0.152165562E-01
      7     0.531534834E+00     0.428762946E+00     0.322494206E+00     0.454608216E+00    -0.591661037E-01    -0.122083633E-01
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.2959
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999875E+00     0.000000000E+00     0.000000000E+00     0.891655817E+00     0.000000000E+00     0.000000000E+00
      1     0.220413569E+01     0.000000000E+00     0.000000000E+00     0.226537647E+01     0.000000000E+00     0.000000000E+00
      2     0.296574891E+01     0.404877167E+01     0.379750160E+01     0.284777297E+01     0.782728080E-02    -0.216262200E-01
      3     0.244961919E+01     0.338113873E+01     0.341272394E+01     0.251394151E+01    -0.175738654E+00     0.201254286E-01
      4     0.184275741E+01     0.254042433E+01     0.243663125E+01     0.187991289E+01    -0.236692729E-02    -0.274107189E-01
      5     0.127433426E+01     0.153939410E+01     0.140362336E+01     0.124054646E+01    -0.207124794E+00     0.174503789E-02
      6     0.593871643E+00     0.988884848E+00     0.965604029E+00     0.655670098E+00     0.333655879E-01    -0.413157978E-01
      7     0.431982962E+00     0.369391932E+00     0.233902363E+00     0.360538503E+00    -0.301280663E-01    -0.200065194E-01
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.2994
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999885E+00     0.000000000E+00     0.000000000E+00     0.899784624E+00     0.000000000E+00     0.000000000E+00
      1     0.225458826E+01     0.000000000E+00     0.000000000E+00     0.232065355E+01     0.000000000E+00     0.000000000E+00
      2     0.302154601E+01     0.410413543E+01     0.386399735E+01     0.291319658E+01    -0.230400001E-02    -0.108487079E-01
      3     0.253827315E+01     0.348285788E+01     0.352194566E+01     0.261843643E+01    -0.176425955E+00     0.405669332E-02
      4     0.189525680E+01     0.262230328E+01     0.252046628E+01     0.194741810E+01    -0.202383468E-01    -0.374177318E-01
      5     0.127651918E+01     0.158440962E+01     0.144051723E+01     0.123540558E+01    -0.168578684E+00    -0.113253751E-01
      6     0.570204991E+00     0.939421000E+00     0.935694317E+00     0.644512122E+00     0.797931090E-01    -0.164682951E-01
      7     0.388441953E+00     0.351396670E+00     0.231810541E+00     0.334476653E+00     0.308505660E-01    -0.988101721E-02
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.3030
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999887E+00     0.000000000E+00     0.000000000E+00     0.900892993E+00     0.000000000E+00     0.000000000E+00
      1     0.224731801E+01     0.000000000E+00     0.000000000E+00     0.231534539E+01     0.000000000E+00     0.000000000E+00
      2     0.301019066E+01     0.409781942E+01     0.385852758E+01     0.290564551E+01     0.115018728E-02    -0.228449738E-01
      3     0.252331581E+01     0.346663713E+01     0.350333087E+01     0.259997202E+01    -0.180902390E+00    -0.637675168E-02
      4     0.187183126E+01     0.259949998E+01     0.250293404E+01     0.192384230E+01    -0.262072677E-01    -0.517871968E-01
      5     0.128694879E+01     0.156972706E+01     0.142065667E+01     0.122698046E+01    -0.170856248E+00    -0.284849137E-02
      6     0.581031808E+00     0.946022319E+00     0.957548970E+00     0.651269837E+00     0.813403667E-01    -0.603058888E-02
      7     0.417419212E+00     0.363968890E+00     0.248472572E+00     0.350048243E+00     0.277114483E-01     0.176888080E-02
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.3068
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999889E+00     0.000000000E+00     0.000000000E+00     0.905029733E+00     0.000000000E+00     0.000000000E+00
      1     0.222784100E+01     0.000000000E+00     0.000000000E+00     0.230586840E+01     0.000000000E+00     0.000000000E+00
      2     0.297857439E+01     0.408465254E+01     0.384558537E+01     0.288400992E+01     0.166506021E-02    -0.291935875E-01
      3     0.247704844E+01     0.341864823E+01     0.345379597E+01     0.254795942E+01    -0.188491759E+00    -0.794410340E-02
      4     0.182393833E+01     0.253921767E+01     0.245716914E+01     0.187500845E+01    -0.335862164E-01    -0.585241427E-01
      5     0.130747321E+01     0.153967768E+01     0.139830989E+01     0.123553644E+01    -0.201282760E+00     0.180103324E-01
      6     0.605949811E+00     0.978257896E+00     0.100837720E+01     0.672780895E+00     0.446872319E-01     0.663891081E-02
